Order_ID,Customer_ID,Order_Date,Order_Status,Payment_Method,Shipping_Type,Delivery_Date,Total_Amount,Discount_Amount,Final_Amount
ORD01767,CUST01741,2023-08-27,Completed,COD,Express,2023-08-29,3593,0,3593
ORD01768,CUST02119,2022-06-01,Completed,Card,Standard,2022-06-08,1384,0,1384
ORD01769,CUST01284,2021-09-20,Completed,COD,Standard,2021-09-25,916,0,916
ORD01770,CUST02065,2024-04-28,Completed,Card,Standard,2024-05-05,3858,0,3858
ORD01771,CUST03227,2024-04-19,Completed,Wallet,Standard,2024-04-24,2667,0,2667
ORD01772,CUST02919,2022-03-22,Completed,COD,Standard,2022-03-26,3065,0,3065
ORD01773,CUST04108,2025-07-25,Completed,UPI,Express,2025-07-26,2653,641,2012
ORD01774,CUST04216,2022-03-09,Completed,Card,Standard,2022-03-15,2835,0,2835
ORD01775,CUST01060,2021-07-04,Completed,COD,Standard,2021-07-08,3467,0,3467
ORD01776,CUST01662,2022-04-29,Completed,Card,Express,2022-05-01,3446,547,2899
ORD01777,CUST03554,2024-12-11,Completed,COD,Express,2024-12-14,2830,0,2830
ORD01778,CUST02031,2022-08-14,Completed,Wallet,Standard,2022-08-18,1608,0,1608
ORD01779,CUST01543,2024-09-19,Completed,UPI,Standard,2024-09-22,4746,772,3974
ORD01780,CUST02283,2022-04-20,Returned,COD,Standard,2022-04-25,2782,299,2483
ORD01781,CUST02698,2025-11-19,Completed,COD,Express,2025-11-22,2839,0,2839
ORD01782,CUST00723,2024-02-26,Completed,UPI,Standard,2024-02-29,4307,829,3478
ORD01783,CUST04541,2021-06-16,Completed,UPI,Standard,2021-06-21,3367,878,2489
ORD01784,CUST00065,2023-07-02,Cancelled,COD,Standard,,1495,258,1237
ORD01785,CUST00803,2023-04-07,Completed,UPI,Standard,2023-04-11,4796,0,4796
ORD01786,CUST02899,2021-04-26,Completed,UPI,Standard,2021-04-29,2074,0,2074
ORD01787,CUST01972,2025-10-08,Completed,Card,Express,2025-10-09,3231,0,3231
ORD01788,CUST03373,2023-10-13,Completed,Card,Express,2023-10-15,4918,397,4521
ORD01789,CUST04887,2024-10-16,Completed,Card,Standard,2024-10-21,737,0,737
ORD01790,CUST01003,2024-05-17,Returned,COD,Express,2024-05-18,2083,0,2083
ORD01791,CUST02339,2025-05-19,Completed,COD,Standard,2025-05-23,523,93,430
ORD01792,CUST04488,2023-04-09,Completed,Wallet,Standard,2023-04-13,2007,0,2007
ORD01793,CUST02165,2021-01-15,Completed,Card,Express,2021-01-16,3673,1099,2574
ORD01794,CUST02735,2025-01-22,Completed,Card,Express,2025-01-23,625,136,489
ORD01795,CUST02880,2025-11-18,Completed,COD,Express,2025-11-20,4858,474,4384
ORD01796,CUST03231,2024-09-27,Completed,UPI,Standard,2024-10-04,1024,276,748
ORD01797,CUST00609,2023-11-10,Completed,Wallet,Express,2023-11-12,4653,1056,3597
ORD01798,CUST01543,2025-11-27,Completed,UPI,Express,2025-11-28,2464,564,1900
ORD01799,CUST00339,2024-03-09,Completed,UPI,Standard,2024-03-14,1101,109,992
ORD01800,CUST00373,2021-04-20,Completed,Card,Express,2021-04-23,4775,312,4463
ORD01801,CUST04838,2021-02-25,Completed,UPI,Express,2021-02-28,1759,386,1373
ORD01802,CUST03038,2025-02-10,Completed,Card,Express,2025-02-12,1459,132,1327
ORD01803,CUST01534,2025-01-03,Cancelled,COD,Express,,501,101,400
ORD01804,CUST00436,2025-06-28,Completed,COD,Standard,2025-07-01,1071,0,1071
ORD01805,CUST04084,2025-05-03,Completed,COD,Express,2025-05-06,2973,522,2451
ORD01806,CUST03556,2021-04-04,Completed,COD,Standard,2021-04-11,1946,0,1946
ORD01807,CUST01440,2021-08-06,Completed,Card,Standard,2021-08-12,4439,826,3613
ORD01808,CUST00630,2025-12-15,Completed,UPI,Express,2025-12-17,3631,297,3334
ORD01809,CUST02957,2023-06-20,Completed,UPI,Express,2023-06-23,800,138,662
ORD01810,CUST00248,2024-11-19,Cancelled,Card,Standard,,4355,0,4355
ORD01811,CUST04142,2023-08-28,Completed,Card,Standard,2023-09-04,506,0,506
ORD01812,CUST03856,2025-09-23,Cancelled,UPI,Standard,,3557,859,2698
ORD01813,CUST03853,2023-02-17,Completed,Card,Express,2023-02-20,3848,0,3848
ORD01814,CUST01549,2025-11-08,Completed,Card,Express,2025-11-11,4494,0,4494
ORD01815,CUST04110,2021-08-17,Completed,Wallet,Standard,2021-08-23,2459,549,1910
ORD01816,CUST04273,2024-01-08,Returned,COD,Express,2024-01-11,1260,0,1260
ORD01817,CUST00943,2025-05-12,Completed,COD,Express,2025-05-13,1748,0,1748
ORD01818,CUST00804,2021-06-14,Completed,Card,Express,2021-06-17,1964,0,1964
ORD01819,CUST01848,2023-02-17,Completed,COD,Standard,2023-02-21,811,0,811
ORD01820,CUST02825,2024-08-01,Completed,UPI,Express,2024-08-03,4004,0,4004
ORD01821,CUST02419,2024-10-19,Completed,Card,Express,2024-10-22,4075,615,3460
ORD01822,CUST02399,2022-02-18,Completed,COD,Express,2022-02-19,3802,335,3467
ORD01823,CUST01200,2023-06-30,Completed,Card,Standard,2023-07-03,4973,909,4064
ORD01824,CUST00745,2021-07-11,Completed,COD,Express,2021-07-12,662,0,662
ORD01825,CUST03078,2025-04-12,Completed,UPI,Express,2025-04-14,4482,0,4482
ORD01826,CUST00362,2023-08-25,Completed,UPI,Express,2023-08-26,3240,0,3240
ORD01827,CUST00859,2022-01-10,Completed,UPI,Standard,2022-01-16,2232,0,2232
ORD01828,CUST01833,2023-09-09,Completed,Card,Standard,2023-09-13,1179,243,936
ORD01829,CUST01969,2024-11-11,Completed,COD,Standard,2024-11-18,3616,0,3616
ORD01830,CUST01307,2022-09-12,Returned,COD,Standard,2022-09-15,4212,0,4212
ORD01831,CUST02171,2021-05-18,Completed,COD,Express,2021-05-21,2399,0,2399
ORD01832,CUST00097,2024-09-30,Completed,COD,Express,2024-10-01,2509,0,2509
ORD01833,CUST01325,2021-02-15,Cancelled,COD,Express,,2160,612,1548
ORD01834,CUST03964,2024-04-26,Completed,UPI,Standard,2024-05-03,1776,0,1776
ORD01835,CUST01621,2025-03-12,Completed,COD,Standard,2025-03-18,2686,559,2127
ORD01836,CUST01104,2021-12-24,Returned,Card,Standard,2021-12-27,3007,206,2801
ORD01837,CUST00630,2024-11-19,Completed,Card,Express,2024-11-20,2078,0,2078
ORD01838,CUST01945,2025-04-20,Completed,Card,Standard,2025-04-27,2868,0,2868
ORD01839,CUST00731,2021-06-05,Completed,COD,Standard,2021-06-12,3592,0,3592
ORD01840,CUST04670,2022-08-24,Completed,COD,Express,2022-08-27,2996,0,2996
ORD01841,CUST02582,2023-03-21,Cancelled,UPI,Standard,,501,77,424
ORD01842,CUST04919,2021-10-08,Completed,UPI,Standard,2021-10-12,1608,0,1608
ORD01843,CUST04078,2021-11-24,Cancelled,UPI,Express,,1498,0,1498
ORD01844,CUST02221,2022-08-15,Completed,Card,Standard,2022-08-20,2897,629,2268
ORD01845,CUST00421,2022-09-16,Cancelled,Card,Express,,2458,0,2458
ORD01846,CUST01248,2021-08-02,Cancelled,Wallet,Express,,2302,0,2302
ORD01847,CUST02150,2023-04-29,Returned,Card,Standard,2023-05-05,1814,427,1387
ORD01848,CUST04113,2023-05-22,Returned,UPI,Standard,2023-05-28,1345,203,1142
ORD01849,CUST04315,2022-09-24,Completed,COD,Standard,2022-09-29,4197,0,4197
ORD01850,CUST04750,2024-08-29,Completed,COD,Express,2024-08-31,4006,0,4006
ORD01851,CUST04750,2025-04-13,Completed,Card,Express,2025-04-15,723,0,723
ORD01852,CUST00616,2021-05-29,Completed,UPI,Express,2021-05-30,1056,242,814
ORD01853,CUST00902,2024-03-22,Completed,Card,Express,2024-03-25,2300,0,2300
ORD01854,CUST03067,2024-04-18,Completed,UPI,Express,2024-04-21,4519,636,3883
ORD01855,CUST01920,2022-11-19,Completed,UPI,Standard,2022-11-22,689,0,689
ORD01856,CUST02474,2023-05-02,Completed,Card,Standard,2023-05-05,3084,0,3084
ORD01857,CUST01666,2023-08-24,Completed,Card,Standard,2023-08-28,4656,1386,3270
ORD01858,CUST00395,2022-10-13,Completed,UPI,Express,2022-10-16,1007,94,913
ORD01859,CUST01309,2024-07-08,Returned,UPI,Standard,2024-07-15,1888,0,1888
ORD01860,CUST01921,2023-02-16,Completed,UPI,Express,2023-02-19,3724,0,3724
ORD01861,CUST02122,2022-02-02,Completed,Card,Standard,2022-02-08,2092,611,1481
ORD01862,CUST02117,2025-02-07,Cancelled,Card,Standard,,4291,0,4291
ORD01863,CUST03341,2024-09-21,Returned,COD,Express,2024-09-22,3131,0,3131
ORD01864,CUST04855,2025-07-05,Completed,Card,Standard,2025-07-08,4874,0,4874
ORD01865,CUST02429,2023-08-21,Cancelled,UPI,Standard,,3825,0,3825
ORD01866,CUST00098,2024-01-14,Completed,Card,Express,2024-01-16,3840,871,2969
ORD01867,CUST04707,2023-01-09,Completed,UPI,Express,2023-01-10,4691,0,4691
ORD01868,CUST03313,2023-02-02,Completed,Card,Express,2023-02-04,4125,0,4125
ORD01869,CUST02803,2025-12-09,Completed,UPI,Standard,2025-12-14,2186,490,1696
ORD01870,CUST03800,2023-06-02,Completed,Card,Express,2023-06-04,2518,0,2518
ORD01871,CUST01544,2025-10-10,Completed,UPI,Express,2025-10-12,3515,0,3515
ORD01872,CUST02251,2023-12-19,Returned,UPI,Standard,2023-12-22,1357,236,1121
ORD01873,CUST04725,2021-05-08,Completed,Card,Express,2021-05-09,2919,0,2919
ORD01874,CUST03350,2023-08-16,Completed,UPI,Standard,2023-08-21,4349,0,4349
ORD01875,CUST02410,2023-04-29,Completed,COD,Standard,2023-05-04,3137,613,2524
ORD01876,CUST00908,2025-02-17,Completed,Card,Express,2025-02-19,3916,0,3916
ORD01877,CUST00054,2024-06-02,Completed,COD,Standard,2024-06-07,3656,307,3349
ORD01878,CUST02434,2024-11-12,Returned,COD,Express,2024-11-14,3766,986,2780
ORD01879,CUST03784,2024-06-20,Completed,COD,Express,2024-06-22,977,0,977
ORD01880,CUST00410,2022-11-26,Cancelled,COD,Express,,1219,0,1219
ORD01881,CUST03142,2021-09-24,Completed,Card,Standard,2021-09-30,1964,443,1521
ORD01882,CUST01592,2021-11-16,Completed,UPI,Express,2021-11-17,2447,371,2076
ORD01883,CUST00768,2025-05-23,Completed,COD,Standard,2025-05-30,1857,163,1694
ORD01884,CUST03498,2025-07-29,Completed,Card,Standard,2025-08-02,635,0,635
ORD01885,CUST04416,2021-10-05,Completed,UPI,Express,2021-10-06,3533,285,3248
ORD01886,CUST02530,2025-09-27,Completed,UPI,Standard,2025-10-02,4428,0,4428
ORD01887,CUST00858,2025-10-01,Cancelled,UPI,Express,,1895,0,1895
ORD01888,CUST01627,2024-11-20,Completed,Card,Express,2024-11-23,4042,339,3703
ORD01889,CUST01746,2024-06-10,Completed,Wallet,Standard,2024-06-14,3854,0,3854
ORD01890,CUST03805,2021-10-30,Cancelled,UPI,Express,,596,122,474
ORD01891,CUST04284,2025-08-08,Completed,UPI,Express,2025-08-11,746,0,746
ORD01892,CUST03046,2023-10-03,Completed,UPI,Express,2023-10-05,2595,0,2595
ORD01893,CUST01842,2021-08-29,Completed,Card,Express,2021-09-01,2323,193,2130
ORD01894,CUST02439,2021-09-01,Completed,Wallet,Express,2021-09-04,1632,106,1526
ORD01895,CUST00101,2025-10-12,Completed,Card,Standard,2025-10-15,1559,218,1341
ORD01896,CUST04113,2025-03-14,Completed,UPI,Standard,2025-03-20,3210,760,2450
ORD01897,CUST04593,2024-09-30,Completed,COD,Express,2024-10-02,569,0,569
ORD01898,CUST00594,2022-08-07,Completed,Card,Standard,2022-08-11,3353,914,2439
ORD01899,CUST04809,2023-10-24,Completed,UPI,Express,2023-10-26,1596,0,1596
ORD01900,CUST01163,2025-02-17,Completed,COD,Standard,2025-02-20,752,159,593
ORD01901,CUST03965,2025-02-06,Completed,Wallet,Express,2025-02-07,2133,0,2133
ORD01902,CUST01321,2021-03-18,Returned,UPI,Standard,2021-03-25,2210,610,1600
ORD01903,CUST01326,2024-08-20,Completed,Card,Express,2024-08-23,3299,0,3299
ORD01904,CUST00154,2025-08-06,Completed,Card,Standard,2025-08-13,789,0,789
ORD01905,CUST00365,2022-09-18,Completed,COD,Express,2022-09-19,1946,0,1946
ORD01906,CUST01785,2022-02-25,Completed,COD,Express,2022-02-27,3901,0,3901
ORD01907,CUST04852,2022-05-03,Completed,COD,Express,2022-05-05,2866,0,2866
ORD01908,CUST01310,2025-07-28,Completed,Card,Express,2025-07-31,2211,0,2211
ORD01909,CUST01033,2021-10-08,Completed,Card,Standard,2021-10-13,2190,0,2190
ORD01910,CUST01993,2021-07-22,Completed,Card,Standard,2021-07-26,1295,106,1189
ORD01911,CUST03462,2025-03-28,Completed,Card,Standard,2025-03-31,4733,1254,3479
ORD01912,CUST00161,2021-11-10,Completed,Card,Express,2021-11-13,3335,0,3335
ORD01913,CUST00852,2022-03-02,Completed,Card,Standard,2022-03-08,3271,752,2519
ORD01914,CUST00254,2022-07-12,Completed,UPI,Standard,2022-07-15,4191,1195,2996
ORD01915,CUST04209,2025-01-31,Completed,Wallet,Express,2025-02-02,2644,0,2644
ORD01916,CUST04271,2025-01-16,Cancelled,UPI,Standard,,2831,0,2831
ORD01917,CUST04658,2025-02-10,Completed,UPI,Standard,2025-02-16,1627,0,1627
ORD01918,CUST04729,2021-05-03,Completed,Card,Express,2021-05-05,4787,0,4787
ORD01919,CUST04003,2025-10-28,Completed,UPI,Express,2025-10-29,4003,0,4003
ORD01920,CUST03484,2021-07-11,Returned,COD,Express,2021-07-14,4891,0,4891
ORD01921,CUST00779,2024-05-10,Completed,COD,Standard,2024-05-13,546,146,400
ORD01922,CUST00954,2023-10-17,Cancelled,UPI,Standard,,3391,0,3391
ORD01923,CUST04983,2023-12-05,Completed,UPI,Express,2023-12-06,3354,0,3354
ORD01924,CUST01408,2021-03-21,Returned,Card,Standard,2021-03-24,3472,0,3472
ORD01925,CUST01267,2025-12-27,Completed,Card,Express,2025-12-30,2800,0,2800
ORD01926,CUST01199,2021-11-04,Completed,COD,Standard,2021-11-10,793,123,670
ORD01927,CUST02288,2023-11-19,Completed,UPI,Standard,2023-11-24,3554,443,3111
ORD01928,CUST04538,2021-11-23,Completed,Card,Standard,2021-11-29,980,85,895
ORD01929,CUST00914,2024-10-04,Completed,COD,Standard,2024-10-09,607,89,518
ORD01930,CUST03763,2022-12-15,Completed,UPI,Express,2022-12-17,3480,0,3480
ORD01931,CUST02104,2023-09-09,Completed,Card,Standard,2023-09-15,2485,0,2485
ORD01932,CUST04303,2022-11-15,Completed,UPI,Standard,2022-11-22,4031,292,3739
ORD01933,CUST00919,2022-10-26,Returned,Card,Standard,2022-10-29,1498,321,1177
ORD01934,CUST00292,2024-01-13,Cancelled,Card,Express,,3820,640,3180
ORD01935,CUST02587,2022-10-22,Completed,Card,Express,2022-10-23,1496,0,1496
ORD01936,CUST04585,2021-12-09,Completed,Card,Express,2021-12-12,1057,0,1057
ORD01937,CUST03370,2024-08-19,Completed,Card,Standard,2024-08-23,4686,0,4686
ORD01938,CUST03609,2022-09-06,Returned,Card,Standard,2022-09-13,2659,0,2659
ORD01939,CUST02506,2022-04-18,Completed,UPI,Express,2022-04-20,1870,441,1429
ORD01940,CUST01946,2022-01-16,Completed,Card,Express,2022-01-17,1576,0,1576
ORD01941,CUST03438,2021-04-15,Completed,UPI,Standard,2021-04-18,2684,494,2190
ORD01942,CUST00943,2022-07-07,Cancelled,Card,Express,,3214,0,3214
ORD01943,CUST01088,2025-04-01,Completed,UPI,Express,2025-04-02,2157,0,2157
ORD01944,CUST04840,2022-06-17,Completed,COD,Express,2022-06-18,934,0,934
ORD01945,CUST04837,2025-11-14,Completed,COD,Express,2025-11-16,863,104,759
ORD01946,CUST04742,2021-09-10,Returned,UPI,Standard,2021-09-17,3331,537,2794
ORD01947,CUST02327,2022-12-23,Completed,COD,Standard,2022-12-27,2493,0,2493
ORD01948,CUST04719,2021-07-24,Cancelled,Wallet,Standard,,4945,0,4945
ORD01949,CUST03405,2024-04-02,Completed,UPI,Standard,2024-04-06,1718,0,1718
ORD01950,CUST04279,2021-09-09,Completed,Card,Standard,2021-09-13,996,0,996
ORD01951,CUST01209,2025-02-15,Completed,COD,Express,2025-02-16,3014,0,3014
ORD01952,CUST00618,2024-03-06,Completed,UPI,Express,2024-03-07,533,123,410
ORD01953,CUST01576,2024-01-18,Cancelled,UPI,Express,,3820,0,3820
ORD01954,CUST00197,2024-05-12,Completed,COD,Standard,2024-05-16,2809,0,2809
ORD01955,CUST04147,2021-02-11,Completed,Card,Standard,2021-02-15,3032,0,3032
ORD01956,CUST04218,2023-09-14,Completed,Card,Standard,2023-09-21,1032,0,1032
ORD01957,CUST03880,2022-12-09,Completed,UPI,Express,2022-12-12,3185,719,2466
ORD01958,CUST04688,2023-03-10,Completed,Wallet,Standard,2023-03-13,4063,0,4063
ORD01959,CUST01105,2024-08-04,Completed,UPI,Express,2024-08-05,3348,0,3348
ORD01960,CUST02014,2023-06-10,Returned,COD,Express,2023-06-12,3881,0,3881
ORD01961,CUST01267,2021-10-26,Cancelled,UPI,Standard,,816,0,816
ORD01962,CUST02932,2025-12-09,Completed,UPI,Express,2025-12-12,3243,0,3243
ORD01963,CUST02107,2025-05-03,Completed,Card,Express,2025-05-05,4122,0,4122
ORD01964,CUST02471,2023-08-23,Completed,COD,Express,2023-08-26,4301,1072,3229
ORD01965,CUST00232,2025-02-14,Returned,UPI,Express,2025-02-17,632,178,454
ORD01966,CUST04480,2021-08-27,Completed,UPI,Express,2021-08-28,2560,0,2560
ORD01967,CUST01654,2025-02-10,Completed,Card,Standard,2025-02-13,1700,0,1700
ORD01968,CUST02498,2021-03-16,Completed,COD,Express,2021-03-17,2462,0,2462
ORD01969,CUST04861,2021-02-07,Completed,COD,Express,2021-02-08,2804,735,2069
ORD01970,CUST04789,2021-03-13,Completed,Card,Standard,2021-03-19,682,0,682
ORD01971,CUST02681,2023-02-21,Completed,Card,Express,2023-02-23,3047,0,3047
ORD01972,CUST03724,2023-08-08,Completed,COD,Standard,2023-08-15,3446,0,3446
ORD01973,CUST02683,2023-09-14,Completed,UPI,Express,2023-09-15,3769,0,3769
ORD01974,CUST01661,2024-04-17,Completed,Card,Express,2024-04-19,2420,0,2420
ORD01975,CUST00492,2021-11-29,Completed,Card,Standard,2021-12-04,1464,0,1464
ORD01976,CUST00238,2024-05-12,Completed,Wallet,Standard,2024-05-15,787,121,666
ORD01977,CUST02550,2021-08-15,Completed,UPI,Express,2021-08-17,2888,229,2659
ORD01978,CUST04358,2021-06-07,Completed,UPI,Standard,2021-06-11,1109,0,1109
ORD01979,CUST02607,2021-10-03,Cancelled,UPI,Express,,2359,0,2359
ORD01980,CUST04799,2022-06-14,Completed,Wallet,Express,2022-06-16,2973,196,2777
ORD01981,CUST02712,2025-08-11,Completed,UPI,Standard,2025-08-15,518,0,518
ORD01982,CUST01773,2022-05-07,Completed,COD,Standard,2022-05-11,519,0,519
ORD01983,CUST04837,2024-06-18,Completed,COD,Standard,2024-06-24,2037,0,2037
ORD01984,CUST00569,2025-04-27,Completed,UPI,Express,2025-04-29,2624,132,2492
ORD01985,CUST02214,2023-08-12,Cancelled,UPI,Express,,3751,1110,2641
ORD01986,CUST02697,2025-03-03,Completed,UPI,Standard,2025-03-06,3642,0,3642
ORD01987,CUST02884,2021-12-10,Completed,UPI,Express,2021-12-12,3744,0,3744
ORD01988,CUST01360,2024-04-19,Completed,Card,Express,2024-04-21,2286,0,2286
ORD01989,CUST04766,2022-05-27,Completed,Card,Standard,2022-06-03,4989,462,4527
ORD01990,CUST03706,2021-11-06,Completed,UPI,Express,2021-11-07,1152,0,1152
ORD01991,CUST00383,2024-08-24,Completed,Card,Standard,2024-08-31,2061,0,2061
ORD01992,CUST02220,2023-09-26,Completed,UPI,Express,2023-09-27,2968,641,2327
ORD01993,CUST02042,2025-07-17,Returned,UPI,Standard,2025-07-22,4388,532,3856
ORD01994,CUST02103,2022-01-20,Completed,UPI,Express,2022-01-23,1948,532,1416
ORD01995,CUST04919,2022-04-19,Completed,UPI,Standard,2022-04-25,1279,286,993
ORD01996,CUST00082,2024-06-14,Completed,Wallet,Express,2024-06-16,642,0,642
ORD01997,CUST04125,2023-02-14,Completed,COD,Standard,2023-02-18,1575,0,1575
ORD01998,CUST04104,2023-01-20,Completed,COD,Express,2023-01-21,4382,0,4382
ORD01999,CUST01126,2021-09-28,Completed,UPI,Express,2021-09-30,1086,0,1086
ORD02000,CUST02078,2023-11-12,Completed,COD,Standard,2023-11-19,2822,0,2822
ORD02001,CUST00877,2025-03-10,Completed,Card,Standard,2025-03-17,3910,0,3910
ORD02002,CUST00462,2024-01-16,Completed,Card,Express,2024-01-18,3432,0,3432
ORD02003,CUST02341,2023-09-26,Completed,Card,Express,2023-09-27,3524,1033,2491
ORD02004,CUST03363,2022-01-24,Completed,Card,Express,2022-01-25,1869,222,1647
ORD02005,CUST04721,2021-12-30,Completed,Wallet,Express,2022-01-02,1379,370,1009
ORD02006,CUST02339,2024-10-05,Completed,COD,Express,2024-10-06,1377,398,979
ORD02007,CUST04604,2021-02-14,Completed,Card,Standard,2021-02-19,3512,0,3512
ORD02008,CUST01165,2023-05-18,Completed,UPI,Express,2023-05-21,923,230,693
ORD02009,CUST00864,2025-11-28,Completed,Card,Standard,2025-12-04,4356,0,4356
ORD02010,CUST01373,2024-03-22,Completed,COD,Standard,2024-03-29,2987,0,2987
ORD02011,CUST04697,2024-07-28,Completed,Card,Express,2024-07-29,3722,1113,2609
ORD02012,CUST01589,2025-04-22,Completed,COD,Express,2025-04-24,3862,960,2902
ORD02013,CUST00266,2021-05-19,Completed,COD,Express,2021-05-21,2277,0,2277
ORD02014,CUST02029,2023-03-24,Completed,UPI,Express,2023-03-26,3407,975,2432
ORD02015,CUST03528,2022-10-31,Returned,Card,Standard,2022-11-06,1594,0,1594
ORD02016,CUST00032,2025-12-29,Completed,COD,Standard,2026-01-05,2102,0,2102
ORD02017,CUST02473,2023-05-23,Completed,COD,Express,2023-05-24,4177,1013,3164
ORD02018,CUST04156,2025-04-18,Completed,UPI,Standard,2025-04-24,3298,637,2661
ORD02019,CUST04229,2025-11-01,Completed,COD,Standard,2025-11-08,3216,0,3216
ORD02020,CUST02896,2024-12-20,Cancelled,Card,Express,,3403,0,3403
ORD02021,CUST02447,2022-03-24,Completed,COD,Express,2022-03-27,1635,322,1313
ORD02022,CUST02722,2021-09-28,Cancelled,UPI,Express,,4326,0,4326
ORD02023,CUST00689,2025-07-21,Cancelled,UPI,Express,,1754,417,1337
ORD02024,CUST04810,2021-08-18,Completed,UPI,Express,2021-08-21,1728,0,1728
ORD02025,CUST02263,2021-07-16,Completed,Card,Express,2021-07-19,1349,218,1131
ORD02026,CUST02656,2025-10-27,Completed,Card,Standard,2025-10-31,1180,0,1180
ORD02027,CUST02178,2023-10-13,Completed,Card,Standard,2023-10-16,532,0,532
ORD02028,CUST01688,2024-05-06,Completed,COD,Express,2024-05-08,698,0,698
ORD02029,CUST00928,2024-07-28,Completed,COD,Express,2024-07-31,4220,0,4220
ORD02030,CUST02359,2024-12-20,Completed,UPI,Express,2024-12-22,677,38,639
ORD02031,CUST03257,2024-08-23,Completed,Card,Standard,2024-08-26,3035,352,2683
ORD02032,CUST03482,2024-07-22,Completed,UPI,Express,2024-07-24,2190,613,1577
ORD02033,CUST04730,2023-05-30,Completed,COD,Express,2023-06-01,1070,162,908
ORD02034,CUST04931,2021-07-27,Completed,Wallet,Standard,2021-07-30,3374,0,3374
ORD02035,CUST00439,2021-12-10,Completed,COD,Express,2021-12-13,4898,551,4347
ORD02036,CUST03050,2024-09-02,Completed,UPI,Standard,2024-09-09,1766,0,1766
ORD02037,CUST03885,2024-04-03,Cancelled,Card,Standard,,3178,227,2951
ORD02038,CUST01284,2022-08-28,Completed,UPI,Express,2022-08-31,3438,0,3438
ORD02039,CUST04285,2023-05-23,Completed,UPI,Standard,2023-05-28,513,0,513
ORD02040,CUST00301,2024-09-13,Completed,Card,Express,2024-09-14,1535,268,1267
ORD02041,CUST01026,2025-02-11,Completed,UPI,Standard,2025-02-17,1062,0,1062
ORD02042,CUST03571,2024-12-01,Completed,Wallet,Standard,2024-12-06,1128,0,1128
ORD02043,CUST04284,2024-05-21,Completed,COD,Express,2024-05-23,3835,0,3835
ORD02044,CUST01186,2024-08-30,Cancelled,Card,Express,,569,0,569
ORD02045,CUST02347,2021-02-23,Cancelled,UPI,Standard,,3750,0,3750
ORD02046,CUST03926,2025-05-11,Cancelled,Card,Standard,,3629,546,3083
ORD02047,CUST00188,2024-05-14,Completed,Card,Standard,2024-05-21,3672,0,3672
ORD02048,CUST04990,2025-11-15,Returned,UPI,Express,2025-11-17,4612,0,4612
ORD02049,CUST02873,2021-07-14,Completed,Card,Express,2021-07-16,3268,0,3268
ORD02050,CUST00406,2025-08-25,Completed,Card,Standard,2025-09-01,2056,0,2056
ORD02051,CUST03974,2023-12-03,Completed,Card,Standard,2023-12-07,1238,310,928
ORD02052,CUST04145,2023-08-06,Returned,UPI,Express,2023-08-07,2782,0,2782
ORD02053,CUST00543,2023-05-19,Completed,COD,Express,2023-05-20,4723,0,4723
ORD02054,CUST02993,2025-07-07,Completed,COD,Express,2025-07-09,1537,0,1537
ORD02055,CUST02137,2023-04-26,Completed,COD,Standard,2023-05-02,3435,529,2906
ORD02056,CUST02709,2025-08-01,Completed,Card,Express,2025-08-03,3707,0,3707
ORD02057,CUST01360,2024-05-05,Completed,Wallet,Express,2024-05-08,4620,905,3715
ORD02058,CUST04341,2024-11-10,Completed,COD,Standard,2024-11-17,3050,0,3050
ORD02059,CUST03510,2025-12-16,Completed,Card,Standard,2025-12-20,2865,0,2865
ORD02060,CUST02372,2022-03-29,Completed,UPI,Standard,2022-04-01,4398,0,4398
ORD02061,CUST03809,2022-11-05,Completed,Card,Standard,2022-11-10,4265,1183,3082
ORD02062,CUST03622,2025-01-15,Completed,Card,Standard,2025-01-21,3320,0,3320
ORD02063,CUST00953,2021-11-07,Completed,Card,Express,2021-11-08,4969,984,3985
ORD02064,CUST01490,2024-05-12,Completed,UPI,Express,2024-05-13,932,181,751
ORD02065,CUST02322,2022-08-20,Returned,COD,Standard,2022-08-25,1789,0,1789
ORD02066,CUST03453,2025-05-09,Completed,COD,Express,2025-05-12,4254,0,4254
ORD02067,CUST04133,2022-03-29,Completed,Wallet,Express,2022-03-31,843,0,843
ORD02068,CUST00847,2024-02-17,Completed,Card,Express,2024-02-18,3631,0,3631
ORD02069,CUST01603,2021-06-10,Cancelled,Wallet,Express,,1396,262,1134
ORD02070,CUST00735,2021-05-31,Completed,Card,Express,2021-06-02,2122,0,2122
ORD02071,CUST04950,2021-06-29,Completed,Card,Standard,2021-07-03,2192,481,1711
ORD02072,CUST02082,2025-08-07,Returned,Card,Express,2025-08-10,1410,156,1254
ORD02073,CUST03201,2025-09-28,Completed,UPI,Express,2025-09-29,2177,186,1991
ORD02074,CUST02248,2023-02-08,Completed,UPI,Express,2023-02-11,2277,0,2277
ORD02075,CUST02082,2024-08-07,Completed,Wallet,Standard,2024-08-11,4025,0,4025
ORD02076,CUST00580,2022-04-26,Completed,Wallet,Express,2022-04-29,1327,0,1327
ORD02077,CUST02236,2021-05-31,Completed,UPI,Standard,2021-06-05,1770,0,1770
ORD02078,CUST01486,2021-04-22,Completed,COD,Standard,2021-04-25,677,0,677
ORD02079,CUST03246,2021-05-25,Completed,Card,Standard,2021-05-30,3561,0,3561
ORD02080,CUST03702,2021-07-02,Returned,UPI,Standard,2021-07-07,3884,0,3884
