Order_Detail_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Percentage,Total_Price
OD04030,ORD03172,PROD01683,2,1916,10,3448
OD04031,ORD07937,PROD00386,2,3262,0,6524
OD04032,ORD07413,PROD00537,3,1716,0,5148
OD04033,ORD00281,PROD00487,2,2804,0,5608
OD04034,ORD02143,PROD00111,1,2240,5,2128
OD04035,ORD02237,PROD00955,2,4098,15,6966
OD04036,ORD03446,PROD00546,1,2066,0,2066
OD04037,ORD04426,PROD00490,1,2661,20,2128
OD04038,ORD00024,PROD00980,1,1389,5,1319
OD04039,ORD06752,PROD01047,1,4710,0,4710
OD04040,ORD05289,PROD00647,1,4257,0,4257
OD04041,ORD05753,PROD00728,2,830,15,1411
OD04042,ORD02004,PROD01849,1,4135,0,4135
OD04043,ORD01921,PROD01816,2,4686,20,7497
OD04044,ORD07029,PROD00768,1,4053,20,3242
OD04045,ORD02729,PROD01813,1,616,25,462
OD04046,ORD02555,PROD00249,1,1560,0,1560
OD04047,ORD00466,PROD00467,2,868,15,1475
OD04048,ORD03879,PROD01736,2,459,0,918
OD04049,ORD01786,PROD01781,2,4506,25,6759
OD04050,ORD07343,PROD00238,1,926,5,879
OD04051,ORD02313,PROD00095,1,3484,0,3484
OD04052,ORD00051,PROD01106,1,1829,10,1646
OD04053,ORD06599,PROD01322,1,3480,0,3480
OD04054,ORD04021,PROD01158,4,1783,10,6418
OD04055,ORD07363,PROD00916,1,4145,10,3730
OD04056,ORD05465,PROD01667,2,899,10,1618
OD04057,ORD00282,PROD00827,2,4679,10,8422
OD04058,ORD01671,PROD01657,1,2104,0,2104
OD04059,ORD07573,PROD00778,1,1786,0,1786
OD04060,ORD03865,PROD01668,1,3143,5,2985
OD04061,ORD07247,PROD00325,1,1771,0,1771
OD04062,ORD07041,PROD00605,1,2048,15,1740
OD04063,ORD03918,PROD00307,2,872,0,1744
OD04064,ORD01193,PROD00415,3,2283,5,6506
OD04065,ORD00870,PROD01605,1,4650,0,4650
OD04066,ORD03517,PROD01041,1,1775,0,1775
OD04067,ORD05269,PROD00924,1,2736,0,2736
OD04068,ORD07076,PROD01335,1,1685,5,1600
OD04069,ORD05269,PROD00697,2,2365,0,4730
OD04070,ORD05878,PROD01038,3,2233,5,6364
OD04071,ORD02554,PROD00628,2,3416,0,6832
OD04072,ORD04800,PROD00742,1,4405,15,3744
OD04073,ORD04433,PROD00710,1,3721,0,3721
OD04074,ORD03592,PROD00705,1,2517,20,2013
OD04075,ORD02217,PROD01236,1,3318,25,2488
OD04076,ORD04018,PROD01881,1,4413,5,4192
OD04077,ORD03961,PROD01527,1,4800,0,4800
OD04078,ORD04249,PROD01424,1,1747,25,1310
OD04079,ORD00462,PROD00694,2,1948,0,3896
OD04080,ORD02693,PROD01645,1,876,0,876
OD04081,ORD03056,PROD00537,1,1743,0,1743
OD04082,ORD05679,PROD00878,2,615,5,1168
OD04083,ORD00263,PROD01193,3,4518,0,13554
OD04084,ORD01394,PROD00776,1,2087,10,1878
OD04085,ORD04931,PROD00394,1,1375,25,1031
OD04086,ORD00746,PROD01172,1,1538,0,1538
OD04087,ORD05969,PROD01386,4,4877,25,14631
OD04088,ORD06807,PROD00433,1,461,15,391
OD04089,ORD07933,PROD01003,1,2341,0,2341
OD04090,ORD03228,PROD01753,1,3611,0,3611
OD04091,ORD07074,PROD00424,1,1731,0,1731
OD04092,ORD07253,PROD00103,2,3593,0,7186
OD04093,ORD04347,PROD00503,2,1394,0,2788
OD04094,ORD02429,PROD01573,1,402,0,402
OD04095,ORD05384,PROD01502,1,3442,0,3442
OD04096,ORD00429,PROD01414,4,3994,0,15976
OD04097,ORD00075,PROD00475,3,2551,0,7653
OD04098,ORD00104,PROD00901,2,2393,0,4786
OD04099,ORD07800,PROD00157,2,713,0,1426
OD04100,ORD02745,PROD01688,1,1389,10,1250
OD04101,ORD05187,PROD01684,1,4561,15,3876
OD04102,ORD05392,PROD01458,1,4536,0,4536
OD04103,ORD00006,PROD00723,3,668,10,1803
OD04104,ORD01292,PROD01115,2,2485,0,4970
OD04105,ORD07233,PROD01084,1,4484,20,3587
OD04106,ORD07884,PROD00429,2,4224,10,7603
OD04107,ORD03245,PROD01024,2,3841,10,6913
OD04108,ORD06679,PROD00195,2,4869,0,9738
OD04109,ORD01340,PROD00807,2,1162,0,2324
OD04110,ORD00189,PROD01337,2,1960,0,3920
OD04111,ORD00381,PROD01283,1,4699,20,3759
OD04112,ORD03354,PROD01328,2,389,0,778
OD04113,ORD02937,PROD00482,2,927,0,1854
OD04114,ORD05666,PROD00936,1,4691,0,4691
OD04115,ORD06465,PROD00483,3,2664,10,7192
OD04116,ORD07068,PROD00480,1,2362,20,1889
OD04117,ORD07991,PROD01825,4,933,20,2985
OD04118,ORD04034,PROD01862,4,2505,0,10020
OD04119,ORD02625,PROD00237,2,995,5,1890
OD04120,ORD01023,PROD00077,1,4070,0,4070
OD04121,ORD04970,PROD00759,3,3537,0,10611
OD04122,ORD00420,PROD01077,1,4673,25,3504
OD04123,ORD07038,PROD00355,1,2062,15,1752
OD04124,ORD02874,PROD00231,2,650,20,1040
OD04125,ORD03987,PROD00119,1,1913,5,1817
OD04126,ORD01936,PROD01824,1,4845,15,4118
OD04127,ORD03960,PROD00728,2,4916,0,9832
OD04128,ORD04677,PROD01189,1,2277,20,1821
OD04129,ORD03566,PROD01233,1,4509,10,4058
OD04130,ORD07925,PROD01262,3,859,0,2577
OD04131,ORD03055,PROD01660,1,2840,0,2840
OD04132,ORD03996,PROD00713,1,2594,0,2594
OD04133,ORD07229,PROD01669,2,4200,25,6300
OD04134,ORD07697,PROD01128,2,1177,0,2354
OD04135,ORD06012,PROD00610,1,3417,20,2733
OD04136,ORD00225,PROD01740,1,2386,0,2386
OD04137,ORD02399,PROD01946,1,3894,5,3699
OD04138,ORD04866,PROD00766,2,1746,0,3492
OD04139,ORD06815,PROD00128,1,2903,0,2903
OD04140,ORD01187,PROD00903,1,2094,0,2094
OD04141,ORD03385,PROD01970,3,3016,20,7238
OD04142,ORD02017,PROD00135,1,1536,5,1459
OD04143,ORD03377,PROD01367,1,3664,0,3664
OD04144,ORD05129,PROD01660,2,429,0,858
OD04145,ORD05031,PROD00387,2,1171,20,1873
OD04146,ORD01428,PROD01085,2,1899,0,3798
OD04147,ORD00434,PROD00344,2,3952,0,7904
OD04148,ORD00565,PROD00327,3,1072,25,2412
OD04149,ORD03701,PROD01463,2,4628,0,9256
OD04150,ORD04122,PROD00716,1,3943,0,3943
OD04151,ORD07406,PROD00801,2,1233,0,2466
OD04152,ORD05873,PROD00841,1,4846,0,4846
OD04153,ORD07855,PROD01079,1,1492,10,1342
OD04154,ORD06368,PROD00527,1,836,0,836
OD04155,ORD03117,PROD00366,1,924,5,877
OD04156,ORD00324,PROD01021,1,2704,25,2028
OD04157,ORD06030,PROD00793,1,2471,0,2471
OD04158,ORD05452,PROD00007,2,4591,0,9182
OD04159,ORD06168,PROD01476,4,2460,25,7380
OD04160,ORD07499,PROD01450,1,4312,0,4312
OD04161,ORD00244,PROD00129,1,2311,20,1848
OD04162,ORD06237,PROD01084,1,1481,0,1481
OD04163,ORD05784,PROD01801,3,2284,0,6852
OD04164,ORD06596,PROD01524,2,953,0,1906
OD04165,ORD01281,PROD01133,2,952,5,1808
OD04166,ORD02982,PROD01981,1,4043,5,3840
OD04167,ORD06635,PROD01010,1,4269,15,3628
OD04168,ORD02352,PROD00505,1,973,5,924
OD04169,ORD01954,PROD01881,3,4606,15,11745
OD04170,ORD07138,PROD01547,1,3351,25,2513
OD04171,ORD02427,PROD01502,1,1894,0,1894
OD04172,ORD05220,PROD01213,1,1546,25,1159
OD04173,ORD01222,PROD01784,1,3825,0,3825
OD04174,ORD03764,PROD01471,2,4177,20,6683
OD04175,ORD01841,PROD00067,1,2910,0,2910
OD04176,ORD07124,PROD00854,2,2202,0,4404
OD04177,ORD07640,PROD00743,2,4480,10,8064
OD04178,ORD04005,PROD00708,1,1461,20,1168
OD04179,ORD04518,PROD01421,2,4828,0,9656
OD04180,ORD06239,PROD01876,1,3010,0,3010
OD04181,ORD02986,PROD01836,1,1380,0,1380
OD04182,ORD04317,PROD01335,1,4041,25,3030
OD04183,ORD05953,PROD01876,2,2777,0,5554
OD04184,ORD03661,PROD01043,1,1480,0,1480
OD04185,ORD03047,PROD01798,1,2292,10,2062
OD04186,ORD04412,PROD01784,1,4002,15,3401
OD04187,ORD04114,PROD00138,3,1687,0,5061
OD04188,ORD02391,PROD00650,1,1272,15,1081
OD04189,ORD02400,PROD00244,1,4663,0,4663
OD04190,ORD07943,PROD00759,1,3872,0,3872
OD04191,ORD07744,PROD01308,2,3833,10,6899
OD04192,ORD06213,PROD01955,1,4252,0,4252
OD04193,ORD07382,PROD01567,1,1648,0,1648
OD04194,ORD05088,PROD00379,2,2030,10,3654
OD04195,ORD04565,PROD01636,1,2978,5,2829
OD04196,ORD03413,PROD00460,2,893,0,1786
OD04197,ORD00824,PROD00992,1,3314,0,3314
OD04198,ORD01932,PROD01267,1,2469,20,1975
OD04199,ORD07136,PROD00543,1,1854,20,1483
OD04200,ORD06781,PROD01632,1,1257,0,1257
OD04201,ORD06864,PROD01404,3,3528,10,9525
OD04202,ORD05487,PROD01047,2,2453,0,4906
OD04203,ORD01515,PROD00949,2,2970,0,5940
OD04204,ORD04320,PROD01921,2,2498,0,4996
OD04205,ORD02012,PROD01360,3,4277,0,12831
OD04206,ORD03952,PROD00656,1,2173,15,1847
OD04207,ORD07498,PROD00979,1,1415,25,1061
OD04208,ORD02351,PROD00857,3,2661,5,7583
OD04209,ORD03348,PROD01389,1,2462,0,2462
OD04210,ORD02548,PROD00434,1,2725,15,2316
OD04211,ORD02813,PROD01750,4,3327,0,13308
OD04212,ORD03399,PROD01250,3,2981,0,8943
OD04213,ORD01946,PROD01828,1,3866,0,3866
OD04214,ORD04754,PROD00069,2,4660,0,9320
OD04215,ORD00012,PROD01783,1,4031,25,3023
OD04216,ORD04367,PROD00793,1,4355,0,4355
OD04217,ORD02513,PROD01549,1,4086,0,4086
OD04218,ORD00955,PROD00801,1,2179,0,2179
OD04219,ORD03388,PROD01835,1,3899,5,3704
OD04220,ORD05941,PROD01902,2,4743,5,9011
OD04221,ORD04356,PROD01936,2,3832,20,6131
OD04222,ORD07350,PROD00377,4,2470,10,8892
OD04223,ORD00386,PROD01418,1,1948,20,1558
OD04224,ORD05450,PROD00029,1,4394,0,4394
OD04225,ORD05517,PROD00011,1,709,0,709
OD04226,ORD01867,PROD00838,1,657,15,558
OD04227,ORD00395,PROD01640,1,4410,0,4410
OD04228,ORD04374,PROD01966,1,2382,5,2262
OD04229,ORD06720,PROD00662,1,472,0,472
OD04230,ORD04931,PROD00478,1,1556,25,1167
OD04231,ORD04289,PROD00173,2,1277,0,2554
OD04232,ORD03856,PROD01918,2,2018,0,4036
OD04233,ORD07168,PROD01820,4,3687,20,11798
OD04234,ORD01489,PROD01292,2,3690,15,6273
OD04235,ORD06828,PROD00685,1,4252,0,4252
OD04236,ORD07294,PROD01391,1,4621,10,4158
OD04237,ORD07965,PROD01334,1,2151,0,2151
OD04238,ORD02866,PROD00870,1,4912,0,4912
OD04239,ORD06249,PROD01997,2,3906,20,6249
OD04240,ORD07241,PROD01191,1,2835,0,2835
OD04241,ORD00390,PROD00624,1,2053,15,1745
OD04242,ORD00037,PROD01200,2,4262,0,8524
OD04243,ORD06145,PROD00497,1,3376,0,3376
OD04244,ORD05621,PROD00183,2,1278,20,2044
OD04245,ORD05993,PROD01221,2,1704,0,3408
OD04246,ORD01550,PROD01554,1,3953,0,3953
OD04247,ORD06990,PROD01614,1,2508,0,2508
OD04248,ORD03115,PROD01509,1,4589,5,4359
OD04249,ORD01914,PROD00172,1,3191,15,2712
OD04250,ORD04529,PROD00278,4,4199,0,16796
OD04251,ORD00089,PROD00393,1,4744,0,4744
OD04252,ORD05172,PROD01194,2,2448,15,4161
OD04253,ORD06229,PROD01073,3,3574,0,10722
OD04254,ORD03796,PROD01892,1,1097,20,877
OD04255,ORD02405,PROD00389,4,2866,25,8598
OD04256,ORD04026,PROD00421,1,2243,0,2243
OD04257,ORD03254,PROD00827,2,2193,25,3289
OD04258,ORD00916,PROD00790,2,4891,10,8803
OD04259,ORD03207,PROD00793,1,1159,15,985
OD04260,ORD07376,PROD01239,2,859,5,1632
OD04261,ORD00128,PROD00908,1,3339,10,3005
OD04262,ORD00749,PROD01911,1,952,0,952
OD04263,ORD02764,PROD01925,1,611,15,519
OD04264,ORD04919,PROD01130,1,3986,15,3388
OD04265,ORD06665,PROD01499,1,846,20,676
OD04266,ORD02986,PROD01960,1,2415,0,2415
OD04267,ORD02786,PROD00100,1,3046,15,2589
OD04268,ORD03015,PROD00588,1,2268,0,2268
OD04269,ORD00625,PROD00856,1,3820,0,3820
OD04270,ORD07778,PROD01934,2,2603,15,4425
OD04271,ORD01171,PROD01586,1,4038,15,3432
OD04272,ORD03587,PROD00409,1,1248,0,1248
OD04273,ORD07423,PROD00217,2,2088,0,4176
OD04274,ORD03233,PROD00062,2,4318,0,8636
OD04275,ORD02662,PROD00214,1,886,0,886
OD04276,ORD07392,PROD00219,1,1912,0,1912
OD04277,ORD05688,PROD00381,2,2769,0,5538
OD04278,ORD01733,PROD01284,1,3819,0,3819
OD04279,ORD02837,PROD00406,2,4839,15,8226
OD04280,ORD07911,PROD00781,2,1732,0,3464
OD04281,ORD06552,PROD00732,1,1000,0,1000
OD04282,ORD07543,PROD00865,1,1289,10,1160
OD04283,ORD04194,PROD01246,1,3123,0,3123
OD04284,ORD03666,PROD01267,3,1836,0,5508
OD04285,ORD03894,PROD01620,1,813,10,731
OD04286,ORD03279,PROD01757,2,1620,25,2430
OD04287,ORD06321,PROD01496,1,446,10,401
OD04288,ORD03587,PROD01887,3,3644,15,9292
OD04289,ORD00196,PROD01039,1,2444,15,2077
OD04290,ORD02381,PROD00854,3,1150,20,2760
OD04291,ORD05362,PROD00727,1,4333,15,3683
OD04292,ORD04886,PROD01398,2,810,0,1620
OD04293,ORD05739,PROD00626,1,3096,25,2322
OD04294,ORD03026,PROD01316,1,4251,25,3188
OD04295,ORD01088,PROD01631,1,2825,25,2118
OD04296,ORD03274,PROD00457,1,4203,15,3572
OD04297,ORD00785,PROD00496,3,2985,0,8955
OD04298,ORD02884,PROD00514,2,3600,0,7200
OD04299,ORD02111,PROD01939,2,2618,10,4712
OD04300,ORD04928,PROD00677,4,1972,0,7888
OD04301,ORD01203,PROD00545,2,3483,25,5224
OD04302,ORD02166,PROD00653,1,4152,0,4152
OD04303,ORD07196,PROD01178,2,2853,0,5706
OD04304,ORD03931,PROD01359,1,2268,0,2268
OD04305,ORD02519,PROD00247,3,4458,25,10030
OD04306,ORD03552,PROD01173,2,3889,15,6611
OD04307,ORD03858,PROD01625,1,1665,0,1665
OD04308,ORD01407,PROD00607,1,1051,0,1051
OD04309,ORD07771,PROD00738,1,2523,20,2018
OD04310,ORD05497,PROD01447,4,954,15,3243
OD04311,ORD01116,PROD01444,3,3848,0,11544
OD04312,ORD01302,PROD01688,1,655,0,655
OD04313,ORD07770,PROD01993,1,545,10,490
OD04314,ORD02792,PROD01161,3,2348,0,7044
OD04315,ORD05540,PROD00595,1,4663,15,3963
OD04316,ORD04568,PROD01356,1,2751,0,2751
OD04317,ORD00843,PROD01745,1,633,25,474
OD04318,ORD07879,PROD01451,1,603,10,542
OD04319,ORD03331,PROD01883,3,4379,0,13137
OD04320,ORD02976,PROD00752,1,2562,0,2562
OD04321,ORD01648,PROD00105,2,2290,0,4580
OD04322,ORD01152,PROD00110,1,879,0,879
OD04323,ORD01452,PROD00777,1,3070,0,3070
OD04324,ORD03232,PROD01938,1,2352,0,2352
OD04325,ORD02551,PROD00649,2,4127,15,7015
OD04326,ORD04140,PROD01274,1,2853,20,2282
OD04327,ORD02332,PROD01310,1,3357,0,3357
OD04328,ORD04717,PROD00595,1,1594,0,1594
OD04329,ORD04732,PROD00160,2,3679,20,5886
OD04330,ORD06194,PROD00341,1,3406,0,3406
OD04331,ORD03208,PROD00085,2,2213,10,3983
OD04332,ORD05177,PROD01193,3,4316,5,12300
OD04333,ORD05566,PROD00391,2,1074,10,1933
OD04334,ORD07967,PROD00608,2,4762,5,9047
OD04335,ORD00080,PROD00187,1,4756,0,4756
OD04336,ORD07444,PROD00925,1,448,25,336
OD04337,ORD07913,PROD00700,3,4538,0,13614
OD04338,ORD07486,PROD01333,2,2647,0,5294
OD04339,ORD00934,PROD01325,1,2681,0,2681
OD04340,ORD06221,PROD00378,3,2264,20,5433
OD04341,ORD02184,PROD01553,3,2413,0,7239
OD04342,ORD01401,PROD01166,3,3551,20,8522
OD04343,ORD04528,PROD01085,1,3506,0,3506
OD04344,ORD04790,PROD01472,1,4967,0,4967
OD04345,ORD07649,PROD01541,1,2409,25,1806
OD04346,ORD05344,PROD00936,2,4746,0,9492
OD04347,ORD01176,PROD00237,1,768,10,691
OD04348,ORD01006,PROD01097,1,2338,0,2338
OD04349,ORD07404,PROD01361,2,794,0,1588
OD04350,ORD02414,PROD01689,1,3964,15,3369
OD04351,ORD02122,PROD00461,1,4662,20,3729
OD04352,ORD02527,PROD00266,1,3423,0,3423
OD04353,ORD07005,PROD00560,1,3790,0,3790
OD04354,ORD02562,PROD00856,1,823,25,617
OD04355,ORD05856,PROD00422,1,1564,15,1329
OD04356,ORD05989,PROD00925,1,465,0,465
OD04357,ORD02249,PROD01737,2,2312,0,4624
OD04358,ORD00340,PROD01583,2,3679,10,6622
OD04359,ORD03700,PROD00531,1,4105,0,4105
OD04360,ORD00820,PROD01246,1,1591,5,1511
OD04361,ORD02315,PROD01082,1,2857,0,2857
OD04362,ORD03204,PROD00663,1,826,0,826
OD04363,ORD01973,PROD01672,1,4562,5,4333
OD04364,ORD06238,PROD01841,2,1444,10,2599
OD04365,ORD04358,PROD00544,2,3744,15,6364
OD04366,ORD02430,PROD00625,1,3521,15,2992
OD04367,ORD04439,PROD01163,1,4633,10,4169
OD04368,ORD07010,PROD00141,2,1773,0,3546
OD04369,ORD05233,PROD01781,1,3015,25,2261
OD04370,ORD04486,PROD00343,3,328,0,984
OD04371,ORD05885,PROD01393,1,1233,20,986
OD04372,ORD06691,PROD01057,1,1391,20,1112
OD04373,ORD01543,PROD00108,1,4372,0,4372
OD04374,ORD07643,PROD00930,2,2896,10,5212
OD04375,ORD07548,PROD01002,1,2082,0,2082
OD04376,ORD00786,PROD01042,1,526,0,526
OD04377,ORD05886,PROD00466,3,4081,0,12243
OD04378,ORD03788,PROD00218,2,1084,5,2059
OD04379,ORD01651,PROD01844,2,2374,5,4510
OD04380,ORD06902,PROD00973,1,354,25,265
OD04381,ORD00769,PROD01177,1,4932,0,4932
OD04382,ORD07052,PROD00730,1,1143,0,1143
OD04383,ORD01314,PROD01102,1,2992,25,2244
OD04384,ORD04519,PROD01596,1,3087,25,2315
OD04385,ORD04170,PROD00225,2,454,0,908
OD04386,ORD01406,PROD01351,1,696,0,696
OD04387,ORD00331,PROD01644,1,1541,0,1541
OD04388,ORD03465,PROD01231,1,4951,15,4208
OD04389,ORD04655,PROD00493,2,1697,0,3394
OD04390,ORD01521,PROD00921,1,1177,20,941
OD04391,ORD06532,PROD01653,1,3858,5,3665
OD04392,ORD07541,PROD00060,1,4626,0,4626
OD04393,ORD03349,PROD01429,1,3202,0,3202
OD04394,ORD06406,PROD01558,4,1384,0,5536
OD04395,ORD07458,PROD00684,1,368,5,349
OD04396,ORD01003,PROD01284,1,3930,0,3930
OD04397,ORD02076,PROD01963,1,343,0,343
OD04398,ORD06626,PROD00082,2,3478,0,6956
OD04399,ORD02553,PROD01096,3,2141,25,4817
OD04400,ORD07267,PROD00765,1,357,0,357
OD04401,ORD04710,PROD00149,2,4445,0,8890
OD04402,ORD01603,PROD01280,2,1140,0,2280
OD04403,ORD07792,PROD00147,1,2703,20,2162
OD04404,ORD04884,PROD00858,1,4501,0,4501
OD04405,ORD06676,PROD00824,3,4221,20,10130
OD04406,ORD02926,PROD00671,1,1623,0,1623
OD04407,ORD01961,PROD01310,2,743,20,1188
OD04408,ORD02069,PROD01727,4,929,25,2787
OD04409,ORD06420,PROD00984,1,4662,0,4662
OD04410,ORD02184,PROD01734,3,1003,0,3009
OD04411,ORD06669,PROD00874,1,4365,10,3928
OD04412,ORD07053,PROD00411,1,3614,0,3614
OD04413,ORD02376,PROD00824,1,383,0,383
OD04414,ORD01202,PROD00227,4,3145,0,12580
OD04415,ORD04465,PROD00098,2,1280,25,1920
OD04416,ORD04649,PROD01247,1,434,5,412
OD04417,ORD03613,PROD00835,1,1971,20,1576
OD04418,ORD06391,PROD00541,3,4293,15,10947
OD04419,ORD03847,PROD01330,2,2260,0,4520
OD04420,ORD00262,PROD01420,2,2734,0,5468
OD04421,ORD01132,PROD00235,1,2249,10,2024
OD04422,ORD06475,PROD01369,3,373,0,1119
OD04423,ORD06340,PROD01923,1,469,10,422
OD04424,ORD02469,PROD00281,1,2885,0,2885
OD04425,ORD05267,PROD01619,1,3312,25,2484
OD04426,ORD03657,PROD00499,2,3032,10,5457
OD04427,ORD07912,PROD00887,3,1331,15,3394
OD04428,ORD01361,PROD01745,1,415,0,415
OD04429,ORD07034,PROD01152,1,1471,0,1471
OD04430,ORD03042,PROD00346,1,940,0,940
OD04431,ORD00999,PROD00320,1,4145,0,4145
OD04432,ORD03612,PROD01218,3,713,25,1604
OD04433,ORD04853,PROD00800,2,1463,0,2926
OD04434,ORD02074,PROD01261,1,605,5,574
OD04435,ORD06869,PROD01143,3,2662,0,7986
OD04436,ORD03172,PROD00963,2,1779,25,2668
OD04437,ORD02233,PROD00869,1,1844,20,1475
OD04438,ORD02662,PROD00471,1,1657,0,1657
OD04439,ORD04206,PROD00155,2,641,20,1025
OD04440,ORD07937,PROD00951,1,1589,10,1430
OD04441,ORD06208,PROD00646,1,469,0,469
OD04442,ORD00365,PROD01272,1,1300,0,1300
OD04443,ORD03570,PROD01377,2,2204,10,3967
OD04444,ORD00058,PROD00788,1,1952,15,1659
OD04445,ORD04726,PROD01334,3,3412,0,10236
OD04446,ORD00272,PROD00158,1,4553,0,4553
OD04447,ORD07003,PROD00118,4,2293,10,8254
OD04448,ORD02552,PROD00613,2,3341,0,6682
OD04449,ORD07924,PROD01204,1,1132,15,962
OD04450,ORD01211,PROD01380,1,1671,5,1587
OD04451,ORD04745,PROD01841,1,2362,0,2362
OD04452,ORD04132,PROD00619,1,2458,10,2212
OD04453,ORD05067,PROD00828,2,569,15,967
OD04454,ORD05755,PROD01463,1,4568,0,4568
OD04455,ORD06819,PROD01973,1,708,0,708
OD04456,ORD06814,PROD01622,1,2370,5,2251
OD04457,ORD02868,PROD01459,1,3347,25,2510
OD04458,ORD04278,PROD01315,2,2673,5,5078
OD04459,ORD02280,PROD01110,2,561,10,1009
OD04460,ORD05244,PROD00758,1,1850,0,1850
OD04461,ORD01396,PROD00471,1,3796,0,3796
OD04462,ORD00424,PROD01804,2,1673,5,3178
OD04463,ORD06013,PROD00595,1,3763,0,3763
OD04464,ORD02744,PROD01008,1,4423,0,4423
OD04465,ORD02910,PROD01180,1,2215,0,2215
OD04466,ORD07794,PROD00935,1,959,0,959
OD04467,ORD05814,PROD00147,1,711,10,639
OD04468,ORD05566,PROD01932,2,836,0,1672
OD04469,ORD02037,PROD01385,1,863,0,863
OD04470,ORD03648,PROD00137,1,3554,25,2665
OD04471,ORD02440,PROD00471,4,2671,0,10684
OD04472,ORD04233,PROD01590,3,4185,15,10671
OD04473,ORD04987,PROD01310,1,2286,0,2286
OD04474,ORD02260,PROD01094,1,2965,0,2965
OD04475,ORD01260,PROD00450,4,4892,20,15654
OD04476,ORD03681,PROD00974,1,3429,0,3429
OD04477,ORD06165,PROD01993,1,322,0,322
OD04478,ORD07705,PROD00626,1,348,0,348
OD04479,ORD07732,PROD01771,1,4437,0,4437
OD04480,ORD00659,PROD00667,1,4982,0,4982
OD04481,ORD01375,PROD00732,4,3618,0,14472
OD04482,ORD01741,PROD00607,4,1451,0,5804
OD04483,ORD02137,PROD00254,3,2436,25,5481
OD04484,ORD04416,PROD01887,2,4018,20,6428
OD04485,ORD02298,PROD00515,1,2610,15,2218
OD04486,ORD05841,PROD01359,1,4863,0,4863
OD04487,ORD07293,PROD01709,1,3507,0,3507
OD04488,ORD02538,PROD00109,2,3695,20,5912
OD04489,ORD00753,PROD00373,2,818,0,1636
OD04490,ORD02098,PROD00846,1,3522,10,3169
OD04491,ORD03006,PROD00658,2,2010,0,4020
OD04492,ORD05449,PROD00178,1,1903,0,1903
OD04493,ORD06413,PROD00584,2,1858,0,3716
OD04494,ORD00981,PROD01577,3,4787,0,14361
OD04495,ORD03138,PROD01984,2,2117,25,3175
OD04496,ORD03660,PROD01010,2,4457,0,8914
OD04497,ORD01916,PROD00911,1,2766,0,2766
OD04498,ORD07663,PROD00644,3,2782,0,8346
OD04499,ORD03806,PROD01326,1,376,5,357
OD04500,ORD05534,PROD00430,3,477,10,1287
OD04501,ORD05965,PROD00704,2,1391,25,2086
OD04502,ORD04760,PROD00212,2,1889,0,3778
OD04503,ORD02331,PROD01869,1,4428,0,4428
OD04504,ORD04347,PROD00846,2,4455,5,8464
OD04505,ORD07403,PROD00767,4,4903,0,19612
OD04506,ORD02533,PROD01281,1,3857,5,3664
OD04507,ORD00787,PROD01816,2,4901,15,8331
OD04508,ORD02892,PROD01076,3,3368,0,10104
OD04509,ORD07844,PROD01252,1,2192,0,2192
OD04510,ORD01703,PROD01739,1,1338,25,1003
OD04511,ORD07077,PROD01483,2,681,0,1362
OD04512,ORD02615,PROD01851,1,689,20,551
OD04513,ORD05830,PROD00212,1,3955,20,3164
OD04514,ORD05338,PROD01472,2,1742,0,3484
OD04515,ORD03941,PROD00279,3,4054,5,11553
OD04516,ORD03275,PROD01357,1,3870,0,3870
OD04517,ORD06603,PROD00201,1,348,15,295
OD04518,ORD02109,PROD01242,1,2193,0,2193
OD04519,ORD01767,PROD00461,1,3000,0,3000
OD04520,ORD04010,PROD01935,2,1347,20,2155
OD04521,ORD00734,PROD01813,1,1476,10,1328
OD04522,ORD02783,PROD01568,2,3782,0,7564
OD04523,ORD06343,PROD00029,1,1377,0,1377
OD04524,ORD01162,PROD00602,2,882,0,1764
OD04525,ORD02399,PROD01947,1,1193,5,1133
OD04526,ORD06731,PROD01770,1,3471,0,3471
OD04527,ORD03015,PROD01479,2,3382,0,6764
OD04528,ORD04623,PROD01737,1,4841,5,4598
OD04529,ORD01890,PROD01118,1,4295,0,4295
OD04530,ORD02438,PROD00073,1,3234,0,3234
OD04531,ORD04437,PROD00048,1,1312,15,1115
OD04532,ORD04303,PROD01296,1,2744,0,2744
OD04533,ORD03919,PROD01908,2,2637,20,4219
OD04534,ORD04238,PROD00784,3,1671,0,5013
OD04535,ORD06601,PROD00088,1,3448,0,3448
OD04536,ORD00760,PROD00039,1,1414,20,1131
OD04537,ORD04215,PROD01513,1,1905,0,1905
OD04538,ORD03804,PROD00339,3,375,20,900
OD04539,ORD00782,PROD01319,4,2798,0,11192
OD04540,ORD07185,PROD01045,1,2530,0,2530
OD04541,ORD03355,PROD01439,2,677,0,1354
OD04542,ORD05581,PROD01545,2,944,10,1699
OD04543,ORD06709,PROD00308,4,2096,0,8384
OD04544,ORD04131,PROD01284,1,2270,20,1816
OD04545,ORD01125,PROD01826,1,4874,0,4874
OD04546,ORD06158,PROD01190,1,4212,5,4001
OD04547,ORD07676,PROD00129,1,2346,10,2111
OD04548,ORD06432,PROD01062,1,344,0,344
OD04549,ORD04673,PROD00262,2,3346,0,6692
OD04550,ORD03947,PROD00635,1,2278,5,2164
OD04551,ORD00132,PROD00330,1,2314,25,1735
