bid_id,auction_id,user_id,bid_amount,bid_time,bid_status,is_auto_bid
BID013883,AUC00548,USER00136,31241,2024-05-01 11:37:59,outbid,Yes
BID013884,AUC00548,USER01884,31946,2024-04-29 07:40:48,outbid,Yes
BID013885,AUC00548,USER01501,33550,2024-05-01 03:41:55,outbid,No
BID013886,AUC00548,USER00380,33923,2024-04-30 03:56:57,outbid,Yes
BID013887,AUC00548,USER02606,35568,2024-05-01 00:47:45,outbid,No
BID013888,AUC00548,USER01081,37182,2024-04-30 08:16:38,outbid,No
BID013889,AUC00548,USER02887,37926,2024-04-29 23:07:31,outbid,No
BID013890,AUC00548,USER00049,39276,2024-04-30 07:04:54,valid,No
BID013891,AUC00548,USER02212,41220,2024-04-30 04:10:23,winning,No
BID013892,AUC00549,USER00233,2848,2024-05-02 03:06:10,outbid,No
BID013893,AUC00549,USER00543,4177,2024-05-02 00:28:18,outbid,No
BID013894,AUC00549,USER01811,5342,2024-05-02 04:48:11,outbid,No
BID013895,AUC00549,USER01402,7185,2024-05-03 13:04:22,outbid,No
BID013896,AUC00549,USER01948,8319,2024-05-02 22:14:32,outbid,No
BID013897,AUC00549,USER00437,10280,2024-05-03 05:58:40,outbid,No
BID013898,AUC00549,USER02974,11501,2024-05-02 22:36:25,valid,No
BID013899,AUC00549,USER02434,12996,2024-05-03 15:58:21,winning,No
BID013900,AUC00550,USER00892,2001,2022-01-26 07:32:33,outbid,No
BID013901,AUC00550,USER00565,2897,2022-01-25 02:55:17,outbid,No
BID013902,AUC00550,USER02184,3012,2022-01-26 11:17:00,outbid,Yes
BID013903,AUC00550,USER00093,3134,2022-01-28 12:30:15,outbid,No
BID013904,AUC00550,USER00718,4679,2022-01-28 15:24:12,outbid,No
BID013905,AUC00550,USER02483,5885,2022-01-27 16:40:32,outbid,No
BID013906,AUC00550,USER02660,7397,2022-01-27 18:38:08,outbid,Yes
BID013907,AUC00550,USER01590,7529,2022-01-28 08:02:31,outbid,No
BID013908,AUC00550,USER02183,9118,2022-01-28 00:15:51,outbid,Yes
BID013909,AUC00550,USER01550,10887,2022-01-24 19:33:42,outbid,Yes
BID013910,AUC00550,USER02908,12782,2022-01-29 12:00:32,outbid,Yes
BID013911,AUC00550,USER01659,13866,2022-01-29 22:49:18,outbid,Yes
BID013912,AUC00550,USER00380,14425,2022-01-28 20:50:05,outbid,No
BID013913,AUC00550,USER01942,15119,2022-01-28 11:16:58,outbid,No
BID013914,AUC00550,USER00338,16399,2022-01-30 05:00:10,outbid,Yes
BID013915,AUC00550,USER01072,17160,2022-01-28 04:50:24,outbid,No
BID013916,AUC00550,USER02115,18629,2022-01-27 23:41:52,outbid,Yes
BID013917,AUC00550,USER01605,18985,2022-01-28 20:33:56,outbid,No
BID013918,AUC00550,USER00374,20021,2022-01-30 06:48:12,outbid,No
BID013919,AUC00550,USER02429,21856,2022-01-25 00:15:29,outbid,No
BID013920,AUC00550,USER01208,23296,2022-01-30 04:42:20,outbid,Yes
BID013921,AUC00550,USER02180,24355,2022-01-30 10:48:26,outbid,Yes
BID013922,AUC00550,USER01184,25591,2022-01-26 19:46:14,outbid,Yes
BID013923,AUC00550,USER00803,27249,2022-01-28 03:47:30,outbid,No
BID013924,AUC00550,USER01810,27894,2022-01-26 06:11:54,outbid,Yes
BID013925,AUC00550,USER00332,28819,2022-01-25 03:27:02,outbid,Yes
BID013926,AUC00550,USER00168,29199,2022-01-24 20:26:14,outbid,No
BID013927,AUC00550,USER02284,29497,2022-01-30 11:02:13,outbid,No
BID013928,AUC00550,USER01249,29894,2022-01-29 11:15:50,outbid,No
BID013929,AUC00550,USER00228,31222,2022-01-27 00:27:27,outbid,No
BID013930,AUC00550,USER01050,31391,2022-01-27 22:30:47,outbid,Yes
BID013931,AUC00550,USER01533,33104,2022-01-27 19:06:44,outbid,No
BID013932,AUC00550,USER01855,33422,2022-01-29 00:11:23,outbid,No
BID013933,AUC00550,USER02527,33526,2022-01-28 09:06:56,outbid,Yes
BID013934,AUC00550,USER02476,33640,2022-01-28 09:28:17,outbid,No
BID013935,AUC00550,USER00795,34018,2022-01-29 09:47:10,outbid,Yes
BID013936,AUC00550,USER02080,34485,2022-01-27 13:10:54,outbid,No
BID013937,AUC00550,USER01342,36195,2022-01-25 14:39:00,outbid,No
BID013938,AUC00550,USER02002,36796,2022-01-27 11:20:11,outbid,Yes
BID013939,AUC00550,USER02585,36988,2022-01-26 06:36:05,outbid,No
BID013940,AUC00550,USER02865,38766,2022-01-25 06:03:45,outbid,Yes
BID013941,AUC00550,USER01219,39995,2022-01-29 13:36:33,outbid,Yes
BID013942,AUC00550,USER02936,41382,2022-01-30 02:04:38,outbid,Yes
BID013943,AUC00550,USER01186,41868,2022-01-27 02:42:17,outbid,No
BID013944,AUC00550,USER02044,43056,2022-01-28 13:03:14,valid,No
BID013945,AUC00550,USER00092,45044,2022-01-30 16:50:20,winning,Yes
BID013946,AUC00551,USER00937,2459,2023-11-13 22:34:33,outbid,No
BID013947,AUC00551,USER00640,3571,2023-11-15 14:21:41,outbid,Yes
BID013948,AUC00551,USER02252,3675,2023-11-15 00:55:48,outbid,No
BID013949,AUC00551,USER00339,4311,2023-11-14 22:24:25,outbid,No
BID013950,AUC00551,USER02930,5385,2023-11-15 18:53:14,outbid,No
BID013951,AUC00551,USER01026,6985,2023-11-14 18:23:55,outbid,No
BID013952,AUC00551,USER02141,7704,2023-11-14 16:14:39,outbid,No
BID013953,AUC00551,USER00226,9665,2023-11-13 13:27:58,outbid,Yes
BID013954,AUC00551,USER01443,11458,2023-11-15 18:19:14,outbid,No
BID013955,AUC00551,USER01178,11774,2023-11-14 19:11:30,outbid,No
BID013956,AUC00551,USER00520,12408,2023-11-14 01:52:49,outbid,Yes
BID013957,AUC00551,USER00582,12963,2023-11-14 03:43:12,outbid,Yes
BID013958,AUC00551,USER02098,14162,2023-11-15 23:41:34,outbid,Yes
BID013959,AUC00551,USER00498,15200,2023-11-14 16:54:10,outbid,No
BID013960,AUC00551,USER00652,17122,2023-11-14 07:09:23,outbid,Yes
BID013961,AUC00551,USER00636,18818,2023-11-14 12:00:27,outbid,Yes
BID013962,AUC00551,USER02332,20583,2023-11-13 13:32:25,outbid,No
BID013963,AUC00551,USER02088,22134,2023-11-15 02:18:17,outbid,Yes
BID013964,AUC00551,USER01740,23658,2023-11-15 23:21:02,outbid,No
BID013965,AUC00551,USER01938,24845,2023-11-13 09:36:26,outbid,Yes
BID013966,AUC00551,USER01788,25724,2023-11-13 18:03:00,outbid,Yes
BID013967,AUC00551,USER00507,26520,2023-11-14 22:22:46,outbid,Yes
BID013968,AUC00551,USER02829,27858,2023-11-14 01:06:26,outbid,Yes
BID013969,AUC00551,USER02622,28832,2023-11-15 05:29:07,outbid,Yes
BID013970,AUC00551,USER00975,30520,2023-11-14 05:46:07,outbid,Yes
BID013971,AUC00551,USER00366,32406,2023-11-15 05:51:38,outbid,Yes
BID013972,AUC00551,USER00100,33626,2023-11-15 06:01:18,outbid,No
BID013973,AUC00551,USER02106,35465,2023-11-16 04:05:56,outbid,Yes
BID013974,AUC00551,USER02158,36912,2023-11-13 19:35:47,outbid,Yes
BID013975,AUC00551,USER02460,37440,2023-11-14 23:47:41,valid,No
BID013976,AUC00551,USER02681,39125,2023-11-14 01:36:27,winning,Yes
BID013977,AUC00552,USER01884,932,2024-09-27 19:37:14,winning,No
BID013978,AUC00553,USER00922,1443,2024-08-18 11:03:02,outbid,Yes
BID013979,AUC00553,USER00734,1550,2024-08-11 07:27:37,outbid,No
BID013980,AUC00553,USER02858,2676,2024-08-15 17:58:49,outbid,No
BID013981,AUC00553,USER02868,3768,2024-08-11 18:37:38,outbid,No
BID013982,AUC00553,USER02435,4724,2024-08-18 16:03:52,outbid,Yes
BID013983,AUC00553,USER00593,6171,2024-08-15 05:53:12,outbid,No
BID013984,AUC00553,USER00841,7144,2024-08-16 08:55:55,outbid,Yes
BID013985,AUC00553,USER01203,7970,2024-08-16 12:25:08,outbid,No
BID013986,AUC00553,USER02134,8322,2024-08-12 03:02:12,outbid,Yes
BID013987,AUC00553,USER02801,8882,2024-08-13 02:10:00,outbid,Yes
BID013988,AUC00553,USER02116,10718,2024-08-15 09:48:50,outbid,Yes
BID013989,AUC00553,USER00398,11710,2024-08-10 22:48:26,outbid,Yes
BID013990,AUC00553,USER00085,13452,2024-08-13 16:04:56,outbid,Yes
BID013991,AUC00553,USER02335,13630,2024-08-14 08:09:36,outbid,No
BID013992,AUC00553,USER02735,13964,2024-08-11 12:26:42,outbid,No
BID013993,AUC00553,USER02585,15381,2024-08-19 20:07:46,outbid,Yes
BID013994,AUC00553,USER02681,16135,2024-08-17 01:31:53,outbid,Yes
BID013995,AUC00553,USER02236,18012,2024-08-14 12:45:16,outbid,No
BID013996,AUC00553,USER02380,18951,2024-08-14 06:16:28,outbid,No
BID013997,AUC00553,USER00520,19924,2024-08-19 21:24:44,outbid,Yes
BID013998,AUC00553,USER00429,20247,2024-08-19 01:02:25,outbid,No
BID013999,AUC00553,USER00296,20845,2024-08-12 16:48:42,outbid,No
BID014000,AUC00553,USER00260,22600,2024-08-11 22:46:12,outbid,Yes
BID014001,AUC00553,USER02607,23143,2024-08-14 23:42:59,outbid,No
BID014002,AUC00553,USER02987,24463,2024-08-16 02:12:25,outbid,No
BID014003,AUC00553,USER01592,26170,2024-08-15 07:38:10,outbid,No
BID014004,AUC00553,USER02689,26582,2024-08-12 05:12:13,outbid,No
BID014005,AUC00553,USER00445,27814,2024-08-18 17:24:39,outbid,Yes
BID014006,AUC00553,USER01532,29229,2024-08-18 13:20:12,outbid,No
BID014007,AUC00553,USER01007,30853,2024-08-19 04:03:03,outbid,No
BID014008,AUC00553,USER00527,31668,2024-08-14 11:07:37,outbid,Yes
BID014009,AUC00553,USER02712,32552,2024-08-13 11:52:22,outbid,No
BID014010,AUC00553,USER00067,33117,2024-08-16 03:23:53,outbid,No
BID014011,AUC00553,USER00798,33362,2024-08-18 19:10:59,outbid,No
BID014012,AUC00553,USER00423,34260,2024-08-14 04:17:04,outbid,No
BID014013,AUC00553,USER02069,35611,2024-08-12 00:36:05,outbid,Yes
BID014014,AUC00553,USER02073,37587,2024-08-16 15:25:52,outbid,No
BID014015,AUC00553,USER00636,38725,2024-08-14 18:09:13,outbid,No
BID014016,AUC00553,USER02405,39540,2024-08-12 13:17:37,outbid,Yes
BID014017,AUC00553,USER02466,41077,2024-08-17 07:38:12,outbid,No
BID014018,AUC00553,USER01882,42786,2024-08-13 23:04:59,outbid,No
BID014019,AUC00553,USER01519,43676,2024-08-15 18:06:10,outbid,No
BID014020,AUC00553,USER00830,44885,2024-08-16 14:53:14,outbid,No
BID014021,AUC00553,USER01799,45791,2024-08-15 19:13:38,outbid,Yes
BID014022,AUC00553,USER01487,46538,2024-08-18 05:21:30,outbid,Yes
BID014023,AUC00553,USER01774,46814,2024-08-12 02:08:26,outbid,No
BID014024,AUC00553,USER02674,48007,2024-08-18 18:53:29,outbid,Yes
BID014025,AUC00553,USER01220,48166,2024-08-14 09:20:24,valid,Yes
BID014026,AUC00553,USER02980,48430,2024-08-17 14:09:18,winning,No
BID014027,AUC00554,USER01393,1879,2022-05-29 01:42:14,outbid,Yes
BID014028,AUC00554,USER01038,2896,2022-06-01 12:34:46,outbid,No
BID014029,AUC00554,USER02685,3340,2022-05-29 21:49:37,outbid,No
BID014030,AUC00554,USER02153,4325,2022-05-31 07:49:32,outbid,No
BID014031,AUC00554,USER01673,5242,2022-05-30 20:31:51,outbid,No
BID014032,AUC00554,USER01137,5929,2022-05-30 01:17:18,outbid,No
BID014033,AUC00554,USER01338,7444,2022-05-30 11:55:54,outbid,Yes
BID014034,AUC00554,USER01254,8373,2022-06-01 15:24:49,outbid,No
BID014035,AUC00554,USER01969,9599,2022-05-30 08:56:28,outbid,Yes
BID014036,AUC00554,USER01558,10436,2022-06-01 15:07:52,outbid,Yes
BID014037,AUC00554,USER02843,10671,2022-05-31 01:40:22,outbid,No
BID014038,AUC00554,USER02414,12406,2022-05-31 01:13:53,outbid,No
BID014039,AUC00554,USER01638,12847,2022-05-29 20:38:49,outbid,No
BID014040,AUC00554,USER01862,14307,2022-05-30 18:00:21,outbid,No
BID014041,AUC00554,USER00889,15103,2022-06-01 02:18:47,outbid,No
BID014042,AUC00554,USER01113,16879,2022-05-28 22:56:21,outbid,No
BID014043,AUC00554,USER02338,17317,2022-05-29 16:42:57,outbid,No
BID014044,AUC00554,USER02889,17738,2022-05-30 10:51:47,outbid,No
BID014045,AUC00554,USER02830,18534,2022-05-30 13:06:33,outbid,Yes
BID014046,AUC00554,USER02601,18743,2022-05-29 05:55:09,outbid,No
BID014047,AUC00554,USER00422,20169,2022-05-30 00:56:06,valid,Yes
BID014048,AUC00554,USER00278,21423,2022-05-31 13:10:36,winning,No
BID014049,AUC00555,USER02418,1539,2023-03-11 21:35:44,outbid,Yes
BID014050,AUC00555,USER01734,1691,2023-03-09 14:56:49,outbid,No
BID014051,AUC00555,USER00173,2206,2023-03-06 16:49:25,outbid,Yes
BID014052,AUC00555,USER01029,2685,2023-03-12 07:52:16,outbid,Yes
BID014053,AUC00555,USER02733,3004,2023-03-11 10:09:55,outbid,No
BID014054,AUC00555,USER00337,4134,2023-03-10 19:46:23,outbid,Yes
BID014055,AUC00555,USER00957,4611,2023-03-06 14:22:23,outbid,No
BID014056,AUC00555,USER01490,5440,2023-03-08 21:38:25,outbid,No
BID014057,AUC00555,USER01180,7033,2023-03-08 22:42:17,outbid,Yes
BID014058,AUC00555,USER00364,7625,2023-03-08 23:16:42,outbid,No
BID014059,AUC00555,USER01689,8883,2023-03-12 06:23:43,outbid,Yes
BID014060,AUC00555,USER01015,10522,2023-03-07 13:27:40,outbid,No
BID014061,AUC00555,USER02354,10693,2023-03-11 15:45:25,outbid,No
BID014062,AUC00555,USER00315,11980,2023-03-08 01:53:04,outbid,No
BID014063,AUC00555,USER02577,13206,2023-03-09 05:25:02,outbid,Yes
BID014064,AUC00555,USER00247,14924,2023-03-08 13:48:34,outbid,Yes
BID014065,AUC00555,USER01044,15082,2023-03-08 20:22:37,outbid,No
BID014066,AUC00555,USER01371,15249,2023-03-08 14:45:07,outbid,No
BID014067,AUC00555,USER02291,16314,2023-03-10 10:51:24,outbid,No
BID014068,AUC00555,USER01603,18215,2023-03-10 07:29:28,outbid,No
BID014069,AUC00555,USER02643,18888,2023-03-11 18:02:43,outbid,Yes
BID014070,AUC00555,USER01149,19583,2023-03-10 22:27:58,outbid,Yes
BID014071,AUC00555,USER00265,20145,2023-03-11 03:31:06,outbid,No
BID014072,AUC00555,USER00883,21838,2023-03-08 21:44:59,outbid,Yes
BID014073,AUC00555,USER00920,23271,2023-03-10 00:14:34,outbid,Yes
BID014074,AUC00555,USER00595,24952,2023-03-07 18:44:55,outbid,No
BID014075,AUC00555,USER00300,25584,2023-03-10 09:17:17,valid,No
BID014076,AUC00555,USER01544,27452,2023-03-09 08:53:33,winning,Yes
BID014077,AUC00556,USER02709,2508,2024-11-14 15:19:32,outbid,No
BID014078,AUC00556,USER01497,3797,2024-11-14 20:37:53,outbid,Yes
BID014079,AUC00556,USER01581,4547,2024-11-14 13:11:39,outbid,Yes
BID014080,AUC00556,USER02868,5083,2024-11-15 10:50:46,outbid,Yes
BID014081,AUC00556,USER02057,6835,2024-11-14 19:13:41,outbid,No
BID014082,AUC00556,USER00552,8073,2024-11-14 14:52:25,outbid,Yes
BID014083,AUC00556,USER02131,8758,2024-11-15 00:59:33,outbid,Yes
BID014084,AUC00556,USER00589,8934,2024-11-15 07:34:13,outbid,Yes
BID014085,AUC00556,USER01831,9134,2024-11-15 03:14:37,outbid,Yes
BID014086,AUC00556,USER00154,11117,2024-11-15 03:48:19,outbid,Yes
BID014087,AUC00556,USER02799,11997,2024-11-14 19:49:27,outbid,No
BID014088,AUC00556,USER01936,13078,2024-11-15 01:27:54,outbid,No
BID014089,AUC00556,USER00483,14409,2024-11-15 06:35:30,outbid,No
BID014090,AUC00556,USER02652,14747,2024-11-15 03:34:22,outbid,No
BID014091,AUC00556,USER00154,15540,2024-11-14 20:28:17,outbid,No
BID014092,AUC00556,USER02264,15787,2024-11-14 15:58:41,outbid,Yes
BID014093,AUC00556,USER01960,16206,2024-11-15 07:22:03,outbid,Yes
BID014094,AUC00556,USER02084,18073,2024-11-14 20:23:49,outbid,No
BID014095,AUC00556,USER02540,18322,2024-11-14 20:15:40,valid,No
BID014096,AUC00556,USER02548,18666,2024-11-15 09:17:39,winning,No
BID014097,AUC00557,USER00801,3000,2025-08-21 09:42:02,outbid,No
BID014098,AUC00557,USER00315,3275,2025-08-23 01:59:24,outbid,Yes
BID014099,AUC00557,USER00813,4619,2025-08-24 04:08:15,outbid,No
BID014100,AUC00557,USER02760,6005,2025-08-24 08:38:40,outbid,Yes
BID014101,AUC00557,USER02528,7458,2025-08-22 05:58:21,outbid,No
BID014102,AUC00557,USER01603,8836,2025-08-24 06:00:40,outbid,No
BID014103,AUC00557,USER02884,9011,2025-08-19 18:00:53,outbid,Yes
BID014104,AUC00557,USER01200,10242,2025-08-22 06:00:24,outbid,No
BID014105,AUC00557,USER02295,11169,2025-08-25 11:48:56,outbid,No
BID014106,AUC00557,USER01374,11546,2025-08-19 22:51:33,outbid,No
BID014107,AUC00557,USER01844,12431,2025-08-20 07:30:42,outbid,Yes
BID014108,AUC00557,USER02532,13100,2025-08-20 20:22:28,outbid,Yes
BID014109,AUC00557,USER02819,14018,2025-08-20 23:30:55,outbid,No
BID014110,AUC00557,USER01368,15182,2025-08-24 11:41:48,outbid,Yes
BID014111,AUC00557,USER02320,15484,2025-08-24 20:15:49,outbid,No
BID014112,AUC00557,USER00489,16736,2025-08-25 07:54:36,outbid,No
BID014113,AUC00557,USER02883,17346,2025-08-21 15:20:14,outbid,Yes
BID014114,AUC00557,USER02633,18902,2025-08-23 05:14:26,outbid,No
BID014115,AUC00557,USER02996,20576,2025-08-24 18:32:24,outbid,No
BID014116,AUC00557,USER01861,22287,2025-08-23 06:18:19,outbid,Yes
BID014117,AUC00557,USER00858,23799,2025-08-24 03:14:36,outbid,Yes
BID014118,AUC00557,USER02062,24050,2025-08-25 02:12:24,outbid,Yes
BID014119,AUC00557,USER02655,24860,2025-08-19 18:46:41,outbid,Yes
BID014120,AUC00557,USER00708,25532,2025-08-19 22:51:43,outbid,No
BID014121,AUC00557,USER00130,26416,2025-08-20 19:33:07,outbid,Yes
BID014122,AUC00557,USER02186,27796,2025-08-25 05:19:01,outbid,No
BID014123,AUC00557,USER02457,28655,2025-08-23 20:43:30,outbid,Yes
BID014124,AUC00557,USER02168,29431,2025-08-19 20:35:42,outbid,Yes
BID014125,AUC00557,USER00057,30570,2025-08-24 19:03:32,outbid,Yes
BID014126,AUC00557,USER02053,31434,2025-08-21 18:38:28,outbid,Yes
BID014127,AUC00557,USER01624,32321,2025-08-21 16:02:22,outbid,Yes
BID014128,AUC00557,USER00247,34166,2025-08-23 23:01:55,outbid,No
BID014129,AUC00557,USER00840,35876,2025-08-21 03:03:17,outbid,No
BID014130,AUC00557,USER00675,36188,2025-08-25 04:14:41,outbid,Yes
BID014131,AUC00557,USER02469,37309,2025-08-23 15:17:07,outbid,No
BID014132,AUC00557,USER00213,37917,2025-08-24 07:30:41,outbid,No
BID014133,AUC00557,USER02850,38779,2025-08-20 09:43:40,outbid,No
BID014134,AUC00557,USER01466,40746,2025-08-24 02:02:38,outbid,No
BID014135,AUC00557,USER02268,40953,2025-08-24 17:52:27,outbid,Yes
BID014136,AUC00557,USER01463,41803,2025-08-24 11:58:51,outbid,No
BID014137,AUC00557,USER00317,42506,2025-08-24 05:25:57,outbid,Yes
BID014138,AUC00557,USER01251,43069,2025-08-22 03:30:45,outbid,Yes
BID014139,AUC00557,USER01669,43255,2025-08-25 03:38:26,outbid,Yes
BID014140,AUC00557,USER00878,43684,2025-08-20 20:24:46,valid,No
BID014141,AUC00557,USER01413,45196,2025-08-20 15:01:18,winning,No
BID014142,AUC00558,USER01284,3645,2024-10-29 10:13:44,outbid,No
BID014143,AUC00558,USER01410,3780,2024-10-29 18:17:18,outbid,No
BID014144,AUC00558,USER02933,4058,2024-10-29 12:10:11,outbid,No
BID014145,AUC00558,USER01635,4495,2024-10-29 06:14:36,outbid,No
BID014146,AUC00558,USER01937,6469,2024-10-29 11:39:05,outbid,Yes
BID014147,AUC00558,USER00987,8243,2024-10-30 00:26:57,outbid,Yes
BID014148,AUC00558,USER02755,8784,2024-10-29 20:36:47,outbid,No
BID014149,AUC00558,USER00842,10277,2024-10-29 19:17:03,outbid,Yes
BID014150,AUC00558,USER02832,11887,2024-10-29 17:38:37,outbid,No
BID014151,AUC00558,USER02955,13418,2024-10-29 13:35:49,outbid,Yes
BID014152,AUC00558,USER02946,13693,2024-10-29 23:25:01,outbid,Yes
BID014153,AUC00558,USER01226,14164,2024-10-30 01:17:00,outbid,Yes
BID014154,AUC00558,USER00389,15835,2024-10-29 07:23:37,outbid,Yes
BID014155,AUC00558,USER02668,17174,2024-10-29 21:58:38,outbid,Yes
BID014156,AUC00558,USER02440,18453,2024-10-30 03:55:31,outbid,No
BID014157,AUC00558,USER01012,18872,2024-10-30 01:43:47,outbid,Yes
BID014158,AUC00558,USER02690,20021,2024-10-29 07:34:44,outbid,No
BID014159,AUC00558,USER00215,21876,2024-10-29 11:02:30,outbid,Yes
BID014160,AUC00558,USER00316,22555,2024-10-29 04:59:00,outbid,No
BID014161,AUC00558,USER00972,24109,2024-10-29 14:11:12,outbid,No
BID014162,AUC00558,USER01501,24264,2024-10-29 21:31:07,outbid,Yes
BID014163,AUC00558,USER00039,25234,2024-10-29 13:54:39,outbid,No
BID014164,AUC00558,USER02211,25473,2024-10-29 06:26:21,outbid,Yes
BID014165,AUC00558,USER01510,26406,2024-10-29 11:32:51,outbid,No
BID014166,AUC00558,USER01377,27093,2024-10-29 17:42:13,outbid,Yes
BID014167,AUC00558,USER01382,28372,2024-10-29 16:10:04,outbid,Yes
BID014168,AUC00558,USER00938,29583,2024-10-30 02:45:08,outbid,No
BID014169,AUC00558,USER01237,30099,2024-10-29 13:30:41,outbid,No
BID014170,AUC00558,USER02502,30902,2024-10-29 15:47:50,outbid,Yes
BID014171,AUC00558,USER00962,31318,2024-10-29 04:32:45,valid,Yes
BID014172,AUC00558,USER00569,31949,2024-10-29 16:26:04,winning,No
BID014173,AUC00559,USER02170,3307,2022-06-09 01:13:50,outbid,Yes
BID014174,AUC00559,USER01830,5223,2022-06-07 03:48:49,outbid,No
BID014175,AUC00559,USER00806,6825,2022-06-06 09:33:49,outbid,Yes
BID014176,AUC00559,USER01843,6997,2022-06-07 14:12:23,outbid,Yes
BID014177,AUC00559,USER01560,8527,2022-06-08 13:23:48,outbid,No
BID014178,AUC00559,USER00909,9241,2022-06-06 16:15:11,outbid,No
BID014179,AUC00559,USER02524,9858,2022-06-08 00:49:24,outbid,Yes
BID014180,AUC00559,USER02092,11023,2022-06-06 07:37:37,outbid,Yes
BID014181,AUC00559,USER00125,12557,2022-06-08 10:00:26,outbid,No
BID014182,AUC00559,USER02300,13245,2022-06-08 00:51:38,outbid,No
BID014183,AUC00559,USER02696,13551,2022-06-07 05:30:40,outbid,No
BID014184,AUC00559,USER00895,14400,2022-06-07 01:09:44,outbid,Yes
BID014185,AUC00559,USER00260,15098,2022-06-08 00:28:31,outbid,Yes
BID014186,AUC00559,USER00296,16432,2022-06-06 21:23:19,outbid,No
BID014187,AUC00559,USER02870,17290,2022-06-08 20:50:20,outbid,Yes
BID014188,AUC00559,USER01712,19150,2022-06-08 23:48:02,outbid,No
BID014189,AUC00559,USER02139,21136,2022-06-09 03:01:21,outbid,Yes
BID014190,AUC00559,USER02293,21685,2022-06-08 08:13:04,outbid,Yes
BID014191,AUC00559,USER00795,22017,2022-06-06 20:50:22,outbid,Yes
BID014192,AUC00559,USER02512,23391,2022-06-07 05:52:56,outbid,Yes
BID014193,AUC00559,USER01266,25217,2022-06-07 23:50:25,outbid,Yes
BID014194,AUC00559,USER02629,25701,2022-06-08 19:25:41,valid,No
BID014195,AUC00559,USER02502,27488,2022-06-08 03:09:55,winning,Yes
BID014196,AUC00561,USER02464,2532,2025-06-06 19:20:13,outbid,No
BID014197,AUC00561,USER00903,3133,2025-06-07 21:41:39,outbid,No
BID014198,AUC00561,USER02953,4614,2025-06-06 03:37:22,outbid,No
BID014199,AUC00561,USER00576,6069,2025-06-02 02:37:57,outbid,No
BID014200,AUC00561,USER00856,7935,2025-06-01 12:39:23,outbid,No
BID014201,AUC00561,USER00821,9865,2025-06-06 06:00:19,outbid,Yes
BID014202,AUC00561,USER02080,11572,2025-06-06 01:16:29,outbid,Yes
BID014203,AUC00561,USER01336,12103,2025-06-04 12:27:16,outbid,No
BID014204,AUC00561,USER02622,13184,2025-06-06 23:48:39,outbid,No
BID014205,AUC00561,USER01700,14892,2025-06-09 17:00:34,outbid,No
BID014206,AUC00561,USER00154,16255,2025-06-02 15:53:25,outbid,Yes
BID014207,AUC00561,USER00140,16805,2025-06-06 00:16:43,outbid,Yes
BID014208,AUC00561,USER01833,17647,2025-06-06 00:13:57,outbid,No
BID014209,AUC00561,USER01767,18145,2025-06-05 08:39:35,outbid,No
BID014210,AUC00561,USER02800,19673,2025-06-09 17:13:14,outbid,Yes
BID014211,AUC00561,USER00132,21118,2025-06-02 16:41:52,outbid,No
BID014212,AUC00561,USER02218,21277,2025-06-07 00:53:35,outbid,No
BID014213,AUC00561,USER00757,22771,2025-06-02 11:30:15,outbid,No
BID014214,AUC00561,USER01898,24694,2025-06-08 05:45:35,outbid,No
BID014215,AUC00561,USER00409,26362,2025-06-05 14:55:00,outbid,Yes
BID014216,AUC00561,USER02507,27567,2025-06-07 05:48:38,outbid,Yes
BID014217,AUC00561,USER01510,27674,2025-06-07 10:35:27,outbid,No
BID014218,AUC00561,USER00355,29497,2025-06-07 11:49:57,outbid,Yes
BID014219,AUC00561,USER02139,31412,2025-06-08 16:22:36,outbid,No
BID014220,AUC00561,USER01258,31909,2025-06-03 15:19:57,outbid,No
BID014221,AUC00561,USER01132,32851,2025-06-08 15:24:14,outbid,Yes
BID014222,AUC00561,USER01600,34548,2025-06-06 15:31:49,outbid,Yes
BID014223,AUC00561,USER02820,35167,2025-06-07 11:17:33,outbid,No
BID014224,AUC00561,USER02104,36901,2025-06-04 23:52:14,outbid,No
BID014225,AUC00561,USER00824,38029,2025-06-08 14:03:06,outbid,No
BID014226,AUC00561,USER02136,39053,2025-06-01 14:06:03,outbid,Yes
BID014227,AUC00561,USER02601,39545,2025-06-04 13:26:24,outbid,Yes
BID014228,AUC00561,USER00662,40932,2025-06-06 00:54:38,valid,Yes
BID014229,AUC00561,USER02455,42322,2025-06-09 12:07:55,winning,Yes
BID014230,AUC00562,USER01681,1747,2025-03-25 20:24:40,outbid,No
BID014231,AUC00562,USER01052,3493,2025-03-26 06:41:00,outbid,No
BID014232,AUC00562,USER00204,5325,2025-03-31 05:24:29,outbid,Yes
BID014233,AUC00562,USER01249,6811,2025-04-03 03:38:50,outbid,Yes
BID014234,AUC00562,USER00409,7173,2025-03-29 22:10:50,outbid,No
BID014235,AUC00562,USER02231,7664,2025-04-01 09:12:22,outbid,No
BID014236,AUC00562,USER00993,9501,2025-03-27 07:17:41,outbid,No
BID014237,AUC00562,USER00376,9956,2025-04-03 10:57:14,outbid,Yes
BID014238,AUC00562,USER01933,10676,2025-04-01 05:54:32,outbid,Yes
BID014239,AUC00562,USER00890,12663,2025-04-01 23:33:07,outbid,No
BID014240,AUC00562,USER02566,14489,2025-04-02 00:16:23,outbid,Yes
BID014241,AUC00562,USER00198,14886,2025-03-28 13:21:38,outbid,No
