item_id,seller_id,item_name,category,sub_category,starting_price,reserve_price,buy_now_price,item_condition,created_date
ITEM00276,USER02848,Office Chair,Vehicles,Car,38320,41625,44105,new,2023-01-11
ITEM00277,USER02656,Nike Running Shoes,Electronics,Mobile,12079,20923,38054,used,2025-03-18
ITEM00278,USER01362,Used Honda City Car,Collectibles,Art,20726,30358,49821,used,2024-08-30
ITEM00279,USER00355,Office Chair,Fashion,Watches,32215,35366,48727,used,2025-01-05
ITEM00280,USER00672,Used Honda City Car,Electronics,Laptop,877,1445,12377,used,2023-10-16
ITEM00281,USER02771,Samsung Galaxy S22,Electronics,Mobile,34625,35772,44642,new,2023-03-08
ITEM00282,USER00161,Nike Running Shoes,Vehicles,Bike,15879,23069,24309,used,2022-09-29
ITEM00283,USER02953,Rolex Style Watch,Fashion,Watches,36751,45033,52617,used,2025-10-11
ITEM00284,USER00591,iPhone 13 Pro,Home,Decor,45551,53592,55619,used,2024-05-10
ITEM00285,USER00480,Used Honda City Car,Fashion,Watches,21803,26786,32459,used,2024-02-19
ITEM00286,USER02257,Vintage Coin Collection,Vehicles,Car,19139,22390,33295,new,2023-08-20
ITEM00287,USER00879,Samsung Galaxy S22,Collectibles,Art,40375,48055,52047,used,2024-01-05
ITEM00288,USER02710,Office Chair,Fashion,Watches,32102,36818,44353,used,2023-07-25
ITEM00289,USER00230,Yamaha Bike,Collectibles,Art,25101,29765,42626,used,2025-09-02
ITEM00290,USER01218,Office Chair,Collectibles,Art,44227,48580,63952,used,2022-04-29
ITEM00291,USER02469,Wooden Dining Table,Collectibles,Antiques,16831,25395,38858,used,2025-09-21
ITEM00292,USER02916,Rolex Style Watch,Fashion,Women Clothing,28966,34377,54307,new,2024-05-26
ITEM00293,USER00410,Dell XPS 13 Laptop,Collectibles,Art,40087,41546,51556,used,2024-11-01
ITEM00294,USER00616,Rolex Style Watch,Collectibles,Antiques,21542,29048,32471,new,2024-11-20
ITEM00295,USER02912,Sony WH-1000XM4 Headphones,Home,Decor,33245,39997,56528,new,2025-03-09
ITEM00296,USER02860,Samsung Galaxy S22,Collectibles,Antiques,42894,50260,62547,used,2023-07-30
ITEM00297,USER02512,iPhone 13 Pro,Vehicles,Car,18541,20970,26607,used,2022-08-15
ITEM00298,USER01358,Vintage Coin Collection,Fashion,Shoes,43635,45396,47069,used,2022-03-01
ITEM00299,USER00209,Dell XPS 13 Laptop,Electronics,Laptop,14393,23131,39861,new,2024-07-09
ITEM00300,USER02425,Dell XPS 13 Laptop,Home,Decor,40765,49097,50248,used,2025-04-26
ITEM00301,USER00241,Gaming Keyboard,Home,Kitchen,10199,13821,32138,new,2025-06-06
ITEM00302,USER02572,Antique Wall Clock,Home,Kitchen,11366,14442,27021,used,2022-09-13
ITEM00303,USER00972,iPhone 13 Pro,Vehicles,Bike,38826,47656,55100,new,2022-05-06
ITEM00304,USER01493,Used Honda City Car,Electronics,Mobile,18502,25542,30666,new,2023-09-02
ITEM00305,USER02815,Yamaha Bike,Vehicles,Bike,21146,23184,26052,new,2022-02-14
ITEM00306,USER02707,Nike Running Shoes,Electronics,Laptop,7689,14356,24210,used,2022-05-29
ITEM00307,USER01669,Kitchen Mixer Grinder,Electronics,Headphones,9937,17908,27244,used,2023-11-23
ITEM00308,USER00763,Yamaha Bike,Collectibles,Art,37783,40461,50793,new,2022-05-22
ITEM00309,USER02359,Yamaha Bike,Vehicles,Car,21814,23778,40696,new,2025-09-03
ITEM00310,USER01277,Leather Jacket,Home,Decor,37740,41990,50513,used,2022-11-20
ITEM00311,USER01853,Vintage Coin Collection,Fashion,Women Clothing,6310,7206,13060,new,2022-06-23
ITEM00312,USER01097,Samsung Galaxy S22,Vehicles,Car,32042,39375,55308,used,2023-04-26
ITEM00313,USER01851,Used Honda City Car,Collectibles,Art,9141,11281,16940,new,2025-04-19
ITEM00314,USER01542,Samsung Galaxy S22,Collectibles,Art,29616,32051,35312,used,2022-07-03
ITEM00315,USER01920,Office Chair,Fashion,Men Clothing,47072,54909,65534,new,2024-08-12
ITEM00316,USER02104,Sony WH-1000XM4 Headphones,Collectibles,Coins,14986,17648,37337,used,2025-09-09
ITEM00317,USER01144,Dell XPS 13 Laptop,Fashion,Men Clothing,31709,39743,59663,new,2023-10-10
ITEM00318,USER01129,Gaming Keyboard,Home,Decor,7980,14925,27999,new,2024-07-24
ITEM00319,USER02840,Wooden Dining Table,Electronics,Camera,36897,40175,48438,used,2022-05-21
ITEM00320,USER00020,iPhone 13 Pro,Vehicles,Bike,47778,57718,60793,new,2022-12-16
ITEM00321,USER02441,Vintage Coin Collection,Collectibles,Antiques,774,2176,16771,new,2024-12-16
ITEM00322,USER00442,Kitchen Mixer Grinder,Electronics,Laptop,22156,26212,35708,used,2022-06-14
ITEM00323,USER01758,Samsung Galaxy S22,Fashion,Women Clothing,44422,46432,53801,new,2024-03-06
ITEM00324,USER02297,Gaming Keyboard,Electronics,Camera,22250,23064,40083,used,2022-06-29
ITEM00325,USER01608,Used Honda City Car,Fashion,Watches,49021,50434,57958,used,2023-04-12
ITEM00326,USER01282,Antique Wall Clock,Home,Furniture,40110,47911,57205,new,2023-09-09
ITEM00327,USER01875,Sony WH-1000XM4 Headphones,Vehicles,Car,33082,38341,58001,used,2024-01-23
ITEM00328,USER00763,Samsung Galaxy S22,Collectibles,Coins,9191,18122,32499,new,2024-10-09
ITEM00329,USER02127,Nike Running Shoes,Fashion,Women Clothing,35410,43851,54100,used,2025-08-09
ITEM00330,USER00132,Office Chair,Vehicles,Car,4819,13833,33515,new,2023-06-14
ITEM00331,USER00222,Gaming Keyboard,Home,Furniture,11934,18507,35378,used,2025-08-17
ITEM00332,USER00928,Used Honda City Car,Vehicles,Bike,29542,32401,45107,new,2022-12-28
ITEM00333,USER01164,Leather Jacket,Electronics,Camera,35566,40570,52301,new,2022-05-29
ITEM00334,USER01687,Office Chair,Collectibles,Coins,25415,32334,44872,new,2024-08-09
ITEM00335,USER02523,Kitchen Mixer Grinder,Electronics,Mobile,19818,24462,43225,used,2024-02-16
ITEM00336,USER01644,Sony WH-1000XM4 Headphones,Fashion,Men Clothing,10558,11155,22844,used,2024-06-16
ITEM00337,USER00036,Nike Running Shoes,Electronics,Camera,29093,32290,35640,new,2022-07-08
ITEM00338,USER00747,Kitchen Mixer Grinder,Home,Furniture,1665,5699,24405,used,2022-07-26
ITEM00339,USER02126,Yamaha Bike,Fashion,Watches,19817,24191,25437,used,2025-12-30
ITEM00340,USER02028,Samsung Galaxy S22,Fashion,Women Clothing,10960,14487,31516,new,2022-09-17
ITEM00341,USER02842,Dell XPS 13 Laptop,Home,Decor,19097,21017,29093,new,2023-11-17
ITEM00342,USER00263,Antique Wall Clock,Vehicles,Bike,17374,20404,22602,used,2024-08-04
ITEM00343,USER00532,Used Honda City Car,Home,Furniture,32226,41347,42577,used,2022-06-16
ITEM00344,USER02319,Gaming Keyboard,Vehicles,Car,4058,11209,19224,new,2022-08-20
ITEM00345,USER02427,Nike Running Shoes,Vehicles,Bike,42905,49589,69403,new,2023-08-20
ITEM00346,USER01655,Gaming Keyboard,Vehicles,Bike,920,5069,21088,new,2022-10-31
ITEM00347,USER01650,Samsung Galaxy S22,Fashion,Men Clothing,20453,22940,32395,new,2022-06-22
ITEM00348,USER01368,Nike Running Shoes,Collectibles,Coins,39660,45760,56878,used,2023-12-30
ITEM00349,USER02912,Yamaha Bike,Collectibles,Coins,22120,31941,42150,new,2025-01-08
ITEM00350,USER00463,Office Chair,Electronics,Headphones,32025,37851,45335,used,2025-12-13
ITEM00351,USER02858,Dell XPS 13 Laptop,Electronics,Camera,10179,15013,18418,new,2024-08-15
ITEM00352,USER01471,Wooden Dining Table,Collectibles,Coins,39933,45123,56180,new,2024-08-07
ITEM00353,USER02512,Kitchen Mixer Grinder,Home,Decor,20313,24002,34726,used,2022-06-21
ITEM00354,USER01616,Yamaha Bike,Electronics,Mobile,21437,29986,49433,new,2025-09-05
ITEM00355,USER02276,Yamaha Bike,Collectibles,Art,36641,38229,45019,new,2024-06-28
ITEM00356,USER01315,Canon DSLR Camera,Vehicles,Bike,11270,14192,21400,used,2025-08-08
ITEM00357,USER02075,Samsung Galaxy S22,Collectibles,Art,35443,41356,60949,used,2024-11-06
ITEM00358,USER02494,Canon DSLR Camera,Vehicles,Car,49438,57641,70943,new,2022-05-15
ITEM00359,USER02517,Sony WH-1000XM4 Headphones,Vehicles,Bike,7715,12588,21305,new,2024-05-25
ITEM00360,USER00822,Office Chair,Fashion,Women Clothing,30148,38337,52825,used,2024-03-21
ITEM00361,USER02931,Vintage Coin Collection,Home,Furniture,5521,13961,30227,used,2023-06-15
ITEM00362,USER02850,Kitchen Mixer Grinder,Vehicles,Car,10747,18650,35020,used,2025-08-16
ITEM00363,USER00946,Wooden Dining Table,Vehicles,Car,41297,50743,69092,new,2025-01-17
ITEM00364,USER01377,Sony WH-1000XM4 Headphones,Vehicles,Car,39825,43113,58476,used,2022-07-15
ITEM00365,USER02060,Leather Jacket,Fashion,Women Clothing,20567,25239,30040,used,2022-11-08
ITEM00366,USER00283,Antique Wall Clock,Home,Kitchen,49160,54280,71352,new,2025-12-23
ITEM00367,USER00837,Wooden Dining Table,Vehicles,Car,38405,46107,65120,used,2024-11-05
ITEM00368,USER00370,Office Chair,Fashion,Watches,26822,34360,51667,used,2022-12-03
ITEM00369,USER02330,Canon DSLR Camera,Home,Decor,25378,29270,35558,new,2023-06-26
ITEM00370,USER01424,Office Chair,Fashion,Women Clothing,37292,43310,52264,new,2023-08-01
ITEM00371,USER01455,Canon DSLR Camera,Electronics,Laptop,37681,46356,52039,used,2022-08-10
ITEM00372,USER00858,Office Chair,Home,Kitchen,42893,48531,62412,used,2022-12-15
ITEM00373,USER01104,Office Chair,Home,Kitchen,45452,48415,57697,new,2023-11-23
ITEM00374,USER02116,Nike Running Shoes,Collectibles,Coins,45262,50374,59800,used,2024-02-28
ITEM00375,USER02069,iPhone 13 Pro,Fashion,Men Clothing,5402,6965,11431,used,2022-10-12
ITEM00376,USER01957,Gaming Keyboard,Home,Furniture,825,2877,16182,used,2025-06-22
ITEM00377,USER01266,Antique Wall Clock,Collectibles,Coins,32120,41914,45733,new,2023-11-12
ITEM00378,USER02002,Office Chair,Electronics,Laptop,5195,14316,32955,new,2022-02-13
ITEM00379,USER00063,Samsung Galaxy S22,Vehicles,Car,47197,57062,61634,used,2025-10-20
ITEM00380,USER01644,Nike Running Shoes,Home,Decor,10275,19043,31188,used,2025-08-17
ITEM00381,USER02722,Yamaha Bike,Electronics,Camera,31683,34690,52027,used,2024-12-17
ITEM00382,USER00303,Sony WH-1000XM4 Headphones,Home,Kitchen,8369,15727,31992,used,2024-11-03
ITEM00383,USER02617,Office Chair,Home,Kitchen,5995,12695,21526,used,2024-11-01
ITEM00384,USER00237,Rolex Style Watch,Vehicles,Car,12284,21019,31124,used,2024-09-03
ITEM00385,USER00657,iPhone 13 Pro,Electronics,Laptop,3101,6068,25179,used,2023-04-18
ITEM00386,USER02083,Samsung Galaxy S22,Vehicles,Car,4965,10418,28273,used,2024-07-31
ITEM00387,USER01725,Used Honda City Car,Electronics,Camera,47185,56448,75178,new,2022-08-04
ITEM00388,USER01300,iPhone 13 Pro,Home,Kitchen,22853,26158,37620,new,2025-09-10
ITEM00389,USER00814,Gaming Keyboard,Vehicles,Bike,44312,47594,61428,new,2022-04-21
ITEM00390,USER02638,Dell XPS 13 Laptop,Fashion,Shoes,22793,29628,38362,new,2025-02-26
ITEM00391,USER00030,Leather Jacket,Vehicles,Bike,15701,16630,18798,new,2025-06-06
ITEM00392,USER00413,Wooden Dining Table,Collectibles,Art,9645,11915,23141,new,2024-10-12
ITEM00393,USER01900,Nike Running Shoes,Vehicles,Car,20655,29308,39710,new,2025-10-29
ITEM00394,USER02116,iPhone 13 Pro,Fashion,Watches,37831,44574,62622,used,2022-05-10
ITEM00395,USER01330,Kitchen Mixer Grinder,Collectibles,Antiques,42593,48228,65726,new,2024-07-04
ITEM00396,USER01298,Yamaha Bike,Electronics,Headphones,48530,50491,66142,new,2022-06-14
ITEM00397,USER00172,Wooden Dining Table,Electronics,Mobile,30442,33918,51650,new,2023-07-24
ITEM00398,USER01523,Kitchen Mixer Grinder,Fashion,Men Clothing,23770,28075,32671,used,2025-07-03
ITEM00399,USER00211,Office Chair,Electronics,Laptop,41806,43362,61711,new,2024-08-19
ITEM00400,USER00785,Sony WH-1000XM4 Headphones,Fashion,Men Clothing,12130,17867,24694,new,2023-09-17
ITEM00401,USER02716,iPhone 13 Pro,Vehicles,Bike,41370,42755,45186,new,2022-09-09
ITEM00402,USER00122,Kitchen Mixer Grinder,Home,Furniture,43878,45232,64307,used,2025-08-01
ITEM00403,USER00878,Wooden Dining Table,Electronics,Mobile,5520,11474,15731,used,2023-03-29
ITEM00404,USER01868,Samsung Galaxy S22,Collectibles,Coins,39206,47135,59303,new,2022-09-16
ITEM00405,USER01333,Used Honda City Car,Electronics,Headphones,4590,13942,29334,used,2023-11-16
ITEM00406,USER00755,Sony WH-1000XM4 Headphones,Fashion,Shoes,30536,33660,50206,new,2025-09-05
ITEM00407,USER01962,Used Honda City Car,Electronics,Laptop,11393,14901,22982,new,2023-10-17
ITEM00408,USER00252,Gaming Keyboard,Fashion,Men Clothing,19904,20883,40101,used,2024-07-26
ITEM00409,USER02637,Dell XPS 13 Laptop,Home,Kitchen,17241,18427,28710,used,2025-02-23
ITEM00410,USER00749,iPhone 13 Pro,Vehicles,Car,22586,29398,34489,new,2022-06-09
ITEM00411,USER00809,Used Honda City Car,Fashion,Shoes,17538,18673,26961,new,2025-07-01
ITEM00412,USER00913,Kitchen Mixer Grinder,Fashion,Women Clothing,33025,41013,46658,new,2022-11-16
ITEM00413,USER00114,Used Honda City Car,Home,Furniture,31858,41235,57590,used,2024-10-18
ITEM00414,USER00386,Samsung Galaxy S22,Collectibles,Antiques,41190,49721,54505,used,2024-02-26
ITEM00415,USER01745,Used Honda City Car,Electronics,Laptop,24637,32934,49588,used,2023-05-17
ITEM00416,USER02166,Antique Wall Clock,Fashion,Women Clothing,19939,21702,36678,used,2024-12-21
ITEM00417,USER01896,Nike Running Shoes,Collectibles,Antiques,2783,5462,16778,used,2025-07-17
ITEM00418,USER01144,Wooden Dining Table,Electronics,Mobile,32964,38926,48897,used,2022-08-09
ITEM00419,USER00505,Gaming Keyboard,Electronics,Mobile,41404,48110,62429,used,2023-03-30
ITEM00420,USER00396,Samsung Galaxy S22,Fashion,Watches,14313,23963,40253,used,2025-05-12
ITEM00421,USER01701,Used Honda City Car,Vehicles,Car,30601,36056,40060,used,2023-05-14
ITEM00422,USER02259,Sony WH-1000XM4 Headphones,Electronics,Laptop,12932,20473,26262,new,2023-09-03
ITEM00423,USER01450,Dell XPS 13 Laptop,Collectibles,Antiques,48279,51827,62638,new,2022-03-24
ITEM00424,USER00509,Canon DSLR Camera,Vehicles,Car,28941,36007,49022,new,2023-11-02
ITEM00425,USER02197,Antique Wall Clock,Electronics,Laptop,33282,39432,56926,new,2022-01-28
ITEM00426,USER02019,iPhone 13 Pro,Home,Decor,8972,15759,24113,new,2025-03-06
ITEM00427,USER00109,Samsung Galaxy S22,Electronics,Laptop,44691,51551,65470,new,2023-03-27
ITEM00428,USER00396,Wooden Dining Table,Home,Decor,36924,44865,54336,used,2023-10-09
ITEM00429,USER02002,iPhone 13 Pro,Vehicles,Car,10249,17189,21524,new,2024-06-11
ITEM00430,USER00091,Vintage Coin Collection,Home,Decor,48922,58921,72014,new,2023-02-06
ITEM00431,USER01687,Kitchen Mixer Grinder,Home,Decor,8349,18045,19556,new,2025-07-07
ITEM00432,USER02438,iPhone 13 Pro,Vehicles,Bike,28866,38161,51622,used,2024-07-22
ITEM00433,USER02838,Wooden Dining Table,Vehicles,Car,16310,24161,25544,new,2022-11-13
ITEM00434,USER00787,Office Chair,Fashion,Women Clothing,47820,56633,60753,used,2023-09-15
ITEM00435,USER01582,Antique Wall Clock,Electronics,Mobile,45292,54351,66134,new,2023-04-30
ITEM00436,USER01528,Wooden Dining Table,Fashion,Women Clothing,44123,52185,67248,new,2025-10-03
ITEM00437,USER01578,Gaming Keyboard,Fashion,Shoes,5326,15059,34370,used,2023-01-04
ITEM00438,USER00634,Gaming Keyboard,Vehicles,Bike,43046,52551,56716,new,2023-08-07
ITEM00439,USER01471,Leather Jacket,Vehicles,Bike,18873,28216,48105,new,2022-06-19
ITEM00440,USER02146,Antique Wall Clock,Vehicles,Bike,27978,29731,36536,new,2025-04-10
ITEM00441,USER02761,Kitchen Mixer Grinder,Vehicles,Car,36675,39670,57199,new,2024-09-18
ITEM00442,USER00801,Leather Jacket,Vehicles,Bike,45259,50219,64778,used,2024-11-14
ITEM00443,USER00754,Dell XPS 13 Laptop,Vehicles,Car,38068,40967,51305,used,2025-07-18
ITEM00444,USER02946,Rolex Style Watch,Fashion,Women Clothing,13282,18433,37375,new,2023-04-07
ITEM00445,USER00886,Nike Running Shoes,Vehicles,Car,3872,5489,21818,used,2022-11-27
ITEM00446,USER00065,Kitchen Mixer Grinder,Vehicles,Bike,14877,17500,25649,used,2025-06-26
ITEM00447,USER00492,Sony WH-1000XM4 Headphones,Electronics,Camera,24236,29438,33283,used,2025-02-11
ITEM00448,USER01218,Gaming Keyboard,Fashion,Shoes,8893,17007,31112,used,2022-06-09
ITEM00449,USER01329,Canon DSLR Camera,Home,Decor,8217,12531,31501,new,2023-10-02
ITEM00450,USER00981,Leather Jacket,Collectibles,Art,37715,46899,52619,new,2024-03-17
ITEM00451,USER01110,Yamaha Bike,Electronics,Laptop,13275,16618,22715,new,2025-03-16
ITEM00452,USER02437,Wooden Dining Table,Fashion,Shoes,8616,11877,16668,used,2025-01-17
ITEM00453,USER02945,Dell XPS 13 Laptop,Fashion,Shoes,25075,30920,37190,used,2025-07-05
ITEM00454,USER01355,Kitchen Mixer Grinder,Fashion,Women Clothing,40984,47669,56621,used,2022-06-30
ITEM00455,USER01529,Office Chair,Vehicles,Bike,41382,48948,67875,new,2025-07-01
ITEM00456,USER01785,Yamaha Bike,Vehicles,Bike,8648,16941,27261,new,2024-11-24
ITEM00457,USER02235,Antique Wall Clock,Collectibles,Coins,6413,12435,21282,new,2024-10-02
ITEM00458,USER02287,Used Honda City Car,Vehicles,Bike,16070,24878,28941,used,2022-08-30
ITEM00459,USER02419,Gaming Keyboard,Electronics,Mobile,41588,51487,70525,new,2024-11-17
ITEM00460,USER02044,Leather Jacket,Vehicles,Bike,8486,9659,24391,used,2023-04-29
ITEM00461,USER02521,Antique Wall Clock,Fashion,Women Clothing,11123,13577,20601,new,2024-11-24
ITEM00462,USER01645,Leather Jacket,Electronics,Mobile,27371,29014,36420,new,2023-12-06
ITEM00463,USER00637,Sony WH-1000XM4 Headphones,Electronics,Headphones,15546,16091,18172,new,2025-07-18
ITEM00464,USER02401,Wooden Dining Table,Vehicles,Car,30497,32676,44969,used,2024-12-07
ITEM00465,USER01146,Wooden Dining Table,Vehicles,Bike,31509,33604,38264,used,2024-08-12
ITEM00466,USER00410,Antique Wall Clock,Collectibles,Antiques,42543,45287,50520,new,2023-05-23
ITEM00467,USER00456,Dell XPS 13 Laptop,Fashion,Men Clothing,9555,14100,15661,new,2023-05-22
ITEM00468,USER02258,Office Chair,Fashion,Watches,7915,13131,29065,new,2025-02-26
ITEM00469,USER01334,Antique Wall Clock,Fashion,Watches,31245,37906,50323,new,2023-07-06
ITEM00470,USER01629,Rolex Style Watch,Collectibles,Antiques,32564,33560,41662,new,2023-06-13
ITEM00471,USER00859,Canon DSLR Camera,Vehicles,Bike,34411,38477,58368,used,2025-01-15
ITEM00472,USER01699,Used Honda City Car,Fashion,Men Clothing,39875,41576,49231,used,2024-05-25
ITEM00473,USER02992,Samsung Galaxy S22,Vehicles,Bike,22168,30349,48057,new,2025-12-22
ITEM00474,USER01176,Sony WH-1000XM4 Headphones,Electronics,Camera,35011,39446,49148,used,2025-01-04
ITEM00475,USER01676,Sony WH-1000XM4 Headphones,Vehicles,Bike,5208,7149,14962,used,2023-10-30
ITEM00476,USER02187,Wooden Dining Table,Home,Kitchen,17357,26930,40544,used,2025-03-31
ITEM00477,USER01023,Dell XPS 13 Laptop,Collectibles,Art,42721,50288,66731,new,2025-03-26
ITEM00478,USER01042,Nike Running Shoes,Collectibles,Coins,29697,34164,49282,new,2025-12-09
ITEM00479,USER00609,Samsung Galaxy S22,Vehicles,Bike,24386,25094,37957,used,2023-09-06
ITEM00480,USER01986,Vintage Coin Collection,Home,Decor,21641,28137,42514,used,2023-01-17
ITEM00481,USER00396,Leather Jacket,Collectibles,Coins,7669,16507,20595,new,2023-02-07
ITEM00482,USER00095,Used Honda City Car,Home,Furniture,44815,45639,52972,new,2025-12-27
ITEM00483,USER02223,iPhone 13 Pro,Collectibles,Antiques,26960,31146,46174,new,2024-01-10
ITEM00484,USER01255,Gaming Keyboard,Collectibles,Coins,37911,38965,51763,new,2025-02-24
ITEM00485,USER00389,Kitchen Mixer Grinder,Electronics,Camera,5577,9283,13943,new,2024-11-07
ITEM00486,USER01758,Vintage Coin Collection,Vehicles,Car,9559,16233,18849,new,2022-03-13
ITEM00487,USER01669,Yamaha Bike,Home,Decor,45201,49251,56704,new,2022-03-22
ITEM00488,USER01849,Sony WH-1000XM4 Headphones,Fashion,Men Clothing,30778,37410,48236,used,2022-03-18
ITEM00489,USER01643,Vintage Coin Collection,Home,Kitchen,11556,19039,35493,used,2025-03-14
ITEM00490,USER01878,Gaming Keyboard,Vehicles,Bike,12339,14503,22400,used,2022-04-12
ITEM00491,USER00253,Yamaha Bike,Home,Furniture,35420,37220,46086,used,2025-03-24
ITEM00492,USER02254,Vintage Coin Collection,Electronics,Laptop,28295,36371,41485,new,2025-09-05
ITEM00493,USER01084,Rolex Style Watch,Home,Furniture,17338,19617,28505,used,2022-10-08
ITEM00494,USER00620,Office Chair,Fashion,Women Clothing,28228,34007,51024,new,2023-01-20
ITEM00495,USER00692,Dell XPS 13 Laptop,Fashion,Men Clothing,11255,18146,27585,used,2025-02-10
ITEM00496,USER01412,Wooden Dining Table,Fashion,Women Clothing,48048,49136,67491,new,2022-04-23
ITEM00497,USER02256,Yamaha Bike,Fashion,Watches,40866,49690,52490,new,2025-01-29
ITEM00498,USER00818,Vintage Coin Collection,Home,Furniture,35829,43347,57406,new,2023-07-29
ITEM00499,USER00749,Rolex Style Watch,Fashion,Shoes,20797,29193,40415,used,2025-05-30
ITEM00500,USER00768,Kitchen Mixer Grinder,Electronics,Mobile,26334,33863,36725,used,2025-04-08
ITEM00501,USER01040,Office Chair,Electronics,Laptop,16475,25606,41070,used,2025-10-08
ITEM00502,USER00759,Vintage Coin Collection,Vehicles,Bike,33534,41664,44423,used,2022-02-19
ITEM00503,USER02982,Dell XPS 13 Laptop,Fashion,Men Clothing,6698,15523,28218,new,2022-11-26
ITEM00504,USER00259,iPhone 13 Pro,Fashion,Men Clothing,3399,4462,24138,new,2022-10-21
ITEM00505,USER02817,Yamaha Bike,Collectibles,Coins,37522,38308,54824,used,2024-06-22
ITEM00506,USER02949,Office Chair,Fashion,Men Clothing,39772,41618,57261,new,2023-01-05
ITEM00507,USER01896,Vintage Coin Collection,Electronics,Camera,11144,12323,31029,new,2022-04-08
ITEM00508,USER02913,Gaming Keyboard,Vehicles,Bike,45480,47453,52053,used,2025-11-17
ITEM00509,USER00957,Office Chair,Collectibles,Art,7057,16032,18308,new,2022-12-04
ITEM00510,USER02450,Leather Jacket,Home,Kitchen,33026,42883,45086,new,2022-06-28
ITEM00511,USER01803,Sony WH-1000XM4 Headphones,Collectibles,Antiques,8855,13033,23137,used,2024-03-24
ITEM00512,USER01084,Yamaha Bike,Fashion,Men Clothing,2428,6650,19903,new,2022-03-19
ITEM00513,USER00237,Leather Jacket,Fashion,Women Clothing,36810,44424,58903,used,2024-10-21
ITEM00514,USER01534,Vintage Coin Collection,Electronics,Mobile,29427,37080,54201,used,2023-08-09
ITEM00515,USER02527,Gaming Keyboard,Home,Furniture,23685,28300,44745,used,2024-12-26
ITEM00516,USER02520,Samsung Galaxy S22,Electronics,Laptop,15365,18796,22433,used,2023-06-21
ITEM00517,USER00756,Antique Wall Clock,Collectibles,Art,41223,44049,46004,new,2024-07-14
ITEM00518,USER01921,iPhone 13 Pro,Collectibles,Art,10736,15597,32258,used,2024-11-14
ITEM00519,USER01316,Office Chair,Home,Decor,41949,46345,47419,new,2022-04-12
ITEM00520,USER02025,Samsung Galaxy S22,Collectibles,Art,15399,23452,41569,used,2025-03-19
ITEM00521,USER01841,iPhone 13 Pro,Collectibles,Antiques,36989,40829,49977,new,2025-12-26
ITEM00522,USER02840,iPhone 13 Pro,Vehicles,Bike,3844,6683,17987,new,2024-06-13
ITEM00523,USER01443,Sony WH-1000XM4 Headphones,Electronics,Headphones,10260,13916,14949,used,2022-01-24
ITEM00524,USER00663,Sony WH-1000XM4 Headphones,Collectibles,Art,29033,38334,45446,new,2022-03-16
ITEM00525,USER01896,Dell XPS 13 Laptop,Home,Furniture,3500,5763,20674,new,2023-02-03
ITEM00526,USER00936,Yamaha Bike,Home,Furniture,7304,11647,22856,new,2023-03-02
ITEM00527,USER02610,Office Chair,Vehicles,Car,37741,39092,49813,used,2023-02-17
ITEM00528,USER00066,Nike Running Shoes,Fashion,Women Clothing,14996,23414,36275,new,2024-01-05
ITEM00529,USER00730,Kitchen Mixer Grinder,Electronics,Headphones,43140,50817,67395,new,2022-11-14
ITEM00530,USER02769,Dell XPS 13 Laptop,Fashion,Shoes,32447,40432,41794,new,2025-10-08
ITEM00531,USER01402,Dell XPS 13 Laptop,Fashion,Men Clothing,14937,15909,20068,new,2025-10-16
ITEM00532,USER02556,Yamaha Bike,Vehicles,Bike,37563,40857,59751,new,2024-08-15
ITEM00533,USER00512,Rolex Style Watch,Vehicles,Car,42336,43607,59045,new,2025-02-03
ITEM00534,USER01749,Antique Wall Clock,Fashion,Men Clothing,2385,7170,15980,new,2025-02-12
ITEM00535,USER02005,Sony WH-1000XM4 Headphones,Collectibles,Art,30603,34529,51254,new,2024-06-18
ITEM00536,USER00137,iPhone 13 Pro,Home,Kitchen,8501,14094,22617,new,2022-02-13
ITEM00537,USER00075,Yamaha Bike,Home,Kitchen,26041,32563,51986,used,2025-03-28
ITEM00538,USER01023,Dell XPS 13 Laptop,Vehicles,Car,37025,43872,51022,used,2023-03-18
ITEM00539,USER02574,Antique Wall Clock,Electronics,Mobile,48809,52917,64543,new,2025-07-22
ITEM00540,USER00582,Antique Wall Clock,Fashion,Women Clothing,13416,22969,42778,used,2022-09-28
ITEM00541,USER01347,Wooden Dining Table,Home,Kitchen,9081,17165,19201,used,2023-10-19
ITEM00542,USER02612,Used Honda City Car,Electronics,Camera,17944,21648,29522,new,2025-09-14
ITEM00543,USER01970,Gaming Keyboard,Home,Furniture,24172,33917,41436,used,2023-04-26
ITEM00544,USER00247,Yamaha Bike,Fashion,Shoes,43818,47720,55705,new,2022-07-11
ITEM00545,USER02997,Used Honda City Car,Home,Furniture,39024,40683,57315,new,2022-02-08
ITEM00546,USER01129,Wooden Dining Table,Home,Decor,3656,13597,22343,used,2022-05-07
ITEM00547,USER02120,Dell XPS 13 Laptop,Collectibles,Art,17976,20182,37084,new,2024-03-21
ITEM00548,USER00442,Used Honda City Car,Fashion,Watches,3031,4412,13598,new,2022-06-08
ITEM00549,USER00705,Vintage Coin Collection,Electronics,Headphones,31676,36129,38512,new,2023-09-14
ITEM00550,USER00980,Wooden Dining Table,Fashion,Watches,43702,44627,46520,used,2025-02-13
ITEM00551,USER00843,Vintage Coin Collection,Home,Kitchen,13121,18614,32526,used,2023-08-18
ITEM00552,USER00216,Wooden Dining Table,Electronics,Laptop,10739,14651,24774,new,2023-10-21
