auction_id,item_id,start_time,end_time,auction_status,winner_user_id,final_price,total_bids,auction_type
AUC00261,ITEM00086,2025-07-12 07:39:00,2025-07-14 07:39:00,active,,0,27,reverse
AUC00262,ITEM00619,2024-12-06 17:13:00,2024-12-10 17:13:00,closed,USER02533,41108,28,sealed
AUC00263,ITEM00146,2024-06-04 21:47:00,2024-06-11 21:47:00,active,,0,15,reverse
AUC00264,ITEM00397,2022-10-09 15:56:00,2022-10-13 15:56:00,cancelled,,0,3,sealed
AUC00265,ITEM01329,2023-11-29 20:44:00,2023-12-01 20:44:00,closed,USER02247,5362,4,standard
AUC00266,ITEM01893,2024-10-18 06:22:00,2024-10-27 06:22:00,closed,USER00418,24136,41,reverse
AUC00267,ITEM00282,2025-07-29 22:53:00,2025-08-02 22:53:00,closed,USER01924,82028,48,reverse
AUC00268,ITEM00633,2022-06-07 16:52:00,2022-06-10 16:52:00,closed,USER02206,18778,16,standard
AUC00269,ITEM00373,2025-08-04 15:13:00,2025-08-12 15:13:00,active,,0,35,sealed
AUC00270,ITEM01787,2023-04-28 12:10:00,2023-05-03 12:10:00,closed,USER02078,79868,38,reverse
AUC00271,ITEM01866,2022-05-01 22:12:00,2022-05-05 22:12:00,closed,USER02101,62027,46,standard
AUC00272,ITEM00301,2023-06-01 11:17:00,2023-06-07 11:17:00,active,,0,36,sealed
AUC00273,ITEM01004,2025-10-12 22:29:00,2025-10-20 22:29:00,closed,USER02872,88515,47,standard
AUC00274,ITEM01416,2022-01-01 19:28:00,2022-01-05 19:28:00,closed,USER01659,82354,22,standard
AUC00275,ITEM00944,2025-05-03 16:33:00,2025-05-11 16:33:00,closed,USER00057,74555,29,reverse
AUC00276,ITEM01819,2025-01-06 08:33:00,2025-01-09 08:33:00,cancelled,,0,21,sealed
AUC00277,ITEM01505,2022-11-10 01:29:00,2022-11-20 01:29:00,active,,0,26,standard
AUC00278,ITEM00504,2025-07-28 00:43:00,2025-08-05 00:43:00,closed,USER00782,25388,10,sealed
AUC00279,ITEM00388,2023-05-31 10:44:00,2023-06-04 10:44:00,closed,USER01746,43118,2,sealed
AUC00280,ITEM00874,2022-09-03 23:36:00,2022-09-09 23:36:00,active,,0,47,standard
AUC00281,ITEM01572,2025-05-12 15:00:00,2025-05-21 15:00:00,closed,USER01437,74428,46,sealed
AUC00282,ITEM01338,2022-12-20 10:22:00,2022-12-22 10:22:00,closed,USER01163,27935,33,reverse
AUC00283,ITEM01039,2023-05-09 02:55:00,2023-05-13 02:55:00,closed,USER00679,10660,44,reverse
AUC00284,ITEM01896,2022-10-09 12:59:00,2022-10-14 12:59:00,closed,USER01545,15575,7,sealed
AUC00285,ITEM01336,2025-05-29 18:48:00,2025-05-31 18:48:00,closed,USER01847,20427,33,sealed
AUC00286,ITEM00833,2023-03-09 09:33:00,2023-03-14 09:33:00,closed,USER01869,37016,27,sealed
AUC00287,ITEM01098,2025-06-06 02:26:00,2025-06-16 02:26:00,active,,0,14,standard
AUC00288,ITEM01373,2025-09-19 11:48:00,2025-09-20 11:48:00,active,,0,26,sealed
AUC00289,ITEM01316,2023-07-01 07:13:00,2023-07-03 07:13:00,closed,,0,0,sealed
AUC00290,ITEM00739,2025-05-12 16:09:00,2025-05-20 16:09:00,closed,USER02524,82460,48,standard
AUC00291,ITEM01758,2023-05-11 22:38:00,2023-05-20 22:38:00,closed,USER02091,5998,47,standard
AUC00292,ITEM01045,2022-01-24 02:06:00,2022-02-02 02:06:00,closed,USER00303,85598,32,reverse
AUC00293,ITEM01214,2025-06-28 11:54:00,2025-07-04 11:54:00,closed,USER02830,41054,27,reverse
AUC00294,ITEM01597,2025-10-22 16:17:00,2025-10-23 16:17:00,closed,USER00079,23154,19,sealed
AUC00295,ITEM00521,2025-08-22 07:08:00,2025-08-27 07:08:00,active,,0,15,sealed
AUC00296,ITEM00011,2023-05-15 19:32:00,2023-05-18 19:32:00,closed,USER02039,14594,23,sealed
AUC00297,ITEM01289,2022-10-10 23:36:00,2022-10-18 23:36:00,closed,USER01315,14508,36,reverse
AUC00298,ITEM01836,2024-04-19 01:33:00,2024-04-23 01:33:00,closed,USER02674,13509,8,reverse
AUC00299,ITEM01980,2025-10-13 11:12:00,2025-10-20 11:12:00,active,,0,15,standard
AUC00300,ITEM01197,2022-03-01 11:45:00,2022-03-11 11:45:00,closed,USER01276,6719,9,reverse
AUC00301,ITEM00436,2022-10-14 22:26:00,2022-10-21 22:26:00,closed,USER00580,99428,31,reverse
AUC00302,ITEM00165,2022-12-22 01:20:00,2022-12-29 01:20:00,active,,0,10,standard
AUC00303,ITEM00445,2024-09-04 14:34:00,2024-09-10 14:34:00,active,,0,29,reverse
AUC00304,ITEM01230,2025-03-25 00:21:00,2025-04-02 00:21:00,active,,0,19,standard
AUC00305,ITEM00537,2025-06-28 14:17:00,2025-07-01 14:17:00,closed,USER00323,96191,27,reverse
AUC00306,ITEM01278,2025-07-24 09:51:00,2025-08-01 09:51:00,closed,USER00514,2241,36,standard
AUC00307,ITEM01093,2025-03-06 12:29:00,2025-03-07 12:29:00,active,,0,43,standard
AUC00308,ITEM00775,2025-11-03 19:52:00,2025-11-06 19:52:00,active,,0,24,sealed
AUC00309,ITEM01311,2025-09-28 10:04:00,2025-10-04 10:04:00,closed,USER01910,57534,3,standard
AUC00310,ITEM00344,2025-07-19 16:30:00,2025-07-29 16:30:00,closed,USER02214,56538,2,standard
AUC00311,ITEM01249,2024-03-01 09:10:00,2024-03-04 09:10:00,closed,USER01925,87492,44,reverse
AUC00312,ITEM00847,2022-05-14 20:32:00,2022-05-24 20:32:00,closed,USER02781,89597,49,sealed
AUC00313,ITEM00450,2022-11-23 23:25:00,2022-11-26 23:25:00,closed,USER02300,17779,12,sealed
AUC00314,ITEM00667,2025-12-20 12:58:00,2025-12-28 12:58:00,active,,0,11,reverse
AUC00315,ITEM00742,2025-08-28 02:10:00,2025-09-05 02:10:00,closed,USER02145,7236,17,standard
AUC00316,ITEM01476,2024-03-28 17:30:00,2024-04-05 17:30:00,active,,0,36,standard
AUC00317,ITEM01754,2023-04-23 22:07:00,2023-04-29 22:07:00,closed,USER00704,70623,10,sealed
AUC00318,ITEM01356,2023-12-25 07:21:00,2023-12-30 07:21:00,cancelled,,0,37,sealed
AUC00319,ITEM00339,2023-09-26 04:47:00,2023-10-06 04:47:00,active,,0,45,standard
AUC00320,ITEM00986,2024-08-13 03:22:00,2024-08-21 03:22:00,cancelled,,0,41,standard
AUC00321,ITEM01302,2022-12-31 05:07:00,2023-01-08 05:07:00,active,,0,14,reverse
AUC00322,ITEM01068,2024-06-26 19:03:00,2024-07-01 19:03:00,closed,USER01990,65009,50,reverse
AUC00323,ITEM00669,2024-07-21 06:42:00,2024-07-23 06:42:00,active,,0,44,sealed
AUC00324,ITEM01500,2022-01-23 19:26:00,2022-01-26 19:26:00,closed,USER02751,9724,41,standard
AUC00325,ITEM01852,2022-11-23 15:00:00,2022-11-25 15:00:00,closed,USER00625,27891,36,standard
AUC00326,ITEM00686,2022-05-17 09:26:00,2022-05-27 09:26:00,active,,0,13,standard
AUC00327,ITEM00059,2022-03-30 04:38:00,2022-04-06 04:38:00,closed,USER02286,15946,2,reverse
AUC00328,ITEM00745,2025-03-13 20:21:00,2025-03-18 20:21:00,cancelled,,0,2,standard
AUC00329,ITEM01191,2024-04-24 00:57:00,2024-04-29 00:57:00,active,,0,45,sealed
AUC00330,ITEM01901,2025-11-01 12:27:00,2025-11-02 12:27:00,closed,USER02204,79519,42,standard
AUC00331,ITEM01490,2022-11-27 00:36:00,2022-12-06 00:36:00,closed,USER02923,91529,40,reverse
AUC00332,ITEM01536,2024-12-01 07:32:00,2024-12-05 07:32:00,closed,USER01528,90689,14,reverse
AUC00333,ITEM00425,2025-05-18 03:24:00,2025-05-19 03:24:00,active,,0,46,sealed
AUC00334,ITEM00718,2022-06-26 11:39:00,2022-07-05 11:39:00,active,,0,30,sealed
AUC00335,ITEM01596,2024-06-05 08:26:00,2024-06-07 08:26:00,closed,USER01991,27431,3,sealed
AUC00336,ITEM00487,2024-02-26 16:52:00,2024-03-01 16:52:00,closed,USER01368,77050,33,reverse
AUC00337,ITEM00961,2024-12-09 12:41:00,2024-12-18 12:41:00,closed,USER00459,54215,20,sealed
AUC00338,ITEM00180,2024-12-27 02:26:00,2025-01-02 02:26:00,active,,0,30,reverse
AUC00339,ITEM00609,2025-02-23 14:31:00,2025-03-05 14:31:00,closed,USER01047,23138,37,sealed
AUC00340,ITEM00300,2022-10-14 17:30:00,2022-10-15 17:30:00,cancelled,,0,21,reverse
AUC00341,ITEM01126,2022-07-06 14:07:00,2022-07-09 14:07:00,active,,0,18,standard
AUC00342,ITEM01254,2025-07-16 19:54:00,2025-07-24 19:54:00,closed,USER01126,22421,12,reverse
AUC00343,ITEM00888,2024-07-04 18:48:00,2024-07-07 18:48:00,closed,,0,0,reverse
AUC00344,ITEM01955,2023-02-24 21:31:00,2023-03-01 21:31:00,active,,0,42,sealed
AUC00345,ITEM01052,2022-03-01 03:29:00,2022-03-08 03:29:00,closed,USER02321,9619,27,standard
AUC00346,ITEM01873,2024-07-09 09:45:00,2024-07-12 09:45:00,active,,0,18,standard
AUC00347,ITEM00458,2022-06-21 18:15:00,2022-06-25 18:15:00,closed,USER00691,68782,19,reverse
AUC00348,ITEM00834,2025-08-19 01:42:00,2025-08-29 01:42:00,closed,USER01296,96894,33,reverse
AUC00349,ITEM01242,2024-06-23 19:28:00,2024-06-29 19:28:00,active,,0,0,sealed
AUC00350,ITEM00287,2022-04-11 06:07:00,2022-04-13 06:07:00,closed,USER00353,2445,23,standard
AUC00351,ITEM00616,2023-09-24 01:19:00,2023-09-25 01:19:00,closed,USER02507,75036,35,reverse
AUC00352,ITEM01071,2024-04-12 01:56:00,2024-04-18 01:56:00,closed,USER02102,97335,11,sealed
AUC00353,ITEM01166,2025-03-21 05:41:00,2025-03-24 05:41:00,closed,USER02212,37241,11,standard
AUC00354,ITEM01030,2024-11-26 09:34:00,2024-11-29 09:34:00,active,,0,26,standard
AUC00355,ITEM00769,2025-12-04 12:26:00,2025-12-05 12:26:00,active,,0,21,standard
AUC00356,ITEM00838,2023-05-04 11:18:00,2023-05-10 11:18:00,cancelled,,0,17,reverse
AUC00357,ITEM01655,2025-04-10 17:10:00,2025-04-19 17:10:00,closed,USER01353,61428,22,reverse
AUC00358,ITEM01183,2024-05-28 10:35:00,2024-05-30 10:35:00,closed,USER00330,49636,4,sealed
AUC00359,ITEM01493,2023-09-28 15:01:00,2023-10-04 15:01:00,closed,USER01949,17736,6,sealed
AUC00360,ITEM01890,2025-07-30 10:03:00,2025-08-06 10:03:00,active,,0,46,standard
AUC00361,ITEM00581,2023-12-15 08:46:00,2023-12-20 08:46:00,closed,USER00100,51068,33,standard
AUC00362,ITEM00160,2023-12-23 23:10:00,2023-12-24 23:10:00,closed,USER01452,12639,43,reverse
AUC00363,ITEM00073,2023-09-24 20:36:00,2023-10-04 20:36:00,closed,USER00181,82855,29,reverse
AUC00364,ITEM00615,2022-06-03 23:17:00,2022-06-12 23:17:00,closed,USER00690,13397,19,standard
AUC00365,ITEM01084,2025-12-19 20:13:00,2025-12-25 20:13:00,closed,USER02587,91177,34,standard
AUC00366,ITEM00597,2025-04-18 15:37:00,2025-04-26 15:37:00,closed,USER02878,28907,16,sealed
AUC00367,ITEM01067,2022-08-22 03:48:00,2022-08-26 03:48:00,closed,USER02261,40815,26,reverse
AUC00368,ITEM01113,2022-02-15 16:42:00,2022-02-25 16:42:00,closed,USER00325,55899,38,standard
AUC00369,ITEM00007,2023-07-22 16:21:00,2023-07-25 16:21:00,closed,USER01177,39447,30,standard
AUC00370,ITEM01500,2025-02-01 11:51:00,2025-02-11 11:51:00,cancelled,,0,27,standard
AUC00371,ITEM00906,2025-09-24 09:09:00,2025-09-29 09:09:00,active,,0,6,standard
AUC00372,ITEM00976,2022-11-03 00:17:00,2022-11-13 00:17:00,active,,0,42,sealed
AUC00373,ITEM01983,2024-02-21 20:45:00,2024-02-28 20:45:00,closed,USER01200,20005,29,standard
AUC00374,ITEM00465,2022-09-07 03:40:00,2022-09-11 03:40:00,active,,0,33,standard
AUC00375,ITEM00169,2023-09-25 00:30:00,2023-10-03 00:30:00,closed,USER02167,23304,19,reverse
AUC00376,ITEM00383,2023-07-25 22:49:00,2023-08-02 22:49:00,closed,USER00818,62254,48,reverse
AUC00377,ITEM00078,2023-05-31 09:15:00,2023-06-03 09:15:00,active,,0,39,standard
AUC00378,ITEM01906,2025-06-17 04:29:00,2025-06-26 04:29:00,closed,USER02666,95794,41,reverse
AUC00379,ITEM00572,2023-04-16 20:31:00,2023-04-21 20:31:00,closed,USER01077,96494,34,sealed
AUC00380,ITEM01232,2022-05-26 13:46:00,2022-05-31 13:46:00,closed,USER02470,60807,4,reverse
AUC00381,ITEM01481,2025-09-20 12:02:00,2025-09-23 12:02:00,active,,0,34,standard
AUC00382,ITEM01905,2025-04-18 08:37:00,2025-04-27 08:37:00,closed,USER00973,83883,29,standard
AUC00383,ITEM00762,2022-05-29 16:37:00,2022-06-06 16:37:00,closed,,0,0,sealed
AUC00384,ITEM01287,2022-01-09 22:03:00,2022-01-11 22:03:00,active,,0,13,standard
AUC00385,ITEM01741,2025-03-19 09:30:00,2025-03-20 09:30:00,cancelled,,0,12,reverse
AUC00386,ITEM00802,2022-04-08 14:20:00,2022-04-17 14:20:00,active,,0,24,reverse
AUC00387,ITEM00686,2024-06-17 14:51:00,2024-06-23 14:51:00,active,,0,7,sealed
AUC00388,ITEM01995,2022-07-10 05:13:00,2022-07-14 05:13:00,closed,USER02744,66034,7,sealed
AUC00389,ITEM01230,2025-06-11 00:38:00,2025-06-21 00:38:00,cancelled,,0,6,reverse
AUC00390,ITEM00762,2024-01-25 21:07:00,2024-01-27 21:07:00,closed,USER00986,30368,48,reverse
AUC00391,ITEM01791,2024-12-09 10:43:00,2024-12-11 10:43:00,closed,USER00742,72034,25,sealed
AUC00392,ITEM01744,2023-05-05 02:51:00,2023-05-13 02:51:00,active,,0,13,sealed
AUC00393,ITEM01810,2025-02-11 13:39:00,2025-02-20 13:39:00,closed,USER00555,26861,34,sealed
AUC00394,ITEM00705,2022-04-04 22:34:00,2022-04-14 22:34:00,closed,USER01595,69817,26,reverse
AUC00395,ITEM00631,2025-11-11 01:21:00,2025-11-17 01:21:00,closed,USER01378,58448,8,standard
AUC00396,ITEM01578,2024-02-12 13:37:00,2024-02-16 13:37:00,active,,0,22,sealed
AUC00397,ITEM01493,2023-12-18 01:14:00,2023-12-28 01:14:00,closed,USER00735,98241,46,standard
AUC00398,ITEM00636,2024-12-12 05:57:00,2024-12-21 05:57:00,active,,0,34,reverse
AUC00399,ITEM01835,2022-05-13 09:18:00,2022-05-17 09:18:00,active,,0,38,reverse
AUC00400,ITEM01711,2024-10-28 10:22:00,2024-11-03 10:22:00,closed,USER01223,89610,45,sealed
AUC00401,ITEM00944,2024-11-12 20:26:00,2024-11-21 20:26:00,active,,0,33,reverse
AUC00402,ITEM00273,2023-02-07 20:12:00,2023-02-11 20:12:00,active,,0,12,reverse
AUC00403,ITEM00666,2022-07-16 03:43:00,2022-07-19 03:43:00,active,,0,34,reverse
AUC00404,ITEM00689,2025-09-26 22:47:00,2025-10-06 22:47:00,closed,USER01736,51891,11,standard
AUC00405,ITEM00012,2024-04-22 06:15:00,2024-04-27 06:15:00,closed,USER01451,17980,38,standard
AUC00406,ITEM00950,2023-04-07 00:59:00,2023-04-12 00:59:00,closed,USER01572,19083,50,reverse
AUC00407,ITEM01834,2025-01-13 13:57:00,2025-01-19 13:57:00,active,,0,29,sealed
AUC00408,ITEM01629,2025-06-16 20:51:00,2025-06-19 20:51:00,closed,USER01458,24222,42,sealed
AUC00409,ITEM01226,2025-09-09 10:36:00,2025-09-16 10:36:00,closed,USER00727,78410,3,sealed
AUC00410,ITEM00316,2024-05-31 15:47:00,2024-06-07 15:47:00,active,,0,32,sealed
AUC00411,ITEM00052,2024-03-18 13:38:00,2024-03-26 13:38:00,closed,USER00642,91504,23,standard
AUC00412,ITEM00826,2023-10-26 15:23:00,2023-11-01 15:23:00,closed,USER00937,82647,25,standard
AUC00413,ITEM01640,2025-01-23 12:11:00,2025-02-01 12:11:00,closed,USER00896,70241,8,sealed
AUC00414,ITEM00112,2024-08-20 02:06:00,2024-08-26 02:06:00,closed,USER00118,13184,50,sealed
AUC00415,ITEM01476,2022-11-05 06:54:00,2022-11-09 06:54:00,closed,USER00873,53335,17,reverse
AUC00416,ITEM00477,2024-12-06 18:51:00,2024-12-08 18:51:00,closed,USER02723,83298,22,sealed
AUC00417,ITEM01537,2025-08-12 12:00:00,2025-08-18 12:00:00,closed,USER02826,15904,44,sealed
AUC00418,ITEM01203,2023-06-11 05:52:00,2023-06-19 05:52:00,closed,USER01795,85067,15,standard
AUC00419,ITEM00559,2025-07-21 23:13:00,2025-07-29 23:13:00,closed,USER00732,4475,1,sealed
AUC00420,ITEM01791,2025-03-07 15:12:00,2025-03-12 15:12:00,cancelled,,0,3,standard
AUC00421,ITEM00762,2025-07-09 17:30:00,2025-07-12 17:30:00,closed,,0,0,standard
AUC00422,ITEM01900,2023-09-01 15:53:00,2023-09-07 15:53:00,closed,USER00361,63111,36,reverse
AUC00423,ITEM01360,2022-09-22 06:25:00,2022-09-30 06:25:00,closed,,0,0,sealed
AUC00424,ITEM00414,2023-11-25 12:41:00,2023-11-26 12:41:00,closed,USER00716,40205,23,reverse
AUC00425,ITEM01251,2023-09-06 05:42:00,2023-09-13 05:42:00,closed,USER01792,83310,42,standard
AUC00426,ITEM01936,2022-02-24 07:53:00,2022-03-04 07:53:00,closed,USER02337,6154,44,reverse
AUC00427,ITEM01958,2025-12-07 06:57:00,2025-12-12 06:57:00,active,,0,26,sealed
AUC00428,ITEM00347,2024-03-18 00:15:00,2024-03-22 00:15:00,closed,USER00168,28991,16,sealed
AUC00429,ITEM01999,2022-06-04 12:48:00,2022-06-10 12:48:00,closed,USER02614,91089,21,standard
AUC00430,ITEM00971,2025-10-11 09:34:00,2025-10-13 09:34:00,closed,USER00885,3644,13,sealed
AUC00431,ITEM01696,2024-05-26 05:59:00,2024-06-04 05:59:00,active,,0,47,reverse
AUC00432,ITEM00359,2024-12-13 07:27:00,2024-12-17 07:27:00,cancelled,,0,32,sealed
AUC00433,ITEM00938,2025-04-17 09:27:00,2025-04-18 09:27:00,active,,0,41,reverse
AUC00434,ITEM01990,2024-10-23 15:25:00,2024-11-01 15:25:00,cancelled,,0,4,standard
AUC00435,ITEM00200,2023-10-03 10:09:00,2023-10-10 10:09:00,active,,0,21,standard
AUC00436,ITEM01884,2025-04-01 02:00:00,2025-04-08 02:00:00,closed,USER01109,36050,14,reverse
AUC00437,ITEM00952,2023-11-08 22:17:00,2023-11-17 22:17:00,closed,USER00783,14858,22,standard
AUC00438,ITEM01337,2024-07-14 02:42:00,2024-07-21 02:42:00,active,,0,23,standard
AUC00439,ITEM01190,2025-03-07 03:43:00,2025-03-10 03:43:00,closed,USER01355,62987,35,standard
AUC00440,ITEM01754,2025-10-30 22:34:00,2025-11-03 22:34:00,closed,USER01424,4188,50,standard
AUC00441,ITEM01197,2025-05-19 13:11:00,2025-05-22 13:11:00,closed,USER02711,12196,21,standard
AUC00442,ITEM01097,2023-03-24 08:35:00,2023-04-03 08:35:00,closed,USER01399,38910,39,reverse
AUC00443,ITEM01467,2025-08-26 23:50:00,2025-08-27 23:50:00,closed,USER00519,19187,47,standard
AUC00444,ITEM01836,2024-04-10 12:26:00,2024-04-19 12:26:00,closed,USER02201,13922,10,reverse
AUC00445,ITEM00526,2024-12-31 06:32:00,2025-01-09 06:32:00,active,,0,49,reverse
AUC00446,ITEM00430,2022-06-19 01:58:00,2022-06-28 01:58:00,closed,USER01540,20468,32,standard
AUC00447,ITEM01577,2023-10-26 01:55:00,2023-11-05 01:55:00,cancelled,,0,34,reverse
AUC00448,ITEM01636,2023-07-29 12:15:00,2023-07-31 12:15:00,closed,USER02460,8909,1,sealed
AUC00449,ITEM01673,2022-12-12 18:58:00,2022-12-14 18:58:00,active,,0,17,standard
AUC00450,ITEM01766,2023-03-02 12:47:00,2023-03-11 12:47:00,active,,0,36,standard
AUC00451,ITEM01882,2025-08-18 10:55:00,2025-08-23 10:55:00,closed,USER01414,82896,15,standard
AUC00452,ITEM01671,2023-09-11 03:22:00,2023-09-13 03:22:00,closed,USER00818,16822,44,standard
AUC00453,ITEM01900,2022-07-31 03:41:00,2022-08-03 03:41:00,active,,0,15,sealed
AUC00454,ITEM00894,2022-03-11 14:19:00,2022-03-21 14:19:00,closed,USER00712,21624,10,standard
AUC00455,ITEM00726,2022-04-15 02:10:00,2022-04-18 02:10:00,closed,USER02001,14015,10,standard
AUC00456,ITEM00933,2024-08-04 00:20:00,2024-08-13 00:20:00,closed,USER00768,82625,42,standard
AUC00457,ITEM01809,2025-09-09 14:43:00,2025-09-11 14:43:00,active,,0,8,sealed
AUC00458,ITEM01277,2024-07-08 20:02:00,2024-07-14 20:02:00,active,,0,20,sealed
AUC00459,ITEM00911,2023-11-19 20:17:00,2023-11-28 20:17:00,closed,USER00423,38508,38,reverse
AUC00460,ITEM00967,2022-06-12 17:49:00,2022-06-17 17:49:00,active,,0,13,reverse
AUC00461,ITEM01214,2022-02-24 21:47:00,2022-03-06 21:47:00,active,,0,1,reverse
AUC00462,ITEM01679,2024-11-14 07:33:00,2024-11-19 07:33:00,cancelled,,0,24,reverse
AUC00463,ITEM00374,2022-05-01 16:59:00,2022-05-11 16:59:00,closed,USER00423,73682,47,standard
AUC00464,ITEM00520,2024-03-26 13:05:00,2024-04-03 13:05:00,closed,USER01482,47081,47,sealed
AUC00465,ITEM00893,2024-02-26 06:34:00,2024-03-07 06:34:00,active,,0,15,reverse
AUC00466,ITEM00611,2025-03-28 08:43:00,2025-04-07 08:43:00,closed,USER00641,8372,11,reverse
AUC00467,ITEM00538,2024-08-03 19:03:00,2024-08-12 19:03:00,cancelled,,0,38,sealed
AUC00468,ITEM01332,2023-08-09 19:01:00,2023-08-14 19:01:00,active,,0,4,sealed
AUC00469,ITEM01075,2024-04-22 06:21:00,2024-04-27 06:21:00,closed,USER01575,33248,20,sealed
AUC00470,ITEM01677,2022-08-31 22:37:00,2022-09-07 22:37:00,cancelled,,0,16,reverse
AUC00471,ITEM00583,2025-09-05 22:18:00,2025-09-14 22:18:00,closed,USER02604,78513,1,reverse
AUC00472,ITEM00506,2022-11-21 13:28:00,2022-11-26 13:28:00,closed,USER00940,77432,11,reverse
AUC00473,ITEM00849,2022-07-08 20:41:00,2022-07-14 20:41:00,active,,0,5,standard
AUC00474,ITEM00123,2022-05-08 04:57:00,2022-05-11 04:57:00,closed,USER02474,46017,36,standard
AUC00475,ITEM01993,2023-11-26 16:53:00,2023-11-30 16:53:00,cancelled,,0,32,sealed
AUC00476,ITEM01801,2023-08-22 06:11:00,2023-08-26 06:11:00,closed,USER02979,59069,27,standard
AUC00477,ITEM01667,2023-06-22 19:33:00,2023-06-23 19:33:00,cancelled,,0,41,sealed
AUC00478,ITEM00894,2023-05-31 06:15:00,2023-06-02 06:15:00,closed,USER02605,29631,9,standard
AUC00479,ITEM00566,2025-04-09 09:28:00,2025-04-14 09:28:00,closed,USER00503,71087,41,reverse
AUC00480,ITEM01686,2025-04-23 13:13:00,2025-04-28 13:13:00,active,,0,44,reverse
AUC00481,ITEM00502,2023-07-07 05:55:00,2023-07-08 05:55:00,active,,0,33,reverse
AUC00482,ITEM01687,2022-12-19 12:01:00,2022-12-28 12:01:00,active,,0,28,standard
AUC00483,ITEM00565,2023-04-04 10:20:00,2023-04-10 10:20:00,closed,USER01664,11396,7,standard
AUC00484,ITEM01161,2025-03-03 00:29:00,2025-03-09 00:29:00,closed,USER02231,82053,46,sealed
AUC00485,ITEM01188,2024-11-08 13:23:00,2024-11-16 13:23:00,closed,USER00615,3652,10,sealed
AUC00486,ITEM00209,2022-02-06 02:49:00,2022-02-07 02:49:00,cancelled,,0,9,standard
AUC00487,ITEM00372,2023-11-13 22:57:00,2023-11-18 22:57:00,closed,USER01036,42894,21,standard
AUC00488,ITEM00914,2023-05-25 04:08:00,2023-05-30 04:08:00,closed,USER02804,97561,35,sealed
AUC00489,ITEM01433,2025-04-01 12:01:00,2025-04-04 12:01:00,active,,0,50,standard
AUC00490,ITEM00336,2025-08-09 05:58:00,2025-08-18 05:58:00,closed,USER02209,57242,13,reverse
AUC00491,ITEM00484,2025-08-27 04:11:00,2025-09-04 04:11:00,active,,0,46,reverse
AUC00492,ITEM00330,2024-12-07 21:38:00,2024-12-17 21:38:00,closed,USER02433,29221,4,standard
AUC00493,ITEM00068,2023-08-31 07:49:00,2023-09-03 07:49:00,closed,USER02042,67915,23,reverse
AUC00494,ITEM00454,2025-07-26 12:11:00,2025-07-28 12:11:00,closed,USER00966,94614,31,sealed
AUC00495,ITEM00364,2023-09-13 10:07:00,2023-09-22 10:07:00,closed,USER01974,69665,35,reverse
AUC00496,ITEM01925,2024-06-04 19:03:00,2024-06-10 19:03:00,closed,USER00330,50916,26,sealed
AUC00497,ITEM00323,2024-10-20 22:30:00,2024-10-21 22:30:00,active,,0,50,sealed
AUC00498,ITEM00473,2023-09-26 06:18:00,2023-09-29 06:18:00,closed,USER01579,70853,41,standard
AUC00499,ITEM00546,2024-01-12 21:22:00,2024-01-22 21:22:00,active,,0,33,standard
AUC00500,ITEM00058,2025-03-04 23:11:00,2025-03-13 23:11:00,closed,USER00787,72814,20,standard
AUC00501,ITEM01957,2023-04-06 11:51:00,2023-04-11 11:51:00,active,,0,32,standard
AUC00502,ITEM00642,2022-03-16 07:11:00,2022-03-26 07:11:00,active,,0,24,sealed
AUC00503,ITEM01483,2023-11-15 12:56:00,2023-11-22 12:56:00,cancelled,,0,49,reverse
AUC00504,ITEM01047,2024-09-20 23:59:00,2024-09-28 23:59:00,closed,USER02935,38787,23,standard
AUC00505,ITEM00062,2024-01-15 10:30:00,2024-01-20 10:30:00,cancelled,,0,2,standard
AUC00506,ITEM00739,2022-04-06 20:52:00,2022-04-15 20:52:00,cancelled,,0,18,sealed
AUC00507,ITEM01635,2023-07-31 00:50:00,2023-08-10 00:50:00,closed,USER00076,92415,19,reverse
AUC00508,ITEM01996,2024-10-11 12:19:00,2024-10-13 12:19:00,closed,,0,0,reverse
AUC00509,ITEM01279,2024-02-18 23:42:00,2024-02-28 23:42:00,active,,0,37,standard
AUC00510,ITEM01884,2025-08-20 07:45:00,2025-08-21 07:45:00,closed,USER01022,55431,50,sealed
AUC00511,ITEM00584,2022-05-11 14:24:00,2022-05-17 14:24:00,closed,USER02624,70997,20,standard
AUC00512,ITEM01971,2024-03-06 20:36:00,2024-03-07 20:36:00,closed,USER00482,71533,10,standard
AUC00513,ITEM01317,2025-07-31 05:41:00,2025-08-01 05:41:00,closed,USER01556,45139,15,reverse
AUC00514,ITEM01123,2022-10-06 09:56:00,2022-10-16 09:56:00,closed,USER02319,25418,49,standard
AUC00515,ITEM01797,2024-05-25 01:18:00,2024-05-30 01:18:00,closed,USER00564,23797,46,standard
AUC00516,ITEM01927,2023-08-08 19:05:00,2023-08-11 19:05:00,closed,USER00890,60005,38,sealed
AUC00517,ITEM00640,2023-04-05 23:40:00,2023-04-10 23:40:00,closed,USER02993,32885,37,sealed
AUC00518,ITEM01270,2022-02-12 18:12:00,2022-02-18 18:12:00,closed,USER00223,90035,28,sealed
AUC00519,ITEM01963,2025-12-06 22:46:00,2025-12-07 22:46:00,active,,0,7,reverse
AUC00520,ITEM00124,2024-02-05 23:24:00,2024-02-10 23:24:00,cancelled,,0,24,standard
