Payment_ID,Ride_ID,Customer_ID,Payment_Method,Fare_Amount,Surge_Amount,Discount_Amount,Tax_Amount,Total_Amount,Payment_Status,Payment_Time
866,3829,1678,Cash,102.57,0.0,0.0,5.13,107.7,Paid,2025-11-04 03:20:06.047385
867,266,640,Cash,330.07,0.0,0.0,16.5,346.57,Paid,2026-03-08 07:45:06.348129
868,4357,34,UPI,117.84,0.0,14.79,5.15,108.2,Paid,2025-11-24 12:53:19.233939
869,3628,4956,Cash,258.7,0.0,20.91,11.89,249.68,Paid,2026-01-08 03:46:30.893131
870,2408,4466,Card,65.16,17.75,0.0,4.15,87.06,Paid,2025-10-17 11:38:41.143814
871,2264,4516,UPI,365.88,129.93,0.0,24.79,520.6,Paid,2025-12-21 14:02:25.921822
872,4876,4638,Cash,197.95,0.0,34.13,8.19,0.0,Failed,2026-03-21 04:25:38.416269
873,1625,2007,Card,102.46,0.0,0.0,5.12,107.58,Paid,2026-03-22 11:15:21.912316
874,2821,205,Card,361.24,153.15,51.16,23.16,0.0,Failed,2026-03-31 01:52:27.916638
875,1578,3909,UPI,210.43,0.0,24.24,9.31,195.5,Paid,2026-04-04 02:23:04.133907
876,1560,2154,UPI,51.13,0.0,0.0,2.56,53.69,Paid,2026-01-01 11:10:37.286127
877,2695,3469,UPI,415.1,0.0,0.0,20.76,435.86,Paid,2026-03-19 09:46:52.832897
878,2407,723,UPI,223.79,0.0,0.0,11.19,234.98,Paid,2026-01-06 13:47:49.427086
879,4859,3456,UPI,237.05,0.0,0.0,11.85,248.9,Paid,2025-11-25 06:44:44.354365
880,128,608,Card,448.72,0.0,0.0,22.44,471.16,Paid,2025-11-28 21:17:07.820795
881,4909,127,Card,160.72,51.17,33.62,8.91,187.18,Paid,2025-10-22 09:44:48.230633
882,2537,1333,Card,75.12,0.0,0.0,3.76,78.88,Paid,2025-10-21 22:56:50.850123
883,3845,4290,UPI,425.16,0.0,0.0,21.26,446.42,Paid,2026-03-25 12:33:55.095935
884,4380,4697,UPI,139.99,0.0,0.0,7.0,146.99,Paid,2026-03-22 23:53:04.260304
885,3739,330,Cash,250.45,0.0,65.05,9.27,194.67,Paid,2026-01-15 20:03:56.756721
886,1654,4536,UPI,350.15,0.0,0.0,17.51,367.66,Paid,2026-02-15 14:44:25.370429
887,1286,4203,UPI,325.16,83.71,0.0,20.44,429.31,Paid,2026-02-01 00:43:02.925684
888,1432,238,UPI,419.53,0.0,85.27,16.71,350.97,Paid,2026-01-15 21:09:08.570253
889,3042,2108,Wallet,153.61,0.0,22.83,6.54,137.32,Paid,2026-02-11 08:42:43.215477
890,1962,4799,Cash,469.55,70.22,0.0,26.99,566.76,Paid,2025-11-04 20:36:15.749774
891,2925,4773,UPI,361.59,0.0,0.0,18.08,0.0,Failed,2025-11-12 17:06:48.178797
892,1181,3971,UPI,322.32,0.0,0.0,16.12,338.44,Paid,2026-02-16 23:05:24.868197
893,4723,2132,Card,85.48,0.0,5.19,4.01,84.3,Refunded,2026-03-28 23:33:11.567195
894,3136,4547,Card,163.27,0.0,0.0,8.16,171.43,Paid,2025-10-26 01:32:41.247822
895,1987,3329,UPI,412.39,0.0,62.98,17.47,366.88,Paid,2026-03-29 10:50:24.187407
896,1426,530,UPI,352.99,0.0,0.0,17.65,370.64,Refunded,2026-03-24 05:55:21.396927
897,4939,3942,Wallet,468.38,0.0,0.0,23.42,491.8,Paid,2025-12-06 16:08:45.017011
898,1299,3415,UPI,213.81,0.0,0.0,10.69,224.5,Paid,2025-11-15 20:51:49.709180
899,1326,2062,Cash,186.37,49.26,24.54,10.55,221.64,Paid,2026-01-25 16:16:52.686831
900,3219,1297,Cash,208.36,0.0,30.26,8.91,187.01,Paid,2026-01-10 08:56:39.962381
901,3339,450,Card,363.34,44.71,0.0,20.4,428.45,Paid,2026-02-04 11:29:27.565477
902,3168,1518,Wallet,301.12,0.0,0.0,15.06,316.18,Paid,2026-01-26 03:27:53.096606
903,2664,563,Card,295.23,0.0,23.03,13.61,285.81,Paid,2026-02-06 21:48:54.495019
904,1292,4326,Wallet,435.69,0.0,0.0,21.78,457.47,Paid,2025-12-01 07:04:01.117499
905,1009,3075,Card,432.98,0.0,0.0,21.65,454.63,Paid,2026-01-24 10:13:35.099937
906,2957,3925,Wallet,171.03,34.8,0.0,10.29,216.12,Paid,2025-10-09 22:42:07.930323
907,1032,3304,UPI,377.09,0.0,0.0,18.85,395.94,Paid,2026-01-14 01:04:25.361627
908,3557,343,UPI,113.55,0.0,0.0,5.68,119.23,Refunded,2025-11-14 07:36:09.948095
909,3963,3822,UPI,241.96,0.0,0.0,12.1,0.0,Failed,2025-11-12 07:25:17.360310
910,4181,3785,Card,252.43,0.0,72.41,9.0,189.02,Paid,2025-12-01 11:14:34.417170
911,2958,2015,Wallet,392.49,0.0,59.4,16.65,349.74,Paid,2025-10-06 10:51:00.698320
912,2130,3844,UPI,461.21,0.0,0.0,23.06,484.27,Paid,2026-01-29 18:07:03.588351
913,102,2808,Wallet,442.62,0.0,81.09,18.08,379.61,Paid,2025-11-01 19:19:05.849208
914,502,3240,Cash,471.11,0.0,0.0,23.56,494.67,Paid,2025-12-07 02:30:00.454009
915,748,3687,UPI,171.24,0.0,20.06,7.56,158.74,Paid,2025-12-14 11:14:10.767165
916,2943,3244,Card,152.39,0.0,44.83,5.38,112.94,Paid,2026-02-23 12:51:54.285997
917,611,1049,Wallet,91.44,39.43,22.75,5.41,113.53,Paid,2025-11-30 02:05:44.205987
918,2923,377,UPI,376.66,0.0,0.0,18.83,0.0,Failed,2026-03-07 21:36:52.403962
919,747,2067,Cash,124.37,0.0,0.0,6.22,0.0,Failed,2026-04-02 20:51:23.305963
920,4794,1355,Card,122.72,0.0,0.0,6.14,128.86,Paid,2026-02-18 07:06:05.957913
921,4302,2789,UPI,432.37,0.0,0.0,21.62,453.99,Paid,2025-12-01 00:29:43.197237
922,4531,1882,UPI,166.09,82.38,0.0,12.42,260.89,Paid,2025-12-25 08:57:58.240886
923,4375,666,UPI,278.53,0.0,63.2,10.77,226.1,Paid,2025-11-25 15:56:57.306744
924,4093,4803,Card,492.33,0.0,137.15,17.76,372.94,Paid,2026-03-22 02:19:15.594167
925,384,1886,Card,318.78,0.0,0.0,15.94,334.72,Paid,2026-02-16 17:25:21.727955
926,16,4190,Cash,363.34,70.54,0.0,21.69,455.57,Paid,2026-03-14 02:26:40.852322
927,4833,4136,UPI,103.3,0.0,0.0,5.17,108.47,Paid,2026-01-30 01:06:06.790933
928,723,4169,Wallet,453.64,193.66,0.0,32.37,679.67,Paid,2026-02-05 21:56:36.531901
929,2671,1134,UPI,263.46,0.0,0.0,13.17,276.63,Paid,2026-03-18 01:49:41.363395
930,238,270,UPI,436.85,0.0,0.0,21.84,458.69,Paid,2025-12-14 06:17:31.933794
931,2776,4609,Card,63.88,0.0,0.0,3.19,67.07,Paid,2026-03-16 18:01:48.089689
932,3152,3887,UPI,170.0,0.0,0.0,8.5,178.5,Paid,2026-01-15 03:39:44.530181
933,2794,4847,Card,295.98,0.0,0.0,14.8,0.0,Failed,2025-12-15 21:29:40.610327
934,1684,2307,UPI,177.82,0.0,0.0,8.89,186.71,Paid,2026-01-09 14:13:41.004760
935,214,2693,Wallet,206.53,0.0,0.0,10.33,216.86,Paid,2026-03-16 01:52:54.885683
936,669,1792,Card,241.54,58.53,32.85,13.36,280.58,Paid,2026-02-03 23:14:46.352403
937,2704,2115,Card,180.72,0.0,17.55,8.16,171.33,Paid,2025-12-01 03:32:28.721552
938,2354,3709,Wallet,420.16,0.0,0.0,21.01,441.17,Paid,2025-10-15 15:42:53.732321
939,112,4479,UPI,171.7,0.0,0.0,8.58,180.28,Paid,2026-03-11 06:09:21.342977
940,1690,4221,Wallet,463.78,0.0,0.0,23.19,486.97,Paid,2026-03-27 18:49:24.332855
941,3738,1884,UPI,447.85,0.0,0.0,22.39,470.24,Paid,2025-10-19 19:33:03.077907
942,4638,4326,UPI,360.17,0.0,0.0,18.01,378.18,Paid,2026-02-08 17:02:29.200955
943,2607,3702,UPI,438.24,208.0,0.0,32.31,678.55,Refunded,2025-12-03 18:44:23.580150
944,3135,845,Cash,409.69,0.0,0.0,20.48,430.17,Paid,2025-11-15 11:48:19.922848
945,1666,1045,Cash,416.18,106.1,113.48,20.44,429.24,Paid,2025-11-17 06:17:28.305519
946,3827,3582,Cash,444.72,0.0,0.0,22.24,466.96,Paid,2025-11-23 09:05:08.496243
947,3004,3014,UPI,171.22,0.0,0.0,8.56,179.78,Paid,2026-03-29 19:33:20.042514
948,4011,584,Card,400.62,0.0,85.19,15.77,331.2,Paid,2026-03-21 18:02:44.815863
949,2260,1081,UPI,274.63,0.0,0.0,13.73,0.0,Failed,2026-04-03 07:45:50.260070
950,2809,3285,Cash,139.2,0.0,31.17,5.4,0.0,Failed,2026-02-02 05:21:16.535020
951,2582,1316,Wallet,317.06,158.04,0.0,23.76,498.86,Paid,2025-12-22 18:31:41.270800
952,4376,3631,UPI,296.53,0.0,0.0,14.83,311.36,Paid,2026-01-15 15:30:51.944077
953,988,320,Cash,225.08,0.0,0.0,11.25,236.33,Paid,2026-01-11 15:49:22.932099
954,3253,2715,Card,165.18,45.22,0.0,10.52,220.92,Paid,2025-12-26 20:13:24.793071
955,1078,2081,Wallet,467.24,207.32,0.0,33.73,0.0,Failed,2026-01-31 21:00:01.196270
956,2965,2211,UPI,236.32,0.0,30.02,10.31,216.61,Paid,2025-12-20 06:26:25.677161
957,2741,1655,Card,401.36,0.0,0.0,20.07,421.43,Paid,2026-02-15 14:45:42.587978
958,4965,4348,UPI,205.4,33.93,0.0,11.97,251.3,Paid,2026-01-25 06:49:18.707445
959,4291,2417,Cash,497.02,141.97,0.0,31.95,670.94,Paid,2025-11-27 04:56:38.231817
960,686,1378,Cash,426.71,0.0,109.58,15.86,332.99,Paid,2026-01-12 19:03:09.754944
961,1875,1043,Wallet,213.16,68.99,38.03,12.21,256.33,Paid,2026-01-02 02:40:43.215007
962,1960,3178,UPI,223.8,0.0,17.8,10.3,216.3,Paid,2026-01-07 19:11:40.829825
963,3064,1071,Cash,437.44,0.0,0.0,21.87,459.31,Paid,2026-01-30 17:09:36.453469
964,1564,3060,Card,338.15,0.0,0.0,16.91,355.06,Paid,2025-11-22 15:08:50.930700
965,4963,306,Card,211.75,0.0,0.0,10.59,222.34,Paid,2026-01-22 19:45:13.722387
966,2891,878,UPI,124.41,0.0,0.0,6.22,0.0,Failed,2025-11-30 16:38:39.752287
967,440,2349,Card,193.0,0.0,0.0,9.65,202.65,Paid,2025-12-26 16:13:31.506269
968,2517,1790,UPI,434.63,0.0,0.0,21.73,456.36,Paid,2026-02-14 22:12:05.916664
969,3837,3816,UPI,280.54,0.0,0.0,14.03,294.57,Paid,2026-02-13 10:32:34.199037
970,3763,3110,Cash,201.86,47.86,0.0,12.49,262.21,Paid,2025-11-17 16:08:48.054199
971,2252,3218,Card,428.27,0.0,0.0,21.41,449.68,Paid,2026-01-19 19:27:25.096402
972,283,2337,Card,362.62,0.0,83.05,13.98,293.55,Paid,2026-01-05 00:49:56.460770
973,3838,1645,UPI,89.77,0.0,0.0,4.49,94.26,Paid,2026-01-28 15:11:05.072357
974,2549,3136,Card,136.03,0.0,0.0,6.8,142.83,Paid,2025-11-23 06:39:33.170302
975,4422,84,Cash,485.68,0.0,0.0,24.28,509.96,Paid,2026-03-17 04:05:39.166320
976,1367,2645,Card,313.33,0.0,24.05,14.46,303.74,Paid,2025-12-28 19:33:43.618648
977,2146,1775,Cash,110.83,0.0,0.0,5.54,116.37,Paid,2025-10-19 08:19:13.692447
978,4731,2181,Card,133.59,0.0,0.0,6.68,140.27,Paid,2026-03-02 17:43:39.240518
979,4140,4689,UPI,470.86,0.0,102.08,18.44,387.22,Paid,2025-10-13 07:54:22.017875
980,2004,3852,Cash,385.47,132.89,0.0,25.92,544.28,Paid,2026-01-26 01:43:55.821524
981,3977,2391,Cash,64.54,0.0,0.0,3.23,67.77,Paid,2026-03-24 05:31:15.554974
982,2116,466,UPI,273.67,0.0,0.0,13.68,287.35,Paid,2025-10-21 14:31:35.637982
983,2571,4893,Cash,115.22,0.0,0.0,5.76,120.98,Paid,2025-11-11 16:57:52.216559
984,3641,3908,UPI,303.43,93.39,0.0,19.84,416.66,Refunded,2025-10-22 02:41:55.775534
985,3722,1928,Card,449.26,0.0,0.0,22.46,471.72,Paid,2025-11-29 01:54:41.701119
986,3974,861,Card,499.2,0.0,83.01,20.81,437.0,Paid,2026-03-05 07:55:53.660798
987,3427,1852,Wallet,459.67,0.0,0.0,22.98,482.65,Paid,2026-01-22 17:34:03.468609
988,4413,2570,Cash,341.37,0.0,0.0,17.07,358.44,Paid,2026-03-30 17:54:30.922133
989,3966,680,UPI,450.17,0.0,84.0,18.31,384.48,Paid,2025-12-22 14:43:34.603860
990,1298,2692,UPI,426.44,0.0,0.0,21.32,447.76,Paid,2025-11-02 03:48:29.393861
991,1857,11,Cash,300.61,0.0,0.0,15.03,315.64,Paid,2025-11-07 17:38:37.016616
992,3973,1666,UPI,54.21,0.0,0.0,2.71,56.92,Paid,2026-03-23 16:18:20.133665
993,3750,1676,UPI,133.01,0.0,0.0,6.65,139.66,Paid,2026-01-21 22:50:23.162767
994,1240,298,UPI,282.0,31.8,0.0,15.69,329.49,Paid,2025-10-30 05:41:30.798160
995,825,3880,Cash,312.38,0.0,0.0,15.62,328.0,Paid,2026-03-01 00:42:01.487645
996,2598,4234,UPI,326.88,0.0,90.24,11.83,0.0,Failed,2025-12-01 19:50:03.156184
997,4089,48,Card,479.99,93.98,0.0,28.7,602.67,Paid,2025-11-19 00:49:40.197013
998,4128,1029,Card,132.75,0.0,0.0,6.64,0.0,Failed,2026-03-21 17:02:30.069927
999,225,1250,Cash,367.33,0.0,0.0,18.37,0.0,Failed,2026-02-03 07:16:26.321096
1000,2975,1112,Wallet,335.35,0.0,0.0,16.77,352.12,Paid,2026-01-11 05:04:16.326819
1001,2290,4051,Wallet,81.42,0.0,0.0,4.07,85.49,Paid,2025-12-09 22:28:45.328930
1002,2912,3281,UPI,137.71,0.0,0.0,6.89,0.0,Failed,2025-12-12 16:40:16.357152
1003,579,1852,UPI,365.02,0.0,0.0,18.25,0.0,Failed,2025-12-30 07:07:15.980572
1004,1287,520,UPI,190.62,0.0,0.0,9.53,200.15,Paid,2025-11-22 16:40:16.665902
1005,4902,2396,Card,221.21,0.0,0.0,11.06,232.27,Paid,2025-12-05 12:21:24.077797
1006,877,4220,UPI,211.8,92.22,51.13,12.64,265.53,Paid,2025-10-05 15:59:33.719609
1007,589,1800,Card,96.0,0.0,0.0,4.8,100.8,Paid,2025-10-29 09:32:17.135305
1008,3535,4020,UPI,88.92,35.62,0.0,6.23,130.77,Paid,2025-12-22 04:36:51.399165
1009,3404,3364,UPI,159.63,0.0,0.0,7.98,167.61,Paid,2025-11-21 13:58:37.397508
1010,534,4941,UPI,429.12,150.47,0.0,28.98,608.57,Paid,2025-11-05 22:10:40.635947
1011,378,4269,Wallet,184.36,61.2,42.62,10.15,213.09,Paid,2026-01-30 10:35:01.245644
1012,3991,4137,Card,362.7,0.0,0.0,18.14,380.84,Paid,2025-12-20 20:49:25.249840
1013,1229,2653,UPI,159.49,0.0,10.78,7.44,156.15,Refunded,2025-10-13 02:15:16.276448
1014,789,2800,Card,483.88,0.0,40.23,22.18,465.83,Paid,2025-11-08 02:15:45.168122
1015,408,1886,UPI,180.24,69.86,0.0,12.51,262.61,Paid,2025-11-04 09:15:40.758113
1016,1442,4951,Cash,100.21,0.0,0.0,5.01,105.22,Paid,2026-01-02 22:56:41.351790
1017,842,4229,UPI,455.11,0.0,0.0,22.76,477.87,Refunded,2026-02-03 21:22:32.112826
1018,576,3234,Card,476.38,171.69,0.0,32.4,680.47,Paid,2025-10-12 14:26:01.565195
1019,669,2484,UPI,443.85,0.0,117.39,16.32,342.78,Paid,2026-03-08 18:25:02.644766
1020,2055,4037,Wallet,497.25,0.0,52.16,22.25,467.34,Paid,2026-03-13 09:04:42.857180
1021,1958,1763,UPI,388.33,0.0,0.0,19.42,407.75,Paid,2025-11-03 09:29:16.966672
1022,4795,4782,UPI,305.15,0.0,0.0,15.26,320.41,Paid,2026-01-14 08:54:51.030988
1023,2390,2095,UPI,358.0,0.0,0.0,17.9,375.9,Paid,2025-10-12 05:30:50.936569
1024,4157,593,UPI,125.41,0.0,0.0,6.27,131.68,Paid,2025-12-07 18:38:53.789004
1025,38,4034,UPI,54.35,0.0,4.45,2.5,52.4,Paid,2026-02-07 00:46:55.646199
1026,670,4708,UPI,248.81,0.0,56.37,9.62,0.0,Failed,2026-03-01 17:23:47.025198
1027,3764,2734,UPI,251.97,0.0,0.0,12.6,264.57,Paid,2026-02-14 00:28:19.263109
1028,4342,4291,UPI,189.84,54.69,21.47,11.15,234.21,Paid,2025-12-12 02:40:41.178850
1029,4504,1437,Card,287.87,0.0,0.0,14.39,302.26,Paid,2025-11-14 19:30:21.957261
1030,2936,2209,UPI,198.7,0.0,46.77,7.6,159.53,Paid,2025-12-05 04:51:47.770637
1031,4111,3313,Wallet,225.53,0.0,62.18,8.17,171.52,Paid,2026-01-08 11:03:07.339610
1032,2700,4814,UPI,492.55,0.0,0.0,24.63,517.18,Paid,2025-11-08 02:13:40.045883
1033,1969,4384,UPI,90.3,32.79,0.0,6.15,0.0,Failed,2026-01-28 03:20:38.659784
1034,4710,3752,Cash,216.3,0.0,0.0,10.82,227.12,Paid,2025-10-09 19:16:40.272966
1035,2791,268,UPI,294.65,0.0,0.0,14.73,309.38,Paid,2025-10-31 10:48:07.455524
1036,4882,1624,Wallet,151.19,0.0,41.0,5.51,115.7,Paid,2026-01-31 06:46:41.422500
1037,1700,716,Cash,184.28,0.0,0.0,9.21,193.49,Paid,2025-10-22 08:59:43.172410
1038,1787,2137,Card,64.44,0.0,0.0,3.22,67.66,Paid,2026-03-09 05:41:38.968678
1039,1611,1166,UPI,425.34,0.0,0.0,21.27,446.61,Paid,2025-12-24 13:41:41.941269
1040,3642,4990,Wallet,420.86,200.27,0.0,31.06,652.19,Paid,2025-11-22 15:30:00.756443
1041,4885,103,Cash,287.26,0.0,0.0,14.36,301.62,Paid,2026-02-09 07:08:58.328453
1042,3550,4293,Cash,120.41,0.0,13.58,5.34,112.17,Paid,2026-03-11 18:23:13.966865
1043,585,4448,UPI,296.42,0.0,0.0,14.82,0.0,Failed,2026-04-01 19:23:50.913744
1044,2091,4225,Card,377.03,0.0,0.0,18.85,395.88,Paid,2026-01-01 14:25:55.494584
1045,4262,113,UPI,127.88,0.0,0.0,6.39,0.0,Failed,2026-03-03 09:30:12.027867
1046,2098,1269,Card,255.72,0.0,0.0,12.79,268.51,Paid,2025-11-14 08:44:47.561480
1047,428,4184,UPI,221.67,0.0,0.0,11.08,232.75,Paid,2026-03-02 05:23:02.113952
1048,4667,4244,UPI,247.45,0.0,41.37,10.3,216.38,Paid,2025-10-06 18:28:38.232678
1049,3680,404,Card,220.55,53.8,23.63,12.54,263.26,Paid,2025-12-24 05:12:08.199957
1050,39,4227,Card,268.2,117.75,0.0,19.3,0.0,Failed,2026-01-22 14:57:39.882677
1051,2923,2940,Wallet,256.39,76.8,73.25,13.0,272.94,Paid,2026-03-13 21:13:50.128481
1052,1869,2686,Card,104.25,0.0,0.0,5.21,109.46,Paid,2025-11-09 20:08:55.061521
1053,4213,3342,UPI,173.72,0.0,0.0,8.69,182.41,Paid,2026-03-07 14:52:00.681458
1054,4680,562,Card,478.65,145.17,0.0,31.19,655.01,Paid,2025-10-19 12:10:33.203140
1055,2986,720,UPI,433.44,0.0,0.0,21.67,455.11,Paid,2026-03-29 05:42:43.397813
1056,1319,1401,UPI,472.86,214.71,124.43,28.16,591.3,Paid,2025-10-13 20:29:33.446308
1057,1288,3847,Cash,349.39,0.0,58.39,14.55,305.55,Paid,2025-12-10 20:01:12.796398
1058,2647,292,Cash,98.0,38.41,0.0,6.82,143.23,Paid,2026-02-19 00:59:19.243197
1059,3209,4802,UPI,291.64,0.0,0.0,14.58,306.22,Paid,2026-02-26 11:16:22.009711
1060,3550,463,UPI,416.06,0.0,0.0,20.8,436.86,Paid,2026-03-26 16:04:37.487195
1061,913,2423,UPI,388.2,0.0,0.0,19.41,0.0,Failed,2026-03-18 10:52:15.604637
1062,456,688,Cash,62.07,14.32,5.21,3.56,0.0,Failed,2025-11-22 03:16:20.392560
1063,2211,3513,UPI,452.38,0.0,69.21,19.16,402.33,Paid,2025-12-07 18:30:54.594786
1064,4693,2845,Cash,332.4,0.0,0.0,16.62,349.02,Paid,2025-10-26 02:22:01.831957
1065,3260,4799,Cash,464.57,0.0,52.12,20.62,433.07,Paid,2025-10-05 19:52:53.696697
1066,1414,3786,Card,70.7,11.55,18.31,3.2,67.14,Paid,2026-02-01 12:34:10.732489
1067,3231,2029,Cash,275.6,56.82,0.0,16.62,349.04,Refunded,2026-01-13 15:54:19.274886
1068,4303,2243,Card,495.33,0.0,67.71,21.38,449.0,Paid,2025-11-27 07:17:16.002533
1069,3698,17,UPI,348.2,0.0,0.0,17.41,365.61,Paid,2026-03-12 17:08:04.261254
1070,3043,2531,Cash,320.69,0.0,0.0,16.03,336.72,Paid,2025-10-06 16:11:31.074286
1071,2519,4833,Cash,248.74,0.0,58.57,9.51,199.68,Paid,2025-11-25 20:01:44.972928
1072,1840,988,Card,437.97,98.1,0.0,26.8,562.87,Paid,2026-02-14 12:03:55.844510
1073,1875,4899,Cash,419.42,0.0,0.0,20.97,440.39,Paid,2026-03-02 15:09:30.282779
1074,1360,3677,UPI,283.59,0.0,0.0,14.18,297.77,Paid,2025-12-16 19:35:43.194757
1075,4986,417,Cash,156.13,77.09,0.0,11.66,244.88,Paid,2025-11-06 10:41:20.438489
1076,4456,2090,Cash,471.11,0.0,48.01,21.16,444.26,Paid,2025-11-12 18:03:44.635082
1077,2847,4658,UPI,468.92,0.0,0.0,23.45,0.0,Failed,2026-03-22 13:54:39.013550
1078,3359,3307,UPI,118.09,0.0,22.69,4.77,100.17,Paid,2025-11-01 22:29:19.715361
1079,4188,4001,UPI,275.54,81.23,78.7,13.9,291.97,Paid,2026-03-07 13:11:51.702695
1080,3875,3522,Cash,414.83,0.0,71.31,17.18,360.7,Paid,2026-03-25 08:37:47.598429
1081,1065,4516,UPI,309.17,136.9,0.0,22.3,468.37,Paid,2025-11-26 21:27:49.462391
1082,1730,753,UPI,342.58,131.5,0.0,23.7,497.78,Paid,2026-02-22 20:12:42.219981
1083,3065,4690,Wallet,289.64,0.0,14.8,13.74,0.0,Failed,2025-12-04 21:16:14.442829
1084,2207,4646,Cash,445.86,0.0,117.59,16.41,344.68,Paid,2026-01-21 04:12:08.874740
1085,4592,1903,UPI,405.65,149.44,0.0,27.75,582.84,Paid,2025-12-18 15:52:53.432320
1086,2102,1338,UPI,170.74,42.55,23.99,9.47,0.0,Failed,2026-02-28 06:45:42.265326
1087,1154,3155,UPI,456.18,0.0,0.0,22.81,478.99,Paid,2025-10-20 19:33:12.034348
1088,1280,2076,Card,418.51,0.0,116.14,15.12,317.49,Paid,2026-02-01 06:17:00.155911
1089,4236,2342,UPI,108.22,0.0,0.0,5.41,113.63,Paid,2025-12-14 07:13:47.878007
1090,2413,4137,UPI,478.97,0.0,0.0,23.95,502.92,Paid,2025-10-21 18:42:40.598039
1091,3794,1921,UPI,315.36,0.0,0.0,15.77,331.13,Paid,2026-03-31 01:47:59.368957
1092,1427,1789,UPI,411.8,0.0,0.0,20.59,432.39,Paid,2025-12-18 04:30:55.280873
1093,1333,1667,Card,119.46,28.58,0.0,7.4,0.0,Failed,2026-01-22 23:29:35.712186
1094,1604,2154,Cash,335.74,0.0,0.0,16.79,352.53,Paid,2025-12-01 08:20:44.642913
1095,3624,1002,Card,310.69,0.0,0.0,15.53,326.22,Refunded,2026-02-28 09:45:45.729432
1096,3177,3023,UPI,251.5,0.0,0.0,12.58,264.08,Paid,2025-12-02 06:43:14.334948
1097,4492,1187,Cash,370.29,76.11,0.0,22.32,468.72,Paid,2026-03-01 23:30:45.002834
1098,877,201,Card,498.28,148.64,0.0,32.35,679.27,Paid,2025-12-06 01:53:10.363970
1099,471,2606,Wallet,176.54,64.66,0.0,12.06,253.26,Paid,2025-12-12 16:14:16.696195
1100,2762,1683,UPI,344.1,0.0,59.79,14.22,298.53,Paid,2025-10-17 19:22:40.679390
1101,2087,3169,Cash,221.68,0.0,0.0,11.08,232.76,Paid,2026-02-26 03:52:19.485602
1102,3754,3395,UPI,333.09,0.0,0.0,16.65,349.74,Paid,2026-03-04 16:24:37.391260
1103,3603,3265,UPI,429.75,0.0,0.0,21.49,451.24,Paid,2025-12-26 09:25:25.877610
1104,4545,812,UPI,430.27,0.0,0.0,21.51,0.0,Failed,2026-02-03 07:48:28.065926
1105,1658,2588,UPI,188.19,40.25,53.67,8.74,183.51,Paid,2025-12-01 15:18:08.089588
1106,534,479,Wallet,324.44,0.0,0.0,16.22,340.66,Paid,2025-11-10 02:37:59.922664
1107,4563,1257,Card,252.07,0.0,0.0,12.6,264.67,Paid,2026-01-09 07:08:08.404933
1108,2050,470,Wallet,387.01,0.0,0.0,19.35,406.36,Paid,2025-12-27 00:25:16.160899
1109,4156,3373,Cash,123.02,0.0,11.65,5.57,0.0,Failed,2025-12-28 01:54:34.970510
1110,22,3564,Card,474.03,0.0,119.75,17.71,371.99,Paid,2025-10-18 23:31:30.029251
1111,2271,2223,UPI,345.24,137.37,0.0,24.13,506.74,Paid,2026-03-22 02:55:58.811687
1112,643,2631,Wallet,349.93,0.0,0.0,17.5,367.43,Paid,2025-11-27 20:57:41.704180
1113,3903,3081,UPI,94.34,0.0,0.0,4.72,99.06,Paid,2025-11-28 09:18:34.186238
1114,1431,2629,Cash,149.22,0.0,0.0,7.46,156.68,Paid,2025-10-07 09:32:38.808917
1115,517,2319,Cash,198.65,0.0,0.0,9.93,208.58,Paid,2025-10-21 23:53:19.227351
1116,2204,3214,Card,65.83,0.0,0.0,3.29,69.12,Paid,2026-02-15 23:17:48.663828
1117,3052,1595,UPI,375.52,75.29,0.0,22.54,473.35,Paid,2026-03-24 21:48:19.573396
1118,3681,3981,UPI,119.42,0.0,10.95,5.42,113.89,Paid,2026-02-16 09:10:05.342435
1119,1227,2719,UPI,447.19,0.0,0.0,22.36,469.55,Paid,2025-12-03 16:13:30.520398
1120,4115,905,UPI,477.2,0.0,0.0,23.86,501.06,Paid,2026-02-12 22:51:24.151587
1121,2946,4653,Cash,444.51,0.0,0.0,22.23,466.74,Paid,2026-03-11 04:46:37.960422
1122,4286,2528,Card,168.67,0.0,0.0,8.43,177.1,Paid,2025-12-16 14:18:23.422126
1123,2714,1187,UPI,178.88,82.16,26.22,11.74,246.56,Paid,2026-03-23 10:56:41.436986
1124,402,984,Cash,189.38,49.45,0.0,11.94,250.77,Paid,2025-10-05 17:16:07.151723
1125,4544,3692,Wallet,432.17,71.06,0.0,25.16,528.39,Paid,2025-10-15 18:18:02.512201
1126,3921,4972,Cash,168.0,0.0,0.0,8.4,176.4,Paid,2026-03-01 06:08:10.876341
1127,4833,1162,Cash,208.57,56.25,0.0,13.24,278.06,Paid,2026-04-05 18:22:20.868677
1128,2692,2471,UPI,154.88,0.0,31.3,6.18,129.76,Paid,2025-12-30 11:26:34.581864
1129,3471,1782,Card,480.58,0.0,0.0,24.03,504.61,Paid,2025-12-08 23:07:50.892342
1130,1045,2373,Wallet,158.76,16.3,0.0,8.75,183.81,Paid,2025-12-27 05:21:05.334278
1131,3388,1758,UPI,242.32,0.0,0.0,12.12,254.44,Paid,2026-03-20 23:58:14.412613
1132,3146,4825,UPI,376.27,0.0,0.0,18.81,0.0,Failed,2026-03-07 10:57:38.964777
