Order_Item_ID,Order_ID,Item_ID,Quantity,Price_Per_Item,Total_Price
4220,1397,19,2,281,562
4221,1397,40,3,275,825
4222,1397,42,3,284,852
4223,1397,12,3,183,549
4224,1398,27,1,258,258
4225,1398,30,3,62,186
4226,1398,25,1,228,228
4227,1399,36,1,203,203
4228,1399,23,2,266,532
4229,1399,10,3,290,870
4230,1400,15,3,175,525
4231,1400,3,1,228,228
4232,1400,45,2,66,132
4233,1401,19,1,281,281
4234,1401,33,1,269,269
4235,1401,29,1,170,170
4236,1402,25,3,228,684
4237,1403,5,2,164,328
4238,1403,45,2,66,132
4239,1403,36,1,203,203
4240,1403,50,3,116,348
4241,1404,9,2,71,142
4242,1404,27,2,258,516
4243,1404,39,3,259,777
4244,1404,1,3,280,840
4245,1404,30,3,62,186
4246,1405,31,3,247,741
4247,1405,42,2,284,568
4248,1405,14,2,154,308
4249,1406,30,2,62,124
4250,1406,27,1,258,258
4251,1406,17,2,74,148
4252,1406,49,2,272,544
4253,1406,22,1,213,213
4254,1407,28,1,236,236
4255,1408,40,3,275,825
4256,1408,26,3,74,222
4257,1409,42,2,284,568
4258,1410,25,1,228,228
4259,1411,31,3,247,741
4260,1412,40,3,275,825
4261,1412,7,3,228,684
4262,1412,24,3,245,735
4263,1413,46,1,174,174
4264,1413,4,2,196,392
4265,1413,21,3,178,534
4266,1413,12,2,183,366
4267,1414,22,2,213,426
4268,1414,16,3,105,315
4269,1414,7,2,228,456
4270,1414,31,1,247,247
4271,1414,37,1,97,97
4272,1415,20,2,296,592
4273,1415,25,2,228,456
4274,1415,28,2,236,472
4275,1415,9,2,71,142
4276,1415,40,3,275,825
4277,1416,14,2,154,308
4278,1416,2,3,162,486
4279,1417,41,3,78,234
4280,1417,38,1,128,128
4281,1417,9,1,71,71
4282,1417,35,2,121,242
4283,1417,47,2,283,566
4284,1418,10,3,290,870
4285,1418,39,1,259,259
4286,1418,45,2,66,132
4287,1418,13,3,112,336
4288,1418,49,1,272,272
4289,1419,49,2,272,544
4290,1419,40,2,275,550
4291,1419,50,3,116,348
4292,1419,43,1,166,166
4293,1419,34,1,218,218
4294,1420,31,3,247,741
4295,1420,14,1,154,154
4296,1420,3,2,228,456
4297,1420,28,3,236,708
4298,1421,34,1,218,218
4299,1421,30,1,62,62
4300,1421,48,2,255,510
4301,1422,21,3,178,534
4302,1422,46,2,174,348
4303,1422,47,1,283,283
4304,1422,43,1,166,166
4305,1423,48,1,255,255
4306,1423,21,3,178,534
4307,1423,33,2,269,538
4308,1423,37,3,97,291
4309,1424,5,1,164,164
4310,1424,2,1,162,162
4311,1425,31,1,247,247
4312,1426,44,1,154,154
4313,1426,17,2,74,148
4314,1427,43,1,166,166
4315,1428,37,1,97,97
4316,1428,26,3,74,222
4317,1428,4,3,196,588
4318,1429,49,1,272,272
4319,1429,30,2,62,124
4320,1429,21,2,178,356
4321,1429,41,1,78,78
4322,1430,42,1,284,284
4323,1430,4,2,196,392
4324,1431,21,3,178,534
4325,1432,17,3,74,222
4326,1432,26,2,74,148
4327,1432,25,2,228,456
4328,1432,18,1,294,294
4329,1433,45,2,66,132
4330,1434,1,2,280,560
4331,1435,15,2,175,350
4332,1435,17,1,74,74
4333,1436,43,3,166,498
4334,1436,44,3,154,462
4335,1437,10,2,290,580
4336,1437,9,2,71,142
4337,1437,47,2,283,566
4338,1437,32,1,174,174
4339,1437,45,1,66,66
4340,1438,38,3,128,384
4341,1438,28,2,236,472
4342,1438,30,1,62,62
4343,1438,18,2,294,588
4344,1439,35,1,121,121
4345,1439,25,2,228,456
4346,1440,31,2,247,494
4347,1441,14,2,154,308
4348,1441,24,1,245,245
4349,1441,19,1,281,281
4350,1441,2,1,162,162
4351,1442,16,3,105,315
4352,1442,21,1,178,178
4353,1442,42,2,284,568
4354,1443,20,3,296,888
4355,1444,36,2,203,406
4356,1444,20,3,296,888
4357,1444,38,1,128,128
4358,1445,14,3,154,462
4359,1445,29,2,170,340
4360,1445,42,3,284,852
4361,1446,29,2,170,340
4362,1446,45,3,66,198
4363,1446,28,3,236,708
4364,1447,16,1,105,105
4365,1447,37,2,97,194
4366,1447,38,3,128,384
4367,1447,31,2,247,494
4368,1447,10,2,290,580
4369,1448,6,1,158,158
4370,1448,35,1,121,121
4371,1448,21,2,178,356
4372,1449,38,3,128,384
4373,1449,14,1,154,154
4374,1449,5,1,164,164
4375,1450,33,1,269,269
4376,1450,32,1,174,174
4377,1451,23,1,266,266
4378,1451,5,2,164,328
4379,1451,30,3,62,186
4380,1452,23,1,266,266
4381,1452,9,2,71,142
4382,1452,8,3,92,276
4383,1452,38,1,128,128
4384,1452,44,2,154,308
4385,1453,33,3,269,807
4386,1453,3,3,228,684
4387,1454,23,2,266,532
4388,1454,37,1,97,97
4389,1454,35,2,121,242
4390,1454,34,2,218,436
4391,1455,24,2,245,490
4392,1455,6,1,158,158
4393,1455,10,2,290,580
4394,1455,34,1,218,218
4395,1456,8,3,92,276
4396,1457,12,3,183,549
4397,1457,13,2,112,224
4398,1457,41,1,78,78
4399,1457,49,1,272,272
4400,1457,6,1,158,158
4401,1458,11,3,245,735
4402,1458,6,3,158,474
4403,1458,17,1,74,74
4404,1458,22,2,213,426
4405,1459,26,1,74,74
4406,1460,20,1,296,296
4407,1460,23,1,266,266
4408,1460,25,2,228,456
4409,1460,32,3,174,522
4410,1461,20,1,296,296
4411,1461,50,3,116,348
4412,1461,48,3,255,765
4413,1461,15,2,175,350
4414,1461,12,1,183,183
4415,1462,50,3,116,348
4416,1462,12,3,183,549
4417,1462,2,2,162,324
4418,1462,45,1,66,66
4419,1462,10,3,290,870
4420,1463,1,3,280,840
4421,1464,2,3,162,486
4422,1464,42,3,284,852
4423,1464,25,2,228,456
4424,1465,45,2,66,132
4425,1465,36,1,203,203
4426,1465,27,1,258,258
4427,1465,7,1,228,228
4428,1465,35,2,121,242
4429,1466,49,2,272,544
4430,1466,21,1,178,178
4431,1466,39,1,259,259
4432,1466,12,1,183,183
4433,1467,24,2,245,490
4434,1467,32,1,174,174
4435,1468,38,2,128,256
4436,1469,11,1,245,245
4437,1469,35,2,121,242
4438,1470,30,3,62,186
4439,1470,46,3,174,522
4440,1470,42,1,284,284
4441,1470,18,2,294,588
4442,1470,50,2,116,232
4443,1471,45,2,66,132
4444,1471,39,1,259,259
4445,1472,11,1,245,245
4446,1472,13,3,112,336
4447,1472,49,1,272,272
4448,1473,28,2,236,472
4449,1473,13,3,112,336
4450,1473,10,1,290,290
4451,1474,40,1,275,275
4452,1474,7,1,228,228
4453,1474,41,2,78,156
4454,1474,10,2,290,580
4455,1475,42,2,284,568
4456,1476,41,2,78,156
4457,1476,49,3,272,816
4458,1476,15,3,175,525
4459,1476,25,1,228,228
4460,1477,34,2,218,436
4461,1478,50,1,116,116
4462,1478,47,1,283,283
4463,1479,25,1,228,228
4464,1479,46,1,174,174
4465,1480,24,2,245,490
4466,1480,7,1,228,228
4467,1480,50,1,116,116
4468,1481,44,2,154,308
4469,1481,42,2,284,568
4470,1482,24,2,245,490
4471,1482,2,3,162,486
4472,1482,35,3,121,363
4473,1482,37,3,97,291
4474,1483,22,3,213,639
4475,1484,35,3,121,363
4476,1484,41,1,78,78
4477,1485,13,1,112,112
4478,1485,14,3,154,462
4479,1485,31,2,247,494
4480,1485,29,2,170,340
4481,1486,30,2,62,124
4482,1486,11,2,245,490
4483,1486,45,3,66,198
4484,1487,46,3,174,522
4485,1487,47,1,283,283
4486,1487,11,3,245,735
4487,1488,25,1,228,228
4488,1489,16,2,105,210
4489,1489,48,1,255,255
4490,1489,30,3,62,186
4491,1489,32,2,174,348
4492,1489,42,3,284,852
4493,1490,35,3,121,363
4494,1490,4,1,196,196
4495,1490,45,1,66,66
4496,1490,6,2,158,316
4497,1490,42,2,284,568
4498,1491,49,1,272,272
4499,1491,29,3,170,510
4500,1491,40,2,275,550
4501,1491,14,1,154,154
4502,1492,48,2,255,510
4503,1493,36,1,203,203
4504,1494,36,2,203,406
4505,1495,6,3,158,474
4506,1495,26,2,74,148
4507,1496,25,2,228,456
4508,1496,17,2,74,148
4509,1497,49,1,272,272
4510,1497,31,2,247,494
4511,1498,50,2,116,232
4512,1498,6,3,158,474
4513,1499,16,2,105,210
4514,1499,1,2,280,560
4515,1499,27,1,258,258
4516,1499,13,2,112,224
4517,1500,29,2,170,340
4518,1500,47,1,283,283
4519,1500,37,2,97,194
4520,1500,24,2,245,490
4521,1501,9,1,71,71
4522,1501,28,1,236,236
4523,1502,7,2,228,456
4524,1503,49,3,272,816
4525,1503,46,3,174,522
4526,1503,1,1,280,280
4527,1503,4,2,196,392
4528,1504,27,3,258,774
4529,1504,19,2,281,562
4530,1505,30,3,62,186
4531,1505,45,1,66,66
4532,1505,34,2,218,436
4533,1506,3,1,228,228
4534,1506,49,3,272,816
4535,1507,30,2,62,124
4536,1507,46,2,174,348
4537,1507,36,3,203,609
4538,1508,2,1,162,162
4539,1508,42,1,284,284
4540,1509,39,2,259,518
4541,1509,19,3,281,843
4542,1509,50,3,116,348
4543,1509,13,3,112,336
4544,1510,1,2,280,560
4545,1510,20,1,296,296
4546,1510,21,1,178,178
4547,1510,31,3,247,741
4548,1511,33,2,269,538
4549,1511,24,1,245,245
4550,1511,10,2,290,580
4551,1512,45,1,66,66
4552,1512,15,1,175,175
4553,1513,36,1,203,203
4554,1514,30,2,62,124
4555,1515,7,3,228,684
4556,1515,6,3,158,474
4557,1516,18,2,294,588
4558,1516,39,1,259,259
4559,1516,50,2,116,232
4560,1516,37,1,97,97
4561,1516,45,3,66,198
4562,1517,47,1,283,283
4563,1518,11,3,245,735
4564,1518,40,3,275,825
4565,1518,6,2,158,316
4566,1518,49,2,272,544
4567,1518,24,3,245,735
4568,1519,8,1,92,92
4569,1519,29,3,170,510
4570,1519,7,2,228,456
4571,1519,3,2,228,456
4572,1520,21,2,178,356
4573,1520,32,3,174,522
4574,1521,21,1,178,178
4575,1521,49,2,272,544
4576,1522,48,3,255,765
4577,1522,27,1,258,258
4578,1522,13,1,112,112
4579,1523,27,2,258,516
4580,1523,39,3,259,777
4581,1523,37,1,97,97
4582,1523,9,3,71,213
4583,1523,17,3,74,222
4584,1524,3,2,228,456
4585,1525,27,2,258,516
4586,1525,36,2,203,406
4587,1526,14,2,154,308
4588,1526,29,1,170,170
4589,1527,24,2,245,490
4590,1527,35,3,121,363
4591,1528,49,2,272,544
4592,1528,25,3,228,684
4593,1528,27,2,258,516
4594,1529,19,3,281,843
4595,1529,14,2,154,308
4596,1529,31,3,247,741
4597,1529,30,2,62,124
4598,1529,44,1,154,154
4599,1530,38,3,128,384
4600,1531,13,3,112,336
4601,1532,47,1,283,283
4602,1532,41,3,78,234
4603,1532,35,3,121,363
4604,1532,21,1,178,178
4605,1533,43,1,166,166
4606,1533,40,2,275,550
4607,1533,35,1,121,121
4608,1533,2,2,162,324
4609,1533,32,2,174,348
4610,1534,26,2,74,148
4611,1534,7,2,228,456
4612,1534,9,1,71,71
4613,1535,2,3,162,486
4614,1535,15,3,175,525
4615,1535,20,2,296,592
4616,1535,44,1,154,154
4617,1536,1,2,280,560
4618,1536,18,2,294,588
4619,1536,30,2,62,124
4620,1536,32,1,174,174
4621,1536,13,2,112,224
4622,1537,45,1,66,66
4623,1537,16,1,105,105
4624,1537,20,1,296,296
4625,1537,29,3,170,510
4626,1537,40,1,275,275
4627,1538,49,1,272,272
4628,1539,46,2,174,348
4629,1539,30,3,62,186
4630,1539,42,3,284,852
4631,1539,50,2,116,232
4632,1540,16,2,105,210
4633,1540,1,2,280,560
4634,1540,21,1,178,178
4635,1540,14,1,154,154
4636,1541,8,1,92,92
4637,1541,10,1,290,290
4638,1541,7,1,228,228
4639,1541,41,1,78,78
4640,1542,46,2,174,348
4641,1543,30,3,62,186
4642,1543,9,1,71,71
4643,1544,26,1,74,74
4644,1544,47,3,283,849
4645,1544,3,3,228,684
4646,1545,12,3,183,549
4647,1545,10,2,290,580
4648,1545,41,1,78,78
4649,1546,37,3,97,291
4650,1546,21,3,178,534
4651,1547,43,1,166,166
4652,1547,37,1,97,97
4653,1547,23,2,266,532
4654,1547,39,2,259,518
4655,1548,45,3,66,198
4656,1548,37,1,97,97
4657,1548,13,1,112,112
4658,1549,27,1,258,258
4659,1549,11,2,245,490
4660,1549,35,3,121,363
4661,1550,48,2,255,510
4662,1550,40,3,275,825
4663,1550,21,3,178,534
4664,1551,5,3,164,492
4665,1551,27,2,258,516
4666,1551,2,3,162,486
4667,1551,7,2,228,456
4668,1552,26,3,74,222
4669,1552,36,1,203,203
4670,1552,7,1,228,228
4671,1552,35,2,121,242
4672,1553,11,1,245,245
4673,1553,44,3,154,462
4674,1553,40,1,275,275
4675,1554,13,1,112,112
4676,1555,30,2,62,124
4677,1555,38,2,128,256
4678,1555,42,1,284,284
4679,1555,9,2,71,142
4680,1556,39,3,259,777
4681,1556,35,2,121,242
4682,1556,42,1,284,284
4683,1556,48,3,255,765
4684,1556,8,2,92,184
4685,1557,22,3,213,639
4686,1557,40,3,275,825
4687,1557,24,3,245,735
4688,1557,9,3,71,213
4689,1557,15,1,175,175
4690,1558,26,3,74,222
4691,1558,27,2,258,516
4692,1559,13,3,112,336
4693,1559,41,3,78,234
4694,1559,32,1,174,174
4695,1560,5,3,164,492
4696,1560,49,2,272,544
4697,1560,40,2,275,550
4698,1561,30,1,62,62
4699,1561,26,2,74,148
4700,1561,22,3,213,639
4701,1561,20,1,296,296
4702,1561,40,2,275,550
4703,1562,49,1,272,272
4704,1562,41,2,78,156
4705,1563,42,3,284,852
4706,1563,14,2,154,308
4707,1563,27,2,258,516
4708,1563,6,3,158,474
4709,1563,3,3,228,684
4710,1564,33,2,269,538
4711,1565,46,3,174,522
4712,1565,29,1,170,170
4713,1565,44,2,154,308
4714,1565,37,3,97,291
4715,1565,10,3,290,870
4716,1566,17,3,74,222
4717,1566,19,2,281,562
4718,1566,13,1,112,112
4719,1566,47,2,283,566
4720,1567,39,3,259,777
4721,1567,19,3,281,843
4722,1567,41,2,78,156
4723,1568,30,1,62,62
4724,1569,24,3,245,735
4725,1569,39,1,259,259
4726,1569,31,3,247,741
4727,1569,5,1,164,164
4728,1569,35,2,121,242
4729,1570,23,1,266,266
4730,1570,46,2,174,348
4731,1570,28,1,236,236
4732,1570,16,1,105,105
4733,1571,21,1,178,178
4734,1571,23,1,266,266
4735,1571,31,3,247,741
4736,1571,16,2,105,210
4737,1571,5,1,164,164
4738,1572,3,1,228,228
4739,1572,48,3,255,765
4740,1572,28,1,236,236
4741,1572,18,2,294,588
4742,1572,20,3,296,888
4743,1573,48,2,255,510
4744,1574,50,3,116,348
4745,1574,14,3,154,462
4746,1574,21,2,178,356
4747,1574,30,1,62,62
4748,1575,38,3,128,384
4749,1575,33,1,269,269
4750,1575,5,1,164,164
4751,1576,36,1,203,203
4752,1576,1,2,280,560
4753,1576,18,2,294,588
4754,1576,31,3,247,741
4755,1577,46,2,174,348
4756,1578,8,2,92,184
4757,1578,4,3,196,588
4758,1579,23,1,266,266
4759,1580,5,2,164,328
4760,1580,27,3,258,774
4761,1580,23,1,266,266
4762,1580,38,3,128,384
4763,1580,6,2,158,316
4764,1581,3,3,228,684
4765,1581,25,3,228,684
4766,1582,38,2,128,256
4767,1582,22,1,213,213
4768,1583,30,3,62,186
4769,1583,25,2,228,456
4770,1583,3,3,228,684
4771,1584,36,1,203,203
4772,1584,3,3,228,684
4773,1584,15,1,175,175
4774,1584,45,1,66,66
4775,1584,11,1,245,245
4776,1585,11,3,245,735
4777,1586,42,2,284,568
4778,1587,40,1,275,275
4779,1587,38,1,128,128
4780,1587,23,1,266,266
4781,1587,36,3,203,609
4782,1588,39,3,259,777
4783,1589,8,1,92,92
4784,1590,38,2,128,256
4785,1590,42,2,284,568
4786,1590,29,3,170,510
4787,1590,16,3,105,315
4788,1591,6,3,158,474
4789,1591,16,3,105,315
4790,1591,40,2,275,550
4791,1591,5,1,164,164
4792,1591,17,1,74,74
4793,1592,1,1,280,280
4794,1592,29,2,170,340
4795,1592,49,2,272,544
4796,1592,36,1,203,203
4797,1592,46,2,174,348
4798,1593,40,3,275,825
4799,1593,48,3,255,765
4800,1593,23,2,266,532
4801,1593,36,1,203,203
4802,1593,46,3,174,522
4803,1594,5,2,164,328
4804,1594,16,1,105,105
4805,1594,12,2,183,366
4806,1594,24,3,245,735
4807,1594,41,2,78,156
4808,1595,2,3,162,486
4809,1595,23,1,266,266
4810,1595,24,3,245,735
4811,1595,21,3,178,534
4812,1596,7,3,228,684
4813,1596,3,3,228,684
4814,1597,18,2,294,588
4815,1597,12,1,183,183
4816,1597,24,1,245,245
4817,1597,41,1,78,78
4818,1597,38,3,128,384
4819,1598,18,2,294,588
4820,1598,5,1,164,164
4821,1599,50,3,116,348
4822,1599,31,2,247,494
4823,1599,27,3,258,774
4824,1600,22,2,213,426
4825,1601,18,2,294,588
4826,1601,1,3,280,840
4827,1601,38,2,128,256
4828,1601,17,1,74,74
4829,1602,34,3,218,654
4830,1602,38,3,128,384
4831,1603,8,3,92,276
4832,1603,18,2,294,588
4833,1603,29,2,170,340
4834,1603,15,1,175,175
4835,1604,9,3,71,213
4836,1605,18,3,294,882
4837,1605,25,1,228,228
4838,1606,17,1,74,74
4839,1606,46,1,174,174
4840,1606,42,2,284,568
4841,1606,40,1,275,275
4842,1607,37,2,97,194
4843,1607,29,1,170,170
4844,1608,9,2,71,142
4845,1608,23,2,266,532
4846,1608,11,3,245,735
4847,1608,35,1,121,121
4848,1609,18,2,294,588
4849,1610,8,3,92,276
4850,1610,38,2,128,256
4851,1610,34,3,218,654
4852,1610,24,3,245,735
4853,1611,37,3,97,291
4854,1611,20,3,296,888
4855,1611,25,1,228,228
4856,1611,48,3,255,765
4857,1611,11,1,245,245
4858,1612,2,1,162,162
4859,1612,24,2,245,490
4860,1612,20,1,296,296
4861,1612,38,2,128,256
4862,1612,6,1,158,158
4863,1613,7,1,228,228
4864,1613,6,1,158,158
4865,1613,47,3,283,849
4866,1614,28,2,236,472
4867,1614,20,1,296,296
4868,1614,23,3,266,798
4869,1614,35,1,121,121
4870,1615,45,1,66,66
4871,1615,8,3,92,276
4872,1615,26,2,74,148
4873,1615,32,2,174,348
4874,1616,16,1,105,105
4875,1617,27,1,258,258
4876,1617,2,1,162,162
4877,1617,46,2,174,348
4878,1617,29,2,170,340
4879,1618,49,1,272,272
4880,1618,30,2,62,124
4881,1619,19,1,281,281
4882,1619,25,3,228,684
4883,1620,29,2,170,340
4884,1620,47,3,283,849
4885,1620,1,2,280,560
4886,1620,42,3,284,852
4887,1621,22,2,213,426
4888,1621,3,3,228,684
4889,1622,12,3,183,549
4890,1622,14,1,154,154
4891,1623,38,1,128,128
4892,1623,50,2,116,232
4893,1623,24,2,245,490
4894,1624,33,1,269,269
4895,1625,42,1,284,284
4896,1625,10,1,290,290
4897,1625,4,2,196,392
4898,1625,50,3,116,348
4899,1626,30,1,62,62
4900,1627,16,3,105,315
4901,1627,14,3,154,462
4902,1627,23,1,266,266
4903,1628,26,3,74,222
4904,1628,15,2,175,350
4905,1628,13,3,112,336
4906,1628,24,2,245,490
4907,1628,16,2,105,210
4908,1629,39,3,259,777
4909,1629,2,3,162,486
4910,1630,16,3,105,315
4911,1630,33,3,269,807
4912,1630,29,3,170,510
4913,1630,18,2,294,588
4914,1631,25,3,228,684
4915,1631,40,2,275,550
4916,1631,2,3,162,486
4917,1632,40,3,275,825
4918,1632,42,3,284,852
4919,1632,49,2,272,544
4920,1632,38,2,128,256
4921,1632,16,1,105,105
4922,1633,29,1,170,170
4923,1633,40,2,275,550
4924,1634,24,2,245,490
4925,1634,41,1,78,78
4926,1634,40,2,275,550
4927,1634,48,3,255,765
4928,1634,16,2,105,210
4929,1635,8,3,92,276
4930,1635,50,1,116,116
4931,1636,4,2,196,392
4932,1636,30,2,62,124
4933,1636,16,3,105,315
4934,1636,39,2,259,518
4935,1636,31,1,247,247
4936,1637,44,3,154,462
4937,1637,50,3,116,348
4938,1637,46,3,174,522
4939,1638,34,3,218,654
4940,1638,1,1,280,280
4941,1638,23,1,266,266
4942,1638,21,3,178,534
4943,1639,34,2,218,436
4944,1640,36,3,203,609
4945,1640,20,1,296,296
4946,1640,40,1,275,275
4947,1640,8,2,92,184
4948,1640,37,2,97,194
4949,1641,12,1,183,183
4950,1641,15,1,175,175
4951,1641,41,2,78,156
4952,1642,39,2,259,518
4953,1642,7,3,228,684
4954,1642,1,2,280,560
4955,1642,46,3,174,522
4956,1642,40,3,275,825
4957,1643,29,3,170,510
4958,1643,13,3,112,336
4959,1643,4,3,196,588
4960,1644,8,1,92,92
4961,1644,11,3,245,735
4962,1645,26,1,74,74
4963,1645,1,3,280,840
4964,1645,45,1,66,66
4965,1645,23,2,266,532
4966,1646,13,1,112,112
4967,1646,4,2,196,392
4968,1646,10,2,290,580
4969,1646,6,2,158,316
4970,1647,4,1,196,196
4971,1647,36,3,203,609
4972,1647,34,1,218,218
4973,1647,47,2,283,566
4974,1647,1,2,280,560
4975,1648,8,2,92,184
4976,1648,33,2,269,538
4977,1648,29,2,170,340
4978,1648,50,1,116,116
4979,1649,12,1,183,183
4980,1650,38,2,128,256
4981,1650,41,3,78,234
4982,1651,26,1,74,74
4983,1651,44,3,154,462
4984,1651,47,1,283,283
4985,1652,8,2,92,184
4986,1652,38,2,128,256
4987,1652,24,1,245,245
4988,1653,24,1,245,245
4989,1653,49,1,272,272
4990,1653,42,3,284,852
4991,1654,35,2,121,242
4992,1654,16,3,105,315
4993,1654,15,3,175,525
4994,1654,39,1,259,259
4995,1654,48,2,255,510
4996,1655,3,1,228,228
4997,1655,33,1,269,269
4998,1655,45,2,66,132
4999,1655,43,2,166,332
5000,1656,37,3,97,291
5001,1656,48,1,255,255
5002,1656,49,2,272,544
5003,1656,50,2,116,232
5004,1657,19,1,281,281
5005,1657,16,2,105,210
5006,1658,29,2,170,340
5007,1659,3,2,228,456
5008,1659,7,1,228,228
5009,1659,11,2,245,490
5010,1659,47,1,283,283
5011,1660,7,2,228,456
5012,1660,30,2,62,124
5013,1660,20,1,296,296
5014,1660,21,1,178,178
5015,1660,38,1,128,128
5016,1661,43,1,166,166
5017,1662,17,3,74,222
5018,1662,20,1,296,296
5019,1663,11,1,245,245
5020,1663,8,1,92,92
5021,1663,43,1,166,166
5022,1663,44,1,154,154
5023,1664,38,3,128,384
5024,1664,31,3,247,741
5025,1664,20,3,296,888
5026,1665,42,2,284,568
5027,1665,16,2,105,210
5028,1666,48,3,255,765
5029,1667,26,3,74,222
5030,1667,18,2,294,588
5031,1667,37,2,97,194
5032,1667,3,1,228,228
5033,1668,10,1,290,290
5034,1669,5,2,164,328
5035,1669,17,2,74,148
5036,1670,8,2,92,184
5037,1670,34,2,218,436
5038,1670,40,3,275,825
5039,1671,44,3,154,462
5040,1672,12,2,183,366
5041,1672,11,2,245,490
5042,1672,48,3,255,765
5043,1673,46,1,174,174
5044,1674,18,1,294,294
5045,1674,27,2,258,516
5046,1674,17,2,74,148
5047,1674,19,1,281,281
5048,1674,50,2,116,232
5049,1675,29,2,170,340
5050,1675,37,1,97,97
5051,1676,2,2,162,324
5052,1677,40,1,275,275
5053,1678,12,1,183,183
5054,1678,15,2,175,350
5055,1678,48,1,255,255
5056,1678,39,1,259,259
5057,1679,16,2,105,210
5058,1679,43,3,166,498
5059,1679,39,2,259,518
5060,1680,20,3,296,888
5061,1680,39,1,259,259
5062,1680,3,2,228,456
5063,1680,8,2,92,184
5064,1681,17,3,74,222
5065,1681,9,3,71,213
5066,1681,36,1,203,203
5067,1681,27,1,258,258
5068,1682,14,3,154,462
5069,1683,45,3,66,198
5070,1683,21,3,178,534
5071,1683,18,2,294,588
5072,1683,16,2,105,210
5073,1684,36,3,203,609
5074,1684,28,1,236,236
5075,1684,17,2,74,148
5076,1685,21,1,178,178
5077,1685,8,2,92,184
5078,1685,29,1,170,170
5079,1685,2,3,162,486
5080,1685,46,2,174,348
5081,1686,23,3,266,798
5082,1687,47,1,283,283
5083,1687,23,2,266,532
5084,1687,30,2,62,124
5085,1687,22,2,213,426
5086,1687,18,3,294,882
5087,1688,42,3,284,852
5088,1688,47,1,283,283
5089,1689,19,3,281,843
5090,1689,20,2,296,592
5091,1690,6,1,158,158
5092,1690,18,2,294,588
5093,1690,35,1,121,121
5094,1690,12,3,183,549
5095,1690,7,3,228,684
5096,1691,35,1,121,121
5097,1691,32,1,174,174
5098,1691,28,2,236,472
5099,1691,45,1,66,66
5100,1692,5,3,164,492
5101,1692,50,3,116,348
5102,1692,21,2,178,356
5103,1692,9,2,71,142
5104,1692,10,3,290,870
5105,1693,46,2,174,348
5106,1694,29,1,170,170
5107,1694,13,3,112,336
5108,1694,12,3,183,549
5109,1695,31,2,247,494
5110,1696,40,2,275,550
5111,1696,39,3,259,777
5112,1697,3,2,228,456
5113,1697,45,2,66,132
5114,1697,1,1,280,280
5115,1698,17,2,74,148
5116,1698,5,2,164,328
5117,1698,9,1,71,71
5118,1698,39,3,259,777
5119,1699,1,2,280,560
5120,1699,23,3,266,798
5121,1699,24,3,245,735
5122,1700,37,2,97,194
5123,1700,42,2,284,568
5124,1700,50,1,116,116
5125,1701,32,2,174,348
5126,1701,4,2,196,392
5127,1701,40,1,275,275
5128,1702,14,3,154,462
5129,1702,35,3,121,363
5130,1702,28,3,236,708
5131,1702,24,3,245,735
5132,1702,32,3,174,522
5133,1703,21,2,178,356
5134,1703,1,1,280,280
5135,1703,13,3,112,336
5136,1703,14,2,154,308
5137,1704,6,2,158,316
5138,1705,35,3,121,363
5139,1705,25,1,228,228
5140,1705,13,1,112,112
5141,1705,30,2,62,124
5142,1706,10,3,290,870
5143,1706,32,1,174,174
5144,1706,19,2,281,562
5145,1707,8,2,92,184
5146,1708,17,3,74,222
5147,1708,27,1,258,258
5148,1709,41,3,78,234
5149,1709,49,3,272,816
5150,1710,36,3,203,609
5151,1710,19,2,281,562
5152,1710,2,3,162,486
5153,1710,12,1,183,183
5154,1711,17,3,74,222
5155,1712,34,3,218,654
5156,1712,6,2,158,316
5157,1713,45,3,66,198
5158,1713,23,1,266,266
5159,1714,30,2,62,124
5160,1714,14,1,154,154
5161,1715,27,1,258,258
5162,1715,31,3,247,741
5163,1715,42,1,284,284
5164,1716,40,3,275,825
5165,1717,46,1,174,174
5166,1717,4,3,196,588
5167,1718,9,1,71,71
5168,1718,31,3,247,741
5169,1718,26,1,74,74
5170,1718,49,2,272,544
5171,1719,22,1,213,213
5172,1720,41,3,78,234
5173,1720,24,3,245,735
5174,1720,22,1,213,213
5175,1720,7,2,228,456
5176,1721,44,3,154,462
5177,1722,6,3,158,474
5178,1722,18,3,294,882
5179,1722,21,3,178,534
5180,1723,2,1,162,162
5181,1724,3,1,228,228
5182,1724,7,3,228,684
5183,1725,45,1,66,66
5184,1725,12,1,183,183
5185,1725,15,1,175,175
5186,1725,9,2,71,142
5187,1726,10,2,290,580
5188,1726,15,1,175,175
5189,1726,39,2,259,518
5190,1726,13,3,112,336
5191,1727,39,3,259,777
5192,1727,32,1,174,174
5193,1728,41,1,78,78
5194,1728,27,1,258,258
5195,1728,49,3,272,816
5196,1728,44,1,154,154
5197,1728,26,2,74,148
5198,1729,25,2,228,456
5199,1729,6,2,158,316
5200,1730,41,3,78,234
5201,1730,12,2,183,366
5202,1730,9,3,71,213
5203,1731,40,2,275,550
5204,1731,27,2,258,516
5205,1731,22,1,213,213
5206,1731,29,3,170,510
5207,1731,28,3,236,708
5208,1732,29,2,170,340
5209,1732,38,1,128,128
5210,1732,3,2,228,456
5211,1732,20,1,296,296
5212,1732,5,2,164,328
5213,1733,6,3,158,474
5214,1733,45,2,66,132
5215,1734,14,2,154,308
5216,1734,22,1,213,213
