Payment_ID,Order_ID,Payment_Date,Payment_Method,Payment_Status,Amount_Paid
667,667,2026-01-15,UPI,Paid,918
668,668,2026-01-08,UPI,Paid,1005
669,669,2025-11-15,Cash,Paid,549
670,670,2025-10-31,UPI,Paid,155
671,671,2025-05-10,Card,Paid,302
672,672,2025-07-26,UPI,Paid,350
673,673,2025-09-29,UPI,Paid,465
674,674,2025-08-03,Cash,Paid,781
675,675,2025-08-29,Card,Paid,392
676,676,2025-07-13,Card,Paid,1073
677,677,2025-09-29,Cash,Paid,606
678,678,2025-06-17,UPI,Paid,743
679,679,2025-12-18,Card,Paid,1007
680,680,2025-10-16,UPI,Pending,206
681,681,2025-05-10,Card,Paid,964
682,682,2025-08-18,UPI,Paid,381
683,683,2026-03-11,Card,Paid,983
684,684,2026-02-27,UPI,Failed,0
685,685,2025-07-25,Card,Paid,1154
686,686,2025-06-04,UPI,Paid,914
687,687,2025-10-05,UPI,Paid,489
688,688,2025-11-29,Card,Paid,181
689,689,2025-04-11,Card,Paid,624
690,690,2026-01-04,UPI,Paid,147
691,691,2025-04-17,Cash,Paid,752
692,692,2025-06-18,UPI,Paid,1071
693,693,2026-03-16,Card,Paid,677
694,694,2025-06-27,UPI,Paid,1101
695,695,2026-01-15,Cash,Paid,241
696,696,2025-05-05,Card,Paid,938
697,697,2026-04-02,UPI,Paid,116
698,698,2025-08-23,UPI,Pending,328
699,699,2025-08-09,UPI,Failed,0
700,700,2026-01-22,UPI,Paid,854
701,701,2025-10-25,Card,Paid,398
702,702,2025-04-22,UPI,Paid,338
703,703,2026-01-17,UPI,Paid,913
704,704,2025-12-29,Cash,Paid,864
705,705,2025-09-30,Cash,Paid,360
706,706,2025-08-19,Card,Paid,686
707,707,2025-08-24,UPI,Paid,281
708,708,2025-06-28,UPI,Paid,331
709,709,2025-12-24,Cash,Paid,599
710,710,2026-02-05,UPI,Paid,520
711,711,2025-10-14,UPI,Paid,844
712,712,2025-06-09,UPI,Paid,423
713,713,2025-11-11,Cash,Paid,915
714,714,2025-12-13,UPI,Paid,851
715,715,2025-07-17,UPI,Paid,221
716,716,2025-12-05,UPI,Paid,1078
717,717,2026-02-12,Cash,Paid,1140
718,718,2025-09-20,Cash,Paid,977
719,719,2025-09-10,Card,Paid,1081
720,720,2026-01-15,UPI,Failed,0
721,721,2025-04-12,Card,Pending,60
722,722,2025-06-24,UPI,Paid,580
723,723,2025-07-22,Cash,Paid,394
724,724,2025-05-01,UPI,Paid,468
725,725,2025-07-31,Cash,Paid,305
726,726,2025-06-29,UPI,Paid,1094
727,727,2025-11-29,UPI,Paid,970
728,728,2025-05-01,UPI,Paid,1077
729,729,2025-12-16,Cash,Paid,426
730,730,2025-04-27,Cash,Paid,900
731,731,2025-09-04,Cash,Paid,293
732,732,2026-01-20,Cash,Paid,766
733,733,2025-12-01,Cash,Failed,0
734,734,2025-09-27,UPI,Paid,866
735,735,2026-03-27,Card,Paid,344
736,736,2025-08-25,Card,Paid,440
737,737,2026-01-23,UPI,Paid,909
738,738,2025-08-31,Cash,Paid,103
739,739,2025-05-20,UPI,Paid,362
740,740,2025-05-27,UPI,Paid,260
741,741,2026-03-26,Card,Paid,184
742,742,2025-12-11,UPI,Paid,817
743,743,2026-01-06,Cash,Paid,839
744,744,2025-10-01,Cash,Paid,100
745,745,2025-10-25,Card,Paid,787
746,746,2025-06-24,UPI,Paid,376
747,747,2026-01-05,Cash,Paid,793
748,748,2026-02-25,Cash,Pending,433
749,749,2025-12-26,UPI,Paid,978
750,750,2025-09-07,UPI,Pending,338
751,751,2025-12-24,UPI,Paid,220
752,752,2025-09-20,UPI,Paid,874
753,753,2026-03-31,UPI,Paid,679
754,754,2026-01-08,UPI,Paid,132
755,755,2025-04-08,UPI,Paid,571
756,756,2025-09-18,Cash,Paid,682
757,757,2026-03-27,Card,Paid,708
758,758,2025-11-22,UPI,Pending,379
759,759,2026-03-19,Cash,Paid,913
760,760,2025-07-03,UPI,Paid,504
761,761,2025-06-20,UPI,Pending,110
762,762,2026-01-27,Card,Pending,224
763,763,2025-12-21,UPI,Paid,956
764,764,2025-10-22,UPI,Paid,990
765,765,2025-05-27,Card,Pending,423
766,766,2025-06-07,Cash,Paid,453
767,767,2025-07-15,Cash,Paid,1040
768,768,2025-10-01,Cash,Paid,892
769,769,2026-01-24,Card,Paid,834
770,770,2025-10-31,Card,Paid,217
771,771,2026-01-05,UPI,Paid,262
772,772,2026-01-09,UPI,Paid,733
773,773,2025-04-22,UPI,Pending,86
774,774,2025-09-08,Card,Paid,729
775,775,2025-12-28,Card,Paid,640
776,776,2025-04-23,Card,Failed,0
777,777,2025-06-20,UPI,Paid,223
778,778,2025-10-22,Cash,Paid,1090
779,779,2025-09-22,Card,Paid,202
780,780,2025-04-14,UPI,Paid,496
781,781,2026-02-03,Cash,Paid,364
782,782,2026-02-12,Card,Paid,1158
783,783,2026-03-21,Card,Paid,722
784,784,2025-07-26,Card,Paid,528
785,785,2025-07-11,Cash,Pending,358
786,786,2025-05-04,Cash,Pending,314
787,787,2025-12-25,Card,Paid,991
788,788,2025-11-04,Card,Paid,967
789,789,2025-11-27,UPI,Paid,663
790,790,2025-11-24,Cash,Paid,569
791,791,2026-03-28,UPI,Paid,1168
792,792,2025-04-07,UPI,Paid,767
793,793,2025-04-11,UPI,Paid,199
794,794,2025-11-14,UPI,Paid,1158
795,795,2025-11-28,UPI,Paid,1146
796,796,2025-04-11,Card,Paid,157
797,797,2026-02-15,UPI,Paid,612
798,798,2026-03-11,Card,Paid,269
799,799,2025-07-07,UPI,Paid,568
800,800,2026-01-22,UPI,Paid,1163
801,801,2026-01-05,UPI,Paid,1081
802,802,2025-09-19,Cash,Paid,612
803,803,2025-08-31,Cash,Pending,311
804,804,2026-01-22,Cash,Paid,445
805,805,2026-02-17,Card,Paid,732
806,806,2025-05-16,Cash,Failed,0
807,807,2026-03-13,Cash,Paid,1151
808,808,2026-01-17,Card,Pending,216
809,809,2025-05-13,UPI,Paid,868
810,810,2025-12-08,Card,Paid,485
811,811,2025-06-27,Cash,Paid,928
812,812,2025-10-07,Cash,Paid,1181
813,813,2025-12-13,Card,Pending,299
814,814,2025-11-23,Card,Paid,945
815,815,2025-09-20,UPI,Paid,771
816,816,2025-07-31,UPI,Failed,0
817,817,2025-05-19,Cash,Paid,609
818,818,2025-06-25,UPI,Paid,1117
819,819,2025-12-08,Cash,Paid,963
820,820,2026-03-02,UPI,Pending,335
821,821,2025-10-21,UPI,Paid,967
822,822,2026-02-11,UPI,Paid,1005
823,823,2025-04-26,Card,Paid,529
824,824,2025-05-26,Card,Failed,0
825,825,2025-12-19,UPI,Paid,431
826,826,2026-01-30,UPI,Paid,730
827,827,2025-09-06,UPI,Paid,799
828,828,2025-05-15,UPI,Paid,272
829,829,2026-01-04,UPI,Paid,683
830,830,2025-10-24,Cash,Paid,324
831,831,2026-03-15,UPI,Paid,233
832,832,2025-09-29,UPI,Paid,631
833,833,2025-08-20,UPI,Paid,685
834,834,2026-01-15,UPI,Paid,855
835,835,2025-07-23,UPI,Paid,726
836,836,2025-09-07,Cash,Pending,229
837,837,2025-06-12,UPI,Paid,136
838,838,2025-12-30,UPI,Paid,308
839,839,2025-07-16,Card,Paid,1063
840,840,2026-01-24,UPI,Pending,266
841,841,2026-02-13,UPI,Paid,112
842,842,2025-09-22,Card,Failed,0
843,843,2025-04-21,UPI,Failed,0
844,844,2025-12-21,Card,Paid,562
845,845,2025-10-21,Cash,Paid,988
846,846,2025-11-17,Cash,Paid,761
847,847,2025-12-04,UPI,Paid,900
848,848,2025-12-25,UPI,Paid,642
849,849,2025-12-18,UPI,Paid,572
850,850,2026-03-13,UPI,Pending,174
851,851,2025-07-16,Card,Paid,229
852,852,2025-04-20,UPI,Paid,140
853,853,2025-08-26,UPI,Paid,1002
854,854,2025-07-28,UPI,Paid,497
855,855,2026-01-28,Cash,Paid,647
856,856,2025-10-06,UPI,Pending,100
857,857,2025-10-17,UPI,Paid,530
858,858,2026-02-08,UPI,Paid,1168
859,859,2025-09-02,Card,Failed,0
860,860,2026-03-13,Cash,Paid,125
861,861,2025-10-12,UPI,Paid,113
862,862,2025-09-07,UPI,Paid,880
863,863,2025-09-25,Card,Paid,297
864,864,2025-10-14,UPI,Paid,786
865,865,2026-02-03,Cash,Paid,370
866,866,2025-06-03,Card,Pending,273
867,867,2025-08-23,Card,Paid,973
868,868,2025-05-23,Cash,Pending,146
869,869,2025-10-07,UPI,Paid,507
870,870,2026-03-02,UPI,Paid,960
871,871,2025-10-31,UPI,Pending,306
872,872,2025-05-29,Card,Paid,625
873,873,2026-03-11,Cash,Paid,778
874,874,2025-08-08,Cash,Paid,653
875,875,2025-10-24,Cash,Paid,1089
876,876,2025-08-29,Card,Paid,266
877,877,2026-02-13,Card,Paid,1186
878,878,2025-06-28,Card,Paid,363
879,879,2026-02-09,UPI,Paid,1022
880,880,2025-08-07,Card,Paid,246
881,881,2026-04-02,Card,Paid,1097
882,882,2025-10-10,Card,Paid,841
883,883,2025-06-30,Card,Paid,883
884,884,2026-02-14,UPI,Paid,500
885,885,2025-10-05,Card,Paid,752
886,886,2025-10-23,UPI,Pending,216
887,887,2026-03-07,UPI,Paid,737
888,888,2026-01-01,Cash,Paid,105
889,889,2026-01-26,Cash,Paid,1028
890,890,2025-04-13,Cash,Pending,223
891,891,2025-07-12,UPI,Paid,351
892,892,2026-04-04,UPI,Failed,0
893,893,2025-09-21,Card,Paid,160
894,894,2026-01-01,Card,Paid,732
895,895,2026-03-13,UPI,Paid,730
896,896,2025-10-31,Card,Paid,324
897,897,2025-06-02,Cash,Paid,923
898,898,2026-01-07,Cash,Pending,193
899,899,2025-09-19,Card,Paid,722
900,900,2025-08-21,Card,Pending,97
901,901,2025-09-08,UPI,Paid,745
902,902,2025-07-28,UPI,Paid,821
903,903,2025-10-12,Cash,Failed,0
904,904,2025-11-29,UPI,Paid,1107
905,905,2025-08-12,UPI,Paid,176
906,906,2025-08-09,UPI,Paid,1002
907,907,2025-10-29,UPI,Paid,790
908,908,2025-07-23,Card,Paid,1024
909,909,2025-04-08,UPI,Paid,1053
910,910,2025-12-12,Card,Paid,988
911,911,2025-08-14,Cash,Paid,305
912,912,2025-08-30,Cash,Paid,1019
913,913,2025-05-13,Card,Pending,430
914,914,2025-10-21,UPI,Paid,205
915,915,2025-08-06,UPI,Paid,255
916,916,2025-12-23,UPI,Paid,474
917,917,2025-10-22,Card,Paid,424
918,918,2025-10-01,Cash,Paid,269
919,919,2026-03-26,UPI,Paid,607
920,920,2026-01-18,UPI,Paid,463
921,921,2025-07-17,UPI,Paid,1017
922,922,2025-07-09,Card,Paid,191
923,923,2025-09-03,Card,Paid,1195
924,924,2025-04-29,Cash,Paid,1182
925,925,2026-02-28,UPI,Failed,0
926,926,2026-03-18,UPI,Paid,972
927,927,2025-10-11,UPI,Paid,368
928,928,2025-04-21,UPI,Paid,365
929,929,2025-06-14,UPI,Paid,527
930,930,2025-09-21,Card,Failed,0
931,931,2026-03-19,Card,Paid,1082
932,932,2025-12-31,UPI,Paid,341
933,933,2025-10-20,Cash,Paid,582
934,934,2025-07-20,Cash,Paid,241
935,935,2025-08-07,UPI,Paid,368
936,936,2025-09-13,UPI,Paid,1134
937,937,2025-08-06,UPI,Paid,829
938,938,2025-10-09,Cash,Paid,772
939,939,2025-06-07,Card,Paid,124
940,940,2025-12-13,UPI,Paid,534
941,941,2025-10-14,UPI,Paid,235
942,942,2025-07-05,Cash,Paid,516
943,943,2025-06-29,Card,Paid,1192
944,944,2025-09-18,Cash,Paid,538
945,945,2025-05-14,UPI,Paid,803
946,946,2025-07-20,Card,Paid,1132
947,947,2025-06-15,Cash,Paid,160
948,948,2025-11-19,UPI,Paid,1113
949,949,2025-04-21,Cash,Paid,770
950,950,2026-02-07,UPI,Paid,1156
951,951,2025-07-27,Card,Paid,169
952,952,2026-01-25,UPI,Paid,875
953,953,2025-05-20,UPI,Paid,888
954,954,2026-01-16,Cash,Paid,896
955,955,2025-05-18,UPI,Paid,790
956,956,2025-06-09,Cash,Paid,854
957,957,2026-02-18,UPI,Paid,673
958,958,2025-12-07,Card,Paid,341
959,959,2026-04-02,UPI,Paid,298
960,960,2025-08-14,UPI,Paid,1049
961,961,2025-12-10,Cash,Paid,263
962,962,2025-05-20,UPI,Paid,665
963,963,2025-06-06,Cash,Paid,1169
964,964,2026-02-16,UPI,Paid,432
965,965,2025-12-21,UPI,Paid,542
966,966,2025-06-21,Cash,Paid,1149
967,967,2025-04-19,UPI,Paid,586
968,968,2025-07-02,UPI,Pending,495
969,969,2025-07-09,UPI,Paid,299
970,970,2025-05-23,UPI,Pending,348
971,971,2025-05-29,UPI,Paid,298
972,972,2025-09-18,UPI,Paid,253
973,973,2025-09-23,Cash,Paid,576
974,974,2025-07-09,Card,Failed,0
975,975,2025-11-18,Card,Paid,612
976,976,2026-03-10,UPI,Paid,431
977,977,2026-03-05,UPI,Pending,221
978,978,2025-05-14,Cash,Paid,433
979,979,2025-06-28,UPI,Paid,166
980,980,2026-02-04,Card,Paid,272
981,981,2025-08-27,Cash,Paid,728
982,982,2026-03-21,Card,Pending,476
983,983,2025-06-09,Card,Pending,136
984,984,2025-12-15,UPI,Paid,942
985,985,2025-05-11,Cash,Failed,0
986,986,2025-08-09,Cash,Paid,1170
987,987,2025-08-16,Cash,Paid,549
988,988,2025-09-15,Card,Pending,385
989,989,2025-11-23,Cash,Paid,499
990,990,2025-11-16,UPI,Pending,392
991,991,2025-09-09,UPI,Paid,1001
992,992,2025-08-01,UPI,Paid,987
993,993,2025-10-09,UPI,Pending,261
994,994,2026-03-30,Card,Paid,182
995,995,2025-06-14,Card,Paid,985
996,996,2025-05-11,UPI,Paid,1035
997,997,2025-12-16,Card,Paid,1004
998,998,2026-01-07,UPI,Paid,1034
999,999,2025-04-16,Cash,Paid,1122
1000,1000,2025-07-07,Cash,Pending,184
1001,1001,2025-09-24,UPI,Failed,0
1002,1002,2025-09-11,Card,Paid,375
1003,1003,2025-08-19,UPI,Failed,0
1004,1004,2026-04-03,UPI,Paid,812
1005,1005,2026-01-22,Cash,Paid,892
1006,1006,2026-03-23,UPI,Paid,824
1007,1007,2025-08-14,UPI,Failed,0
1008,1008,2025-10-20,UPI,Paid,1010
1009,1009,2025-08-12,Cash,Failed,0
1010,1010,2026-01-02,Cash,Paid,879
1011,1011,2025-11-12,UPI,Pending,118
1012,1012,2025-09-10,Cash,Pending,193
1013,1013,2025-06-08,Cash,Paid,496
1014,1014,2025-10-04,UPI,Paid,193
1015,1015,2025-08-04,Cash,Pending,132
1016,1016,2025-07-24,Card,Paid,781
1017,1017,2025-09-11,Cash,Paid,569
1018,1018,2025-09-02,Cash,Paid,357
1019,1019,2025-06-09,Card,Paid,125
1020,1020,2025-11-14,Card,Paid,1133
1021,1021,2025-07-14,UPI,Paid,553
1022,1022,2025-12-22,Card,Paid,1081
1023,1023,2026-03-18,Card,Pending,307
1024,1024,2025-09-04,Card,Paid,174
1025,1025,2025-10-30,UPI,Paid,1052
1026,1026,2025-08-21,UPI,Paid,295
1027,1027,2025-09-16,UPI,Paid,746
1028,1028,2025-07-08,Cash,Paid,504
1029,1029,2025-07-29,Card,Paid,944
1030,1030,2026-01-29,UPI,Paid,842
1031,1031,2026-02-09,UPI,Paid,820
1032,1032,2025-11-30,UPI,Paid,1017
1033,1033,2025-06-09,Cash,Paid,868
1034,1034,2025-09-28,UPI,Paid,1176
1035,1035,2025-05-09,Cash,Paid,411
1036,1036,2026-03-06,UPI,Pending,365
1037,1037,2025-12-24,UPI,Paid,1179
1038,1038,2026-01-20,Card,Paid,552
1039,1039,2026-01-09,Cash,Paid,761
1040,1040,2025-04-05,Cash,Paid,820
1041,1041,2026-03-27,Card,Paid,129
1042,1042,2025-09-29,Cash,Paid,871
1043,1043,2025-07-24,Card,Paid,812
1044,1044,2026-01-15,Cash,Paid,901
1045,1045,2025-07-03,UPI,Pending,329
1046,1046,2025-06-18,UPI,Paid,775
1047,1047,2025-04-30,UPI,Paid,109
1048,1048,2025-07-16,Card,Paid,310
1049,1049,2025-06-24,UPI,Paid,186
1050,1050,2025-06-13,UPI,Paid,206
1051,1051,2026-03-14,Card,Paid,482
1052,1052,2026-01-04,Card,Paid,1155
1053,1053,2025-06-04,UPI,Paid,770
1054,1054,2025-07-18,UPI,Paid,654
1055,1055,2025-07-11,Card,Paid,579
1056,1056,2025-05-23,Cash,Paid,593
1057,1057,2026-01-27,Cash,Paid,356
1058,1058,2025-12-25,Cash,Paid,1004
1059,1059,2026-02-10,UPI,Paid,296
1060,1060,2025-07-27,Card,Paid,228
1061,1061,2025-08-01,UPI,Pending,50
1062,1062,2025-11-11,Cash,Paid,769
1063,1063,2025-12-25,Card,Paid,372
1064,1064,2025-08-25,Cash,Paid,1025
1065,1065,2025-10-03,Card,Pending,497
1066,1066,2025-09-01,UPI,Paid,804
1067,1067,2025-06-15,Card,Paid,435
1068,1068,2025-12-19,Cash,Paid,136
1069,1069,2025-10-07,Card,Paid,426
1070,1070,2025-09-25,UPI,Paid,267
1071,1071,2025-11-16,UPI,Paid,1115
1072,1072,2025-05-04,UPI,Paid,1108
1073,1073,2025-08-15,UPI,Paid,421
1074,1074,2026-02-06,UPI,Paid,1082
1075,1075,2026-02-25,UPI,Paid,225
1076,1076,2025-12-24,Cash,Paid,146
1077,1077,2025-07-10,Cash,Paid,765
1078,1078,2025-10-13,UPI,Pending,50
1079,1079,2025-05-04,UPI,Paid,1111
1080,1080,2026-01-07,Cash,Paid,517
1081,1081,2025-07-13,Card,Paid,291
1082,1082,2025-12-05,UPI,Paid,707
1083,1083,2026-02-14,UPI,Paid,655
1084,1084,2025-10-23,UPI,Paid,105
1085,1085,2025-07-19,UPI,Paid,462
1086,1086,2025-04-23,UPI,Paid,473
1087,1087,2025-11-02,Cash,Paid,500
1088,1088,2025-11-30,UPI,Paid,614
1089,1089,2025-10-18,UPI,Paid,654
1090,1090,2026-03-17,UPI,Paid,443
1091,1091,2025-05-31,Card,Paid,989
1092,1092,2026-01-12,Cash,Paid,577
1093,1093,2025-10-22,UPI,Paid,867
1094,1094,2025-07-15,UPI,Paid,818
1095,1095,2025-09-28,UPI,Paid,145
1096,1096,2026-01-05,Card,Pending,473
1097,1097,2026-02-23,Card,Paid,967
1098,1098,2026-01-17,UPI,Paid,374
1099,1099,2026-01-02,Card,Paid,1193
1100,1100,2025-06-28,UPI,Pending,233
1101,1101,2025-12-09,UPI,Paid,1055
1102,1102,2026-03-25,UPI,Paid,983
1103,1103,2025-05-07,UPI,Paid,264
1104,1104,2025-04-06,UPI,Paid,602
1105,1105,2025-08-10,UPI,Paid,772
1106,1106,2025-11-03,UPI,Paid,908
1107,1107,2025-10-09,Cash,Paid,713
1108,1108,2025-08-04,UPI,Paid,204
1109,1109,2025-07-12,Card,Paid,202
1110,1110,2025-09-01,Cash,Paid,500
1111,1111,2025-11-30,UPI,Pending,99
1112,1112,2025-07-12,UPI,Paid,724
1113,1113,2026-01-02,UPI,Paid,435
1114,1114,2025-10-14,Cash,Pending,148
1115,1115,2025-12-23,UPI,Paid,347
1116,1116,2025-09-22,Card,Paid,1143
1117,1117,2025-11-07,UPI,Paid,356
1118,1118,2025-12-31,Card,Paid,239
1119,1119,2026-01-10,UPI,Paid,906
1120,1120,2025-07-16,Cash,Paid,461
1121,1121,2026-03-01,Cash,Paid,247
1122,1122,2025-12-27,UPI,Paid,1122
1123,1123,2026-04-01,Cash,Pending,351
1124,1124,2025-07-19,UPI,Paid,221
1125,1125,2025-12-24,UPI,Paid,1175
1126,1126,2026-03-08,UPI,Pending,466
1127,1127,2026-03-09,Cash,Pending,304
1128,1128,2026-01-05,Cash,Paid,1138
1129,1129,2025-07-31,Cash,Paid,247
1130,1130,2025-07-23,Card,Paid,559
1131,1131,2025-09-01,Cash,Paid,673
1132,1132,2025-09-15,Card,Paid,1118
1133,1133,2025-11-23,UPI,Paid,805
1134,1134,2025-05-29,UPI,Paid,103
1135,1135,2026-03-17,UPI,Paid,391
1136,1136,2026-02-11,UPI,Paid,946
1137,1137,2026-02-06,Cash,Paid,367
1138,1138,2025-10-07,UPI,Paid,342
1139,1139,2026-01-03,Card,Paid,442
1140,1140,2025-12-28,Cash,Paid,286
1141,1141,2025-11-12,Card,Paid,373
1142,1142,2025-09-07,Card,Paid,539
1143,1143,2025-08-17,Card,Paid,237
1144,1144,2025-11-21,Card,Paid,366
1145,1145,2025-10-22,Cash,Paid,907
1146,1146,2025-07-17,Cash,Paid,593
1147,1147,2026-01-07,Card,Paid,953
1148,1148,2025-11-07,UPI,Paid,500
1149,1149,2025-09-07,Cash,Paid,575
1150,1150,2025-12-05,UPI,Paid,844
1151,1151,2025-05-26,Cash,Failed,0
1152,1152,2025-11-17,Cash,Paid,1083
1153,1153,2025-04-24,Card,Paid,430
1154,1154,2025-09-20,UPI,Paid,439
1155,1155,2025-11-16,Cash,Paid,935
1156,1156,2025-07-13,Cash,Paid,790
1157,1157,2025-06-01,Card,Pending,194
1158,1158,2025-04-22,Card,Paid,192
1159,1159,2025-07-23,UPI,Paid,302
1160,1160,2026-01-13,UPI,Paid,328
1161,1161,2025-12-13,UPI,Paid,999
1162,1162,2025-09-20,Cash,Paid,1046
1163,1163,2025-05-25,Cash,Paid,579
1164,1164,2025-11-15,Card,Paid,679
1165,1165,2025-04-28,Cash,Paid,730
1166,1166,2025-05-14,UPI,Paid,858
1167,1167,2025-12-29,Card,Failed,0
1168,1168,2025-04-07,Cash,Failed,0
1169,1169,2025-07-16,Cash,Paid,1053
1170,1170,2026-01-15,UPI,Failed,0
1171,1171,2025-09-15,Cash,Paid,571
1172,1172,2025-07-31,Card,Paid,179
1173,1173,2026-03-12,UPI,Paid,605
1174,1174,2025-07-15,UPI,Paid,617
1175,1175,2025-04-12,UPI,Paid,932
1176,1176,2025-08-28,UPI,Paid,545
1177,1177,2026-01-21,UPI,Paid,884
1178,1178,2025-06-21,UPI,Paid,741
1179,1179,2025-08-28,Cash,Paid,1131
1180,1180,2025-05-26,Card,Paid,104
1181,1181,2026-02-03,Card,Paid,1065
1182,1182,2025-05-30,Card,Pending,94
1183,1183,2025-08-17,Card,Paid,1112
1184,1184,2026-01-18,UPI,Failed,0
1185,1185,2025-07-11,Card,Paid,684
1186,1186,2025-10-05,UPI,Paid,486
1187,1187,2025-04-30,Cash,Paid,872
1188,1188,2026-04-04,UPI,Paid,1158
1189,1189,2026-02-26,Cash,Paid,141
1190,1190,2025-12-27,UPI,Paid,1042
1191,1191,2025-09-15,Card,Pending,247
1192,1192,2025-07-11,UPI,Paid,497
1193,1193,2026-03-01,UPI,Paid,904
1194,1194,2025-11-06,Cash,Paid,987
1195,1195,2026-01-20,UPI,Failed,0
1196,1196,2025-07-27,UPI,Paid,455
1197,1197,2025-08-25,Cash,Paid,309
1198,1198,2026-02-23,Card,Paid,903
1199,1199,2026-01-08,Card,Paid,200
1200,1200,2025-06-04,Card,Paid,902
1201,1201,2026-02-02,UPI,Paid,130
1202,1202,2025-09-28,UPI,Paid,1057
1203,1203,2025-09-14,Cash,Paid,641
1204,1204,2026-02-10,UPI,Paid,934
1205,1205,2025-05-01,UPI,Paid,1019
1206,1206,2026-02-25,Card,Paid,1089
1207,1207,2026-03-03,Cash,Pending,450
1208,1208,2026-02-06,Card,Paid,339
1209,1209,2025-08-28,Card,Failed,0
1210,1210,2025-08-30,UPI,Paid,460
1211,1211,2026-02-09,UPI,Paid,711
1212,1212,2025-11-23,Cash,Paid,636
1213,1213,2026-03-16,UPI,Paid,569
1214,1214,2026-01-26,UPI,Failed,0
1215,1215,2026-02-07,Card,Paid,889
1216,1216,2025-11-25,Cash,Paid,694
1217,1217,2026-04-03,UPI,Paid,1162
1218,1218,2026-01-01,UPI,Paid,453
1219,1219,2026-01-28,Cash,Paid,775
1220,1220,2026-02-24,Card,Paid,393
1221,1221,2025-07-06,UPI,Paid,237
1222,1222,2026-01-23,Card,Pending,254
1223,1223,2025-11-05,Cash,Paid,726
1224,1224,2026-02-07,Cash,Pending,452
1225,1225,2025-10-23,UPI,Paid,931
1226,1226,2025-04-21,Card,Paid,883
1227,1227,2025-12-08,Card,Paid,240
1228,1228,2025-04-10,UPI,Pending,335
1229,1229,2026-03-30,Cash,Paid,240
1230,1230,2025-07-02,UPI,Paid,742
1231,1231,2026-02-25,Card,Paid,695
1232,1232,2025-12-29,Card,Paid,1058
1233,1233,2026-01-04,Cash,Paid,113
1234,1234,2025-12-12,Cash,Paid,130
1235,1235,2025-11-28,UPI,Paid,319
1236,1236,2025-05-24,UPI,Paid,150
1237,1237,2025-07-29,UPI,Pending,383
1238,1238,2026-02-23,Cash,Paid,1170
1239,1239,2026-03-30,UPI,Paid,327
1240,1240,2026-01-04,Card,Paid,725
1241,1241,2025-07-29,Cash,Paid,598
1242,1242,2026-03-20,UPI,Paid,1008
1243,1243,2025-11-15,Cash,Paid,175
1244,1244,2025-10-20,UPI,Paid,472
1245,1245,2026-03-05,Cash,Paid,228
1246,1246,2025-12-20,Cash,Paid,142
1247,1247,2025-11-23,Cash,Paid,883
1248,1248,2025-05-02,UPI,Paid,147
1249,1249,2025-04-22,UPI,Paid,958
1250,1250,2025-11-26,Cash,Paid,1150
1251,1251,2025-10-16,Card,Paid,943
1252,1252,2025-08-25,Card,Paid,499
1253,1253,2025-10-17,UPI,Paid,819
1254,1254,2025-07-25,Cash,Paid,217
1255,1255,2025-07-29,UPI,Paid,450
1256,1256,2025-06-04,UPI,Paid,761
1257,1257,2026-03-29,Cash,Paid,160
1258,1258,2025-09-12,Card,Paid,784
1259,1259,2026-03-04,Card,Paid,1091
1260,1260,2026-03-25,Card,Paid,920
1261,1261,2025-05-10,Cash,Paid,617
1262,1262,2025-04-05,UPI,Paid,927
1263,1263,2025-12-26,Card,Pending,305
1264,1264,2025-09-27,UPI,Paid,177
1265,1265,2025-05-01,UPI,Paid,547
1266,1266,2025-12-07,Cash,Paid,138
1267,1267,2025-09-18,Card,Pending,142
1268,1268,2026-03-18,Card,Paid,1153
1269,1269,2025-05-28,UPI,Failed,0
1270,1270,2025-04-16,UPI,Paid,178
1271,1271,2026-03-24,UPI,Pending,308
1272,1272,2025-11-26,Cash,Paid,737
1273,1273,2025-07-12,Card,Paid,449
1274,1274,2025-05-10,UPI,Pending,381
1275,1275,2025-06-20,UPI,Paid,709
1276,1276,2025-05-05,Card,Paid,880
1277,1277,2025-07-12,Card,Paid,109
1278,1278,2025-08-21,Card,Paid,1173
1279,1279,2025-08-17,UPI,Paid,713
1280,1280,2025-11-22,Card,Paid,331
1281,1281,2025-09-06,Cash,Paid,659
1282,1282,2025-11-17,Cash,Paid,478
1283,1283,2026-01-10,Cash,Paid,156
1284,1284,2026-02-22,Card,Paid,825
1285,1285,2025-12-29,Card,Paid,764
1286,1286,2025-05-17,UPI,Paid,563
1287,1287,2025-10-13,Cash,Paid,677
1288,1288,2025-09-09,UPI,Paid,920
1289,1289,2025-10-18,UPI,Paid,884
1290,1290,2025-09-13,UPI,Paid,467
1291,1291,2025-07-25,UPI,Paid,693
1292,1292,2025-09-20,UPI,Paid,478
1293,1293,2025-10-26,UPI,Paid,599
1294,1294,2025-12-20,Card,Paid,875
1295,1295,2026-03-03,UPI,Paid,417
1296,1296,2025-07-30,UPI,Paid,1165
1297,1297,2025-08-29,Card,Paid,1129
1298,1298,2025-09-07,UPI,Paid,396
1299,1299,2025-08-24,Card,Paid,598
1300,1300,2026-03-20,Card,Paid,803
1301,1301,2025-05-17,Cash,Paid,264
1302,1302,2025-07-10,Card,Paid,484
1303,1303,2025-08-07,Card,Paid,1070
1304,1304,2026-02-19,Card,Paid,841
