Order_ID,Customer_ID,Booking_ID,Order_Date,Order_Time,Order_Type,Table_Number,Order_Status,Total_Amount,Discount,Final_Amount
761,485,,2025-11-20,16:15:00.793836,Takeaway,,Completed,595,0.0,595.0
762,2453,114.0,2025-05-25,10:45:00.859043,Takeaway,,Completed,1163,0.0,1163.0
763,791,,2026-03-10,10:15:00.959392,Dine-in,8.0,Completed,557,0.0,557.0
764,237,,2025-10-24,16:15:00.329748,Takeaway,,Completed,568,0.0,568.0
765,3325,4708.0,2026-03-18,22:00:00.165139,Takeaway,,Completed,582,0.0,582.0
766,269,,2026-01-23,20:15:00.778757,Dine-in,8.0,Completed,750,0.0,750.0
767,3846,1357.0,2025-11-07,18:30:00.765514,Dine-in,13.0,Completed,143,0.0,143.0
768,1690,,2025-04-18,20:45:00.271798,Takeaway,,Completed,498,90.83,407.17
769,3056,,2026-02-20,11:00:00.508128,Takeaway,,Completed,1157,92.45,1064.55
770,104,2990.0,2025-08-31,20:30:00.704709,Takeaway,,Completed,567,0.0,567.0
771,883,4716.0,2025-06-28,22:30:00.884010,Takeaway,,Completed,130,10.34,119.66
772,359,1775.0,2025-07-02,19:30:00.401647,Takeaway,,Completed,570,0.0,570.0
773,2907,4681.0,2025-07-11,10:15:00.705552,Takeaway,,Completed,477,44.98,432.02
774,1518,2324.0,2025-06-29,11:30:00.348970,Takeaway,,Completed,195,17.54,177.46
775,516,,2025-09-22,17:30:00.233671,Takeaway,,Completed,647,0.0,647.0
776,4652,3683.0,2025-07-30,16:00:00.177879,Dine-in,4.0,Pending,916,0.0,916.0
777,192,1966.0,2026-03-15,09:30:00.169528,Dine-in,9.0,Completed,504,0.0,504.0
778,1484,1281.0,2025-12-05,14:30:00.612631,Takeaway,,Completed,584,94.36,489.64
779,606,,2025-05-20,23:00:00.935466,Dine-in,19.0,Completed,634,0.0,634.0
780,3475,1476.0,2026-01-26,16:30:00.756158,Dine-in,16.0,Completed,1198,0.0,1198.0
781,1892,,2025-07-28,11:30:00.645828,Takeaway,,Completed,110,8.93,101.07
782,1870,,2025-08-13,19:45:00.973094,Dine-in,9.0,Completed,336,0.0,336.0
783,4664,,2025-11-03,09:00:00.660906,Dine-in,15.0,Completed,262,49.86,212.14
784,4615,793.0,2025-05-01,20:45:00.712947,Takeaway,,Completed,1006,54.08,951.92
785,1035,,2026-03-06,21:45:00.084082,Dine-in,15.0,Pending,1097,0.0,1097.0
786,1449,3685.0,2025-06-30,23:00:00.966817,Dine-in,3.0,Completed,676,101.26,574.74
787,967,,2026-03-13,20:15:00.220722,Dine-in,14.0,Completed,330,26.62,303.38
788,3598,4656.0,2025-12-11,16:00:00.346780,Dine-in,16.0,Completed,671,0.0,671.0
789,1857,,2026-02-18,20:30:00.170020,Takeaway,,Completed,1136,0.0,1136.0
790,49,1822.0,2025-09-06,21:30:00.481877,Takeaway,,Completed,1108,207.15,900.85
791,4114,2418.0,2026-02-24,10:15:00.228465,Takeaway,,Completed,1198,164.91,1033.09
792,2633,2472.0,2026-02-19,20:15:00.771587,Dine-in,12.0,Completed,1112,123.52,988.48
793,121,,2025-12-20,09:00:00.038160,Takeaway,,Pending,1122,0.0,1122.0
794,1953,105.0,2025-07-30,19:30:00.021467,Dine-in,10.0,Completed,744,65.43,678.57
795,4987,,2026-01-01,17:00:00.777619,Takeaway,,Completed,1010,137.71,872.29
796,396,3184.0,2025-04-12,09:45:00.158335,Dine-in,4.0,Completed,222,0.0,222.0
797,2530,,2025-04-06,18:00:00.698811,Dine-in,16.0,Completed,943,0.0,943.0
798,703,1522.0,2025-06-08,19:45:00.841625,Dine-in,15.0,Completed,400,76.75,323.25
799,75,,2025-10-17,12:00:00.216462,Dine-in,14.0,Completed,415,0.0,415.0
800,3874,4046.0,2025-06-26,16:45:00.823046,Takeaway,,Cancelled,817,107.08,709.92
801,4047,,2026-02-02,16:45:00.933841,Takeaway,,Cancelled,821,0.0,821.0
802,2974,,2026-01-11,13:30:00.108858,Takeaway,,Pending,844,0.0,844.0
803,246,,2025-06-18,13:15:00.728216,Takeaway,,Cancelled,878,0.0,878.0
804,1445,4150.0,2025-05-14,18:15:00.442014,Takeaway,,Completed,1046,56.17,989.83
805,1702,2099.0,2025-08-28,21:30:00.978089,Dine-in,20.0,Completed,379,0.0,379.0
806,4151,1302.0,2025-11-21,15:45:00.258152,Dine-in,12.0,Completed,436,0.0,436.0
807,4142,631.0,2026-03-14,18:00:00.316516,Dine-in,6.0,Pending,976,82.11,893.89
808,649,3397.0,2025-09-25,21:45:00.267941,Takeaway,,Completed,931,105.13,825.87
809,2814,4353.0,2025-12-24,19:15:00.298328,Takeaway,,Completed,413,0.0,413.0
810,252,,2025-06-17,19:00:00.207791,Takeaway,,Pending,350,0.0,350.0
811,970,,2025-12-28,21:45:00.230158,Takeaway,,Completed,133,25.85,107.15
812,2175,723.0,2025-12-18,19:45:00.712454,Takeaway,,Pending,1087,128.48,958.52
813,4104,,2025-07-17,09:30:00.772091,Dine-in,12.0,Completed,1032,0.0,1032.0
814,53,2765.0,2025-06-12,15:45:00.818426,Dine-in,20.0,Completed,142,0.0,142.0
815,2628,3810.0,2026-01-21,22:45:00.675046,Takeaway,,Cancelled,905,0.0,905.0
816,2799,276.0,2025-11-14,19:15:00.021275,Takeaway,,Completed,905,0.0,905.0
817,810,1376.0,2025-04-26,14:45:00.621778,Dine-in,6.0,Completed,191,0.0,191.0
818,4516,220.0,2026-03-19,23:00:00.037798,Takeaway,,Completed,1147,160.98,986.02
819,4162,,2026-01-23,15:15:00.354233,Dine-in,12.0,Completed,848,0.0,848.0
820,643,,2025-05-15,20:45:00.364888,Takeaway,,Completed,384,63.93,320.07
821,4745,,2025-05-13,19:30:00.993495,Dine-in,8.0,Pending,767,0.0,767.0
822,763,,2026-02-12,23:30:00.357074,Takeaway,,Completed,892,0.0,892.0
823,459,,2025-09-08,13:30:00.092571,Takeaway,,Cancelled,915,0.0,915.0
824,4341,,2026-02-15,16:30:00.045655,Takeaway,,Completed,431,0.0,431.0
825,4675,,2025-05-20,15:30:00.994963,Dine-in,8.0,Completed,301,0.0,301.0
826,2436,,2025-07-22,10:00:00.406951,Takeaway,,Completed,1036,0.0,1036.0
827,1041,2633.0,2025-10-07,14:45:00.447716,Takeaway,,Completed,310,0.0,310.0
828,3592,2071.0,2025-12-04,09:15:00.500549,Dine-in,8.0,Pending,443,0.0,443.0
829,1236,,2025-10-05,14:45:00.075098,Dine-in,6.0,Completed,1014,0.0,1014.0
830,298,369.0,2025-12-16,15:30:00.758060,Takeaway,,Completed,152,0.0,152.0
831,2390,2015.0,2025-09-26,17:45:00.636123,Takeaway,,Completed,414,68.32,345.68
832,471,,2026-03-13,12:30:00.093116,Dine-in,5.0,Completed,1180,0.0,1180.0
833,2859,,2026-03-19,21:00:00.734037,Dine-in,5.0,Pending,1101,0.0,1101.0
834,2242,,2025-04-09,09:45:00.568727,Takeaway,,Completed,870,0.0,870.0
835,2746,225.0,2025-12-30,11:30:00.463953,Dine-in,10.0,Completed,526,0.0,526.0
836,3301,,2026-01-21,10:15:00.990734,Dine-in,9.0,Completed,902,0.0,902.0
837,819,2403.0,2026-03-16,20:00:00.791923,Takeaway,,Cancelled,700,0.0,700.0
838,2853,,2025-05-14,14:00:00.225884,Dine-in,6.0,Completed,238,0.0,238.0
839,332,,2025-04-15,18:30:00.964898,Dine-in,11.0,Completed,721,0.0,721.0
840,4368,3619.0,2025-12-01,19:30:00.632517,Dine-in,10.0,Completed,1012,0.0,1012.0
841,4289,1966.0,2025-05-05,21:45:00.524236,Takeaway,,Cancelled,1010,0.0,1010.0
842,3583,,2025-04-08,09:45:00.121171,Takeaway,,Completed,174,0.0,174.0
843,915,,2025-07-09,14:15:00.105505,Dine-in,17.0,Cancelled,132,0.0,132.0
844,4854,,2025-05-03,10:00:00.902865,Dine-in,16.0,Completed,458,0.0,458.0
845,2675,,2025-12-16,18:15:00.625259,Dine-in,18.0,Completed,551,56.12,494.88
846,3741,3223.0,2025-08-23,20:30:00.149653,Takeaway,,Completed,1162,0.0,1162.0
847,3144,,2025-07-07,09:30:00.050331,Takeaway,,Completed,834,98.19,735.81
848,4303,,2025-10-11,21:45:00.118104,Takeaway,,Completed,120,19.35,100.65
849,4915,,2025-04-19,09:00:00.576116,Takeaway,,Pending,767,0.0,767.0
850,1925,,2025-08-28,23:30:00.291962,Dine-in,19.0,Completed,725,0.0,725.0
851,2936,1504.0,2025-12-03,15:00:00.498387,Dine-in,4.0,Completed,1025,0.0,1025.0
852,4639,3136.0,2025-04-08,22:45:00.227063,Takeaway,,Completed,994,171.23,822.77
853,417,3640.0,2025-09-16,21:00:00.561791,Takeaway,,Completed,591,50.03,540.97
854,846,3537.0,2025-10-21,13:00:00.244246,Takeaway,,Pending,978,161.22,816.78
855,3465,4333.0,2026-03-26,11:45:00.612808,Takeaway,,Completed,351,29.89,321.11
856,566,2731.0,2025-07-11,10:30:00.879158,Takeaway,,Pending,995,0.0,995.0
857,4456,4683.0,2025-07-29,21:00:00.922190,Takeaway,,Completed,356,0.0,356.0
858,602,4578.0,2025-12-10,15:00:00.050532,Dine-in,7.0,Completed,738,0.0,738.0
859,2679,,2025-12-06,13:15:00.233973,Takeaway,,Completed,726,0.0,726.0
860,845,,2025-11-05,23:15:00.650418,Takeaway,,Cancelled,805,0.0,805.0
861,4104,2681.0,2025-11-26,11:15:00.459799,Dine-in,7.0,Completed,165,0.0,165.0
862,3049,,2025-12-11,18:30:00.096506,Dine-in,16.0,Completed,759,0.0,759.0
863,465,,2026-02-01,21:15:00.979935,Dine-in,12.0,Completed,612,0.0,612.0
864,755,3335.0,2025-11-13,18:15:00.348238,Dine-in,1.0,Completed,234,0.0,234.0
865,465,3513.0,2025-04-16,13:45:00.694988,Dine-in,19.0,Cancelled,150,22.18,127.82
866,2364,1742.0,2026-01-07,15:45:00.333287,Takeaway,,Cancelled,777,0.0,777.0
867,4767,2529.0,2026-03-31,20:30:00.069101,Dine-in,13.0,Completed,336,0.0,336.0
868,3712,1346.0,2025-04-16,14:45:00.181290,Dine-in,15.0,Pending,1065,104.78,960.22
869,3040,3561.0,2025-05-18,14:00:00.291152,Takeaway,,Completed,1006,0.0,1006.0
870,2360,,2025-10-31,09:15:00.915994,Takeaway,,Pending,997,0.0,997.0
871,2261,1175.0,2025-05-30,21:00:00.796707,Dine-in,5.0,Completed,429,0.0,429.0
872,4665,2147.0,2025-06-29,11:45:00.005483,Takeaway,,Completed,498,0.0,498.0
873,4328,,2026-01-23,11:15:00.982515,Dine-in,11.0,Cancelled,1158,0.0,1158.0
874,1112,1501.0,2025-06-24,19:00:00.854566,Dine-in,4.0,Completed,1188,0.0,1188.0
875,316,,2026-03-10,10:45:00.211735,Dine-in,8.0,Cancelled,1026,75.16,950.84
876,693,3652.0,2025-10-20,22:00:00.924300,Dine-in,10.0,Completed,1181,0.0,1181.0
877,972,4726.0,2026-01-12,16:15:00.555575,Dine-in,6.0,Completed,1035,0.0,1035.0
878,3688,,2026-01-11,14:15:00.345242,Takeaway,,Pending,358,24.68,333.32
879,530,3309.0,2025-04-13,15:15:00.347304,Dine-in,20.0,Completed,961,0.0,961.0
880,1514,,2026-02-19,22:45:00.329289,Takeaway,,Cancelled,736,0.0,736.0
881,3201,2523.0,2025-05-24,17:00:00.399790,Dine-in,13.0,Completed,858,0.0,858.0
882,2569,2671.0,2025-04-13,09:30:00.301135,Dine-in,20.0,Completed,321,48.91,272.09
883,4792,3144.0,2025-04-12,18:15:00.114845,Takeaway,,Completed,644,0.0,644.0
884,3491,256.0,2026-01-28,14:00:00.772905,Dine-in,15.0,Cancelled,469,0.0,469.0
885,1934,,2025-12-03,21:30:00.004008,Dine-in,20.0,Pending,1067,0.0,1067.0
886,4774,1707.0,2026-01-08,21:45:00.981700,Takeaway,,Pending,915,0.0,915.0
887,3236,845.0,2025-04-12,19:30:00.477397,Takeaway,,Completed,246,0.0,246.0
888,1945,3443.0,2025-08-22,22:45:00.250163,Dine-in,16.0,Completed,818,57.81,760.19
889,623,730.0,2026-01-07,21:15:00.813253,Takeaway,,Completed,1066,181.57,884.43
890,3001,,2025-12-10,21:45:00.306195,Dine-in,18.0,Completed,440,0.0,440.0
891,3839,4436.0,2026-02-17,19:30:00.927940,Takeaway,,Completed,637,0.0,637.0
892,2692,,2026-03-10,09:45:00.260253,Takeaway,,Completed,360,21.86,338.14
893,4101,,2025-12-24,17:45:00.271505,Takeaway,,Pending,1076,0.0,1076.0
894,396,1889.0,2026-02-07,22:15:00.801522,Takeaway,,Completed,1044,83.79,960.21
895,1005,1392.0,2025-09-21,15:15:00.626262,Dine-in,7.0,Completed,348,0.0,348.0
896,3428,4554.0,2026-02-06,20:45:00.830055,Takeaway,,Pending,531,0.0,531.0
897,4018,1042.0,2026-03-10,17:30:00.249334,Dine-in,19.0,Pending,761,0.0,761.0
898,474,3777.0,2025-06-07,12:45:00.735668,Dine-in,13.0,Cancelled,336,0.0,336.0
899,1911,,2026-01-22,09:30:00.439444,Dine-in,1.0,Completed,1050,0.0,1050.0
900,2725,,2025-10-07,09:15:00.502638,Dine-in,18.0,Completed,587,0.0,587.0
901,4491,,2025-04-09,09:15:00.762829,Takeaway,,Completed,197,0.0,197.0
902,2462,3946.0,2025-11-18,20:45:00.143996,Dine-in,17.0,Completed,354,0.0,354.0
903,1152,,2026-02-24,20:00:00.299787,Takeaway,,Pending,532,0.0,532.0
904,4303,,2025-04-30,12:30:00.304439,Dine-in,14.0,Cancelled,227,0.0,227.0
905,1496,251.0,2025-07-24,10:30:00.472185,Dine-in,7.0,Completed,325,0.0,325.0
906,2473,,2025-05-18,18:15:00.736832,Takeaway,,Completed,978,0.0,978.0
907,139,,2025-05-29,14:30:00.410102,Dine-in,2.0,Completed,529,90.54,438.46
908,4318,,2025-08-21,14:15:00.453090,Takeaway,,Pending,729,0.0,729.0
909,3849,,2025-07-10,17:00:00.038341,Dine-in,11.0,Completed,838,0.0,838.0
910,2114,727.0,2025-07-07,10:45:00.326550,Takeaway,,Completed,996,0.0,996.0
911,3420,,2025-08-11,18:45:00.888893,Dine-in,10.0,Completed,678,63.17,614.83
912,4429,,2025-06-13,20:30:00.066354,Dine-in,17.0,Cancelled,702,96.91,605.09
913,1444,3319.0,2025-05-29,21:30:00.579157,Dine-in,6.0,Cancelled,367,0.0,367.0
914,1384,4242.0,2025-07-02,16:00:00.355125,Takeaway,,Completed,170,0.0,170.0
915,4184,,2025-10-09,18:15:00.418956,Takeaway,,Completed,332,0.0,332.0
916,1674,959.0,2025-06-03,23:00:00.802656,Dine-in,8.0,Completed,590,0.0,590.0
917,4118,,2025-10-09,11:00:00.458243,Dine-in,10.0,Completed,205,28.98,176.02
918,4424,2841.0,2025-12-25,10:15:00.220135,Takeaway,,Completed,1119,60.98,1058.02
919,4030,,2025-06-08,21:15:00.647307,Takeaway,,Completed,415,0.0,415.0
920,3074,2664.0,2025-07-13,09:30:00.636823,Dine-in,17.0,Completed,804,137.45,666.55
921,4198,,2025-10-03,11:30:00.237035,Dine-in,13.0,Pending,817,55.75,761.25
922,349,3907.0,2026-01-03,19:30:00.726979,Dine-in,9.0,Pending,395,0.0,395.0
923,716,,2025-05-19,14:15:00.150014,Takeaway,,Completed,789,0.0,789.0
924,4756,2136.0,2025-06-12,18:30:00.315646,Takeaway,,Pending,1003,0.0,1003.0
925,4433,,2026-03-17,14:15:00.516895,Dine-in,9.0,Completed,279,48.04,230.96
926,4510,1998.0,2025-12-18,17:45:00.930747,Takeaway,,Pending,476,0.0,476.0
927,2650,,2025-06-22,21:45:00.612107,Takeaway,,Completed,553,0.0,553.0
928,1143,,2026-03-14,23:15:00.901040,Takeaway,,Pending,626,107.19,518.81
929,4033,,2025-07-03,21:45:00.889039,Takeaway,,Completed,903,153.21,749.79
930,3559,3726.0,2025-08-18,22:45:00.942462,Takeaway,,Completed,1135,0.0,1135.0
931,886,,2025-05-19,17:00:00.414657,Takeaway,,Pending,1043,0.0,1043.0
932,2081,3977.0,2025-11-09,22:45:00.436411,Takeaway,,Completed,304,0.0,304.0
933,2248,3895.0,2026-01-12,16:30:00.763977,Takeaway,,Completed,911,0.0,911.0
934,3531,913.0,2025-04-04,23:45:00.728171,Dine-in,14.0,Completed,808,0.0,808.0
935,1499,,2025-12-22,18:00:00.008412,Takeaway,,Completed,111,8.46,102.54
936,191,2669.0,2025-09-13,09:45:00.088097,Takeaway,,Completed,382,53.48,328.52
937,4077,,2025-11-01,09:45:00.043219,Dine-in,11.0,Completed,1000,136.38,863.62
938,4326,,2026-01-18,19:15:00.692719,Dine-in,4.0,Cancelled,1079,55.08,1023.92
939,1108,,2026-01-04,20:45:00.623551,Takeaway,,Completed,851,0.0,851.0
940,1333,3882.0,2025-09-27,12:30:00.052384,Dine-in,6.0,Pending,539,0.0,539.0
941,1361,4245.0,2025-09-19,21:00:00.403087,Takeaway,,Completed,888,122.53,765.47
942,1733,4282.0,2025-12-12,10:45:00.428772,Takeaway,,Completed,724,0.0,724.0
943,498,3140.0,2025-04-19,18:45:00.679055,Takeaway,,Cancelled,313,0.0,313.0
944,3338,,2025-04-23,21:30:00.010731,Dine-in,20.0,Pending,708,0.0,708.0
945,2869,4350.0,2025-11-18,16:30:00.550028,Dine-in,8.0,Completed,812,51.69,760.31
946,2921,713.0,2025-04-19,19:15:00.243088,Dine-in,17.0,Completed,836,77.89,758.11
947,357,,2025-07-26,17:45:00.470305,Dine-in,17.0,Completed,129,0.0,129.0
948,462,,2026-01-16,22:30:00.931395,Dine-in,17.0,Completed,1133,0.0,1133.0
949,3418,3886.0,2025-04-12,12:45:00.385021,Dine-in,19.0,Completed,1047,0.0,1047.0
950,1376,1574.0,2025-09-05,09:00:00.162925,Dine-in,14.0,Completed,399,0.0,399.0
951,1645,,2026-02-14,16:15:00.689850,Dine-in,7.0,Cancelled,967,0.0,967.0
952,3619,,2026-03-07,13:45:00.915843,Takeaway,,Completed,416,74.95,341.05
953,4506,,2025-08-12,15:45:00.396143,Takeaway,,Completed,515,0.0,515.0
954,883,1169.0,2025-08-10,23:15:00.816939,Takeaway,,Completed,960,0.0,960.0
955,4550,4908.0,2025-05-07,14:15:00.458600,Dine-in,15.0,Completed,868,0.0,868.0
956,2860,,2025-08-29,21:45:00.011152,Takeaway,,Completed,659,114.08,544.92
957,1848,,2025-12-10,17:15:00.205989,Dine-in,11.0,Completed,1052,0.0,1052.0
958,3008,4991.0,2025-06-02,22:00:00.872060,Dine-in,4.0,Completed,627,0.0,627.0
959,1778,,2025-10-04,13:30:00.785371,Dine-in,10.0,Pending,988,0.0,988.0
960,496,240.0,2025-09-01,09:15:00.901900,Takeaway,,Completed,1178,169.96,1008.04
961,977,,2025-08-12,10:00:00.869855,Takeaway,,Completed,717,0.0,717.0
962,2060,4905.0,2025-06-25,20:00:00.494428,Dine-in,1.0,Completed,291,50.75,240.25
963,2778,,2026-03-23,20:00:00.302502,Dine-in,17.0,Completed,396,36.12,359.88
964,170,3134.0,2025-12-20,20:45:00.119307,Takeaway,,Completed,833,0.0,833.0
965,3729,4857.0,2025-08-29,12:30:00.975552,Dine-in,2.0,Completed,657,0.0,657.0
966,2187,,2025-11-22,23:00:00.973022,Dine-in,4.0,Pending,166,0.0,166.0
967,2904,,2026-01-01,23:00:00.997358,Dine-in,13.0,Completed,377,0.0,377.0
968,2818,4058.0,2025-05-19,13:30:00.423926,Dine-in,13.0,Completed,546,0.0,546.0
969,2876,4952.0,2025-10-09,23:00:00.140250,Dine-in,6.0,Completed,838,122.53,715.47
970,346,,2025-07-28,19:15:00.278247,Takeaway,,Pending,364,0.0,364.0
971,413,1271.0,2025-09-09,11:00:00.491711,Dine-in,2.0,Completed,504,0.0,504.0
972,2785,,2025-11-25,14:00:00.068587,Takeaway,,Completed,335,34.52,300.48
973,1931,1793.0,2025-11-18,15:45:00.283563,Takeaway,,Completed,1178,0.0,1178.0
974,3396,,2025-12-25,18:45:00.191359,Dine-in,1.0,Completed,1156,0.0,1156.0
975,4405,3587.0,2025-09-26,09:15:00.540148,Takeaway,,Completed,1112,0.0,1112.0
976,2531,,2025-05-13,18:30:00.948776,Dine-in,4.0,Pending,1167,0.0,1167.0
977,1059,1445.0,2025-04-28,23:15:00.809665,Takeaway,,Pending,130,0.0,130.0
978,3980,2479.0,2025-09-20,12:30:00.572095,Dine-in,8.0,Completed,672,0.0,672.0
979,2309,2773.0,2025-08-15,22:45:00.692361,Takeaway,,Completed,135,0.0,135.0
980,4216,,2025-11-10,12:45:00.574718,Takeaway,,Pending,916,0.0,916.0
981,3492,3910.0,2026-02-27,18:45:00.515092,Dine-in,4.0,Completed,1046,0.0,1046.0
982,587,2415.0,2025-08-22,10:45:00.519166,Takeaway,,Pending,735,0.0,735.0
983,1989,72.0,2026-03-10,21:15:00.106727,Takeaway,,Completed,854,0.0,854.0
984,4286,864.0,2026-01-21,11:00:00.068328,Dine-in,16.0,Completed,631,0.0,631.0
985,1735,77.0,2025-11-13,16:45:00.053284,Takeaway,,Completed,229,0.0,229.0
986,3912,,2025-10-03,22:30:00.345269,Dine-in,4.0,Completed,925,0.0,925.0
987,1129,4403.0,2025-07-25,15:15:00.583722,Dine-in,1.0,Completed,581,0.0,581.0
988,4575,3452.0,2025-09-12,22:30:00.518429,Dine-in,13.0,Cancelled,430,85.16,344.84
989,1158,2305.0,2026-02-02,22:15:00.259415,Dine-in,5.0,Completed,1017,0.0,1017.0
990,3523,,2025-08-11,09:45:00.669619,Takeaway,,Completed,766,0.0,766.0
991,2501,,2025-11-17,15:45:00.278352,Takeaway,,Completed,378,0.0,378.0
992,3510,3278.0,2025-07-04,15:15:00.031448,Dine-in,3.0,Completed,526,102.48,423.52
993,4700,,2025-06-14,14:30:00.879499,Takeaway,,Pending,222,26.09,195.91
994,4613,443.0,2025-09-16,21:00:00.699207,Takeaway,,Completed,249,0.0,249.0
995,1416,,2025-12-09,17:30:00.292644,Dine-in,8.0,Completed,200,0.0,200.0
996,4469,2466.0,2025-08-12,09:45:00.469966,Takeaway,,Completed,1020,0.0,1020.0
997,2359,4425.0,2025-08-15,12:00:00.576080,Takeaway,,Completed,1067,167.26,899.74
998,3481,2553.0,2025-10-04,13:00:00.428953,Takeaway,,Pending,891,0.0,891.0
999,767,2606.0,2025-04-18,21:00:00.968676,Dine-in,9.0,Completed,1197,0.0,1197.0
1000,4548,772.0,2025-07-28,11:30:00.752290,Dine-in,19.0,Completed,1141,0.0,1141.0
1001,3676,2374.0,2025-11-18,09:15:00.656079,Takeaway,,Completed,835,0.0,835.0
1002,3185,976.0,2025-05-12,15:15:00.639952,Takeaway,,Completed,544,0.0,544.0
1003,55,2938.0,2025-11-26,09:30:00.989518,Takeaway,,Completed,233,20.05,212.95
1004,3200,,2025-05-30,14:30:00.225423,Takeaway,,Completed,504,0.0,504.0
1005,2335,,2026-03-17,16:30:00.008731,Takeaway,,Completed,835,0.0,835.0
1006,3897,,2025-12-11,13:15:00.242006,Dine-in,15.0,Cancelled,876,0.0,876.0
1007,4110,206.0,2025-09-28,11:00:00.166117,Takeaway,,Completed,700,35.12,664.88
1008,3240,3779.0,2025-07-07,14:30:00.784111,Takeaway,,Completed,770,0.0,770.0
1009,919,,2025-12-28,23:00:00.455904,Takeaway,,Completed,660,55.1,604.9
1010,4159,2641.0,2025-09-19,13:30:00.084378,Takeaway,,Completed,986,0.0,986.0
1011,2464,,2025-08-06,22:15:00.817310,Takeaway,,Completed,805,0.0,805.0
1012,4720,449.0,2026-03-12,10:00:00.141366,Takeaway,,Completed,566,51.02,514.98
1013,4692,473.0,2025-11-15,18:45:00.317082,Dine-in,10.0,Completed,399,0.0,399.0
1014,4689,,2026-01-21,10:00:00.424161,Takeaway,,Completed,353,36.22,316.78
1015,4884,2631.0,2026-01-20,21:30:00.507141,Takeaway,,Completed,357,0.0,357.0
1016,2680,,2025-06-19,19:00:00.633397,Takeaway,,Cancelled,737,60.79,676.21
1017,933,,2025-05-11,19:15:00.737844,Takeaway,,Completed,611,0.0,611.0
1018,4589,3637.0,2025-05-05,21:30:00.852304,Dine-in,17.0,Completed,931,0.0,931.0
1019,4503,4077.0,2025-11-25,12:00:00.102049,Dine-in,9.0,Completed,945,102.47,842.53
1020,26,,2025-04-04,18:15:00.267974,Dine-in,9.0,Pending,170,18.25,151.75
1021,1073,41.0,2025-10-01,21:45:00.545221,Dine-in,18.0,Completed,474,0.0,474.0
1022,3256,707.0,2026-03-13,17:45:00.085870,Dine-in,2.0,Cancelled,566,0.0,566.0
1023,790,2646.0,2025-05-15,18:15:00.800504,Takeaway,,Completed,1174,134.13,1039.87
1024,4889,1489.0,2025-07-01,23:15:00.579008,Takeaway,,Completed,513,0.0,513.0
1025,4591,4692.0,2025-11-24,18:30:00.454412,Takeaway,,Completed,762,0.0,762.0
1026,3582,2805.0,2026-02-06,09:00:00.374114,Takeaway,,Completed,939,0.0,939.0
1027,487,,2025-11-13,09:45:00.941345,Takeaway,,Completed,567,85.7,481.3
1028,290,4633.0,2025-07-23,10:30:00.887915,Takeaway,,Completed,1037,0.0,1037.0
1029,4228,1356.0,2025-04-30,20:15:00.993550,Dine-in,13.0,Completed,797,0.0,797.0
1030,4397,,2025-11-15,19:00:00.331068,Takeaway,,Pending,875,0.0,875.0
1031,954,,2025-11-18,14:00:00.066904,Dine-in,15.0,Pending,458,70.56,387.44
1032,3583,3438.0,2026-01-10,14:45:00.015324,Takeaway,,Completed,1062,0.0,1062.0
1033,4150,4242.0,2025-09-17,20:45:00.834124,Takeaway,,Completed,743,0.0,743.0
1034,3729,666.0,2026-02-22,21:15:00.539200,Dine-in,3.0,Completed,676,0.0,676.0
1035,4803,1681.0,2025-09-01,18:00:00.024228,Dine-in,9.0,Completed,882,0.0,882.0
1036,4219,3871.0,2025-05-08,14:00:00.853489,Dine-in,13.0,Completed,290,0.0,290.0
1037,163,,2025-11-28,20:30:00.365941,Takeaway,,Completed,846,65.3,780.7
1038,606,3369.0,2025-11-02,10:00:00.687897,Dine-in,19.0,Completed,374,50.56,323.44
1039,1085,4575.0,2026-03-23,11:00:00.473052,Dine-in,13.0,Completed,212,41.87,170.13
1040,4798,731.0,2025-04-08,21:15:00.338616,Takeaway,,Completed,1087,0.0,1087.0
1041,2787,2051.0,2025-11-19,13:30:00.512610,Takeaway,,Completed,666,0.0,666.0
1042,2333,4878.0,2026-02-11,13:00:00.406754,Takeaway,,Completed,400,0.0,400.0
1043,1334,,2025-05-08,16:30:00.580473,Takeaway,,Cancelled,984,0.0,984.0
1044,2673,3323.0,2025-08-04,15:15:00.536141,Dine-in,2.0,Pending,868,0.0,868.0
1045,4402,1727.0,2026-03-24,20:30:00.431780,Takeaway,,Completed,660,105.03,554.97
1046,3744,,2025-07-11,22:45:00.659867,Dine-in,15.0,Completed,602,0.0,602.0
1047,1865,487.0,2025-07-31,11:00:00.307253,Dine-in,20.0,Completed,924,0.0,924.0
1048,1122,1083.0,2025-11-29,15:15:00.522526,Takeaway,,Cancelled,415,23.29,391.71
1049,4863,,2026-01-20,14:45:00.818739,Dine-in,15.0,Pending,849,0.0,849.0
1050,4597,4411.0,2025-06-24,22:15:00.976131,Takeaway,,Completed,1056,127.54,928.46
1051,2160,2405.0,2025-07-10,21:30:00.447606,Dine-in,20.0,Completed,516,0.0,516.0
1052,4697,,2025-10-22,12:15:00.101466,Dine-in,16.0,Completed,341,0.0,341.0
1053,4304,,2026-03-01,19:00:00.158198,Dine-in,6.0,Completed,909,0.0,909.0
1054,2768,652.0,2025-11-26,20:15:00.955966,Takeaway,,Pending,333,0.0,333.0
1055,3010,,2026-01-07,10:15:00.858426,Dine-in,13.0,Completed,593,116.08,476.92
