Ride_ID,Booking_ID,Customer_ID,Driver_ID,Vehicle_ID,Pickup_Location,Drop_Location,Pickup_Latitude,Pickup_Longitude,Drop_Latitude,Drop_Longitude,Ride_Distance_km,Estimated_Duration_min,Actual_Duration_min,Ride_Status,Cancellation_Reason,Booking_Time,Pickup_Time,Drop_Time
1361,4154,1660,576,196,"Udhna, Surat","Udhna, Surat",21.121112,72.792677,21.131499,72.840628,3.23,9,9,Completed,,2025-12-21 15:27:31.021819,2025-12-21 15:41:31.021819,2025-12-21 15:50:31.021819
1362,583,2630,550,628,"Navrangpura, Ahmedabad","Satellite, Ahmedabad",21.152777,72.896184,21.148529,72.897804,13.01,46,43,Completed,,2026-03-27 04:46:16.662542,2026-03-27 04:55:16.662542,2026-03-27 05:38:16.662542
1363,207,1945,802,545,"BTM Layout, Bangalore","Dwarka, Delhi",21.21258,72.872951,21.164397,72.764725,15.24,52,51,Cancelled,Long waiting time,2026-03-07 20:48:07.043900,2026-03-07 21:01:07.043900,
1364,4942,4391,982,134,"Bandra, Mumbai","Kothrud, Pune",21.215993,72.826749,21.236798,72.823444,13.02,47,42,Completed,,2026-03-29 19:42:19.083309,2026-03-29 19:44:19.083309,2026-03-29 20:26:19.083309
1365,864,2538,197,289,"Connaught Place, Delhi","Kothrud, Pune",21.212543,72.800521,21.134504,72.848742,18.0,42,52,Completed,,2026-03-23 20:09:59.320343,2026-03-23 20:16:59.320343,2026-03-23 21:08:59.320343
1366,3903,4750,187,475,"Navrangpura, Ahmedabad","Andheri, Mumbai",21.150235,72.750456,21.201843,72.756824,9.87,37,43,Completed,,2026-03-08 08:30:58.890805,2026-03-08 08:45:58.890805,2026-03-08 09:28:58.890805
1367,4507,3536,962,285,"Kothrud, Pune","Wakad, Pune",21.158346,72.836143,21.116576,72.848473,11.69,40,37,Completed,,2025-12-20 05:12:17.964161,2025-12-20 05:16:17.964161,2025-12-20 05:53:17.964161
1368,2035,421,621,702,"Indiranagar, Bangalore","Katargam, Surat",21.171521,72.820665,21.105081,72.765264,11.31,26,26,Completed,,2026-02-10 23:29:22.449373,2026-02-10 23:31:22.449373,2026-02-10 23:57:22.449373
1369,577,1598,267,128,"Wakad, Pune","Viman Nagar, Pune",21.192189,72.899126,21.219536,72.753886,9.35,33,33,Completed,,2026-01-18 02:08:55.346596,2026-01-18 02:18:55.346596,2026-01-18 02:51:55.346596
1370,2141,2617,102,696,"Satellite, Ahmedabad","Indiranagar, Bangalore",21.15985,72.899722,21.236407,72.836904,4.75,11,8,Completed,,2026-01-14 04:38:29.359723,2026-01-14 04:43:29.359723,2026-01-14 04:51:29.359723
1371,1570,2163,525,231,"Dadar, Mumbai","Connaught Place, Delhi",21.220147,72.830042,21.236833,72.857667,13.45,39,47,Completed,,2026-02-24 08:40:14.889088,2026-02-24 08:46:14.889088,2026-02-24 09:33:14.889088
1372,56,4423,753,450,"Dwarka, Delhi","Powai, Mumbai",21.152308,72.893576,21.134339,72.787529,10.33,36,46,Completed,,2025-10-09 17:07:14.188079,2025-10-09 17:18:14.188079,2025-10-09 18:04:14.188079
1373,4262,1908,99,399,"Vesu, Surat","Rohini, Delhi",21.144431,72.81196,21.235678,72.860891,16.8,58,64,Completed,,2025-12-19 02:43:07.890760,2025-12-19 02:49:07.890760,2025-12-19 03:53:07.890760
1374,749,1646,657,240,"Maninagar, Ahmedabad","Udhna, Surat",21.190699,72.881358,21.195231,72.824352,7.32,18,26,Cancelled,Customer cancelled,2026-01-30 11:37:02.850437,2026-01-30 11:48:02.850437,
1375,1069,2502,909,111,"Adajan, Surat","Navrangpura, Ahmedabad",21.198628,72.833496,21.160763,72.769134,12.34,40,40,Completed,,2026-02-22 23:09:24.963825,2026-02-22 23:23:24.963825,2026-02-23 00:03:24.963825
1376,2219,1982,719,705,"Satellite, Ahmedabad","Andheri, Mumbai",21.230604,72.837965,21.142535,72.83805,15.14,35,37,Completed,,2026-01-12 14:33:31.055057,2026-01-12 14:47:31.055057,2026-01-12 15:24:31.055057
1377,4360,680,602,451,"Andheri, Mumbai","Saket, Delhi",21.189452,72.780185,21.234812,72.789789,16.09,48,54,Completed,,2025-10-12 18:42:59.181885,2025-10-12 18:53:59.181885,2025-10-12 19:47:59.181885
1378,862,1623,42,799,"Dadar, Mumbai","Adajan, Surat",21.236662,72.812952,21.145717,72.855898,10.63,42,42,Completed,,2026-01-10 21:25:22.815754,2026-01-10 21:33:22.815754,2026-01-10 22:15:22.815754
1379,151,1899,975,547,"Andheri, Mumbai","Wakad, Pune",21.171932,72.823661,21.180261,72.870183,15.03,53,52,Completed,,2025-10-15 15:42:27.064714,2025-10-15 15:54:27.064714,2025-10-15 16:46:27.064714
1380,1645,2202,568,465,"Bandra, Mumbai","Vesu, Surat",21.12813,72.800976,21.199286,72.783548,11.96,33,42,Completed,,2025-12-03 01:23:05.947157,2025-12-03 01:33:05.947157,2025-12-03 02:15:05.947157
1381,2751,3783,861,416,"Electronic City, Bangalore","Kothrud, Pune",21.201482,72.876176,21.211816,72.865879,19.79,58,62,Completed,,2025-10-08 22:53:40.850894,2025-10-08 22:57:40.850894,2025-10-08 23:59:40.850894
1382,1679,2507,267,51,"Whitefield, Bangalore","Karol Bagh, Delhi",21.214607,72.759443,21.210472,72.820074,18.8,40,36,Cancelled,Driver not available,2025-12-20 05:23:38.992887,2025-12-20 05:28:38.992887,
1383,4568,1155,501,553,"Wakad, Pune","Wakad, Pune",21.177536,72.844298,21.196285,72.873804,14.55,50,50,No-Show,Payment issue,2025-11-25 18:06:36.606467,2025-11-25 18:12:36.606467,
1384,153,3880,436,655,"Saket, Delhi","Powai, Mumbai",21.214579,72.865749,21.183462,72.87792,15.51,34,32,Completed,,2025-12-07 20:39:54.023322,2025-12-07 20:43:54.023322,2025-12-07 21:15:54.023322
1385,338,1085,760,493,"Borivali, Mumbai","Whitefield, Bangalore",21.22924,72.762763,21.221929,72.803392,15.0,47,53,Cancelled,Payment issue,2026-03-27 11:05:35.127279,2026-03-27 11:17:35.127279,
1386,1174,741,230,502,"Borivali, Mumbai","Connaught Place, Delhi",21.234469,72.775847,21.1868,72.772539,7.78,20,28,Completed,,2025-11-23 12:26:49.085539,2025-11-23 12:28:49.085539,2025-11-23 12:56:49.085539
1387,2805,1742,609,782,"Indiranagar, Bangalore","Connaught Place, Delhi",21.22963,72.865421,21.198116,72.772313,2.49,9,7,Completed,,2025-11-23 06:29:04.950429,2025-11-23 06:32:04.950429,2025-11-23 06:39:04.950429
1388,3619,2535,698,206,"Electronic City, Bangalore","Wakad, Pune",21.223168,72.788656,21.172854,72.843536,10.29,27,36,Completed,,2026-03-27 03:48:11.895877,2026-03-27 04:03:11.895877,2026-03-27 04:39:11.895877
1389,3744,1776,702,495,"Karol Bagh, Delhi","Hinjewadi, Pune",21.147948,72.863444,21.245304,72.845119,4.39,11,16,Cancelled,Driver cancelled,2026-03-28 10:58:15.884899,2026-03-28 11:10:15.884899,
1390,3111,687,558,46,"Hinjewadi, Pune","Katargam, Surat",21.2134,72.786155,21.14262,72.863838,2.77,10,16,Completed,,2026-02-18 17:27:43.684355,2026-02-18 17:39:43.684355,2026-02-18 17:55:43.684355
1391,2877,2095,127,654,"Karol Bagh, Delhi","Bandra, Mumbai",21.122719,72.767138,21.161846,72.888664,5.82,14,11,Cancelled,Payment issue,2025-12-08 16:27:43.721249,2025-12-08 16:38:43.721249,
1392,2848,2061,224,515,"Viman Nagar, Pune","Udhna, Surat",21.150783,72.751478,21.168446,72.783137,12.27,30,29,Completed,,2026-01-02 12:16:29.522378,2026-01-02 12:31:29.522378,2026-01-02 13:00:29.522378
1393,2241,3862,225,77,"Wakad, Pune","Vesu, Surat",21.15738,72.863527,21.171824,72.809946,9.23,34,41,Completed,,2026-03-27 20:42:57.324287,2026-03-27 20:53:57.324287,2026-03-27 21:34:57.324287
1394,1179,4745,713,647,"Maninagar, Ahmedabad","Dadar, Mumbai",21.128494,72.824729,21.119045,72.835217,1.97,3,5,Completed,,2026-02-18 03:48:31.369906,2026-02-18 04:03:31.369906,2026-02-18 04:08:31.369906
1395,2402,1197,294,257,"Indiranagar, Bangalore","Saket, Delhi",21.131779,72.821085,21.213987,72.799475,10.63,42,44,Completed,,2025-12-21 17:49:59.015965,2025-12-21 17:56:59.015965,2025-12-21 18:40:59.015965
1396,78,1018,50,265,"Kothrud, Pune","Karol Bagh, Delhi",21.20945,72.825905,21.184594,72.758903,10.74,42,50,Completed,,2026-01-07 09:06:35.718287,2026-01-07 09:14:35.718287,2026-01-07 10:04:35.718287
1397,156,978,194,397,"Adajan, Surat","Indiranagar, Bangalore",21.132203,72.854429,21.23014,72.846725,3.02,7,3,Completed,,2026-02-08 15:50:50.470240,2026-02-08 16:04:50.470240,2026-02-08 16:07:50.470240
1398,1428,2196,110,210,"Satellite, Ahmedabad","Rohini, Delhi",21.150652,72.843084,21.185805,72.78253,10.29,28,34,Completed,,2026-02-06 06:44:07.078886,2026-02-06 06:57:07.078886,2026-02-06 07:31:07.078886
1399,149,1627,113,359,"Udhna, Surat","Wakad, Pune",21.217928,72.821802,21.148321,72.802543,10.04,27,26,Completed,,2026-01-27 09:57:37.841151,2026-01-27 10:08:37.841151,2026-01-27 10:34:37.841151
1400,3264,3978,198,697,"Rohini, Delhi","Andheri, Mumbai",21.105229,72.878726,21.14167,72.762135,13.44,40,47,No-Show,Driver cancelled,2025-10-25 14:27:08.929052,2025-10-25 14:38:08.929052,
1401,854,826,304,399,"Hinjewadi, Pune","Vesu, Surat",21.109591,72.889741,21.132363,72.862892,1.66,5,9,No-Show,Long waiting time,2026-03-10 15:10:46.023060,2026-03-10 15:16:46.023060,
1402,532,1917,744,672,"Karol Bagh, Delhi","Karol Bagh, Delhi",21.204834,72.785084,21.218745,72.783036,11.15,34,43,Completed,,2025-10-30 10:42:24.907295,2025-10-30 10:48:24.907295,2025-10-30 11:31:24.907295
1403,657,4183,719,604,"Udhna, Surat","Maninagar, Ahmedabad",21.21879,72.798379,21.160936,72.823738,9.22,23,28,Completed,,2025-12-14 18:33:19.025402,2025-12-14 18:43:19.025402,2025-12-14 19:11:19.025402
1404,511,3040,494,616,"Katargam, Surat","Bopal, Ahmedabad",21.244475,72.830902,21.221513,72.803555,8.35,20,21,Completed,,2025-12-12 18:00:03.645557,2025-12-12 18:07:03.645557,2025-12-12 18:28:03.645557
1405,2440,3582,859,382,"Satellite, Ahmedabad","Connaught Place, Delhi",21.146102,72.830428,21.18417,72.827479,5.11,18,14,Completed,,2026-01-14 08:46:54.325717,2026-01-14 09:00:54.325717,2026-01-14 09:14:54.325717
1406,582,2167,137,109,"Karol Bagh, Delhi","Wakad, Pune",21.185603,72.779388,21.205414,72.872106,8.07,28,36,Cancelled,Driver not available,2025-11-25 10:26:28.115214,2025-11-25 10:34:28.115214,
1407,4364,1016,591,708,"Whitefield, Bangalore","Bopal, Ahmedabad",21.222925,72.87759,21.127775,72.840526,4.22,11,10,Completed,,2025-12-13 05:46:44.171795,2025-12-13 05:53:44.171795,2025-12-13 06:03:44.171795
1408,4584,1250,811,750,"Dwarka, Delhi","Satellite, Ahmedabad",21.237866,72.823445,21.222198,72.841432,3.03,6,7,Cancelled,Customer cancelled,2025-12-02 20:58:06.238084,2025-12-02 21:10:06.238084,
1409,4486,854,747,105,"Katargam, Surat","Borivali, Mumbai",21.207357,72.797087,21.207677,72.880794,5.85,17,25,Completed,,2026-02-17 20:06:11.733252,2026-02-17 20:12:11.733252,2026-02-17 20:37:11.733252
1410,1354,3443,588,456,"Karol Bagh, Delhi","Hinjewadi, Pune",21.13794,72.792513,21.196622,72.87148,7.77,20,22,Completed,,2026-02-20 04:10:35.795979,2026-02-20 04:12:35.795979,2026-02-20 04:34:35.795979
1411,2338,800,444,750,"Kothrud, Pune","Udhna, Surat",21.198164,72.866555,21.179751,72.852945,9.62,35,42,Completed,,2025-10-14 11:30:13.521792,2025-10-14 11:36:13.521792,2025-10-14 12:18:13.521792
1412,3149,634,231,242,"Navrangpura, Ahmedabad","Electronic City, Bangalore",21.131564,72.887401,21.154787,72.777173,15.54,33,40,Completed,,2026-03-04 00:47:34.632933,2026-03-04 00:58:34.632933,2026-03-04 01:38:34.632933
1413,4711,4941,68,33,"Maninagar, Ahmedabad","BTM Layout, Bangalore",21.20726,72.811509,21.173087,72.835151,2.72,6,13,Completed,,2026-01-20 04:34:01.370259,2026-01-20 04:40:01.370259,2026-01-20 04:53:01.370259
1414,4691,1390,916,493,"Indiranagar, Bangalore","Kothrud, Pune",21.135511,72.863608,21.209996,72.882635,18.79,47,50,No-Show,Driver not available,2026-02-06 04:11:56.035605,2026-02-06 04:25:56.035605,
1415,1273,4060,113,13,"Saket, Delhi","Electronic City, Bangalore",21.229006,72.772659,21.218682,72.756693,14.65,38,36,Completed,,2026-03-25 17:53:15.273508,2026-03-25 17:57:15.273508,2026-03-25 18:33:15.273508
1416,1341,4173,340,70,"Satellite, Ahmedabad","Wakad, Pune",21.129975,72.8562,21.132727,72.885522,18.49,70,80,Completed,,2025-10-17 22:50:36.616379,2025-10-17 23:04:36.616379,2025-10-18 00:24:36.616379
1417,2478,1476,103,214,"Kothrud, Pune","Viman Nagar, Pune",21.124973,72.817314,21.231478,72.793628,2.13,7,3,Completed,,2025-12-05 12:03:32.787000,2025-12-05 12:06:32.787000,2025-12-05 12:09:32.787000
1418,1986,4019,12,456,"Satellite, Ahmedabad","Bopal, Ahmedabad",21.150595,72.843395,21.119258,72.849231,2.11,7,17,Completed,,2026-01-06 18:25:17.017931,2026-01-06 18:32:17.017931,2026-01-06 18:49:17.017931
1419,4349,4575,517,736,"Wakad, Pune","Bandra, Mumbai",21.163813,72.813772,21.189569,72.841916,7.55,19,23,Cancelled,Customer cancelled,2025-10-18 22:07:28.653965,2025-10-18 22:21:28.653965,
1420,1136,1049,452,703,"Maninagar, Ahmedabad","Hinjewadi, Pune",21.171614,72.857617,21.136117,72.780808,17.92,63,68,Completed,,2025-12-18 02:50:16.453928,2025-12-18 02:55:16.453928,2025-12-18 04:03:16.453928
1421,678,4554,320,597,"Kothrud, Pune","Wakad, Pune",21.199623,72.882888,21.196079,72.811211,16.35,61,61,Completed,,2025-12-15 04:38:51.229508,2025-12-15 04:51:51.229508,2025-12-15 05:52:51.229508
1422,282,379,478,239,"Viman Nagar, Pune","Udhna, Surat",21.12654,72.854211,21.22217,72.760675,11.49,38,37,No-Show,Customer cancelled,2026-03-23 03:07:29.891824,2026-03-23 03:11:29.891824,
1423,1833,1324,139,792,"Vesu, Surat","Indiranagar, Bangalore",21.215167,72.805642,21.233663,72.8708,12.22,39,41,Completed,,2026-03-30 02:56:05.962447,2026-03-30 03:05:05.962447,2026-03-30 03:46:05.962447
1424,1838,3568,207,138,"Katargam, Surat","Bandra, Mumbai",21.102399,72.763481,21.126078,72.808409,2.38,7,10,Completed,,2025-12-24 10:09:49.833313,2025-12-24 10:15:49.833313,2025-12-24 10:25:49.833313
1425,601,1718,909,745,"Powai, Mumbai","Connaught Place, Delhi",21.19992,72.802115,21.226879,72.872137,13.59,44,43,Completed,,2025-12-02 15:43:45.806682,2025-12-02 15:49:45.806682,2025-12-02 16:32:45.806682
1426,779,1424,214,252,"Powai, Mumbai","Vesu, Surat",21.163539,72.782226,21.184307,72.864256,5.84,19,17,Completed,,2026-03-13 02:29:24.651330,2026-03-13 02:35:24.651330,2026-03-13 02:52:24.651330
1427,2502,2382,678,239,"Rohini, Delhi","Hinjewadi, Pune",21.162738,72.767591,21.1768,72.866956,17.49,65,69,Completed,,2025-10-17 13:24:52.505940,2025-10-17 13:32:52.505940,2025-10-17 14:41:52.505940
1428,1716,1019,620,261,"Udhna, Surat","Wakad, Pune",21.126167,72.80251,21.161445,72.877596,14.07,54,58,Completed,,2026-03-01 04:37:00.959050,2026-03-01 04:43:00.959050,2026-03-01 05:41:00.959050
1429,2520,979,268,625,"Rohini, Delhi","Andheri, Mumbai",21.127217,72.763977,21.164336,72.789243,4.62,14,14,Completed,,2026-02-22 02:21:46.099413,2026-02-22 02:36:46.099413,2026-02-22 02:50:46.099413
1430,1204,4295,686,581,"Bopal, Ahmedabad","Dadar, Mumbai",21.157231,72.821085,21.169979,72.762243,17.06,55,54,Completed,,2026-02-28 12:12:20.790936,2026-02-28 12:21:20.790936,2026-02-28 13:15:20.790936
1431,92,1927,542,164,"Vesu, Surat","Borivali, Mumbai",21.246414,72.795264,21.132725,72.786635,19.41,53,51,Cancelled,Driver not available,2025-10-30 18:37:27.212676,2025-10-30 18:44:27.212676,
1432,2573,2647,454,167,"Connaught Place, Delhi","Dwarka, Delhi",21.236549,72.771773,21.175715,72.800794,3.11,7,4,Completed,,2025-11-13 12:41:06.111602,2025-11-13 12:52:06.111602,2025-11-13 12:56:06.111602
1433,4175,4836,999,67,"Katargam, Surat","Connaught Place, Delhi",21.17556,72.758784,21.218406,72.863077,10.71,28,30,Completed,,2026-03-05 00:30:45.572679,2026-03-05 00:39:45.572679,2026-03-05 01:09:45.572679
1434,4868,4423,20,163,"Viman Nagar, Pune","Bopal, Ahmedabad",21.125584,72.848906,21.200827,72.870907,14.72,45,45,No-Show,Driver not available,2025-12-28 22:12:44.271386,2025-12-28 22:15:44.271386,
1435,1540,4792,446,331,"Udhna, Surat","Hinjewadi, Pune",21.220434,72.774127,21.236725,72.799058,11.84,36,46,Cancelled,Payment issue,2026-03-16 10:47:09.551015,2026-03-16 11:02:09.551015,
1436,1802,938,247,545,"Wakad, Pune","Karol Bagh, Delhi",21.239947,72.799839,21.239358,72.897291,9.48,19,14,Completed,,2025-10-06 01:47:43.604704,2025-10-06 01:59:43.604704,2025-10-06 02:13:43.604704
1437,1511,691,627,414,"BTM Layout, Bangalore","Katargam, Surat",21.164065,72.852752,21.156917,72.819845,9.85,38,44,Completed,,2025-12-16 23:56:51.398580,2025-12-17 00:10:51.398580,2025-12-17 00:54:51.398580
1438,4393,1477,925,762,"Adajan, Surat","Navrangpura, Ahmedabad",21.103143,72.895695,21.219046,72.752123,18.43,52,62,Completed,,2026-01-02 01:51:35.028689,2026-01-02 01:54:35.028689,2026-01-02 02:56:35.028689
1439,1196,3263,712,399,"Dadar, Mumbai","Satellite, Ahmedabad",21.218812,72.838235,21.129662,72.772484,19.64,69,68,Cancelled,Driver cancelled,2026-03-22 22:12:19.286244,2026-03-22 22:24:19.286244,
1440,3561,1730,381,630,"Indiranagar, Bangalore","Andheri, Mumbai",21.117972,72.791086,21.172405,72.777042,8.31,31,41,Completed,,2026-01-03 16:57:46.677968,2026-01-03 17:00:46.677968,2026-01-03 17:41:46.677968
1441,715,4411,947,181,"Connaught Place, Delhi","Andheri, Mumbai",21.127858,72.751965,21.226797,72.79555,2.58,8,18,Completed,,2025-10-07 19:13:02.525707,2025-10-07 19:18:02.525707,2025-10-07 19:36:02.525707
1442,1927,3921,958,367,"Wakad, Pune","BTM Layout, Bangalore",21.230315,72.829664,21.168799,72.873558,6.23,17,12,Cancelled,Payment issue,2026-03-01 10:47:58.766588,2026-03-01 10:50:58.766588,
1443,4784,1431,347,102,"Andheri, Mumbai","Indiranagar, Bangalore",21.161516,72.889009,21.117373,72.895566,13.19,43,43,Completed,,2025-12-03 05:57:23.274199,2025-12-03 06:02:23.274199,2025-12-03 06:45:23.274199
1444,1853,4898,603,581,"Vesu, Surat","Rohini, Delhi",21.100176,72.798088,21.244602,72.752789,10.91,30,25,Completed,,2026-01-17 04:07:51.885827,2026-01-17 04:10:51.885827,2026-01-17 04:35:51.885827
1445,3418,1439,947,248,"Navrangpura, Ahmedabad","Hinjewadi, Pune",21.205827,72.858108,21.190028,72.878942,19.05,48,58,Completed,,2025-10-05 19:10:40.292205,2025-10-05 19:12:40.292205,2025-10-05 20:10:40.292205
1446,3077,601,299,25,"Dwarka, Delhi","Navrangpura, Ahmedabad",21.150775,72.754429,21.115731,72.857865,17.14,53,59,Completed,,2026-03-29 05:11:53.439551,2026-03-29 05:19:53.439551,2026-03-29 06:18:53.439551
1447,3645,1330,200,460,"Udhna, Surat","Vesu, Surat",21.163348,72.770839,21.24218,72.866539,5.38,14,10,Completed,,2026-02-23 10:11:18.992086,2026-02-23 10:15:18.992086,2026-02-23 10:25:18.992086
1448,3803,4487,660,330,"Kothrud, Pune","Hinjewadi, Pune",21.240827,72.875065,21.21565,72.79782,2.83,5,14,Completed,,2025-11-24 17:02:07.576299,2025-11-24 17:08:07.576299,2025-11-24 17:22:07.576299
1449,2661,4675,888,429,"Connaught Place, Delhi","BTM Layout, Bangalore",21.133296,72.831465,21.141005,72.857531,16.42,38,47,Completed,,2025-11-07 21:51:05.353376,2025-11-07 21:58:05.353376,2025-11-07 22:45:05.353376
1450,3863,3091,921,92,"Connaught Place, Delhi","Borivali, Mumbai",21.184349,72.842195,21.134083,72.768768,2.37,7,15,Completed,,2026-01-01 06:23:41.266755,2026-01-01 06:38:41.266755,2026-01-01 06:53:41.266755
1451,195,202,177,632,"Satellite, Ahmedabad","Vesu, Surat",21.241758,72.8896,21.204411,72.85042,11.25,39,34,Completed,,2026-03-07 12:53:11.524449,2026-03-07 13:02:11.524449,2026-03-07 13:36:11.524449
1452,3719,474,54,482,"Vesu, Surat","Udhna, Surat",21.244372,72.756078,21.216674,72.764646,15.31,43,45,Completed,,2026-03-31 02:09:49.102472,2026-03-31 02:13:49.102472,2026-03-31 02:58:49.102472
1453,1607,251,380,158,"Karol Bagh, Delhi","BTM Layout, Bangalore",21.136227,72.753355,21.133668,72.817631,13.7,45,50,Completed,,2026-01-28 10:05:29.308509,2026-01-28 10:12:29.308509,2026-01-28 11:02:29.308509
1454,3613,1102,328,575,"Karol Bagh, Delhi","Navrangpura, Ahmedabad",21.231759,72.8716,21.235299,72.791855,16.21,41,39,Completed,,2025-12-07 16:22:34.964139,2025-12-07 16:25:34.964139,2025-12-07 17:04:34.964139
1455,550,3103,337,701,"Udhna, Surat","Maninagar, Ahmedabad",21.24039,72.828594,21.115632,72.806979,8.73,24,30,Completed,,2025-11-07 20:18:44.929140,2025-11-07 20:25:44.929140,2025-11-07 20:55:44.929140
1456,129,3233,763,729,"Satellite, Ahmedabad","Connaught Place, Delhi",21.111991,72.885982,21.13418,72.761043,4.1,9,10,Completed,,2025-11-10 18:57:40.430144,2025-11-10 19:03:40.430144,2025-11-10 19:13:40.430144
1457,4264,1764,840,756,"Borivali, Mumbai","Dadar, Mumbai",21.223916,72.781878,21.137906,72.841528,19.47,39,39,Cancelled,Driver not available,2026-01-24 23:33:26.558592,2026-01-24 23:38:26.558592,
1458,45,4908,851,345,"Satellite, Ahmedabad","Rohini, Delhi",21.222937,72.812764,21.169028,72.887056,2.53,9,4,Completed,,2025-10-18 22:21:15.739289,2025-10-18 22:35:15.739289,2025-10-18 22:39:15.739289
1459,3157,4620,912,772,"Electronic City, Bangalore","Udhna, Surat",21.240251,72.879402,21.222854,72.788955,15.77,34,39,Completed,,2026-03-13 00:00:11.574585,2026-03-13 00:08:11.574585,2026-03-13 00:47:11.574585
1460,892,4506,345,692,"Connaught Place, Delhi","Hinjewadi, Pune",21.113736,72.894633,21.117427,72.821838,2.27,7,9,Completed,,2025-10-17 10:12:31.570918,2025-10-17 10:15:31.570918,2025-10-17 10:24:31.570918
1461,1334,1083,462,253,"Wakad, Pune","Borivali, Mumbai",21.149531,72.826391,21.202181,72.757773,15.54,55,50,No-Show,Payment issue,2026-01-10 15:25:14.895614,2026-01-10 15:31:14.895614,
1462,3984,1145,153,441,"BTM Layout, Bangalore","Maninagar, Ahmedabad",21.242473,72.777207,21.141969,72.779151,10.54,38,47,Cancelled,Long waiting time,2026-01-25 08:20:45.545693,2026-01-25 08:25:45.545693,
1463,1651,2209,927,221,"Rohini, Delhi","Karol Bagh, Delhi",21.112063,72.846092,21.15795,72.762763,14.09,37,33,Cancelled,Driver cancelled,2026-01-30 16:07:27.526019,2026-01-30 16:15:27.526019,
1464,1823,1051,359,157,"Borivali, Mumbai","Navrangpura, Ahmedabad",21.182526,72.777231,21.177896,72.797647,15.09,31,27,Completed,,2026-03-04 10:00:03.059137,2026-03-04 10:03:03.059137,2026-03-04 10:30:03.059137
1465,971,2928,125,381,"Karol Bagh, Delhi","Bopal, Ahmedabad",21.199603,72.888405,21.11585,72.846635,4.01,14,9,Completed,,2026-01-30 20:01:52.395656,2026-01-30 20:08:52.395656,2026-01-30 20:17:52.395656
1466,3811,4288,884,72,"Indiranagar, Bangalore","Karol Bagh, Delhi",21.211662,72.863154,21.14609,72.88051,12.69,26,26,Completed,,2026-01-25 03:20:00.197360,2026-01-25 03:23:00.197360,2026-01-25 03:49:00.197360
1467,3432,2803,44,661,"Katargam, Surat","Indiranagar, Bangalore",21.177687,72.763164,21.136883,72.846572,11.56,46,56,Completed,,2025-12-24 09:08:29.368330,2025-12-24 09:16:29.368330,2025-12-24 10:12:29.368330
1468,3672,4731,326,527,"Dadar, Mumbai","Andheri, Mumbai",21.101442,72.779771,21.196662,72.839033,18.44,49,44,Completed,,2026-02-24 05:39:24.046742,2026-02-24 05:43:24.046742,2026-02-24 06:27:24.046742
1469,2041,4463,217,506,"Indiranagar, Bangalore","Udhna, Surat",21.191126,72.879204,21.17583,72.871602,4.17,9,18,Completed,,2025-10-23 09:17:25.670440,2025-10-23 09:19:25.670440,2025-10-23 09:37:25.670440
1470,4138,366,860,609,"Karol Bagh, Delhi","Borivali, Mumbai",21.237946,72.879619,21.164503,72.854032,17.29,59,57,Completed,,2026-02-13 14:23:06.174839,2026-02-13 14:32:06.174839,2026-02-13 15:29:06.174839
1471,4389,3604,344,450,"Connaught Place, Delhi","Bandra, Mumbai",21.149574,72.81629,21.148919,72.802477,1.63,4,8,Completed,,2026-02-02 19:51:49.343260,2026-02-02 19:54:49.343260,2026-02-02 20:02:49.343260
1472,754,966,889,579,"Navrangpura, Ahmedabad","Adajan, Surat",21.176572,72.826391,21.247997,72.861923,15.63,53,54,No-Show,Customer cancelled,2026-03-31 05:05:22.452076,2026-03-31 05:12:22.452076,
1473,2575,4874,71,49,"Katargam, Surat","Katargam, Surat",21.18629,72.898548,21.246005,72.835056,6.72,24,30,Cancelled,Customer cancelled,2025-10-11 22:56:37.983921,2025-10-11 23:03:37.983921,
1474,2029,4648,415,662,"Borivali, Mumbai","BTM Layout, Bangalore",21.208403,72.791137,21.195364,72.804788,16.04,51,60,Completed,,2026-03-13 12:27:20.351083,2026-03-13 12:42:20.351083,2026-03-13 13:42:20.351083
1475,4410,167,202,136,"Wakad, Pune","Karol Bagh, Delhi",21.100632,72.817118,21.232346,72.895263,19.03,48,57,Cancelled,Driver cancelled,2026-01-14 05:49:43.703516,2026-01-14 05:54:43.703516,
1476,671,2266,607,228,"Saket, Delhi","Dwarka, Delhi",21.141702,72.760834,21.104894,72.795221,13.92,30,26,No-Show,Long waiting time,2026-02-12 02:46:53.568434,2026-02-12 02:50:53.568434,
1477,523,306,228,750,"Navrangpura, Ahmedabad","Karol Bagh, Delhi",21.133596,72.865612,21.228291,72.829166,16.59,42,44,Completed,,2025-10-17 05:12:07.545878,2025-10-17 05:14:07.545878,2025-10-17 05:58:07.545878
1478,3262,4476,23,344,"Dwarka, Delhi","Maninagar, Ahmedabad",21.179011,72.885781,21.143982,72.807588,2.86,8,8,Completed,,2026-02-10 04:42:27.833259,2026-02-10 04:44:27.833259,2026-02-10 04:52:27.833259
1479,4222,4527,82,389,"Bopal, Ahmedabad","Navrangpura, Ahmedabad",21.118777,72.835544,21.164457,72.760544,19.26,66,61,Cancelled,Driver cancelled,2026-02-24 12:30:01.278311,2026-02-24 12:33:01.278311,
