Booking_ID,Customer_ID,Booking_Time,Ride_Type,Pickup_Location,Drop_Location,Estimated_Fare,Estimated_Distance_km,Estimated_Time_min,Booking_Status,Cancellation_Time,Cancellation_By
539,3236,2026-03-09 21:23:05.628068,Scheduled,"Whitefield, Bangalore","Whitefield, Bangalore",70.16,6.91,14,Completed,,
540,1141,2026-03-17 08:16:33.498554,Instant,"Dwarka, Delhi","Navrangpura, Ahmedabad",190.54,18.56,62,Completed,,
541,3131,2025-11-09 05:31:58.170089,Instant,"Kothrud, Pune","Satellite, Ahmedabad",212.63,20.77,74,Completed,,
542,1559,2026-02-21 22:00:19.446175,Instant,"Bandra, Mumbai","Udhna, Surat",229.46,16.91,37,Completed,,
543,3728,2025-10-18 21:53:37.340071,Instant,"Hinjewadi, Pune","Bandra, Mumbai",30.19,2.08,5,Confirmed,,
544,4435,2025-12-28 01:46:37.133053,Scheduled,"Bandra, Mumbai","Navrangpura, Ahmedabad",346.36,25.0,73,Completed,,
545,1412,2026-02-02 13:03:40.817699,Instant,"Satellite, Ahmedabad","Andheri, Mumbai",333.65,19.81,68,Cancelled,2026-02-02 13:07:40.817699,Driver
546,3766,2026-04-01 07:24:40.772122,Instant,"Indiranagar, Bangalore","Udhna, Surat",64.89,6.39,17,Confirmed,,
547,1837,2026-04-02 08:06:27.673549,Scheduled,"Dadar, Mumbai","Kothrud, Pune",224.51,17.67,58,Completed,,
548,4183,2026-02-25 11:49:57.765575,Instant,"Andheri, Mumbai","Hinjewadi, Pune",325.41,23.73,60,Completed,,
549,2164,2026-03-13 02:42:55.271069,Instant,"Udhna, Surat","Dwarka, Delhi",91.43,7.75,20,Completed,,
550,2217,2026-02-05 10:00:50.561268,Instant,"Adajan, Surat","Bandra, Mumbai",180.75,11.11,43,Confirmed,,
551,2129,2025-12-14 10:42:12.276879,Instant,"Whitefield, Bangalore","Navrangpura, Ahmedabad",277.63,14.0,46,Cancelled,2025-12-14 10:46:12.276879,Customer
552,1369,2026-01-08 09:15:25.748608,Instant,"Vesu, Surat","Vesu, Surat",100.0,8.82,23,Cancelled,2026-01-08 09:23:25.748608,Driver
553,2415,2025-11-16 11:29:29.269055,Instant,"Dwarka, Delhi","Bandra, Mumbai",98.5,6.87,23,Completed,,
554,3819,2026-01-13 14:24:10.586291,Instant,"Adajan, Surat","Whitefield, Bangalore",186.73,10.5,31,Completed,,
555,3430,2025-11-19 20:30:01.486687,Instant,"Andheri, Mumbai","Dwarka, Delhi",345.34,19.53,52,Confirmed,,
556,864,2025-11-26 09:18:17.915416,Instant,"Satellite, Ahmedabad","Katargam, Surat",246.61,20.17,62,Completed,,
557,3318,2025-10-10 22:04:47.481125,Instant,"Indiranagar, Bangalore","Dwarka, Delhi",413.05,23.19,84,Confirmed,,
558,2748,2025-11-22 09:08:20.862409,Instant,"Adajan, Surat","Whitefield, Bangalore",116.82,6.94,17,Completed,,
559,2463,2025-11-27 03:50:54.105770,Instant,"Kothrud, Pune","Bandra, Mumbai",239.99,19.21,42,Completed,,
560,3010,2025-11-25 09:48:59.783282,Instant,"Dadar, Mumbai","Adajan, Surat",380.76,19.88,61,Completed,,
561,4016,2025-11-28 02:42:44.453989,Instant,"Bandra, Mumbai","Dwarka, Delhi",323.74,20.46,56,Completed,,
562,2755,2025-12-14 08:10:38.332891,Scheduled,"Dadar, Mumbai","Dadar, Mumbai",141.11,9.61,19,Completed,,
563,4362,2025-10-14 17:28:28.847501,Scheduled,"Vesu, Surat","Dadar, Mumbai",294.09,18.82,72,Completed,,
564,900,2025-12-14 06:00:16.532266,Scheduled,"Dadar, Mumbai","Connaught Place, Delhi",200.84,16.11,47,Completed,,
565,855,2025-12-31 03:00:28.511444,Instant,"Kothrud, Pune","Bandra, Mumbai",36.68,3.44,12,Confirmed,,
566,694,2025-10-07 09:12:29.839758,Instant,"Udhna, Surat","Satellite, Ahmedabad",64.98,3.62,8,Completed,,
567,251,2025-10-26 00:44:10.140645,Scheduled,"Hinjewadi, Pune","Adajan, Surat",268.75,16.62,46,Completed,,
568,282,2026-01-16 19:49:05.674930,Instant,"Kothrud, Pune","Kothrud, Pune",67.47,4.1,13,Cancelled,2026-01-16 19:57:05.674930,Driver
569,161,2026-03-21 03:08:08.183119,Instant,"Kothrud, Pune","Dadar, Mumbai",354.75,21.27,43,Completed,,
570,3603,2025-12-15 13:42:14.921690,Instant,"Katargam, Surat","Whitefield, Bangalore",247.88,12.96,32,Completed,,
571,2735,2025-10-26 01:03:34.388569,Scheduled,"Navrangpura, Ahmedabad","Adajan, Surat",148.32,10.01,22,Completed,,
572,3342,2025-11-22 22:35:35.506356,Scheduled,"Bandra, Mumbai","Katargam, Surat",257.11,24.21,83,Completed,,
573,4666,2025-10-15 17:51:33.449568,Instant,"Navrangpura, Ahmedabad","Kothrud, Pune",157.27,8.93,19,Cancelled,2025-10-15 17:52:33.449568,Customer
574,2819,2025-10-26 05:33:07.170196,Instant,"Kothrud, Pune","Satellite, Ahmedabad",205.32,13.89,35,Completed,,
575,1193,2026-02-28 11:29:37.247909,Scheduled,"Adajan, Surat","Vesu, Surat",341.87,22.57,75,Completed,,
576,2491,2025-11-27 09:27:06.128203,Instant,"Indiranagar, Bangalore","Dwarka, Delhi",104.62,7.5,24,Completed,,
577,1172,2025-12-08 02:38:42.400023,Instant,"Hinjewadi, Pune","Vesu, Surat",190.26,10.12,26,Completed,,
578,4333,2026-02-22 01:00:39.809242,Instant,"Kothrud, Pune","Dadar, Mumbai",286.52,15.44,33,Confirmed,,
579,4855,2026-01-20 15:04:24.331031,Instant,"Katargam, Surat","Andheri, Mumbai",454.51,24.43,82,Cancelled,2026-01-20 15:07:24.331031,System
580,4702,2025-10-18 04:25:45.409836,Instant,"Hinjewadi, Pune","Kothrud, Pune",327.81,21.25,59,Completed,,
581,4019,2025-11-14 21:02:29.787048,Instant,"Dwarka, Delhi","Hinjewadi, Pune",99.48,5.77,16,Confirmed,,
582,3730,2025-10-25 21:51:04.868488,Instant,"Navrangpura, Ahmedabad","Bandra, Mumbai",104.79,5.95,15,Confirmed,,
583,3850,2026-01-07 10:27:51.578810,Instant,"Kothrud, Pune","Connaught Place, Delhi",217.31,12.17,45,Cancelled,2026-01-07 10:33:51.578810,Customer
584,3624,2026-03-19 18:07:26.786001,Scheduled,"Kothrud, Pune","Vesu, Surat",203.38,14.62,35,Confirmed,,
585,2119,2026-01-15 01:36:30.500236,Instant,"Andheri, Mumbai","Dadar, Mumbai",210.98,14.27,51,Confirmed,,
586,4276,2025-12-20 08:38:43.081612,Instant,"Andheri, Mumbai","Hinjewadi, Pune",71.88,5.99,16,Cancelled,2025-12-20 08:39:43.081612,System
587,457,2026-02-23 01:25:41.267733,Scheduled,"Adajan, Surat","Dadar, Mumbai",78.42,4.07,11,Completed,,
588,1359,2026-02-14 11:37:40.634243,Scheduled,"Bandra, Mumbai","Adajan, Surat",329.86,20.18,59,Cancelled,2026-02-14 11:44:40.634243,Driver
589,3038,2025-12-30 04:39:33.011495,Scheduled,"Bandra, Mumbai","Hinjewadi, Pune",192.47,18.33,73,Cancelled,2025-12-30 04:41:33.011495,Customer
590,2051,2026-01-09 16:41:29.654700,Scheduled,"Satellite, Ahmedabad","Satellite, Ahmedabad",86.28,4.46,11,Completed,,
591,1290,2026-03-27 18:14:17.255113,Instant,"Whitefield, Bangalore","Indiranagar, Bangalore",124.73,11.9,39,Completed,,
592,2530,2026-01-29 07:54:29.450423,Instant,"Kothrud, Pune","Kothrud, Pune",58.98,5.38,12,Completed,,
593,4913,2026-02-24 18:05:31.910432,Instant,"Dadar, Mumbai","Adajan, Surat",246.85,22.74,87,Cancelled,2026-02-24 18:13:31.910432,Driver
594,231,2026-01-26 01:43:40.142678,Instant,"Udhna, Surat","Connaught Place, Delhi",267.41,22.94,63,Completed,,
595,256,2025-10-22 19:17:17.828957,Instant,"Dwarka, Delhi","Satellite, Ahmedabad",128.13,8.98,18,Completed,,
596,2353,2026-01-31 13:06:26.960658,Instant,"Indiranagar, Bangalore","Navrangpura, Ahmedabad",225.59,18.51,42,Cancelled,2026-01-31 13:13:26.960658,Driver
597,220,2025-10-12 19:27:51.062026,Instant,"Whitefield, Bangalore","Indiranagar, Bangalore",152.88,13.42,45,Completed,,
598,3714,2025-12-26 10:53:21.173609,Instant,"Dwarka, Delhi","Udhna, Surat",200.9,17.32,40,Completed,,
599,2574,2025-12-02 02:28:57.366822,Instant,"Andheri, Mumbai","Kothrud, Pune",178.9,14.03,46,Completed,,
600,3574,2026-01-29 18:53:26.016006,Instant,"Dwarka, Delhi","Indiranagar, Bangalore",349.85,21.64,68,Cancelled,2026-01-29 18:58:26.016006,Driver
601,2139,2026-02-11 23:02:54.285486,Scheduled,"Vesu, Surat","Satellite, Ahmedabad",217.32,20.29,58,Completed,,
602,780,2025-11-22 02:59:45.495301,Scheduled,"Udhna, Surat","Hinjewadi, Pune",126.34,8.24,21,Cancelled,2025-11-22 03:08:45.495301,Driver
603,4422,2025-12-13 07:51:20.789501,Scheduled,"Adajan, Surat","Dadar, Mumbai",91.15,6.04,21,Completed,,
604,563,2025-12-13 03:28:47.246592,Instant,"Bandra, Mumbai","Adajan, Surat",212.27,12.83,29,Completed,,
605,1743,2026-01-06 22:14:33.334643,Instant,"Hinjewadi, Pune","Katargam, Surat",142.01,13.98,47,Completed,,
606,1671,2025-11-08 02:19:02.245183,Scheduled,"Andheri, Mumbai","Andheri, Mumbai",153.83,12.85,26,Completed,,
607,916,2025-12-27 09:15:11.237781,Instant,"Satellite, Ahmedabad","Dwarka, Delhi",143.13,9.48,33,Completed,,
608,120,2025-12-19 16:16:09.774245,Instant,"Vesu, Surat","Navrangpura, Ahmedabad",68.33,4.18,13,Completed,,
609,652,2026-03-23 08:03:45.530524,Scheduled,"Satellite, Ahmedabad","Dwarka, Delhi",359.88,24.75,55,Confirmed,,
610,205,2025-11-03 19:06:43.352281,Instant,"Navrangpura, Ahmedabad","Connaught Place, Delhi",190.37,17.32,56,Completed,,
611,2539,2026-01-16 01:41:21.942944,Instant,"Bandra, Mumbai","Katargam, Surat",102.54,6.33,13,Completed,,
612,3274,2025-10-26 14:17:08.836418,Instant,"Navrangpura, Ahmedabad","Adajan, Surat",305.43,18.04,50,Completed,,
613,208,2026-01-30 05:50:27.926342,Instant,"Bandra, Mumbai","Vesu, Surat",117.58,8.08,29,Completed,,
614,1916,2026-02-14 21:29:26.030087,Instant,"Satellite, Ahmedabad","Kothrud, Pune",81.2,5.63,19,Completed,,
615,4045,2026-02-26 07:22:02.402156,Instant,"Connaught Place, Delhi","Dwarka, Delhi",63.72,5.36,15,Completed,,
616,4705,2025-10-17 09:05:44.293520,Scheduled,"Whitefield, Bangalore","Connaught Place, Delhi",150.37,9.14,35,Cancelled,2025-10-17 09:08:44.293520,Customer
617,1692,2026-02-22 07:46:37.143700,Instant,"Andheri, Mumbai","Connaught Place, Delhi",109.96,7.42,25,Completed,,
618,1258,2026-02-09 09:33:32.738500,Instant,"Adajan, Surat","Katargam, Surat",161.77,13.75,35,Completed,,
619,4582,2025-12-17 23:46:22.252526,Instant,"Hinjewadi, Pune","Indiranagar, Bangalore",314.91,18.0,63,Completed,,
620,4930,2025-10-30 07:21:30.492220,Instant,"Vesu, Surat","Indiranagar, Bangalore",309.77,16.25,54,Completed,,
621,2537,2025-10-18 00:08:55.525399,Instant,"Kothrud, Pune","Navrangpura, Ahmedabad",39.12,2.35,8,Completed,,
622,2040,2026-01-30 05:06:59.402978,Instant,"Satellite, Ahmedabad","Dwarka, Delhi",110.17,7.71,20,Completed,,
623,4207,2026-03-10 15:25:59.511858,Instant,"Bandra, Mumbai","Hinjewadi, Pune",28.72,1.72,6,Cancelled,2026-03-10 15:32:59.511858,Driver
624,796,2025-12-27 13:38:24.180542,Instant,"Whitefield, Bangalore","Bandra, Mumbai",201.14,16.74,62,Completed,,
625,799,2025-12-26 14:40:28.749622,Scheduled,"Hinjewadi, Pune","Dwarka, Delhi",383.3,21.46,80,Completed,,
626,1546,2025-12-21 20:51:32.179866,Instant,"Udhna, Surat","Indiranagar, Bangalore",31.72,2.09,7,Confirmed,,
627,1253,2025-10-09 21:35:20.223679,Instant,"Kothrud, Pune","Katargam, Surat",224.25,20.58,80,Completed,,
628,3287,2025-12-19 05:45:24.840198,Instant,"Satellite, Ahmedabad","Hinjewadi, Pune",284.94,16.45,59,Completed,,
629,776,2026-03-01 07:36:52.366285,Scheduled,"Kothrud, Pune","Udhna, Surat",96.17,8.48,17,Completed,,
630,580,2026-02-06 12:43:22.037973,Instant,"Bandra, Mumbai","Dwarka, Delhi",333.17,18.42,56,Completed,,
631,3279,2026-03-20 05:47:16.829490,Scheduled,"Kothrud, Pune","Vesu, Surat",166.88,8.66,19,Confirmed,,
632,3897,2025-12-19 17:31:06.173845,Instant,"Kothrud, Pune","Bandra, Mumbai",317.4,18.53,49,Completed,,
633,2490,2026-02-07 20:09:44.275000,Scheduled,"Vesu, Surat","Bandra, Mumbai",243.78,18.75,51,Completed,,
634,1743,2026-03-13 18:54:00.830059,Instant,"Katargam, Surat","Adajan, Surat",348.3,20.38,70,Cancelled,2026-03-13 19:03:00.830059,System
635,713,2025-12-01 08:20:24.129452,Instant,"Andheri, Mumbai","Satellite, Ahmedabad",164.27,13.9,34,Cancelled,2025-12-01 08:30:24.129452,System
636,4927,2025-11-10 11:49:15.524275,Instant,"Andheri, Mumbai","Connaught Place, Delhi",265.2,17.05,34,Completed,,
637,2082,2025-11-23 11:06:40.985919,Scheduled,"Satellite, Ahmedabad","Indiranagar, Bangalore",349.24,24.07,62,Cancelled,2025-11-23 11:15:40.985919,Driver
638,1164,2025-10-07 17:00:27.685145,Instant,"Katargam, Surat","Navrangpura, Ahmedabad",167.96,12.22,33,Completed,,
639,958,2025-11-12 11:19:30.149686,Instant,"Bandra, Mumbai","Vesu, Surat",102.69,8.46,20,Completed,,
640,1834,2025-10-14 05:35:37.897995,Instant,"Adajan, Surat","Adajan, Surat",180.31,11.78,31,Completed,,
641,477,2026-03-14 08:11:09.846287,Instant,"Kothrud, Pune","Navrangpura, Ahmedabad",45.13,2.55,5,Completed,,
642,1455,2026-03-29 05:31:33.815534,Instant,"Whitefield, Bangalore","Dadar, Mumbai",119.28,7.91,22,Cancelled,2026-03-29 05:36:33.815534,System
643,3248,2026-03-21 06:19:09.013921,Instant,"Kothrud, Pune","Kothrud, Pune",288.27,19.49,74,Completed,,
644,952,2025-10-25 05:16:44.573738,Instant,"Kothrud, Pune","Dwarka, Delhi",131.27,9.45,25,Completed,,
645,2321,2025-11-05 12:52:03.552242,Instant,"Dwarka, Delhi","Dadar, Mumbai",136.48,7.24,26,Completed,,
646,4437,2026-03-20 07:23:12.863576,Instant,"Hinjewadi, Pune","Katargam, Surat",392.97,21.67,50,Completed,,
647,1834,2026-01-30 02:02:20.659908,Instant,"Kothrud, Pune","Katargam, Surat",135.12,11.48,44,Completed,,
648,1587,2025-10-15 21:21:24.410567,Instant,"Indiranagar, Bangalore","Whitefield, Bangalore",360.27,21.56,56,Completed,,
649,3568,2025-12-24 04:11:16.389521,Instant,"Udhna, Surat","Dwarka, Delhi",110.3,9.37,34,Completed,,
650,3024,2025-10-07 12:09:14.911279,Instant,"Navrangpura, Ahmedabad","Connaught Place, Delhi",358.65,21.79,78,Confirmed,,
651,3760,2026-03-13 13:33:16.923371,Scheduled,"Andheri, Mumbai","Indiranagar, Bangalore",155.37,10.89,28,Completed,,
652,2313,2025-11-22 06:11:31.951270,Scheduled,"Dwarka, Delhi","Navrangpura, Ahmedabad",222.0,20.29,72,Completed,,
653,3525,2026-03-17 01:18:07.755901,Instant,"Hinjewadi, Pune","Bandra, Mumbai",174.23,10.42,29,Cancelled,2026-03-17 01:19:07.755901,System
654,1627,2026-02-04 16:22:02.943850,Instant,"Andheri, Mumbai","Navrangpura, Ahmedabad",144.49,8.28,31,Confirmed,,
655,4111,2025-12-27 07:14:13.483586,Instant,"Katargam, Surat","Katargam, Surat",116.05,7.64,29,Completed,,
656,3591,2025-10-26 07:51:12.755208,Instant,"Hinjewadi, Pune","Bandra, Mumbai",105.68,9.79,27,Completed,,
657,319,2026-01-01 07:12:04.867651,Instant,"Dadar, Mumbai","Dadar, Mumbai",450.25,22.85,73,Cancelled,2026-01-01 07:21:04.867651,Driver
658,2614,2026-03-22 02:13:20.657226,Scheduled,"Whitefield, Bangalore","Dadar, Mumbai",55.86,3.24,9,Completed,,
659,2858,2026-01-06 10:21:33.641437,Instant,"Katargam, Surat","Connaught Place, Delhi",352.94,23.06,47,Cancelled,2026-01-06 10:22:33.641437,Customer
660,4743,2026-03-18 14:36:22.537784,Instant,"Andheri, Mumbai","Hinjewadi, Pune",118.46,6.73,16,Completed,,
661,1067,2025-12-03 06:43:45.509951,Instant,"Bandra, Mumbai","Udhna, Surat",416.46,21.37,77,Confirmed,,
662,4931,2025-11-11 15:35:56.483978,Instant,"Kothrud, Pune","Navrangpura, Ahmedabad",104.12,6.77,20,Completed,,
663,2660,2025-12-23 21:18:22.291071,Scheduled,"Connaught Place, Delhi","Vesu, Surat",313.34,17.56,58,Completed,,
664,2604,2026-01-02 08:29:33.223548,Instant,"Adajan, Surat","Adajan, Surat",62.67,5.3,14,Completed,,
665,3898,2025-11-03 21:44:36.039216,Scheduled,"Udhna, Surat","Navrangpura, Ahmedabad",65.52,4.75,14,Completed,,
666,2854,2026-02-28 20:09:27.548041,Instant,"Connaught Place, Delhi","Vesu, Surat",353.18,18.79,73,Completed,,
667,710,2026-03-17 19:53:12.924958,Instant,"Adajan, Surat","Kothrud, Pune",26.87,2.64,10,Completed,,
668,2669,2025-10-20 21:40:12.230265,Scheduled,"Adajan, Surat","Indiranagar, Bangalore",115.87,6.11,20,Completed,,
669,2849,2026-01-23 03:04:31.866513,Instant,"Indiranagar, Bangalore","Whitefield, Bangalore",252.09,21.5,45,Completed,,
670,3386,2025-11-23 09:12:23.794359,Scheduled,"Udhna, Surat","Vesu, Surat",192.25,16.88,50,Cancelled,2025-11-23 09:22:23.794359,Customer
671,3126,2026-02-26 03:19:20.598857,Scheduled,"Hinjewadi, Pune","Satellite, Ahmedabad",244.95,14.83,47,Completed,,
672,4545,2025-11-08 16:19:49.754378,Instant,"Dwarka, Delhi","Andheri, Mumbai",305.9,22.53,68,Completed,,
673,1858,2025-11-17 03:45:53.421323,Scheduled,"Whitefield, Bangalore","Indiranagar, Bangalore",126.62,12.23,29,Completed,,
674,4976,2025-10-09 13:39:13.072979,Scheduled,"Udhna, Surat","Navrangpura, Ahmedabad",339.39,18.19,62,Completed,,
675,919,2026-02-05 11:04:05.974862,Instant,"Bandra, Mumbai","Vesu, Surat",315.98,17.13,39,Completed,,
676,1745,2026-02-20 11:26:04.972812,Instant,"Katargam, Surat","Dadar, Mumbai",188.54,9.54,30,Completed,,
677,4299,2025-11-05 11:34:22.648978,Scheduled,"Andheri, Mumbai","Kothrud, Pune",38.15,3.61,9,Completed,,
678,1290,2025-12-14 18:26:41.460686,Instant,"Kothrud, Pune","Hinjewadi, Pune",161.18,8.19,24,Completed,,
679,1151,2025-11-05 13:47:06.733392,Scheduled,"Andheri, Mumbai","Katargam, Surat",90.58,7.17,19,Completed,,
680,1120,2026-01-25 16:37:17.851878,Instant,"Udhna, Surat","Whitefield, Bangalore",281.33,15.4,38,Cancelled,2026-01-25 16:44:17.851878,System
681,54,2025-10-20 17:00:17.245384,Scheduled,"Whitefield, Bangalore","Dadar, Mumbai",93.17,5.08,20,Completed,,
682,2926,2025-10-21 00:54:27.424666,Instant,"Satellite, Ahmedabad","Indiranagar, Bangalore",329.75,16.68,59,Completed,,
683,2551,2026-01-15 15:21:41.150031,Instant,"Bandra, Mumbai","Katargam, Surat",178.99,15.59,57,Completed,,
684,1776,2026-03-30 07:37:17.260547,Instant,"Kothrud, Pune","Udhna, Surat",273.03,24.93,94,Completed,,
685,3497,2026-03-04 03:32:20.182862,Instant,"Whitefield, Bangalore","Dwarka, Delhi",299.37,19.51,46,Confirmed,,
686,1693,2026-03-16 15:04:46.122412,Instant,"Dwarka, Delhi","Dadar, Mumbai",172.96,16.07,45,Completed,,
687,451,2025-10-24 01:09:49.358837,Instant,"Navrangpura, Ahmedabad","Dwarka, Delhi",254.39,21.96,62,Cancelled,2025-10-24 01:16:49.358837,Driver
688,3673,2025-11-19 11:01:00.587072,Instant,"Vesu, Surat","Dwarka, Delhi",223.77,16.65,36,Completed,,
689,2168,2025-12-15 14:30:15.713940,Instant,"Vesu, Surat","Adajan, Surat",339.5,22.61,77,Cancelled,2025-12-15 14:32:15.713940,Driver
690,509,2025-10-24 08:22:39.694787,Instant,"Hinjewadi, Pune","Adajan, Surat",141.93,11.26,31,Completed,,
691,4231,2025-10-20 02:23:16.627688,Scheduled,"Indiranagar, Bangalore","Dwarka, Delhi",324.74,21.85,86,Completed,,
692,3149,2025-12-02 22:29:34.783142,Instant,"Adajan, Surat","Bandra, Mumbai",175.3,16.7,64,Cancelled,2025-12-02 22:36:34.783142,Driver
693,65,2025-11-18 01:23:01.147690,Scheduled,"Dwarka, Delhi","Connaught Place, Delhi",158.12,9.63,33,Completed,,
694,929,2025-10-23 19:06:04.722739,Scheduled,"Whitefield, Bangalore","Vesu, Surat",274.25,22.48,62,Confirmed,,
695,4997,2026-02-24 19:17:24.027206,Instant,"Navrangpura, Ahmedabad","Andheri, Mumbai",266.4,14.31,47,Cancelled,2026-02-24 19:24:24.027206,Customer
696,4017,2026-02-13 00:31:56.896607,Instant,"Vesu, Surat","Indiranagar, Bangalore",320.27,24.61,63,Completed,,
697,259,2026-01-17 04:18:49.484642,Instant,"Dadar, Mumbai","Udhna, Surat",169.27,12.61,35,Confirmed,,
698,3585,2026-02-15 06:47:34.869875,Scheduled,"Dadar, Mumbai","Satellite, Ahmedabad",241.07,21.88,62,Completed,,
699,947,2026-03-14 07:02:40.909988,Instant,"Adajan, Surat","Andheri, Mumbai",280.63,17.31,46,Cancelled,2026-03-14 07:12:40.909988,Customer
700,956,2026-01-23 03:50:06.346131,Instant,"Andheri, Mumbai","Adajan, Surat",225.99,14.73,31,Cancelled,2026-01-23 03:56:06.346131,Driver
701,680,2025-10-10 12:56:51.412713,Instant,"Andheri, Mumbai","Bandra, Mumbai",89.22,4.59,9,Completed,,
702,2472,2025-11-08 18:15:16.971854,Instant,"Vesu, Surat","Dwarka, Delhi",250.17,18.04,69,Completed,,
703,4515,2025-12-05 15:07:48.431759,Instant,"Whitefield, Bangalore","Katargam, Surat",215.81,14.56,38,Completed,,
704,4606,2026-02-16 23:07:35.532488,Instant,"Satellite, Ahmedabad","Navrangpura, Ahmedabad",99.91,9.74,26,Completed,,
705,4256,2025-11-08 02:30:56.423135,Instant,"Indiranagar, Bangalore","Kothrud, Pune",25.29,2.44,6,Cancelled,2025-11-08 02:32:56.423135,System
706,4416,2025-10-23 04:06:43.570286,Instant,"Katargam, Surat","Dadar, Mumbai",229.55,16.04,35,Completed,,
707,4101,2025-11-30 20:42:00.996167,Scheduled,"Andheri, Mumbai","Bandra, Mumbai",69.04,3.47,8,Completed,,
708,4422,2025-11-05 13:40:36.358346,Scheduled,"Bandra, Mumbai","Satellite, Ahmedabad",211.73,21.07,67,Completed,,
709,4655,2026-03-19 18:57:16.017104,Instant,"Katargam, Surat","Satellite, Ahmedabad",233.12,11.89,31,Completed,,
710,3001,2026-03-27 00:57:41.359630,Scheduled,"Adajan, Surat","Connaught Place, Delhi",233.38,17.25,46,Completed,,
711,853,2026-01-11 15:00:27.249722,Instant,"Udhna, Surat","Dadar, Mumbai",194.16,10.63,36,Completed,,
712,1223,2025-12-10 12:12:49.119984,Instant,"Dwarka, Delhi","Andheri, Mumbai",362.59,20.27,80,Completed,,
713,2293,2026-03-15 21:58:28.948107,Instant,"Indiranagar, Bangalore","Katargam, Surat",117.37,10.41,33,Cancelled,2026-03-15 21:59:28.948107,Driver
714,1335,2026-03-02 18:57:45.410063,Instant,"Bandra, Mumbai","Hinjewadi, Pune",42.56,2.64,9,Completed,,
715,2594,2026-02-15 16:16:59.267276,Scheduled,"Adajan, Surat","Udhna, Surat",422.28,22.65,76,Completed,,
716,2570,2025-11-06 08:45:11.622334,Instant,"Bandra, Mumbai","Hinjewadi, Pune",282.87,16.65,33,Cancelled,2025-11-06 08:47:11.622334,Customer
717,2067,2026-02-03 07:57:06.302005,Scheduled,"Katargam, Surat","Katargam, Surat",76.23,4.58,10,Confirmed,,
718,2082,2025-11-24 19:30:24.201710,Scheduled,"Bandra, Mumbai","Indiranagar, Bangalore",175.27,14.25,44,Completed,,
719,3765,2025-11-13 13:59:20.390032,Instant,"Satellite, Ahmedabad","Katargam, Surat",228.48,13.51,32,Cancelled,2025-11-13 14:09:20.390032,Customer
720,942,2025-12-22 04:01:12.932209,Instant,"Adajan, Surat","Bandra, Mumbai",213.86,15.91,34,Cancelled,2025-12-22 04:04:12.932209,Driver
721,4833,2025-10-12 01:23:44.930339,Instant,"Adajan, Surat","Dadar, Mumbai",316.05,18.54,39,Confirmed,,
722,1957,2025-10-14 16:09:31.450973,Instant,"Indiranagar, Bangalore","Andheri, Mumbai",150.17,9.32,25,Completed,,
723,4898,2025-12-21 09:56:44.181486,Instant,"Adajan, Surat","Adajan, Surat",260.43,21.36,60,Cancelled,2025-12-21 10:00:44.181486,Customer
724,4467,2026-01-26 06:04:05.575603,Instant,"Udhna, Surat","Bandra, Mumbai",458.03,23.25,92,Confirmed,,
725,3141,2026-01-04 22:28:43.680351,Instant,"Adajan, Surat","Dwarka, Delhi",137.15,13.64,36,Confirmed,,
726,2569,2025-12-10 01:07:31.575835,Instant,"Vesu, Surat","Dwarka, Delhi",70.91,5.55,14,Completed,,
727,585,2025-12-25 22:38:39.992699,Instant,"Satellite, Ahmedabad","Dwarka, Delhi",264.46,21.19,42,Completed,,
728,2998,2026-02-09 12:31:02.824086,Instant,"Navrangpura, Ahmedabad","Connaught Place, Delhi",307.57,18.63,70,Completed,,
729,4181,2026-02-03 09:54:56.152712,Instant,"Connaught Place, Delhi","Navrangpura, Ahmedabad",292.85,20.6,66,Completed,,
730,2875,2025-12-07 08:02:13.145503,Instant,"Dadar, Mumbai","Hinjewadi, Pune",258.27,20.29,64,Confirmed,,
731,2154,2025-10-11 18:19:21.947811,Instant,"Bandra, Mumbai","Satellite, Ahmedabad",80.7,7.22,20,Completed,,
732,4536,2025-12-15 08:06:37.562460,Instant,"Udhna, Surat","Navrangpura, Ahmedabad",293.07,19.57,53,Completed,,
733,1304,2026-02-25 05:35:36.038649,Instant,"Indiranagar, Bangalore","Indiranagar, Bangalore",75.54,4.51,10,Completed,,
734,4838,2025-11-25 01:04:34.684118,Scheduled,"Katargam, Surat","Andheri, Mumbai",230.1,17.23,52,Cancelled,2025-11-25 01:12:34.684118,System
735,2822,2026-02-08 21:00:51.426788,Instant,"Hinjewadi, Pune","Hinjewadi, Pune",358.32,21.37,78,Completed,,
736,1611,2026-01-16 01:15:15.171434,Scheduled,"Kothrud, Pune","Kothrud, Pune",28.42,1.62,3,Completed,,
737,494,2025-12-31 04:48:06.824841,Scheduled,"Kothrud, Pune","Connaught Place, Delhi",84.7,6.44,22,Completed,,
738,137,2026-04-02 17:35:21.530860,Instant,"Vesu, Surat","Connaught Place, Delhi",171.48,12.81,27,Completed,,
739,4100,2025-11-10 19:23:49.761771,Instant,"Indiranagar, Bangalore","Indiranagar, Bangalore",112.4,6.75,15,Cancelled,2025-11-10 19:24:49.761771,Customer
740,4226,2026-03-11 16:55:11.162853,Instant,"Hinjewadi, Pune","Adajan, Surat",80.29,7.59,21,Cancelled,2026-03-11 16:56:11.162853,System
