order_id,customer_id,order_date,order_status,payment_mode,total_amount
ORD04263,CUST01232,2024-06-29,Shipped,UPI,3012
ORD04264,CUST01232,2021-05-27,Cancelled,Card,2679
ORD04265,CUST01233,2021-12-20,Delivered,UPI,4866
ORD04266,CUST01233,2024-04-06,Returned,Card,4883
ORD04267,CUST01233,2023-06-14,Shipped,UPI,1128
ORD04268,CUST01234,2025-01-13,Delivered,UPI,4430
ORD04269,CUST01234,2024-10-10,Shipped,Card,649
ORD04270,CUST01235,2021-07-16,Placed,COD,4773
ORD04271,CUST01235,2022-10-02,Delivered,UPI,3322
ORD04272,CUST01235,2025-08-06,Shipped,Card,996
ORD04273,CUST01235,2022-01-20,Returned,Card,4682
ORD04274,CUST01235,2023-05-29,Delivered,Card,4732
ORD04275,CUST01236,2024-11-26,Shipped,Card,3397
ORD04276,CUST01236,2024-04-10,Shipped,Card,1391
ORD04277,CUST01236,2021-10-19,Delivered,UPI,3385
ORD04278,CUST01237,2025-08-02,Delivered,COD,1424
ORD04279,CUST01237,2021-05-16,Delivered,UPI,4837
ORD04280,CUST01238,2025-12-31,Returned,COD,2133
ORD04281,CUST01238,2023-10-06,Delivered,Card,3275
ORD04282,CUST01238,2025-04-14,Returned,UPI,1509
ORD04283,CUST01238,2022-10-04,Placed,COD,1031
ORD04284,CUST01238,2024-01-12,Shipped,UPI,1705
ORD04285,CUST01239,2021-12-01,Cancelled,COD,4812
ORD04286,CUST01239,2024-02-27,Delivered,UPI,3663
ORD04287,CUST01239,2022-08-20,Delivered,Card,1481
ORD04288,CUST01239,2024-09-24,Placed,COD,1630
ORD04289,CUST01240,2021-01-29,Delivered,Card,4705
ORD04290,CUST01240,2023-12-22,Shipped,UPI,1714
ORD04291,CUST01240,2021-12-15,Shipped,COD,1046
ORD04292,CUST01240,2022-05-02,Shipped,Card,4679
ORD04293,CUST01241,2025-04-26,Shipped,COD,2786
ORD04294,CUST01241,2025-08-03,Delivered,Card,2277
ORD04295,CUST01242,2022-06-22,Cancelled,Card,2613
ORD04296,CUST01242,2024-03-17,Returned,Card,1803
ORD04297,CUST01242,2022-05-14,Delivered,COD,3141
ORD04298,CUST01243,2021-05-12,Delivered,COD,2528
ORD04299,CUST01243,2024-06-10,Delivered,Card,4593
ORD04300,CUST01243,2022-06-01,Delivered,UPI,503
ORD04301,CUST01243,2023-12-03,Delivered,COD,1761
ORD04302,CUST01244,2021-10-25,Placed,COD,828
ORD04303,CUST01244,2024-10-14,Delivered,Card,4374
ORD04304,CUST01244,2023-11-15,Delivered,Card,2512
ORD04305,CUST01244,2024-05-06,Shipped,Card,3732
ORD04306,CUST01245,2023-11-02,Delivered,Card,2575
ORD04307,CUST01245,2024-01-21,Cancelled,UPI,3777
ORD04308,CUST01245,2023-05-09,Returned,COD,4162
ORD04309,CUST01245,2025-11-08,Delivered,UPI,2923
ORD04310,CUST01245,2022-07-19,Shipped,COD,2155
ORD04311,CUST01246,2024-04-16,Placed,UPI,2074
ORD04312,CUST01246,2021-10-28,Shipped,Card,3989
ORD04313,CUST01247,2024-06-01,Cancelled,UPI,1087
ORD04314,CUST01247,2022-06-28,Placed,UPI,3395
ORD04315,CUST01248,2023-10-10,Delivered,UPI,3872
ORD04316,CUST01248,2024-08-12,Shipped,UPI,2252
ORD04317,CUST01248,2023-11-09,Placed,Card,4983
ORD04318,CUST01248,2024-10-31,Delivered,UPI,806
ORD04319,CUST01248,2024-08-29,Placed,COD,3786
ORD04320,CUST01249,2025-05-06,Delivered,UPI,4645
ORD04321,CUST01249,2024-01-02,Placed,COD,1806
ORD04322,CUST01249,2023-12-25,Delivered,UPI,3136
ORD04323,CUST01249,2021-03-07,Cancelled,UPI,1122
ORD04324,CUST01250,2025-03-17,Returned,COD,1930
ORD04325,CUST01250,2023-10-02,Placed,Card,1327
ORD04326,CUST01251,2023-06-13,Delivered,Card,4110
ORD04327,CUST01251,2022-09-28,Delivered,UPI,4862
ORD04328,CUST01252,2022-10-09,Delivered,COD,1046
ORD04329,CUST01252,2025-02-02,Cancelled,Card,1389
ORD04330,CUST01252,2024-10-12,Placed,UPI,3671
ORD04331,CUST01253,2022-08-16,Shipped,COD,3511
ORD04332,CUST01253,2025-06-24,Returned,UPI,1035
ORD04333,CUST01253,2024-01-24,Delivered,COD,1264
ORD04334,CUST01254,2025-11-03,Delivered,UPI,1066
ORD04335,CUST01254,2024-10-24,Delivered,UPI,2649
ORD04336,CUST01255,2025-08-25,Delivered,COD,4488
ORD04337,CUST01255,2023-08-12,Delivered,UPI,4834
ORD04338,CUST01256,2022-08-21,Placed,Card,1562
ORD04339,CUST01256,2024-06-16,Shipped,Card,2447
ORD04340,CUST01256,2025-07-06,Placed,Card,538
ORD04341,CUST01256,2023-06-02,Delivered,UPI,559
ORD04342,CUST01257,2022-03-04,Shipped,UPI,4971
ORD04343,CUST01257,2024-10-20,Delivered,Card,2434
ORD04344,CUST01257,2022-03-22,Placed,COD,4920
ORD04345,CUST01257,2024-04-17,Delivered,UPI,2585
ORD04346,CUST01258,2022-01-26,Delivered,Card,2101
ORD04347,CUST01258,2022-10-05,Returned,Card,4887
ORD04348,CUST01259,2025-12-16,Delivered,Card,1667
ORD04349,CUST01259,2023-01-21,Delivered,Card,2367
ORD04350,CUST01259,2024-11-05,Delivered,UPI,932
ORD04351,CUST01259,2022-12-13,Returned,UPI,2917
ORD04352,CUST01260,2021-10-30,Returned,Card,2606
ORD04353,CUST01260,2022-12-11,Cancelled,COD,2478
ORD04354,CUST01260,2024-04-02,Delivered,Card,980
ORD04355,CUST01260,2025-05-20,Cancelled,COD,1457
ORD04356,CUST01261,2022-11-26,Cancelled,UPI,2417
ORD04357,CUST01261,2024-07-07,Delivered,COD,3826
ORD04358,CUST01261,2022-04-15,Delivered,UPI,2013
ORD04359,CUST01261,2021-05-14,Returned,UPI,2749
ORD04360,CUST01262,2023-10-14,Cancelled,UPI,567
ORD04361,CUST01262,2021-01-06,Delivered,UPI,855
ORD04362,CUST01262,2025-08-13,Shipped,UPI,3441
ORD04363,CUST01262,2022-11-27,Delivered,Card,1990
ORD04364,CUST01263,2023-05-13,Shipped,UPI,1493
ORD04365,CUST01263,2025-04-05,Delivered,UPI,1339
ORD04366,CUST01263,2023-01-04,Shipped,COD,2807
ORD04367,CUST01264,2024-06-04,Delivered,Card,848
ORD04368,CUST01264,2021-12-19,Delivered,Card,2847
ORD04369,CUST01264,2022-01-02,Delivered,Card,4417
ORD04370,CUST01264,2022-11-12,Delivered,UPI,1849
ORD04371,CUST01265,2024-08-14,Placed,Card,1446
ORD04372,CUST01265,2022-11-05,Delivered,UPI,3660
ORD04373,CUST01265,2023-07-08,Placed,UPI,4371
ORD04374,CUST01265,2023-07-02,Returned,UPI,3055
ORD04375,CUST01266,2022-12-30,Delivered,COD,1603
ORD04376,CUST01266,2022-01-05,Shipped,UPI,2422
ORD04377,CUST01266,2024-04-12,Cancelled,UPI,3458
ORD04378,CUST01266,2024-11-10,Delivered,UPI,3814
ORD04379,CUST01266,2025-03-29,Shipped,UPI,3381
ORD04380,CUST01267,2025-03-05,Delivered,Card,4642
ORD04381,CUST01267,2021-09-26,Cancelled,UPI,1124
ORD04382,CUST01268,2023-02-06,Delivered,Card,3748
ORD04383,CUST01268,2021-10-17,Shipped,UPI,4120
ORD04384,CUST01269,2021-06-12,Delivered,Card,2896
ORD04385,CUST01269,2024-08-15,Delivered,Card,554
ORD04386,CUST01270,2021-08-07,Delivered,Card,4758
ORD04387,CUST01270,2023-11-07,Delivered,COD,3813
ORD04388,CUST01270,2024-06-20,Delivered,COD,4303
ORD04389,CUST01270,2022-04-08,Delivered,UPI,675
ORD04390,CUST01270,2021-09-05,Shipped,COD,3336
ORD04391,CUST01271,2025-01-22,Delivered,Card,4530
ORD04392,CUST01271,2025-04-06,Delivered,Card,1390
ORD04393,CUST01271,2021-06-27,Cancelled,Card,2110
ORD04394,CUST01272,2022-09-29,Placed,Card,3302
ORD04395,CUST01272,2025-05-07,Delivered,UPI,2021
ORD04396,CUST01272,2025-12-28,Delivered,COD,582
ORD04397,CUST01272,2024-04-13,Delivered,Card,1247
ORD04398,CUST01273,2024-06-21,Delivered,Card,2209
ORD04399,CUST01273,2025-09-29,Delivered,UPI,1279
ORD04400,CUST01273,2024-05-29,Shipped,UPI,4099
ORD04401,CUST01273,2023-01-14,Delivered,UPI,4287
ORD04402,CUST01274,2022-03-04,Delivered,UPI,635
ORD04403,CUST01274,2024-04-20,Delivered,Card,849
ORD04404,CUST01274,2024-09-11,Placed,COD,2873
ORD04405,CUST01274,2025-01-12,Delivered,UPI,4047
ORD04406,CUST01274,2025-06-25,Delivered,Card,769
ORD04407,CUST01275,2024-11-08,Delivered,UPI,543
ORD04408,CUST01275,2023-06-11,Cancelled,UPI,2413
ORD04409,CUST01276,2021-05-19,Cancelled,UPI,4086
ORD04410,CUST01276,2023-09-21,Delivered,COD,1561
ORD04411,CUST01276,2025-02-04,Delivered,UPI,1577
ORD04412,CUST01277,2022-12-26,Delivered,UPI,3898
ORD04413,CUST01277,2023-12-15,Cancelled,UPI,1763
ORD04414,CUST01277,2024-02-07,Cancelled,Card,3257
ORD04415,CUST01277,2021-04-26,Shipped,COD,3557
ORD04416,CUST01277,2024-03-29,Delivered,COD,1494
ORD04417,CUST01278,2023-08-09,Shipped,UPI,2540
ORD04418,CUST01278,2024-06-18,Returned,UPI,833
ORD04419,CUST01278,2021-11-03,Returned,Card,1644
ORD04420,CUST01278,2021-03-02,Delivered,Card,2039
ORD04421,CUST01278,2024-04-11,Cancelled,UPI,3910
ORD04422,CUST01279,2024-11-23,Delivered,UPI,4566
ORD04423,CUST01279,2024-06-28,Delivered,Card,4662
ORD04424,CUST01280,2024-09-19,Placed,Card,924
ORD04425,CUST01280,2025-06-14,Delivered,COD,4255
ORD04426,CUST01280,2022-07-17,Delivered,UPI,1993
ORD04427,CUST01280,2022-08-25,Delivered,Card,1714
ORD04428,CUST01281,2024-03-10,Delivered,UPI,1516
ORD04429,CUST01281,2022-07-31,Shipped,UPI,1676
ORD04430,CUST01281,2023-09-29,Returned,COD,2528
ORD04431,CUST01281,2024-03-14,Shipped,UPI,2597
ORD04432,CUST01281,2025-08-15,Cancelled,Card,2705
ORD04433,CUST01282,2023-09-02,Cancelled,UPI,3090
ORD04434,CUST01282,2024-09-10,Delivered,UPI,1622
ORD04435,CUST01282,2022-07-10,Delivered,Card,1766
ORD04436,CUST01282,2024-04-20,Returned,UPI,2532
ORD04437,CUST01282,2023-07-30,Delivered,COD,757
ORD04438,CUST01283,2023-05-14,Placed,UPI,2155
ORD04439,CUST01283,2022-04-25,Delivered,Card,3428
ORD04440,CUST01283,2022-07-08,Shipped,UPI,1809
ORD04441,CUST01284,2023-04-03,Shipped,COD,2605
ORD04442,CUST01284,2022-05-21,Delivered,Card,4846
ORD04443,CUST01284,2025-05-15,Returned,COD,2307
ORD04444,CUST01284,2025-01-16,Shipped,Card,4989
ORD04445,CUST01284,2021-10-20,Delivered,UPI,4808
ORD04446,CUST01285,2023-04-10,Delivered,UPI,3073
ORD04447,CUST01285,2024-05-18,Shipped,Card,2342
ORD04448,CUST01285,2024-10-05,Delivered,Card,4747
ORD04449,CUST01286,2022-07-31,Delivered,UPI,2912
ORD04450,CUST01286,2023-04-24,Delivered,Card,3951
ORD04451,CUST01286,2023-07-25,Delivered,UPI,2087
ORD04452,CUST01286,2024-01-30,Placed,Card,588
ORD04453,CUST01286,2024-01-17,Delivered,Card,621
ORD04454,CUST01287,2025-09-26,Shipped,UPI,2961
ORD04455,CUST01287,2023-12-09,Shipped,UPI,1631
ORD04456,CUST01287,2021-09-18,Shipped,Card,3650
ORD04457,CUST01288,2021-03-05,Returned,UPI,2204
ORD04458,CUST01288,2022-04-22,Shipped,COD,2728
ORD04459,CUST01289,2023-02-24,Delivered,UPI,3922
ORD04460,CUST01289,2024-11-05,Cancelled,UPI,4447
ORD04461,CUST01290,2025-04-27,Delivered,UPI,1545
ORD04462,CUST01290,2025-07-07,Shipped,UPI,1981
ORD04463,CUST01290,2021-06-15,Delivered,UPI,2950
ORD04464,CUST01291,2022-04-18,Shipped,COD,1205
ORD04465,CUST01291,2025-09-26,Cancelled,UPI,555
ORD04466,CUST01291,2024-04-29,Delivered,COD,1655
ORD04467,CUST01292,2023-10-15,Delivered,COD,2944
ORD04468,CUST01292,2022-03-29,Placed,UPI,3096
ORD04469,CUST01293,2022-11-09,Delivered,UPI,3748
ORD04470,CUST01293,2021-02-06,Delivered,COD,1640
ORD04471,CUST01293,2024-04-08,Delivered,Card,1596
ORD04472,CUST01293,2023-01-08,Delivered,UPI,1851
ORD04473,CUST01294,2022-07-14,Delivered,UPI,1100
ORD04474,CUST01294,2021-12-08,Shipped,Card,3388
ORD04475,CUST01294,2022-08-04,Delivered,Card,1846
ORD04476,CUST01294,2024-04-18,Delivered,Card,1953
ORD04477,CUST01295,2025-02-23,Delivered,COD,3332
ORD04478,CUST01295,2023-11-27,Cancelled,Card,3305
ORD04479,CUST01296,2021-07-07,Delivered,UPI,3322
ORD04480,CUST01296,2023-08-27,Cancelled,UPI,2878
ORD04481,CUST01297,2024-08-15,Delivered,Card,4220
ORD04482,CUST01297,2025-01-02,Shipped,UPI,3012
ORD04483,CUST01298,2024-04-28,Delivered,UPI,2463
ORD04484,CUST01298,2022-07-10,Delivered,COD,817
ORD04485,CUST01298,2021-09-28,Delivered,UPI,2211
ORD04486,CUST01298,2021-07-27,Cancelled,UPI,2223
ORD04487,CUST01298,2022-10-10,Returned,Card,4461
ORD04488,CUST01299,2023-12-06,Delivered,Card,4654
ORD04489,CUST01299,2025-09-18,Placed,COD,4669
ORD04490,CUST01299,2022-04-11,Delivered,COD,3215
ORD04491,CUST01299,2023-07-06,Shipped,COD,1771
ORD04492,CUST01300,2022-10-21,Returned,UPI,3811
ORD04493,CUST01300,2021-02-02,Returned,UPI,4082
ORD04494,CUST01300,2022-11-16,Delivered,UPI,3991
ORD04495,CUST01300,2024-08-12,Delivered,UPI,511
ORD04496,CUST01301,2023-09-03,Placed,COD,4235
ORD04497,CUST01301,2023-02-20,Delivered,Card,3286
ORD04498,CUST01301,2024-02-27,Placed,UPI,4136
ORD04499,CUST01301,2021-11-23,Delivered,UPI,3050
ORD04500,CUST01301,2022-04-17,Cancelled,Card,3790
ORD04501,CUST01302,2022-11-12,Shipped,Card,4470
ORD04502,CUST01302,2021-03-17,Delivered,COD,2021
ORD04503,CUST01302,2023-03-29,Delivered,COD,3758
ORD04504,CUST01302,2024-08-10,Delivered,UPI,547
ORD04505,CUST01303,2024-02-19,Delivered,COD,2422
ORD04506,CUST01303,2024-11-24,Placed,COD,644
ORD04507,CUST01303,2023-01-11,Shipped,UPI,1007
ORD04508,CUST01304,2021-11-20,Delivered,UPI,1940
ORD04509,CUST01304,2024-07-16,Delivered,COD,855
ORD04510,CUST01304,2024-01-24,Delivered,UPI,3571
ORD04511,CUST01304,2024-04-24,Delivered,UPI,1326
ORD04512,CUST01305,2023-09-25,Delivered,UPI,3120
ORD04513,CUST01305,2022-10-11,Delivered,COD,4032
ORD04514,CUST01306,2024-12-17,Delivered,UPI,3122
ORD04515,CUST01306,2023-02-06,Shipped,UPI,4084
ORD04516,CUST01306,2021-07-24,Delivered,UPI,4104
ORD04517,CUST01306,2021-04-24,Delivered,UPI,4518
ORD04518,CUST01307,2023-07-20,Placed,UPI,2615
ORD04519,CUST01307,2021-04-04,Placed,Card,1068
ORD04520,CUST01308,2023-11-19,Delivered,Card,4691
ORD04521,CUST01308,2023-05-15,Delivered,COD,891
ORD04522,CUST01308,2025-11-08,Delivered,Card,4353
ORD04523,CUST01309,2024-05-09,Delivered,UPI,1406
ORD04524,CUST01309,2022-01-03,Delivered,UPI,1623
ORD04525,CUST01309,2022-11-30,Shipped,UPI,3351
ORD04526,CUST01309,2024-11-25,Cancelled,COD,3556
ORD04527,CUST01310,2023-05-05,Delivered,UPI,2234
ORD04528,CUST01310,2021-10-17,Shipped,UPI,4447
ORD04529,CUST01310,2025-04-30,Shipped,Card,2206
ORD04530,CUST01310,2021-07-02,Returned,COD,600
ORD04531,CUST01311,2021-05-13,Delivered,COD,4069
ORD04532,CUST01311,2025-11-03,Delivered,UPI,4394
ORD04533,CUST01312,2023-05-10,Shipped,UPI,2571
ORD04534,CUST01312,2022-09-13,Shipped,Card,3980
ORD04535,CUST01313,2021-08-31,Delivered,COD,4451
ORD04536,CUST01313,2023-01-27,Delivered,UPI,1515
ORD04537,CUST01314,2025-11-06,Returned,Card,1325
ORD04538,CUST01314,2024-01-10,Delivered,UPI,800
ORD04539,CUST01315,2023-11-29,Cancelled,UPI,2950
ORD04540,CUST01315,2021-04-03,Placed,COD,2443
ORD04541,CUST01315,2022-10-25,Shipped,UPI,4680
ORD04542,CUST01316,2024-10-20,Cancelled,UPI,4781
ORD04543,CUST01316,2023-09-05,Delivered,Card,2950
ORD04544,CUST01316,2025-04-02,Returned,UPI,4365
ORD04545,CUST01316,2022-01-09,Placed,UPI,682
ORD04546,CUST01316,2024-05-12,Cancelled,UPI,2740
ORD04547,CUST01317,2022-05-24,Delivered,UPI,3638
ORD04548,CUST01317,2025-07-06,Shipped,UPI,4535
ORD04549,CUST01317,2024-09-05,Returned,UPI,1989
ORD04550,CUST01318,2021-02-16,Placed,UPI,4496
ORD04551,CUST01318,2021-11-04,Placed,UPI,3175
ORD04552,CUST01318,2022-06-28,Delivered,Card,4141
ORD04553,CUST01318,2022-01-06,Cancelled,UPI,1154
ORD04554,CUST01319,2021-11-15,Returned,UPI,4685
ORD04555,CUST01319,2022-07-18,Delivered,Card,1313
ORD04556,CUST01319,2023-05-02,Delivered,UPI,4516
ORD04557,CUST01319,2025-10-14,Delivered,UPI,1594
ORD04558,CUST01320,2021-07-08,Delivered,Card,2564
ORD04559,CUST01320,2021-12-23,Delivered,UPI,1795
ORD04560,CUST01320,2022-05-31,Delivered,UPI,3550
ORD04561,CUST01320,2023-04-12,Delivered,UPI,1765
ORD04562,CUST01321,2022-05-20,Shipped,COD,4439
ORD04563,CUST01321,2023-09-16,Delivered,UPI,2791
ORD04564,CUST01321,2022-11-28,Shipped,UPI,2048
ORD04565,CUST01321,2025-12-26,Returned,COD,623
ORD04566,CUST01321,2022-12-31,Delivered,UPI,3193
ORD04567,CUST01322,2023-04-28,Delivered,COD,4321
ORD04568,CUST01322,2025-08-12,Delivered,UPI,3762
ORD04569,CUST01322,2022-01-31,Delivered,Card,3107
ORD04570,CUST01322,2023-11-09,Placed,UPI,2660
ORD04571,CUST01322,2025-06-09,Delivered,COD,1352
ORD04572,CUST01323,2025-11-16,Delivered,Card,3241
ORD04573,CUST01323,2025-04-22,Delivered,Card,2702
ORD04574,CUST01323,2023-10-06,Delivered,COD,1024
ORD04575,CUST01323,2023-07-24,Placed,UPI,4038
ORD04576,CUST01324,2022-01-03,Delivered,COD,692
ORD04577,CUST01324,2024-03-15,Cancelled,Card,2884
ORD04578,CUST01324,2025-02-23,Delivered,Card,3297
ORD04579,CUST01324,2021-04-13,Delivered,Card,4367
ORD04580,CUST01324,2024-08-07,Returned,Card,2046
ORD04581,CUST01325,2025-05-25,Delivered,Card,2977
ORD04582,CUST01325,2025-11-24,Placed,COD,2257
ORD04583,CUST01325,2023-06-08,Shipped,Card,4241
ORD04584,CUST01326,2024-04-06,Delivered,UPI,3071
ORD04585,CUST01326,2023-08-26,Delivered,COD,980
ORD04586,CUST01326,2022-02-21,Cancelled,UPI,3732
ORD04587,CUST01326,2024-09-16,Delivered,Card,3336
ORD04588,CUST01327,2021-03-21,Shipped,UPI,3634
ORD04589,CUST01327,2021-07-21,Returned,UPI,2202
ORD04590,CUST01327,2022-11-21,Shipped,Card,2355
ORD04591,CUST01328,2022-04-10,Delivered,Card,2520
ORD04592,CUST01328,2022-07-08,Delivered,UPI,3481
ORD04593,CUST01328,2023-09-11,Delivered,Card,2858
ORD04594,CUST01329,2022-02-22,Delivered,COD,4242
ORD04595,CUST01329,2025-08-12,Delivered,UPI,2791
ORD04596,CUST01329,2024-12-25,Delivered,UPI,551
ORD04597,CUST01329,2021-12-30,Delivered,Card,3617
ORD04598,CUST01329,2025-08-12,Shipped,UPI,3775
ORD04599,CUST01330,2021-07-28,Shipped,UPI,3630
ORD04600,CUST01330,2025-03-06,Delivered,Card,786
ORD04601,CUST01330,2022-06-29,Delivered,Card,2635
ORD04602,CUST01330,2021-04-29,Returned,UPI,2682
ORD04603,CUST01331,2024-04-21,Returned,Card,946
ORD04604,CUST01331,2021-12-16,Shipped,Card,4460
ORD04605,CUST01331,2021-06-22,Delivered,UPI,1974
ORD04606,CUST01331,2025-02-06,Shipped,Card,3615
ORD04607,CUST01331,2022-01-12,Shipped,UPI,1564
ORD04608,CUST01332,2022-10-24,Delivered,UPI,3978
ORD04609,CUST01332,2024-07-30,Shipped,Card,3099
ORD04610,CUST01332,2021-04-02,Delivered,Card,2679
ORD04611,CUST01332,2022-06-19,Returned,Card,4184
ORD04612,CUST01332,2021-03-27,Shipped,Card,533
ORD04613,CUST01333,2025-02-03,Delivered,UPI,535
ORD04614,CUST01333,2022-10-09,Delivered,UPI,2503
ORD04615,CUST01333,2021-08-02,Returned,COD,1643
ORD04616,CUST01333,2023-04-01,Delivered,Card,2794
ORD04617,CUST01333,2021-01-20,Delivered,COD,2421
ORD04618,CUST01334,2022-07-14,Shipped,UPI,1429
ORD04619,CUST01334,2021-04-24,Returned,UPI,3456
ORD04620,CUST01334,2024-08-11,Shipped,UPI,3493
ORD04621,CUST01335,2024-05-23,Delivered,COD,812
ORD04622,CUST01335,2025-08-31,Delivered,UPI,2238
ORD04623,CUST01336,2023-06-03,Shipped,COD,2848
ORD04624,CUST01336,2022-10-24,Shipped,Card,4674
ORD04625,CUST01336,2023-04-05,Delivered,COD,2987
ORD04626,CUST01337,2023-02-02,Delivered,UPI,2806
ORD04627,CUST01337,2023-01-05,Cancelled,Card,3565
ORD04628,CUST01337,2023-05-19,Shipped,COD,4059
ORD04629,CUST01337,2023-06-24,Shipped,Card,1239
ORD04630,CUST01338,2021-10-13,Shipped,UPI,1116
ORD04631,CUST01338,2024-04-22,Delivered,UPI,3578
ORD04632,CUST01338,2025-03-25,Delivered,COD,1491
ORD04633,CUST01338,2023-11-29,Shipped,UPI,3689
ORD04634,CUST01339,2024-05-08,Delivered,UPI,2541
ORD04635,CUST01339,2022-12-26,Placed,UPI,4334
ORD04636,CUST01339,2022-07-25,Shipped,COD,4443
ORD04637,CUST01339,2025-01-07,Shipped,COD,2379
ORD04638,CUST01339,2022-03-01,Delivered,UPI,1190
ORD04639,CUST01340,2024-09-09,Cancelled,Card,663
ORD04640,CUST01340,2022-12-23,Shipped,UPI,2024
ORD04641,CUST01341,2025-07-07,Delivered,UPI,4253
ORD04642,CUST01341,2024-06-30,Delivered,UPI,2720
ORD04643,CUST01341,2024-08-26,Cancelled,Card,1536
ORD04644,CUST01341,2023-04-15,Delivered,Card,1659
ORD04645,CUST01341,2025-05-05,Shipped,Card,2097
ORD04646,CUST01342,2025-07-25,Delivered,Card,2492
ORD04647,CUST01342,2022-06-27,Delivered,COD,2575
ORD04648,CUST01342,2025-01-15,Returned,Card,2032
ORD04649,CUST01342,2023-04-27,Delivered,UPI,1230
ORD04650,CUST01343,2025-08-23,Delivered,Card,4218
ORD04651,CUST01343,2023-07-14,Delivered,UPI,2646
ORD04652,CUST01343,2024-05-20,Returned,UPI,3686
ORD04653,CUST01343,2024-11-14,Cancelled,Card,1633
ORD04654,CUST01343,2021-09-27,Delivered,Card,4793
ORD04655,CUST01344,2022-12-01,Returned,Card,2003
ORD04656,CUST01344,2021-10-24,Shipped,COD,3998
ORD04657,CUST01345,2024-02-08,Delivered,UPI,3841
ORD04658,CUST01345,2021-09-26,Delivered,UPI,973
ORD04659,CUST01346,2021-07-30,Shipped,Card,3428
ORD04660,CUST01346,2025-02-24,Placed,UPI,610
ORD04661,CUST01346,2023-01-01,Cancelled,COD,1199
ORD04662,CUST01347,2025-07-18,Returned,Card,1836
ORD04663,CUST01347,2022-09-26,Delivered,UPI,2147
ORD04664,CUST01347,2025-07-28,Delivered,COD,4345
ORD04665,CUST01348,2023-09-02,Delivered,Card,2038
ORD04666,CUST01348,2022-01-28,Delivered,UPI,4222
ORD04667,CUST01348,2024-06-06,Shipped,COD,1959
ORD04668,CUST01349,2023-01-04,Placed,UPI,1357
ORD04669,CUST01349,2025-09-14,Delivered,UPI,1419
ORD04670,CUST01349,2023-01-06,Delivered,COD,4823
ORD04671,CUST01349,2022-09-12,Shipped,UPI,2339
ORD04672,CUST01350,2022-10-30,Delivered,UPI,3157
ORD04673,CUST01350,2024-11-05,Delivered,Card,951
ORD04674,CUST01350,2024-10-13,Delivered,UPI,3598
ORD04675,CUST01350,2024-03-28,Delivered,Card,2988
ORD04676,CUST01351,2025-02-25,Delivered,Card,515
ORD04677,CUST01351,2023-02-06,Delivered,Card,1176
ORD04678,CUST01351,2021-06-15,Returned,UPI,1529
ORD04679,CUST01352,2024-06-21,Placed,COD,3666
ORD04680,CUST01352,2025-09-21,Delivered,UPI,1723
ORD04681,CUST01352,2021-10-04,Delivered,COD,1561
ORD04682,CUST01352,2025-07-12,Delivered,COD,1532
ORD04683,CUST01353,2021-03-09,Delivered,COD,1199
ORD04684,CUST01353,2021-12-29,Delivered,UPI,1048
ORD04685,CUST01353,2025-06-17,Delivered,COD,1949
ORD04686,CUST01353,2024-01-02,Returned,Card,1513
ORD04687,CUST01354,2023-04-16,Delivered,COD,627
ORD04688,CUST01354,2024-07-01,Delivered,UPI,2450
ORD04689,CUST01354,2022-08-28,Shipped,UPI,1996
ORD04690,CUST01354,2021-09-11,Shipped,Card,4674
ORD04691,CUST01355,2025-12-14,Delivered,COD,2900
ORD04692,CUST01355,2024-07-12,Shipped,UPI,3505
ORD04693,CUST01356,2021-09-01,Delivered,UPI,3984
ORD04694,CUST01356,2022-01-30,Placed,UPI,2998
ORD04695,CUST01356,2025-10-15,Delivered,UPI,3931
ORD04696,CUST01357,2025-01-10,Cancelled,UPI,2295
ORD04697,CUST01357,2025-03-31,Returned,Card,1853
ORD04698,CUST01358,2021-03-26,Delivered,Card,3959
ORD04699,CUST01358,2025-01-04,Delivered,Card,2601
ORD04700,CUST01359,2022-04-04,Delivered,Card,4735
ORD04701,CUST01359,2022-11-29,Delivered,UPI,3242
ORD04702,CUST01359,2024-04-18,Delivered,UPI,3530
ORD04703,CUST01360,2022-01-12,Delivered,UPI,1499
ORD04704,CUST01360,2025-05-20,Delivered,Card,1754
ORD04705,CUST01360,2021-01-23,Delivered,Card,4871
ORD04706,CUST01361,2023-07-22,Returned,UPI,4364
ORD04707,CUST01361,2021-05-30,Delivered,UPI,1916
ORD04708,CUST01362,2024-05-06,Cancelled,Card,2777
ORD04709,CUST01362,2025-08-12,Delivered,COD,1649
ORD04710,CUST01362,2021-08-10,Delivered,Card,1512
ORD04711,CUST01362,2025-01-07,Shipped,UPI,3194
ORD04712,CUST01363,2024-02-21,Placed,Card,3956
ORD04713,CUST01363,2022-03-26,Delivered,COD,1340
ORD04714,CUST01364,2024-02-09,Delivered,UPI,4933
ORD04715,CUST01364,2021-10-22,Cancelled,Card,3869
ORD04716,CUST01364,2021-10-06,Delivered,COD,2390
ORD04717,CUST01365,2025-03-27,Shipped,UPI,1186
ORD04718,CUST01365,2025-04-26,Delivered,UPI,2516
ORD04719,CUST01365,2021-11-23,Shipped,UPI,3865
ORD04720,CUST01365,2021-12-26,Delivered,UPI,1906
ORD04721,CUST01366,2021-09-19,Delivered,COD,2336
ORD04722,CUST01366,2025-10-17,Cancelled,Card,2859
ORD04723,CUST01366,2023-03-06,Returned,Card,994
