return_id,order_id,product_id,return_date,return_reason,refund_amount
RET001301,ORD03525,PROD01165,2024-05-16,Defective Product,2090
RET001302,ORD03531,PROD02074,2025-10-23,Wrong Item Delivered,2270
RET001303,ORD03532,PROD01218,2023-02-16,Size Issue,4049
RET001304,ORD03538,PROD04184,2024-07-04,Late Delivery,1378
RET001305,ORD03539,PROD03734,2022-08-14,Size Issue,1865
RET001306,ORD03540,PROD02442,2024-05-02,Quality Not Good,1576
RET001307,ORD03543,PROD00603,2025-02-14,Late Delivery,2303
RET001308,ORD03543,PROD01739,2022-03-15,Size Issue,522
RET001309,ORD03546,PROD03973,2024-11-11,Size Issue,1301
RET001310,ORD03551,PROD03951,2022-04-09,Quality Not Good,4235
RET001311,ORD03552,PROD03529,2024-05-08,Size Issue,2097
RET001312,ORD03555,PROD03593,2025-10-23,Changed Mind,2116
RET001313,ORD03555,PROD03451,2023-07-23,Quality Not Good,1617
RET001314,ORD03557,PROD04245,2023-06-15,Wrong Item Delivered,2538
RET001315,ORD03558,PROD03627,2025-06-24,Quality Not Good,5854
RET001316,ORD03561,PROD00226,2025-06-06,Wrong Item Delivered,1867
RET001317,ORD03567,PROD03078,2022-06-05,Changed Mind,2188
RET001318,ORD03571,PROD00953,2022-01-15,Size Issue,3080
RET001319,ORD03572,PROD04535,2022-04-13,Size Issue,3578
RET001320,ORD03574,PROD00510,2025-03-04,Size Issue,1594
RET001321,ORD03576,PROD03854,2023-05-30,Wrong Item Delivered,3648
RET001322,ORD03577,PROD03332,2024-12-27,Changed Mind,5200
RET001323,ORD03582,PROD01434,2023-12-06,Changed Mind,2295
RET001324,ORD03608,PROD03850,2023-07-02,Late Delivery,3609
RET001325,ORD03609,PROD03878,2023-10-20,Size Issue,928
RET001326,ORD03610,PROD03550,2022-11-14,Quality Not Good,1157
RET001327,ORD03612,PROD03456,2022-06-18,Quality Not Good,2438
RET001328,ORD03614,PROD00789,2024-04-01,Wrong Item Delivered,2692
RET001329,ORD03615,PROD01892,2025-11-02,Wrong Item Delivered,6627
RET001330,ORD03615,PROD02126,2024-12-31,Quality Not Good,7478
RET001331,ORD03621,PROD03070,2023-02-07,Wrong Item Delivered,2804
RET001332,ORD03625,PROD02174,2025-04-29,Quality Not Good,3187
RET001333,ORD03630,PROD01641,2023-02-24,Wrong Item Delivered,974
RET001334,ORD03631,PROD03220,2023-08-18,Defective Product,7755
RET001335,ORD03632,PROD01683,2023-06-07,Changed Mind,953
RET001336,ORD03636,PROD04030,2023-10-18,Quality Not Good,1738
RET001337,ORD03640,PROD04223,2025-12-31,Defective Product,2547
RET001338,ORD03644,PROD03018,2023-11-04,Quality Not Good,1658
RET001339,ORD03646,PROD04418,2024-04-28,Quality Not Good,2360
RET001340,ORD03647,PROD04897,2022-10-08,Changed Mind,3126
RET001341,ORD03653,PROD01268,2023-03-25,Late Delivery,2525
RET001342,ORD03657,PROD01238,2023-03-17,Wrong Item Delivered,2756
RET001343,ORD03658,PROD04169,2024-10-02,Changed Mind,4273
RET001344,ORD03658,PROD01503,2025-12-21,Quality Not Good,5188
RET001345,ORD03663,PROD01140,2025-10-26,Late Delivery,6118
RET001346,ORD03663,PROD01244,2025-11-26,Size Issue,431
RET001347,ORD03664,PROD04544,2023-03-05,Size Issue,2134
RET001348,ORD03665,PROD02993,2023-02-27,Quality Not Good,1801
RET001349,ORD03665,PROD03654,2025-01-05,Wrong Item Delivered,7371
RET001350,ORD03667,PROD02547,2024-02-16,Size Issue,1287
RET001351,ORD03669,PROD04445,2022-05-16,Defective Product,2510
RET001352,ORD03669,PROD02620,2023-07-13,Late Delivery,2345
RET001353,ORD03672,PROD02555,2022-04-18,Quality Not Good,1932
RET001354,ORD03676,PROD02186,2024-01-19,Wrong Item Delivered,3258
RET001355,ORD03676,PROD02247,2025-02-06,Size Issue,4505
RET001356,ORD03677,PROD03809,2024-05-21,Changed Mind,2932
RET001357,ORD03686,PROD01310,2022-11-09,Quality Not Good,4671
RET001358,ORD03687,PROD04792,2025-10-31,Defective Product,5316
RET001359,ORD03688,PROD02147,2025-12-14,Quality Not Good,3212
RET001360,ORD03688,PROD03732,2023-06-28,Quality Not Good,3819
RET001361,ORD03695,PROD03680,2023-11-11,Wrong Item Delivered,1978
RET001362,ORD03703,PROD04022,2022-08-28,Changed Mind,598
RET001363,ORD03705,PROD00037,2025-05-23,Quality Not Good,2781
RET001364,ORD03711,PROD04907,2022-03-26,Defective Product,6315
RET001365,ORD03713,PROD04987,2023-04-30,Defective Product,5458
RET001366,ORD03718,PROD00644,2025-06-19,Quality Not Good,2718
RET001367,ORD03719,PROD01856,2024-01-23,Wrong Item Delivered,4604
RET001368,ORD03720,PROD00209,2023-06-11,Size Issue,348
RET001369,ORD03721,PROD01192,2024-09-26,Quality Not Good,2879
RET001370,ORD03721,PROD01856,2022-10-01,Size Issue,4804
RET001371,ORD03722,PROD00912,2022-11-09,Size Issue,7327
RET001372,ORD03722,PROD02357,2024-05-14,Quality Not Good,1202
RET001373,ORD03728,PROD03772,2024-06-19,Changed Mind,3058
RET001374,ORD03729,PROD00524,2022-12-18,Defective Product,5342
RET001375,ORD03734,PROD04685,2022-07-08,Changed Mind,3592
RET001376,ORD03735,PROD03695,2024-05-23,Size Issue,2093
RET001377,ORD03739,PROD01753,2023-08-20,Wrong Item Delivered,2396
RET001378,ORD03740,PROD03669,2022-04-25,Size Issue,1194
RET001379,ORD03742,PROD04851,2024-01-20,Size Issue,1923
RET001380,ORD03744,PROD00896,2022-09-29,Size Issue,1967
RET001381,ORD03745,PROD00909,2025-03-15,Late Delivery,388
RET001382,ORD03745,PROD00788,2022-12-06,Quality Not Good,6417
RET001383,ORD03753,PROD00190,2024-05-03,Changed Mind,3254
RET001384,ORD03754,PROD01898,2022-12-06,Wrong Item Delivered,823
RET001385,ORD03762,PROD00804,2023-08-29,Size Issue,1102
RET001386,ORD03768,PROD04811,2025-10-01,Late Delivery,490
RET001387,ORD03768,PROD03367,2024-07-07,Defective Product,4214
RET001388,ORD03777,PROD01312,2023-03-04,Wrong Item Delivered,1816
RET001389,ORD03786,PROD02290,2022-02-17,Size Issue,7440
RET001390,ORD03787,PROD03732,2023-10-29,Quality Not Good,4186
RET001391,ORD03787,PROD01892,2025-09-14,Late Delivery,2629
RET001392,ORD03796,PROD03224,2023-05-07,Late Delivery,4171
RET001393,ORD03797,PROD04159,2024-05-17,Size Issue,3592
RET001394,ORD03803,PROD04357,2025-09-25,Changed Mind,2444
RET001395,ORD03806,PROD03895,2023-07-03,Late Delivery,3682
RET001396,ORD03806,PROD00348,2022-08-29,Quality Not Good,4955
RET001397,ORD03807,PROD00106,2024-07-01,Defective Product,1454
RET001398,ORD03807,PROD00078,2022-05-05,Defective Product,2130
RET001399,ORD03808,PROD00369,2022-04-18,Defective Product,2765
RET001400,ORD03809,PROD04339,2023-05-08,Quality Not Good,776
RET001401,ORD03810,PROD04312,2023-09-03,Size Issue,2388
RET001402,ORD03810,PROD04424,2025-08-06,Defective Product,2825
RET001403,ORD03811,PROD01281,2023-04-30,Size Issue,4888
RET001404,ORD03815,PROD00295,2023-01-24,Changed Mind,4391
RET001405,ORD03820,PROD04750,2024-04-19,Wrong Item Delivered,2862
RET001406,ORD03822,PROD02209,2022-09-29,Late Delivery,2544
RET001407,ORD03823,PROD03187,2023-07-14,Wrong Item Delivered,1257
RET001408,ORD03828,PROD03109,2024-01-10,Changed Mind,3568
RET001409,ORD03829,PROD00230,2022-11-08,Defective Product,2688
RET001410,ORD03832,PROD00011,2025-07-20,Changed Mind,2916
RET001411,ORD03840,PROD01619,2025-05-16,Quality Not Good,2409
RET001412,ORD03841,PROD01141,2023-02-27,Quality Not Good,5829
RET001413,ORD03847,PROD04293,2022-09-04,Wrong Item Delivered,2398
RET001414,ORD03852,PROD04387,2024-09-26,Changed Mind,5515
RET001415,ORD03856,PROD04497,2022-12-07,Quality Not Good,1884
RET001416,ORD03856,PROD03426,2023-05-25,Defective Product,6441
RET001417,ORD03858,PROD00778,2024-08-23,Quality Not Good,1877
RET001418,ORD03859,PROD02644,2022-05-23,Wrong Item Delivered,2537
RET001419,ORD03865,PROD02544,2024-09-04,Changed Mind,832
RET001420,ORD03866,PROD00910,2025-07-05,Quality Not Good,1304
RET001421,ORD03870,PROD02596,2025-06-28,Wrong Item Delivered,5019
RET001422,ORD03873,PROD01222,2024-07-12,Size Issue,2084
RET001423,ORD03880,PROD01486,2023-03-25,Defective Product,5666
RET001424,ORD03880,PROD01871,2025-08-26,Changed Mind,2508
RET001425,ORD03881,PROD00036,2025-11-20,Size Issue,4481
RET001426,ORD03882,PROD01348,2025-09-04,Wrong Item Delivered,5829
RET001427,ORD03883,PROD02047,2025-11-07,Wrong Item Delivered,519
RET001428,ORD03885,PROD04604,2024-03-15,Quality Not Good,2469
RET001429,ORD03885,PROD02826,2023-06-13,Size Issue,1201
RET001430,ORD03886,PROD01643,2024-02-03,Wrong Item Delivered,2470
RET001431,ORD03888,PROD01922,2024-05-24,Quality Not Good,1474
RET001432,ORD03892,PROD01460,2022-07-29,Defective Product,3345
RET001433,ORD03893,PROD04270,2023-04-20,Size Issue,1568
RET001434,ORD03895,PROD03541,2024-07-17,Late Delivery,1253
RET001435,ORD03897,PROD00194,2025-02-01,Changed Mind,3890
RET001436,ORD03900,PROD02485,2024-01-11,Wrong Item Delivered,6210
RET001437,ORD03901,PROD00946,2024-04-03,Defective Product,5306
RET001438,ORD03903,PROD01943,2024-01-26,Defective Product,7110
RET001439,ORD03905,PROD00888,2025-10-27,Wrong Item Delivered,2723
RET001440,ORD03907,PROD00929,2022-11-23,Changed Mind,2137
RET001441,ORD03916,PROD01522,2024-08-20,Size Issue,1950
RET001442,ORD03918,PROD03586,2024-03-16,Size Issue,5270
RET001443,ORD03926,PROD04935,2024-07-11,Late Delivery,3730
RET001444,ORD03928,PROD02413,2024-04-29,Quality Not Good,5770
RET001445,ORD03930,PROD00587,2024-11-11,Defective Product,1862
RET001446,ORD03933,PROD00702,2023-05-30,Defective Product,6081
RET001447,ORD03944,PROD04673,2022-09-11,Late Delivery,793
RET001448,ORD03946,PROD01359,2024-04-25,Late Delivery,1233
RET001449,ORD03950,PROD00307,2023-09-28,Wrong Item Delivered,807
RET001450,ORD03951,PROD01477,2022-04-22,Quality Not Good,1704
RET001451,ORD03952,PROD00088,2025-07-26,Changed Mind,1031
RET001452,ORD03965,PROD02060,2022-07-12,Late Delivery,1678
RET001453,ORD03965,PROD01579,2022-12-20,Quality Not Good,1946
RET001454,ORD03965,PROD03714,2023-09-11,Quality Not Good,1175
RET001455,ORD03969,PROD00754,2022-01-30,Size Issue,3540
RET001456,ORD03970,PROD04278,2025-06-05,Defective Product,6354
RET001457,ORD03970,PROD04472,2025-08-12,Wrong Item Delivered,3009
RET001458,ORD03973,PROD01417,2023-04-02,Wrong Item Delivered,2134
RET001459,ORD03974,PROD00513,2022-05-17,Late Delivery,1070
RET001460,ORD03977,PROD00375,2024-02-18,Defective Product,1967
RET001461,ORD03978,PROD02507,2024-06-27,Defective Product,4726
RET001462,ORD03978,PROD03055,2025-12-10,Size Issue,1020
RET001463,ORD03984,PROD04700,2022-03-14,Late Delivery,2643
RET001464,ORD03988,PROD04897,2023-07-14,Defective Product,6039
RET001465,ORD03988,PROD03383,2025-09-11,Quality Not Good,2039
RET001466,ORD03991,PROD04034,2024-05-29,Size Issue,3819
RET001467,ORD03992,PROD03984,2025-08-17,Wrong Item Delivered,713
RET001468,ORD03994,PROD01471,2023-06-09,Size Issue,607
RET001469,ORD03994,PROD03442,2025-05-25,Size Issue,2650
RET001470,ORD03995,PROD01786,2022-01-22,Size Issue,4747
RET001471,ORD03995,PROD01271,2023-09-14,Late Delivery,1255
RET001472,ORD03996,PROD01507,2025-11-25,Changed Mind,3393
RET001473,ORD03998,PROD05000,2022-02-17,Defective Product,3654
RET001474,ORD04000,PROD02952,2024-05-14,Late Delivery,619
RET001475,ORD04001,PROD00076,2024-11-12,Late Delivery,1396
RET001476,ORD04003,PROD00498,2025-08-30,Wrong Item Delivered,2517
RET001477,ORD04012,PROD00405,2023-06-20,Wrong Item Delivered,1894
RET001478,ORD04015,PROD04906,2022-05-06,Quality Not Good,3234
RET001479,ORD04018,PROD03918,2024-03-29,Defective Product,727
RET001480,ORD04023,PROD03157,2025-04-10,Quality Not Good,2972
RET001481,ORD04024,PROD04559,2025-03-18,Defective Product,2883
RET001482,ORD04027,PROD01596,2023-03-06,Changed Mind,4058
RET001483,ORD04029,PROD03948,2025-07-22,Changed Mind,1757
RET001484,ORD04031,PROD04722,2025-05-14,Size Issue,890
RET001485,ORD04032,PROD02536,2022-10-13,Size Issue,2967
RET001486,ORD04036,PROD01314,2022-01-27,Size Issue,1163
RET001487,ORD04038,PROD00937,2024-01-28,Late Delivery,650
RET001488,ORD04039,PROD01373,2025-02-27,Wrong Item Delivered,7638
RET001489,ORD04040,PROD00691,2025-01-10,Quality Not Good,2507
RET001490,ORD04040,PROD02748,2025-05-03,Late Delivery,3396
RET001491,ORD04043,PROD00463,2025-09-30,Size Issue,1304
RET001492,ORD04044,PROD01955,2025-03-18,Size Issue,3010
RET001493,ORD04044,PROD04780,2023-01-04,Defective Product,5428
RET001494,ORD04045,PROD03037,2025-10-11,Quality Not Good,1771
RET001495,ORD04045,PROD03798,2023-12-14,Defective Product,5016
RET001496,ORD04048,PROD02151,2024-06-30,Size Issue,2416
RET001497,ORD04048,PROD04524,2024-08-08,Defective Product,4636
RET001498,ORD04048,PROD02098,2025-03-01,Quality Not Good,1402
RET001499,ORD04050,PROD02138,2023-07-07,Size Issue,1730
RET001500,ORD04052,PROD03307,2025-02-04,Wrong Item Delivered,3510
RET001501,ORD04060,PROD03896,2025-07-17,Size Issue,1030
RET001502,ORD04061,PROD03857,2024-04-14,Size Issue,3781
RET001503,ORD04061,PROD03936,2022-06-27,Quality Not Good,4698
RET001504,ORD04062,PROD05000,2022-04-22,Wrong Item Delivered,2436
RET001505,ORD04063,PROD00973,2025-06-04,Defective Product,5406
RET001506,ORD04064,PROD00200,2022-04-11,Changed Mind,1070
RET001507,ORD04064,PROD03404,2025-09-09,Late Delivery,2964
RET001508,ORD04067,PROD04428,2022-10-23,Late Delivery,2605
RET001509,ORD04067,PROD01639,2022-11-23,Defective Product,4306
RET001510,ORD04070,PROD00112,2023-10-05,Defective Product,2232
RET001511,ORD04071,PROD03963,2024-09-28,Changed Mind,836
RET001512,ORD04072,PROD01333,2025-05-25,Late Delivery,810
RET001513,ORD04074,PROD01817,2022-02-04,Late Delivery,5059
RET001514,ORD04074,PROD00478,2025-02-13,Defective Product,6282
RET001515,ORD04075,PROD03919,2022-11-03,Late Delivery,3453
RET001516,ORD04080,PROD04296,2024-01-12,Wrong Item Delivered,6906
RET001517,ORD04082,PROD00531,2023-11-28,Changed Mind,2729
RET001518,ORD04083,PROD00684,2025-11-29,Defective Product,907
RET001519,ORD04095,PROD02293,2023-12-16,Defective Product,4077
RET001520,ORD04097,PROD00431,2025-07-06,Changed Mind,3323
RET001521,ORD04100,PROD03603,2023-01-13,Changed Mind,3254
RET001522,ORD04104,PROD04297,2024-03-20,Changed Mind,5776
RET001523,ORD04104,PROD00306,2024-01-19,Size Issue,2914
RET001524,ORD04105,PROD03801,2025-06-07,Defective Product,1377
RET001525,ORD04109,PROD01257,2023-06-27,Defective Product,927
RET001526,ORD04109,PROD02078,2024-05-11,Defective Product,4224
RET001527,ORD04109,PROD00996,2023-09-23,Size Issue,618
RET001528,ORD04111,PROD04505,2024-09-13,Defective Product,1206
RET001529,ORD04115,PROD00016,2024-05-07,Defective Product,4852
RET001530,ORD04116,PROD00335,2024-03-05,Wrong Item Delivered,1308
RET001531,ORD04117,PROD04086,2022-07-12,Late Delivery,3188
RET001532,ORD04122,PROD00546,2022-04-29,Size Issue,3147
RET001533,ORD04124,PROD00080,2025-06-13,Quality Not Good,5118
RET001534,ORD04126,PROD03406,2022-01-29,Defective Product,1108
RET001535,ORD04127,PROD03844,2024-08-31,Defective Product,5926
RET001536,ORD04128,PROD03467,2023-12-02,Quality Not Good,7776
RET001537,ORD04136,PROD02935,2025-11-27,Defective Product,1540
RET001538,ORD04136,PROD01407,2023-06-24,Size Issue,2127
RET001539,ORD04138,PROD03500,2024-03-10,Size Issue,906
RET001540,ORD04142,PROD03909,2023-03-05,Quality Not Good,4025
RET001541,ORD04145,PROD00372,2025-08-26,Quality Not Good,563
RET001542,ORD04148,PROD02455,2025-12-05,Size Issue,4408
RET001543,ORD04152,PROD00187,2024-10-08,Changed Mind,4698
RET001544,ORD04154,PROD03965,2025-08-06,Defective Product,7350
RET001545,ORD04154,PROD00407,2023-07-28,Defective Product,2263
RET001546,ORD04161,PROD00462,2025-07-08,Defective Product,4524
RET001547,ORD04165,PROD05000,2024-04-16,Size Issue,821
RET001548,ORD04167,PROD03095,2022-09-25,Wrong Item Delivered,2090
RET001549,ORD04171,PROD04971,2022-04-14,Late Delivery,342
RET001550,ORD04173,PROD02661,2024-12-16,Quality Not Good,748
RET001551,ORD04177,PROD00289,2024-06-07,Late Delivery,5156
RET001552,ORD04179,PROD04492,2023-08-30,Quality Not Good,3633
RET001553,ORD04183,PROD01916,2025-07-09,Changed Mind,1859
RET001554,ORD04185,PROD04373,2022-06-10,Defective Product,1788
RET001555,ORD04186,PROD01532,2022-10-31,Defective Product,964
RET001556,ORD04189,PROD03825,2024-12-11,Changed Mind,1002
RET001557,ORD04192,PROD00972,2023-12-24,Changed Mind,1242
RET001558,ORD04207,PROD04587,2022-09-08,Wrong Item Delivered,8061
RET001559,ORD04215,PROD03202,2025-12-23,Late Delivery,1348
RET001560,ORD04218,PROD04984,2024-07-07,Wrong Item Delivered,3441
RET001561,ORD04221,PROD00021,2024-09-17,Wrong Item Delivered,3540
RET001562,ORD04224,PROD03283,2023-09-01,Changed Mind,4941
RET001563,ORD04224,PROD03626,2022-04-06,Size Issue,4241
RET001564,ORD04232,PROD03891,2023-07-19,Changed Mind,1988
RET001565,ORD04232,PROD02800,2024-01-07,Wrong Item Delivered,2757
RET001566,ORD04233,PROD03613,2024-10-12,Size Issue,871
RET001567,ORD04236,PROD00723,2022-03-31,Quality Not Good,3258
RET001568,ORD04237,PROD02935,2025-09-16,Quality Not Good,1725
RET001569,ORD04242,PROD02272,2022-01-01,Changed Mind,2631
RET001570,ORD04242,PROD03043,2022-04-16,Changed Mind,1169
RET001571,ORD04246,PROD00334,2023-11-30,Defective Product,7566
RET001572,ORD04248,PROD04513,2025-07-16,Size Issue,841
RET001573,ORD04252,PROD01860,2025-10-15,Size Issue,4383
RET001574,ORD04254,PROD04032,2022-11-14,Size Issue,4983
RET001575,ORD04254,PROD00943,2023-07-10,Defective Product,950
RET001576,ORD04254,PROD03751,2025-03-13,Size Issue,2408
RET001577,ORD04260,PROD01564,2022-05-05,Size Issue,3431
RET001578,ORD04264,PROD03004,2023-07-23,Changed Mind,825
RET001579,ORD04265,PROD01400,2022-08-09,Quality Not Good,3975
RET001580,ORD04269,PROD03510,2025-01-18,Wrong Item Delivered,2043
RET001581,ORD04270,PROD03231,2025-08-23,Defective Product,2858
RET001582,ORD04270,PROD04733,2025-11-11,Wrong Item Delivered,2497
RET001583,ORD04274,PROD00595,2022-05-16,Defective Product,744
RET001584,ORD04274,PROD04645,2023-01-30,Size Issue,5785
RET001585,ORD04276,PROD00667,2023-01-14,Changed Mind,2328
RET001586,ORD04277,PROD00523,2025-01-27,Quality Not Good,1403
RET001587,ORD04279,PROD01922,2023-03-15,Late Delivery,2177
RET001588,ORD04287,PROD04932,2023-01-06,Quality Not Good,1138
RET001589,ORD04288,PROD03441,2023-10-23,Wrong Item Delivered,1731
RET001590,ORD04289,PROD02048,2023-05-11,Defective Product,6885
RET001591,ORD04290,PROD02899,2025-08-27,Late Delivery,949
RET001592,ORD04293,PROD01201,2023-05-25,Changed Mind,1410
RET001593,ORD04293,PROD03322,2024-07-15,Quality Not Good,672
RET001594,ORD04295,PROD03020,2024-01-27,Wrong Item Delivered,8937
RET001595,ORD04296,PROD01206,2022-05-01,Defective Product,7047
RET001596,ORD04298,PROD03261,2023-12-03,Size Issue,3761
RET001597,ORD04301,PROD03909,2024-02-09,Quality Not Good,2052
RET001598,ORD04305,PROD04415,2022-02-26,Defective Product,4218
RET001599,ORD04314,PROD02725,2022-09-26,Quality Not Good,2537
RET001600,ORD04314,PROD01717,2022-02-13,Defective Product,4386
RET001601,ORD04316,PROD00884,2023-04-11,Changed Mind,2302
RET001602,ORD04319,PROD00988,2022-03-22,Wrong Item Delivered,1480
RET001603,ORD04321,PROD00130,2022-11-28,Defective Product,1908
RET001604,ORD04323,PROD02482,2024-02-23,Defective Product,2245
RET001605,ORD04330,PROD04121,2024-05-24,Defective Product,598
RET001606,ORD04330,PROD00818,2024-07-05,Defective Product,1258
RET001607,ORD04331,PROD01604,2025-12-11,Size Issue,1277
RET001608,ORD04333,PROD02197,2022-08-15,Size Issue,1158
RET001609,ORD04337,PROD00756,2025-03-15,Size Issue,2601
RET001610,ORD04341,PROD02313,2024-01-26,Defective Product,4300
RET001611,ORD04343,PROD01969,2025-01-15,Quality Not Good,1860
RET001612,ORD04349,PROD04701,2025-03-09,Size Issue,4202
RET001613,ORD04350,PROD00924,2025-02-09,Changed Mind,3292
RET001614,ORD04351,PROD04490,2024-07-04,Changed Mind,876
RET001615,ORD04352,PROD03464,2025-10-14,Defective Product,790
RET001616,ORD04353,PROD04129,2023-01-10,Size Issue,4747
RET001617,ORD04354,PROD03686,2023-06-12,Size Issue,861
RET001618,ORD04354,PROD02523,2025-05-26,Changed Mind,797
RET001619,ORD04358,PROD04240,2022-03-24,Late Delivery,548
RET001620,ORD04363,PROD01371,2024-04-01,Late Delivery,4519
RET001621,ORD04363,PROD00477,2023-11-29,Size Issue,1831
RET001622,ORD04364,PROD04241,2022-09-10,Wrong Item Delivered,2810
RET001623,ORD04368,PROD02165,2025-02-17,Size Issue,3894
RET001624,ORD04368,PROD04989,2025-05-11,Quality Not Good,1623
RET001625,ORD04369,PROD01255,2025-11-23,Defective Product,652
RET001626,ORD04370,PROD04266,2022-09-05,Wrong Item Delivered,1272
RET001627,ORD04371,PROD04282,2023-03-14,Defective Product,1584
RET001628,ORD04371,PROD02896,2023-10-31,Late Delivery,239
RET001629,ORD04372,PROD02899,2023-10-21,Quality Not Good,702
RET001630,ORD04372,PROD00137,2022-03-28,Size Issue,1419
RET001631,ORD04374,PROD01085,2025-07-12,Defective Product,3148
RET001632,ORD04374,PROD02814,2023-05-14,Size Issue,1723
RET001633,ORD04375,PROD04411,2022-04-29,Quality Not Good,1660
RET001634,ORD04376,PROD04080,2022-09-15,Wrong Item Delivered,7071
RET001635,ORD04380,PROD00698,2024-10-17,Wrong Item Delivered,5040
RET001636,ORD04389,PROD00300,2024-08-12,Late Delivery,1615
RET001637,ORD04393,PROD00831,2025-10-03,Defective Product,2239
RET001638,ORD04393,PROD04804,2024-10-08,Defective Product,5193
RET001639,ORD04400,PROD01840,2022-08-18,Wrong Item Delivered,1211
RET001640,ORD04400,PROD03321,2024-09-20,Changed Mind,4762
RET001641,ORD04401,PROD02997,2025-01-31,Defective Product,1296
RET001642,ORD04404,PROD03451,2022-01-10,Wrong Item Delivered,2709
RET001643,ORD04404,PROD01657,2023-01-10,Defective Product,6340
RET001644,ORD04408,PROD00313,2024-03-31,Changed Mind,5585
RET001645,ORD04412,PROD01008,2022-12-15,Quality Not Good,5075
RET001646,ORD04415,PROD03476,2024-03-05,Late Delivery,3590
RET001647,ORD04416,PROD01514,2022-02-24,Quality Not Good,1137
RET001648,ORD04418,PROD03691,2023-04-24,Defective Product,2053
RET001649,ORD04421,PROD04006,2022-12-20,Changed Mind,5438
RET001650,ORD04422,PROD03642,2023-05-29,Quality Not Good,1952
RET001651,ORD04423,PROD04778,2022-11-25,Late Delivery,1647
RET001652,ORD04427,PROD01615,2022-10-08,Quality Not Good,888
RET001653,ORD04429,PROD00467,2024-05-28,Quality Not Good,3081
RET001654,ORD04433,PROD00546,2024-08-06,Quality Not Good,1889
RET001655,ORD04433,PROD04797,2023-11-14,Defective Product,7473
RET001656,ORD04437,PROD01808,2022-09-16,Defective Product,5988
RET001657,ORD04441,PROD03966,2022-01-30,Wrong Item Delivered,4614
RET001658,ORD04443,PROD03907,2023-07-17,Size Issue,4669
RET001659,ORD04445,PROD03222,2023-04-12,Defective Product,1578
RET001660,ORD04447,PROD02378,2023-03-21,Defective Product,2616
RET001661,ORD04457,PROD02927,2023-11-24,Defective Product,5598
RET001662,ORD04460,PROD04455,2023-01-07,Defective Product,695
RET001663,ORD04465,PROD03222,2023-11-15,Defective Product,1578
RET001664,ORD04466,PROD03602,2023-10-18,Changed Mind,2079
RET001665,ORD04473,PROD04639,2024-11-28,Quality Not Good,4251
RET001666,ORD04478,PROD02098,2022-07-05,Size Issue,2190
RET001667,ORD04479,PROD01175,2025-05-17,Changed Mind,199
RET001668,ORD04482,PROD00652,2025-08-21,Size Issue,3780
RET001669,ORD04484,PROD00652,2023-02-21,Late Delivery,3220
RET001670,ORD04485,PROD00719,2025-09-24,Size Issue,2292
RET001671,ORD04489,PROD02114,2025-05-18,Size Issue,991
RET001672,ORD04490,PROD01608,2025-11-16,Changed Mind,976
RET001673,ORD04494,PROD03628,2023-01-01,Size Issue,1553
RET001674,ORD04494,PROD02390,2022-11-08,Size Issue,858
RET001675,ORD04494,PROD00792,2022-11-18,Wrong Item Delivered,1771
RET001676,ORD04496,PROD01149,2025-08-01,Changed Mind,4403
RET001677,ORD04498,PROD01330,2023-11-19,Size Issue,3198
RET001678,ORD04498,PROD04244,2023-07-22,Size Issue,6897
RET001679,ORD04499,PROD01453,2023-10-07,Defective Product,2592
RET001680,ORD04500,PROD00384,2023-05-26,Changed Mind,1640
RET001681,ORD04508,PROD03735,2025-12-11,Size Issue,7061
RET001682,ORD04509,PROD02858,2024-12-25,Changed Mind,1026
RET001683,ORD04514,PROD02101,2024-07-19,Defective Product,2560
RET001684,ORD04517,PROD02051,2024-09-02,Size Issue,604
RET001685,ORD04518,PROD03243,2022-11-30,Size Issue,1024
RET001686,ORD04518,PROD04808,2024-02-22,Size Issue,1296
RET001687,ORD04519,PROD04598,2025-06-08,Size Issue,3220
RET001688,ORD04521,PROD02108,2024-09-20,Defective Product,5415
RET001689,ORD04523,PROD04015,2024-11-06,Defective Product,5166
RET001690,ORD04524,PROD01850,2022-02-04,Defective Product,1770
RET001691,ORD04525,PROD01192,2025-04-28,Changed Mind,6832
RET001692,ORD04530,PROD02158,2025-04-18,Quality Not Good,2858
RET001693,ORD04534,PROD04679,2022-11-03,Defective Product,7089
RET001694,ORD04534,PROD00316,2023-07-05,Changed Mind,701
RET001695,ORD04538,PROD01008,2023-12-24,Wrong Item Delivered,7425
RET001696,ORD04544,PROD01905,2023-02-13,Late Delivery,1733
RET001697,ORD04548,PROD03955,2023-06-19,Size Issue,1687
RET001698,ORD04551,PROD01024,2023-11-23,Defective Product,2946
RET001699,ORD04552,PROD01137,2023-04-19,Defective Product,2442
RET001700,ORD04553,PROD03315,2023-08-24,Defective Product,3192
RET001701,ORD04554,PROD04242,2025-10-07,Changed Mind,1184
RET001702,ORD04556,PROD03447,2024-09-14,Changed Mind,3494
RET001703,ORD04559,PROD02323,2025-04-01,Defective Product,3150
RET001704,ORD04560,PROD03161,2024-11-14,Changed Mind,2406
RET001705,ORD04570,PROD03169,2023-10-17,Defective Product,5472
RET001706,ORD04572,PROD00108,2025-07-12,Late Delivery,1908
RET001707,ORD04576,PROD01204,2023-03-03,Quality Not Good,3573
RET001708,ORD04582,PROD02391,2025-10-14,Changed Mind,532
RET001709,ORD04583,PROD03569,2025-03-18,Size Issue,944
