order_item_id,order_id,product_id,quantity,selling_price,total_price
ITEM007923,ORD03178,PROD00417,3,1400,4200
ITEM007924,ORD03178,PROD03342,1,732,732
ITEM007925,ORD03178,PROD03980,1,677,677
ITEM007926,ORD03179,PROD01420,1,2040,2040
ITEM007927,ORD03180,PROD03312,2,1756,3512
ITEM007928,ORD03180,PROD02088,3,943,2829
ITEM007929,ORD03180,PROD02896,3,451,1353
ITEM007930,ORD03180,PROD02222,3,1432,4296
ITEM007931,ORD03181,PROD02026,2,540,1080
ITEM007932,ORD03181,PROD01513,3,2015,6045
ITEM007933,ORD03182,PROD04597,2,852,1704
ITEM007934,ORD03183,PROD04786,2,663,1326
ITEM007935,ORD03183,PROD00982,1,982,982
ITEM007936,ORD03183,PROD04704,2,458,916
ITEM007937,ORD03184,PROD03889,2,2105,4210
ITEM007938,ORD03184,PROD03344,3,807,2421
ITEM007939,ORD03184,PROD03891,3,2495,7485
ITEM007940,ORD03185,PROD04108,2,1678,3356
ITEM007941,ORD03185,PROD00477,1,1957,1957
ITEM007942,ORD03185,PROD04763,1,1148,1148
ITEM007943,ORD03186,PROD00315,3,2507,7521
ITEM007944,ORD03186,PROD01731,3,463,1389
ITEM007945,ORD03186,PROD01280,1,2521,2521
ITEM007946,ORD03186,PROD02860,2,2548,5096
ITEM007947,ORD03187,PROD04203,2,2606,5212
ITEM007948,ORD03187,PROD02116,3,487,1461
ITEM007949,ORD03187,PROD04979,1,2611,2611
ITEM007950,ORD03187,PROD04584,1,1045,1045
ITEM007951,ORD03188,PROD01899,1,893,893
ITEM007952,ORD03188,PROD01800,1,2594,2594
ITEM007953,ORD03188,PROD04952,3,472,1416
ITEM007954,ORD03188,PROD00878,1,1374,1374
ITEM007955,ORD03189,PROD01958,3,2390,7170
ITEM007956,ORD03189,PROD02735,3,2428,7284
ITEM007957,ORD03190,PROD04334,1,1756,1756
ITEM007958,ORD03190,PROD01141,1,2509,2509
ITEM007959,ORD03190,PROD04446,1,777,777
ITEM007960,ORD03190,PROD00624,1,1310,1310
ITEM007961,ORD03191,PROD02237,2,1536,3072
ITEM007962,ORD03191,PROD01840,1,1211,1211
ITEM007963,ORD03191,PROD04228,3,1905,5715
ITEM007964,ORD03192,PROD04458,3,463,1389
ITEM007965,ORD03192,PROD01557,2,1301,2602
ITEM007966,ORD03192,PROD01196,3,1194,3582
ITEM007967,ORD03192,PROD04169,1,2484,2484
ITEM007968,ORD03193,PROD03068,2,1727,3454
ITEM007969,ORD03194,PROD03511,2,1343,2686
ITEM007970,ORD03194,PROD02528,3,606,1818
ITEM007971,ORD03194,PROD03376,1,920,920
ITEM007972,ORD03195,PROD00776,2,1823,3646
ITEM007973,ORD03196,PROD02257,2,1568,3136
ITEM007974,ORD03196,PROD01177,1,1194,1194
ITEM007975,ORD03197,PROD01432,2,1848,3696
ITEM007976,ORD03198,PROD04088,2,1924,3848
ITEM007977,ORD03199,PROD04492,1,2068,2068
ITEM007978,ORD03199,PROD04633,3,2139,6417
ITEM007979,ORD03200,PROD03087,3,1415,4245
ITEM007980,ORD03201,PROD01303,1,720,720
ITEM007981,ORD03201,PROD04091,2,1009,2018
ITEM007982,ORD03201,PROD02344,2,1882,3764
ITEM007983,ORD03201,PROD02111,3,1424,4272
ITEM007984,ORD03202,PROD00860,2,914,1828
ITEM007985,ORD03202,PROD02158,3,1642,4926
ITEM007986,ORD03202,PROD01091,2,2231,4462
ITEM007987,ORD03203,PROD04058,3,1683,5049
ITEM007988,ORD03204,PROD03673,1,1477,1477
ITEM007989,ORD03205,PROD02669,1,891,891
ITEM007990,ORD03205,PROD02864,2,576,1152
ITEM007991,ORD03205,PROD04516,2,1649,3298
ITEM007992,ORD03205,PROD03513,1,1653,1653
ITEM007993,ORD03206,PROD01264,2,1485,2970
ITEM007994,ORD03207,PROD04238,2,1835,3670
ITEM007995,ORD03207,PROD04191,1,2452,2452
ITEM007996,ORD03208,PROD04168,2,1574,3148
ITEM007997,ORD03208,PROD00536,2,766,1532
ITEM007998,ORD03209,PROD02790,2,2149,4298
ITEM007999,ORD03209,PROD04011,3,2536,7608
ITEM008000,ORD03209,PROD00508,3,1399,4197
ITEM008001,ORD03210,PROD00139,2,1027,2054
ITEM008002,ORD03210,PROD03155,1,1110,1110
ITEM008003,ORD03211,PROD00613,3,2420,7260
ITEM008004,ORD03211,PROD03058,3,1088,3264
ITEM008005,ORD03211,PROD04622,2,872,1744
ITEM008006,ORD03212,PROD03443,2,3170,6340
ITEM008007,ORD03213,PROD04963,1,1924,1924
ITEM008008,ORD03214,PROD02934,2,3063,6126
ITEM008009,ORD03214,PROD01284,3,1041,3123
ITEM008010,ORD03214,PROD04199,1,996,996
ITEM008011,ORD03215,PROD02719,3,1728,5184
ITEM008012,ORD03215,PROD04661,3,991,2973
ITEM008013,ORD03216,PROD04003,3,1093,3279
ITEM008014,ORD03216,PROD02317,2,2446,4892
ITEM008015,ORD03217,PROD00866,2,2339,4678
ITEM008016,ORD03217,PROD00895,3,983,2949
ITEM008017,ORD03218,PROD00770,1,2511,2511
ITEM008018,ORD03218,PROD00748,3,1163,3489
ITEM008019,ORD03218,PROD03672,2,536,1072
ITEM008020,ORD03219,PROD01061,3,812,2436
ITEM008021,ORD03219,PROD04337,3,1112,3336
ITEM008022,ORD03220,PROD01217,3,1363,4089
ITEM008023,ORD03220,PROD02578,2,1194,2388
ITEM008024,ORD03220,PROD00536,1,766,766
ITEM008025,ORD03220,PROD03094,1,2694,2694
ITEM008026,ORD03221,PROD01800,3,2594,7782
ITEM008027,ORD03221,PROD00955,3,2191,6573
ITEM008028,ORD03221,PROD00631,2,1737,3474
ITEM008029,ORD03221,PROD02589,1,1363,1363
ITEM008030,ORD03222,PROD03216,3,3001,9003
ITEM008031,ORD03222,PROD02549,2,1230,2460
ITEM008032,ORD03222,PROD02570,3,1143,3429
ITEM008033,ORD03222,PROD01862,3,1488,4464
ITEM008034,ORD03223,PROD01736,2,1862,3724
ITEM008035,ORD03223,PROD03602,2,1333,2666
ITEM008036,ORD03223,PROD01451,2,1562,3124
ITEM008037,ORD03224,PROD00136,2,607,1214
ITEM008038,ORD03224,PROD04718,3,1090,3270
ITEM008039,ORD03224,PROD02060,2,774,1548
ITEM008040,ORD03224,PROD00670,1,1385,1385
ITEM008041,ORD03225,PROD01548,2,2345,4690
ITEM008042,ORD03226,PROD00068,3,708,2124
ITEM008043,ORD03226,PROD02018,3,1851,5553
ITEM008044,ORD03227,PROD03407,2,2428,4856
ITEM008045,ORD03227,PROD04071,1,842,842
ITEM008046,ORD03227,PROD04549,3,1608,4824
ITEM008047,ORD03227,PROD03337,1,463,463
ITEM008048,ORD03228,PROD03805,3,2968,8904
ITEM008049,ORD03228,PROD02212,3,2926,8778
ITEM008050,ORD03228,PROD03899,1,529,529
ITEM008051,ORD03228,PROD01493,3,2225,6675
ITEM008052,ORD03229,PROD03967,2,784,1568
ITEM008053,ORD03230,PROD04592,2,1811,3622
ITEM008054,ORD03231,PROD01899,3,893,2679
ITEM008055,ORD03231,PROD03789,3,991,2973
ITEM008056,ORD03231,PROD01489,1,2046,2046
ITEM008057,ORD03232,PROD03672,1,536,536
ITEM008058,ORD03232,PROD00226,3,1867,5601
ITEM008059,ORD03232,PROD01408,1,1440,1440
ITEM008060,ORD03233,PROD01893,1,1712,1712
ITEM008061,ORD03234,PROD01253,2,745,1490
ITEM008062,ORD03235,PROD02535,1,910,910
ITEM008063,ORD03235,PROD00581,2,2213,4426
ITEM008064,ORD03235,PROD00849,3,1238,3714
ITEM008065,ORD03236,PROD01854,3,910,2730
ITEM008066,ORD03236,PROD00565,1,2675,2675
ITEM008067,ORD03236,PROD03684,1,826,826
ITEM008068,ORD03237,PROD04068,2,2373,4746
ITEM008069,ORD03238,PROD03929,2,3001,6002
ITEM008070,ORD03238,PROD00002,2,2302,4604
ITEM008071,ORD03239,PROD01349,3,2324,6972
ITEM008072,ORD03239,PROD01553,3,1233,3699
ITEM008073,ORD03239,PROD04708,2,1849,3698
ITEM008074,ORD03240,PROD04491,2,1850,3700
ITEM008075,ORD03241,PROD02407,3,2474,7422
ITEM008076,ORD03241,PROD04145,1,1337,1337
ITEM008077,ORD03241,PROD00048,1,1602,1602
ITEM008078,ORD03242,PROD00333,3,1290,3870
ITEM008079,ORD03242,PROD02543,1,1894,1894
ITEM008080,ORD03242,PROD00268,3,3118,9354
ITEM008081,ORD03242,PROD03466,3,1786,5358
ITEM008082,ORD03243,PROD02834,1,2077,2077
ITEM008083,ORD03243,PROD03110,1,1197,1197
ITEM008084,ORD03243,PROD03743,2,2239,4478
ITEM008085,ORD03244,PROD00786,2,2553,5106
ITEM008086,ORD03244,PROD02697,1,2799,2799
ITEM008087,ORD03245,PROD03611,1,1158,1158
ITEM008088,ORD03245,PROD01626,1,975,975
ITEM008089,ORD03245,PROD02264,1,1830,1830
ITEM008090,ORD03245,PROD02342,1,1772,1772
ITEM008091,ORD03246,PROD00014,2,1763,3526
ITEM008092,ORD03246,PROD01473,3,2874,8622
ITEM008093,ORD03246,PROD02844,2,2243,4486
ITEM008094,ORD03247,PROD03236,1,1706,1706
ITEM008095,ORD03247,PROD03634,3,2258,6774
ITEM008096,ORD03248,PROD02556,1,2026,2026
ITEM008097,ORD03248,PROD00784,2,2377,4754
ITEM008098,ORD03248,PROD00808,2,2341,4682
ITEM008099,ORD03249,PROD04942,3,2704,8112
ITEM008100,ORD03250,PROD03492,2,2548,5096
ITEM008101,ORD03251,PROD01307,2,585,1170
ITEM008102,ORD03251,PROD00939,2,1810,3620
ITEM008103,ORD03252,PROD00822,1,1553,1553
ITEM008104,ORD03253,PROD02911,2,2304,4608
ITEM008105,ORD03253,PROD04937,2,1170,2340
ITEM008106,ORD03254,PROD02838,1,1236,1236
ITEM008107,ORD03255,PROD01295,3,776,2328
ITEM008108,ORD03256,PROD03547,2,735,1470
ITEM008109,ORD03257,PROD02780,2,2066,4132
ITEM008110,ORD03257,PROD04929,2,741,1482
ITEM008111,ORD03258,PROD04818,3,1117,3351
ITEM008112,ORD03258,PROD04378,1,2518,2518
ITEM008113,ORD03258,PROD01580,2,798,1596
ITEM008114,ORD03258,PROD00618,2,527,1054
ITEM008115,ORD03259,PROD01462,3,564,1692
ITEM008116,ORD03259,PROD03756,2,1554,3108
ITEM008117,ORD03259,PROD01497,1,1082,1082
ITEM008118,ORD03259,PROD01216,2,1723,3446
ITEM008119,ORD03260,PROD00193,2,1132,2264
ITEM008120,ORD03260,PROD02587,1,1301,1301
ITEM008121,ORD03260,PROD01355,1,1930,1930
ITEM008122,ORD03260,PROD01945,2,1651,3302
ITEM008123,ORD03261,PROD02890,1,1668,1668
ITEM008124,ORD03261,PROD04407,1,1298,1298
ITEM008125,ORD03261,PROD02145,2,2536,5072
ITEM008126,ORD03261,PROD04260,3,1497,4491
ITEM008127,ORD03262,PROD01817,3,1876,5628
ITEM008128,ORD03262,PROD02568,1,1879,1879
ITEM008129,ORD03262,PROD01756,3,2573,7719
ITEM008130,ORD03263,PROD01734,1,542,542
ITEM008131,ORD03263,PROD01367,1,2354,2354
ITEM008132,ORD03263,PROD02913,1,959,959
ITEM008133,ORD03264,PROD02230,1,617,617
ITEM008134,ORD03264,PROD03980,2,677,1354
ITEM008135,ORD03264,PROD00627,2,2635,5270
ITEM008136,ORD03265,PROD02921,2,2263,4526
ITEM008137,ORD03266,PROD01770,3,1624,4872
ITEM008138,ORD03266,PROD00560,2,2480,4960
ITEM008139,ORD03266,PROD04858,3,730,2190
ITEM008140,ORD03267,PROD04981,3,1670,5010
ITEM008141,ORD03267,PROD03431,3,439,1317
ITEM008142,ORD03268,PROD00955,2,2191,4382
ITEM008143,ORD03268,PROD03260,1,1643,1643
ITEM008144,ORD03268,PROD02593,1,2038,2038
ITEM008145,ORD03269,PROD04799,2,1488,2976
ITEM008146,ORD03269,PROD00285,1,1278,1278
ITEM008147,ORD03270,PROD04339,1,759,759
ITEM008148,ORD03270,PROD02281,3,645,1935
ITEM008149,ORD03270,PROD04280,1,2712,2712
ITEM008150,ORD03270,PROD04827,1,2021,2021
ITEM008151,ORD03271,PROD03590,2,2287,4574
ITEM008152,ORD03271,PROD01355,2,1930,3860
ITEM008153,ORD03271,PROD00198,1,3192,3192
ITEM008154,ORD03272,PROD04642,1,1235,1235
ITEM008155,ORD03273,PROD01908,1,1516,1516
ITEM008156,ORD03273,PROD03907,1,2705,2705
ITEM008157,ORD03273,PROD03211,2,1314,2628
ITEM008158,ORD03274,PROD00418,1,726,726
ITEM008159,ORD03275,PROD00341,1,2041,2041
ITEM008160,ORD03275,PROD00454,2,481,962
ITEM008161,ORD03275,PROD00918,1,2665,2665
ITEM008162,ORD03276,PROD01287,1,1174,1174
ITEM008163,ORD03276,PROD04905,3,1123,3369
ITEM008164,ORD03276,PROD04028,3,1230,3690
ITEM008165,ORD03276,PROD03300,2,1003,2006
ITEM008166,ORD03277,PROD02372,1,647,647
ITEM008167,ORD03277,PROD04329,2,1336,2672
ITEM008168,ORD03277,PROD01007,3,817,2451
ITEM008169,ORD03277,PROD00055,3,1621,4863
ITEM008170,ORD03278,PROD02588,1,745,745
ITEM008171,ORD03278,PROD00778,2,768,1536
ITEM008172,ORD03278,PROD03214,2,1256,2512
ITEM008173,ORD03278,PROD00239,1,2862,2862
ITEM008174,ORD03279,PROD03831,2,408,816
ITEM008175,ORD03279,PROD02110,3,1747,5241
ITEM008176,ORD03279,PROD04283,2,1678,3356
ITEM008177,ORD03280,PROD00704,1,702,702
ITEM008178,ORD03281,PROD00344,2,1807,3614
ITEM008179,ORD03281,PROD02674,2,2668,5336
ITEM008180,ORD03281,PROD00614,3,2128,6384
ITEM008181,ORD03282,PROD00889,1,566,566
ITEM008182,ORD03282,PROD00439,1,1225,1225
ITEM008183,ORD03283,PROD00504,1,1807,1807
ITEM008184,ORD03283,PROD03153,2,839,1678
ITEM008185,ORD03283,PROD02912,2,1697,3394
ITEM008186,ORD03284,PROD02287,1,437,437
ITEM008187,ORD03285,PROD01629,3,1177,3531
ITEM008188,ORD03285,PROD01476,2,792,1584
ITEM008189,ORD03286,PROD04349,1,2628,2628
ITEM008190,ORD03286,PROD04523,1,566,566
ITEM008191,ORD03286,PROD03620,3,789,2367
ITEM008192,ORD03286,PROD04370,2,2348,4696
ITEM008193,ORD03287,PROD02263,3,908,2724
ITEM008194,ORD03287,PROD03526,2,2235,4470
ITEM008195,ORD03287,PROD02335,1,3034,3034
ITEM008196,ORD03287,PROD01736,2,1862,3724
ITEM008197,ORD03288,PROD04387,1,2726,2726
ITEM008198,ORD03289,PROD04577,1,1016,1016
ITEM008199,ORD03290,PROD00640,3,696,2088
ITEM008200,ORD03290,PROD02865,2,2486,4972
ITEM008201,ORD03290,PROD00728,1,668,668
ITEM008202,ORD03291,PROD01599,1,2722,2722
ITEM008203,ORD03292,PROD01275,3,2476,7428
ITEM008204,ORD03292,PROD04988,3,459,1377
ITEM008205,ORD03292,PROD01094,1,2610,2610
ITEM008206,ORD03292,PROD00641,3,613,1839
ITEM008207,ORD03293,PROD01384,3,1268,3804
ITEM008208,ORD03293,PROD01209,2,1433,2866
ITEM008209,ORD03294,PROD00427,3,1384,4152
ITEM008210,ORD03295,PROD01042,2,2602,5204
ITEM008211,ORD03295,PROD03035,1,935,935
ITEM008212,ORD03295,PROD02232,1,663,663
ITEM008213,ORD03296,PROD00127,2,2667,5334
ITEM008214,ORD03296,PROD00439,1,1225,1225
ITEM008215,ORD03296,PROD04579,3,1831,5493
ITEM008216,ORD03296,PROD01763,3,908,2724
ITEM008217,ORD03297,PROD00629,2,2820,5640
ITEM008218,ORD03298,PROD04430,1,2624,2624
ITEM008219,ORD03298,PROD01415,2,842,1684
ITEM008220,ORD03298,PROD03287,3,2337,7011
ITEM008221,ORD03298,PROD03403,1,1222,1222
ITEM008222,ORD03299,PROD03860,3,1461,4383
ITEM008223,ORD03299,PROD04553,1,823,823
ITEM008224,ORD03299,PROD02354,3,1556,4668
ITEM008225,ORD03299,PROD01157,1,2554,2554
ITEM008226,ORD03300,PROD03199,1,1477,1477
ITEM008227,ORD03301,PROD03920,3,1266,3798
ITEM008228,ORD03301,PROD03516,1,736,736
ITEM008229,ORD03302,PROD03762,3,602,1806
ITEM008230,ORD03302,PROD01592,3,1972,5916
ITEM008231,ORD03302,PROD00033,1,1523,1523
ITEM008232,ORD03302,PROD01222,2,1011,2022
ITEM008233,ORD03303,PROD04710,1,2171,2171
ITEM008234,ORD03304,PROD00081,3,1221,3663
ITEM008235,ORD03304,PROD00817,1,1952,1952
ITEM008236,ORD03305,PROD03521,2,1655,3310
ITEM008237,ORD03305,PROD02697,2,2799,5598
ITEM008238,ORD03305,PROD04982,2,680,1360
ITEM008239,ORD03306,PROD00964,3,1938,5814
ITEM008240,ORD03306,PROD04463,3,1592,4776
ITEM008241,ORD03307,PROD00347,1,2448,2448
ITEM008242,ORD03307,PROD00700,3,608,1824
ITEM008243,ORD03308,PROD03958,3,2060,6180
ITEM008244,ORD03309,PROD01456,3,1552,4656
ITEM008245,ORD03309,PROD03455,1,2114,2114
ITEM008246,ORD03310,PROD00035,1,982,982
ITEM008247,ORD03311,PROD03809,3,1734,5202
ITEM008248,ORD03311,PROD00286,2,973,1946
ITEM008249,ORD03312,PROD00665,3,1868,5604
ITEM008250,ORD03313,PROD04970,2,1316,2632
ITEM008251,ORD03314,PROD00762,1,573,573
ITEM008252,ORD03314,PROD04475,3,2461,7383
ITEM008253,ORD03314,PROD00154,2,1727,3454
ITEM008254,ORD03315,PROD01361,2,1262,2524
ITEM008255,ORD03315,PROD04114,1,2010,2010
ITEM008256,ORD03315,PROD03638,1,1664,1664
ITEM008257,ORD03316,PROD02252,1,2228,2228
ITEM008258,ORD03316,PROD01949,3,1627,4881
ITEM008259,ORD03317,PROD01498,3,1651,4953
ITEM008260,ORD03317,PROD03524,3,1656,4968
ITEM008261,ORD03318,PROD04376,1,515,515
ITEM008262,ORD03319,PROD02849,2,1212,2424
ITEM008263,ORD03320,PROD04277,3,1194,3582
ITEM008264,ORD03320,PROD03822,2,2779,5558
ITEM008265,ORD03320,PROD01585,2,1732,3464
ITEM008266,ORD03320,PROD04618,2,609,1218
ITEM008267,ORD03321,PROD01771,3,1373,4119
ITEM008268,ORD03321,PROD00989,2,563,1126
ITEM008269,ORD03321,PROD03201,1,1809,1809
ITEM008270,ORD03322,PROD00346,2,1438,2876
ITEM008271,ORD03323,PROD01819,2,970,1940
ITEM008272,ORD03324,PROD01898,1,823,823
ITEM008273,ORD03324,PROD01433,3,2155,6465
ITEM008274,ORD03324,PROD00208,2,2728,5456
ITEM008275,ORD03324,PROD02626,3,539,1617
ITEM008276,ORD03325,PROD02999,3,1003,3009
ITEM008277,ORD03325,PROD03667,2,662,1324
ITEM008278,ORD03325,PROD03114,3,945,2835
ITEM008279,ORD03325,PROD02480,3,1379,4137
ITEM008280,ORD03326,PROD03681,1,1111,1111
ITEM008281,ORD03326,PROD04438,1,2888,2888
ITEM008282,ORD03326,PROD01257,2,927,1854
ITEM008283,ORD03327,PROD03887,3,790,2370
ITEM008284,ORD03327,PROD03210,3,751,2253
ITEM008285,ORD03327,PROD00820,2,538,1076
ITEM008286,ORD03328,PROD04962,3,2123,6369
ITEM008287,ORD03328,PROD04639,1,2210,2210
ITEM008288,ORD03328,PROD00479,3,1646,4938
ITEM008289,ORD03329,PROD04659,3,1404,4212
ITEM008290,ORD03329,PROD00703,1,1819,1819
ITEM008291,ORD03329,PROD03515,2,2536,5072
ITEM008292,ORD03330,PROD02304,3,1056,3168
ITEM008293,ORD03331,PROD03057,3,1986,5958
ITEM008294,ORD03331,PROD04859,1,1421,1421
ITEM008295,ORD03332,PROD00157,3,2674,8022
ITEM008296,ORD03332,PROD01142,3,2416,7248
ITEM008297,ORD03332,PROD04481,1,2205,2205
ITEM008298,ORD03333,PROD00892,2,2809,5618
ITEM008299,ORD03333,PROD04620,1,2420,2420
ITEM008300,ORD03333,PROD01888,2,1586,3172
ITEM008301,ORD03334,PROD03546,3,2780,8340
ITEM008302,ORD03334,PROD03657,1,1360,1360
ITEM008303,ORD03334,PROD02768,1,1155,1155
ITEM008304,ORD03334,PROD03735,3,2662,7986
ITEM008305,ORD03335,PROD04631,1,3068,3068
ITEM008306,ORD03335,PROD00838,3,440,1320
ITEM008307,ORD03336,PROD02579,1,2664,2664
ITEM008308,ORD03337,PROD03229,2,2458,4916
ITEM008309,ORD03337,PROD03893,1,1559,1559
ITEM008310,ORD03337,PROD02208,2,2772,5544
ITEM008311,ORD03337,PROD02924,3,1022,3066
ITEM008312,ORD03338,PROD03128,1,1426,1426
ITEM008313,ORD03338,PROD02878,2,1169,2338
ITEM008314,ORD03338,PROD01345,3,1196,3588
ITEM008315,ORD03339,PROD04720,3,985,2955
ITEM008316,ORD03340,PROD04760,2,1380,2760
ITEM008317,ORD03341,PROD00984,1,820,820
ITEM008318,ORD03341,PROD02775,3,1876,5628
ITEM008319,ORD03341,PROD01977,2,2221,4442
ITEM008320,ORD03342,PROD02275,3,1677,5031
ITEM008321,ORD03342,PROD04172,1,1875,1875
ITEM008322,ORD03343,PROD01553,3,1233,3699
ITEM008323,ORD03344,PROD02122,2,1620,3240
ITEM008324,ORD03345,PROD02535,1,910,910
ITEM008325,ORD03345,PROD01672,1,1310,1310
ITEM008326,ORD03346,PROD01442,2,410,820
ITEM008327,ORD03346,PROD01929,2,1832,3664
ITEM008328,ORD03346,PROD03767,1,2625,2625
ITEM008329,ORD03346,PROD00133,3,1399,4197
ITEM008330,ORD03347,PROD03529,3,884,2652
ITEM008331,ORD03348,PROD04118,2,1899,3798
ITEM008332,ORD03349,PROD01997,2,547,1094
ITEM008333,ORD03349,PROD03083,3,2609,7827
ITEM008334,ORD03349,PROD00724,3,1407,4221
ITEM008335,ORD03350,PROD02231,1,2502,2502
ITEM008336,ORD03350,PROD03837,3,1120,3360
ITEM008337,ORD03350,PROD04182,1,1531,1531
ITEM008338,ORD03351,PROD02206,3,891,2673
ITEM008339,ORD03352,PROD04288,2,2144,4288
ITEM008340,ORD03352,PROD03927,2,796,1592
ITEM008341,ORD03352,PROD04219,3,2292,6876
ITEM008342,ORD03352,PROD04163,1,2374,2374
ITEM008343,ORD03353,PROD02269,1,2750,2750
ITEM008344,ORD03354,PROD04891,1,2105,2105
ITEM008345,ORD03354,PROD00506,2,1751,3502
ITEM008346,ORD03355,PROD03358,2,511,1022
ITEM008347,ORD03355,PROD04647,2,1903,3806
ITEM008348,ORD03356,PROD01796,1,2429,2429
ITEM008349,ORD03356,PROD01844,3,1655,4965
ITEM008350,ORD03357,PROD00684,2,907,1814
ITEM008351,ORD03357,PROD03432,3,1368,4104
ITEM008352,ORD03358,PROD04936,1,2700,2700
ITEM008353,ORD03358,PROD01918,1,2334,2334
ITEM008354,ORD03358,PROD03851,1,1381,1381
ITEM008355,ORD03358,PROD04195,3,2718,8154
ITEM008356,ORD03359,PROD04002,2,2503,5006
ITEM008357,ORD03359,PROD04831,2,1371,2742
ITEM008358,ORD03360,PROD00879,3,761,2283
ITEM008359,ORD03360,PROD03661,2,971,1942
ITEM008360,ORD03360,PROD00238,3,694,2082
ITEM008361,ORD03361,PROD01893,2,1712,3424
ITEM008362,ORD03362,PROD03626,3,1493,4479
ITEM008363,ORD03362,PROD02069,1,1951,1951
ITEM008364,ORD03362,PROD03886,3,790,2370
ITEM008365,ORD03363,PROD03493,1,2255,2255
ITEM008366,ORD03363,PROD01503,2,2143,4286
ITEM008367,ORD03364,PROD03230,3,1684,5052
ITEM008368,ORD03365,PROD04235,2,686,1372
ITEM008369,ORD03365,PROD02814,3,860,2580
ITEM008370,ORD03365,PROD03733,2,1778,3556
ITEM008371,ORD03366,PROD00029,2,696,1392
ITEM008372,ORD03366,PROD04897,2,2013,4026
ITEM008373,ORD03367,PROD02872,2,711,1422
ITEM008374,ORD03368,PROD02820,1,2668,2668
ITEM008375,ORD03368,PROD02392,1,1108,1108
ITEM008376,ORD03368,PROD02161,1,1127,1127
ITEM008377,ORD03369,PROD03897,2,977,1954
ITEM008378,ORD03369,PROD04915,3,2546,7638
ITEM008379,ORD03369,PROD03052,3,1442,4326
ITEM008380,ORD03370,PROD00850,2,1683,3366
ITEM008381,ORD03370,PROD01362,2,1017,2034
ITEM008382,ORD03371,PROD01284,1,1041,1041
ITEM008383,ORD03371,PROD00107,2,2917,5834
ITEM008384,ORD03372,PROD02537,1,1028,1028
ITEM008385,ORD03372,PROD03035,2,935,1870
ITEM008386,ORD03372,PROD01518,2,970,1940
ITEM008387,ORD03372,PROD02197,3,752,2256
ITEM008388,ORD03373,PROD02455,1,2552,2552
ITEM008389,ORD03373,PROD03613,2,523,1046
ITEM008390,ORD03373,PROD02027,2,2437,4874
ITEM008391,ORD03374,PROD00792,1,1771,1771
ITEM008392,ORD03375,PROD02796,3,1981,5943
ITEM008393,ORD03375,PROD01114,2,633,1266
ITEM008394,ORD03376,PROD04257,1,1569,1569
ITEM008395,ORD03376,PROD02178,1,1899,1899
ITEM008396,ORD03377,PROD02384,1,1647,1647
ITEM008397,ORD03378,PROD00880,2,1031,2062
ITEM008398,ORD03378,PROD03358,1,511,511
ITEM008399,ORD03379,PROD00787,3,2006,6018
ITEM008400,ORD03379,PROD03693,2,1908,3816
ITEM008401,ORD03379,PROD04372,1,643,643
ITEM008402,ORD03379,PROD01819,1,970,970
ITEM008403,ORD03380,PROD00298,1,2832,2832
ITEM008404,ORD03380,PROD04320,1,439,439
ITEM008405,ORD03381,PROD03409,2,629,1258
ITEM008406,ORD03382,PROD01656,2,1605,3210
ITEM008407,ORD03382,PROD04866,3,634,1902
ITEM008408,ORD03382,PROD04787,2,2350,4700
ITEM008409,ORD03382,PROD04659,2,1404,2808
ITEM008410,ORD03383,PROD04381,3,2488,7464
ITEM008411,ORD03383,PROD02816,1,1649,1649
ITEM008412,ORD03384,PROD04046,1,2504,2504
ITEM008413,ORD03384,PROD04687,1,1479,1479
ITEM008414,ORD03384,PROD00117,3,1107,3321
ITEM008415,ORD03384,PROD02687,1,446,446
ITEM008416,ORD03385,PROD00543,3,2481,7443
ITEM008417,ORD03385,PROD03391,1,2529,2529
ITEM008418,ORD03385,PROD04940,2,1342,2684
ITEM008419,ORD03386,PROD00924,1,1560,1560
ITEM008420,ORD03386,PROD00342,1,2779,2779
ITEM008421,ORD03386,PROD04598,2,1794,3588
ITEM008422,ORD03386,PROD02290,2,2728,5456
ITEM008423,ORD03387,PROD04069,1,1295,1295
ITEM008424,ORD03387,PROD02405,1,1879,1879
ITEM008425,ORD03387,PROD01508,3,2897,8691
ITEM008426,ORD03387,PROD00560,3,2480,7440
ITEM008427,ORD03388,PROD04571,1,2885,2885
ITEM008428,ORD03388,PROD02308,1,1283,1283
ITEM008429,ORD03388,PROD01935,3,1398,4194
ITEM008430,ORD03389,PROD02770,2,785,1570
ITEM008431,ORD03389,PROD01628,2,772,1544
ITEM008432,ORD03389,PROD03146,2,761,1522
ITEM008433,ORD03389,PROD04616,3,750,2250
ITEM008434,ORD03390,PROD00044,3,819,2457
ITEM008435,ORD03391,PROD00802,3,3035,9105
ITEM008436,ORD03391,PROD00503,3,1552,4656
ITEM008437,ORD03392,PROD01156,2,2766,5532
ITEM008438,ORD03392,PROD00389,2,2284,4568
ITEM008439,ORD03392,PROD02911,2,2304,4608
ITEM008440,ORD03392,PROD00565,2,2675,5350
ITEM008441,ORD03393,PROD03228,2,2602,5204
ITEM008442,ORD03393,PROD00787,2,2006,4012
ITEM008443,ORD03393,PROD04476,2,1328,2656
ITEM008444,ORD03393,PROD00233,2,1669,3338
ITEM008445,ORD03394,PROD03840,1,1034,1034
ITEM008446,ORD03394,PROD00390,1,1582,1582
