payment_id,order_id,payment_date,payment_method,payment_status,amount
PAY005829,ORD03903,2025-02-25,Card,Success,4712
PAY005830,ORD03904,2021-05-04,Card,Success,1788
PAY005831,ORD03904,2021-05-04,UPI,Success,1788
PAY005832,ORD03905,2025-11-15,UPI,Success,3875
PAY005833,ORD03905,2025-11-12,Card,Success,3875
PAY005834,ORD03906,2023-12-22,COD,Failed,2849
PAY005835,ORD03907,2021-09-18,UPI,Success,2041
PAY005836,ORD03908,2024-01-12,Card,Success,1042
PAY005837,ORD03908,2024-01-13,UPI,Failed,1042
PAY005838,ORD03909,2021-03-19,COD,Success,3432
PAY005839,ORD03910,2022-03-17,Card,Failed,3291
PAY005840,ORD03911,2022-11-23,UPI,Success,2101
PAY005841,ORD03912,2025-11-26,COD,Success,4640
PAY005842,ORD03913,2025-09-19,UPI,Failed,4398
PAY005843,ORD03914,2022-04-02,UPI,Success,3117
PAY005844,ORD03915,2024-11-25,UPI,Success,1557
PAY005845,ORD03915,2024-11-23,UPI,Success,1557
PAY005846,ORD03916,2021-02-21,Card,Success,3427
PAY005847,ORD03916,2021-02-25,UPI,Success,3427
PAY005848,ORD03917,2023-02-04,COD,Success,4092
PAY005849,ORD03917,2023-02-03,UPI,Success,4092
PAY005850,ORD03918,2025-01-13,COD,Success,4855
PAY005851,ORD03918,2025-01-14,UPI,Success,4855
PAY005852,ORD03919,2022-02-21,UPI,Success,2174
PAY005853,ORD03919,2022-02-24,UPI,Success,2174
PAY005854,ORD03920,2023-09-07,UPI,Success,724
PAY005855,ORD03920,2023-09-06,COD,Success,724
PAY005856,ORD03921,2024-04-24,UPI,Pending,3234
PAY005857,ORD03922,2024-12-13,UPI,Success,3834
PAY005858,ORD03923,2024-12-10,Card,Success,3635
PAY005859,ORD03924,2024-05-23,UPI,Success,3677
PAY005860,ORD03924,2024-05-26,COD,Success,3677
PAY005861,ORD03925,2021-05-20,UPI,Success,3846
PAY005862,ORD03926,2024-01-01,Card,Success,1422
PAY005863,ORD03927,2022-12-14,UPI,Success,2610
PAY005864,ORD03927,2022-12-15,UPI,Success,2610
PAY005865,ORD03928,2024-03-06,UPI,Success,2962
PAY005866,ORD03929,2023-11-28,UPI,Failed,2816
PAY005867,ORD03929,2023-11-25,UPI,Success,2816
PAY005868,ORD03930,2022-07-03,UPI,Success,1771
PAY005869,ORD03931,2024-04-02,COD,Success,3986
PAY005870,ORD03932,2023-08-06,COD,Success,3306
PAY005871,ORD03933,2025-10-08,UPI,Success,4472
PAY005872,ORD03933,2025-10-07,UPI,Success,4472
PAY005873,ORD03934,2023-09-26,UPI,Success,3147
PAY005874,ORD03934,2023-09-24,Card,Success,3147
PAY005875,ORD03935,2025-03-24,UPI,Pending,3097
PAY005876,ORD03935,2025-03-24,UPI,Success,3097
PAY005877,ORD03936,2021-04-25,UPI,Success,2343
PAY005878,ORD03937,2023-06-29,UPI,Success,2547
PAY005879,ORD03938,2023-09-11,UPI,Success,1405
PAY005880,ORD03939,2021-07-04,Card,Success,688
PAY005881,ORD03940,2025-11-02,UPI,Success,1343
PAY005882,ORD03940,2025-10-31,UPI,Success,1343
PAY005883,ORD03941,2022-10-29,COD,Success,4422
PAY005884,ORD03942,2023-03-07,UPI,Pending,2051
PAY005885,ORD03942,2023-03-06,Card,Success,2051
PAY005886,ORD03943,2023-03-24,Card,Success,4494
PAY005887,ORD03943,2023-03-21,UPI,Success,4494
PAY005888,ORD03944,2025-01-23,Card,Success,2699
PAY005889,ORD03945,2023-04-23,UPI,Success,4350
PAY005890,ORD03946,2022-02-06,UPI,Failed,3092
PAY005891,ORD03947,2024-11-29,COD,Success,3031
PAY005892,ORD03948,2024-05-24,UPI,Success,3919
PAY005893,ORD03948,2024-05-22,COD,Success,3919
PAY005894,ORD03949,2021-12-06,UPI,Failed,4473
PAY005895,ORD03949,2021-12-05,Card,Success,4473
PAY005896,ORD03950,2025-01-21,Card,Failed,2070
PAY005897,ORD03951,2021-01-11,UPI,Failed,923
PAY005898,ORD03951,2021-01-11,Card,Success,923
PAY005899,ORD03952,2022-10-09,UPI,Success,3582
PAY005900,ORD03952,2022-10-05,UPI,Success,3582
PAY005901,ORD03953,2022-05-03,UPI,Failed,746
PAY005902,ORD03953,2022-05-05,UPI,Success,746
PAY005903,ORD03954,2025-01-16,UPI,Success,4504
PAY005904,ORD03955,2024-08-05,COD,Success,2297
PAY005905,ORD03955,2024-08-09,Card,Success,2297
PAY005906,ORD03956,2021-12-02,Card,Success,1655
PAY005907,ORD03957,2023-05-23,UPI,Success,1797
PAY005908,ORD03958,2022-04-25,Card,Failed,2458
PAY005909,ORD03958,2022-04-23,COD,Success,2458
PAY005910,ORD03959,2025-09-17,COD,Success,849
PAY005911,ORD03959,2025-09-16,UPI,Success,849
PAY005912,ORD03960,2024-09-04,Card,Success,2041
PAY005913,ORD03961,2022-10-27,Card,Success,1967
PAY005914,ORD03961,2022-10-27,UPI,Success,1967
PAY005915,ORD03962,2023-05-18,Card,Success,1473
PAY005916,ORD03962,2023-05-16,UPI,Success,1473
PAY005917,ORD03963,2021-10-03,UPI,Pending,3474
PAY005918,ORD03963,2021-10-03,UPI,Success,3474
PAY005919,ORD03964,2025-06-09,UPI,Success,4503
PAY005920,ORD03965,2022-09-23,COD,Success,2684
PAY005921,ORD03966,2023-03-11,UPI,Success,3984
PAY005922,ORD03966,2023-03-11,Card,Failed,3984
PAY005923,ORD03967,2022-06-12,COD,Failed,2161
PAY005924,ORD03967,2022-06-09,Card,Success,2161
PAY005925,ORD03968,2024-07-12,UPI,Success,2718
PAY005926,ORD03969,2024-12-05,Card,Success,4399
PAY005927,ORD03970,2023-08-08,Card,Success,2313
PAY005928,ORD03971,2021-07-18,UPI,Success,2710
PAY005929,ORD03972,2023-03-28,UPI,Success,841
PAY005930,ORD03972,2023-04-02,COD,Success,841
PAY005931,ORD03973,2025-10-09,UPI,Success,786
PAY005932,ORD03974,2024-08-18,UPI,Failed,4593
PAY005933,ORD03975,2021-11-09,Card,Success,3846
PAY005934,ORD03975,2021-11-13,COD,Success,3846
PAY005935,ORD03976,2025-08-15,Card,Success,1015
PAY005936,ORD03976,2025-08-15,UPI,Success,1015
PAY005937,ORD03977,2023-06-20,Card,Success,1021
PAY005938,ORD03978,2023-11-07,UPI,Success,3403
PAY005939,ORD03979,2021-01-31,UPI,Success,2297
PAY005940,ORD03980,2024-08-11,Card,Success,2905
PAY005941,ORD03981,2022-03-10,UPI,Success,2240
PAY005942,ORD03982,2023-07-10,Card,Success,3309
PAY005943,ORD03983,2025-05-26,COD,Success,1043
PAY005944,ORD03984,2025-04-22,UPI,Success,2330
PAY005945,ORD03985,2023-10-13,Card,Success,3444
PAY005946,ORD03985,2023-10-11,UPI,Success,3444
PAY005947,ORD03986,2022-07-07,Card,Failed,4727
PAY005948,ORD03987,2024-07-06,UPI,Pending,1930
PAY005949,ORD03987,2024-07-02,Card,Success,1930
PAY005950,ORD03988,2021-08-19,UPI,Success,3483
PAY005951,ORD03989,2023-07-10,Card,Success,1538
PAY005952,ORD03989,2023-07-06,UPI,Success,1538
PAY005953,ORD03990,2025-05-09,COD,Success,4638
PAY005954,ORD03991,2024-01-26,UPI,Pending,1956
PAY005955,ORD03991,2024-01-30,UPI,Success,1956
PAY005956,ORD03992,2024-04-29,UPI,Success,3134
PAY005957,ORD03992,2024-04-26,Card,Success,3134
PAY005958,ORD03993,2025-08-11,UPI,Success,3495
PAY005959,ORD03994,2025-09-03,Card,Pending,729
PAY005960,ORD03995,2024-10-08,Card,Success,1030
PAY005961,ORD03995,2024-10-03,UPI,Success,1030
PAY005962,ORD03996,2021-11-03,Card,Success,4388
PAY005963,ORD03996,2021-11-02,Card,Success,4388
PAY005964,ORD03997,2025-08-28,Card,Success,1583
PAY005965,ORD03997,2025-08-24,Card,Success,1583
PAY005966,ORD03998,2021-06-09,Card,Success,3847
PAY005967,ORD03999,2023-01-10,COD,Success,1148
PAY005968,ORD04000,2022-07-15,COD,Success,4624
PAY005969,ORD04001,2021-12-16,UPI,Success,924
PAY005970,ORD04002,2022-12-12,UPI,Success,2044
PAY005971,ORD04002,2022-12-14,Card,Success,2044
PAY005972,ORD04003,2025-08-07,Card,Success,1254
PAY005973,ORD04004,2023-11-01,UPI,Success,3474
PAY005974,ORD04005,2021-08-25,UPI,Success,4963
PAY005975,ORD04005,2021-08-23,UPI,Failed,4963
PAY005976,ORD04006,2022-12-11,UPI,Success,908
PAY005977,ORD04006,2022-12-10,Card,Success,908
PAY005978,ORD04007,2022-12-09,UPI,Success,1685
PAY005979,ORD04007,2022-12-06,Card,Success,1685
PAY005980,ORD04008,2023-11-23,COD,Success,2160
PAY005981,ORD04009,2024-08-31,Card,Success,2874
PAY005982,ORD04010,2023-08-11,Card,Success,2420
PAY005983,ORD04010,2023-08-10,UPI,Failed,2420
PAY005984,ORD04011,2023-09-02,Card,Success,1613
PAY005985,ORD04012,2025-03-25,UPI,Failed,2284
PAY005986,ORD04012,2025-03-27,UPI,Success,2284
PAY005987,ORD04013,2024-04-04,COD,Success,1029
PAY005988,ORD04013,2024-04-05,Card,Success,1029
PAY005989,ORD04014,2024-10-26,UPI,Success,4693
PAY005990,ORD04015,2025-12-12,Card,Failed,4320
PAY005991,ORD04016,2025-10-20,UPI,Success,4507
PAY005992,ORD04016,2025-10-15,UPI,Success,4507
PAY005993,ORD04017,2022-04-28,Card,Success,4550
PAY005994,ORD04018,2025-03-31,Card,Success,3689
PAY005995,ORD04019,2024-10-04,COD,Success,2840
PAY005996,ORD04020,2021-08-02,UPI,Failed,2840
PAY005997,ORD04020,2021-08-01,COD,Success,2840
PAY005998,ORD04021,2021-12-02,COD,Success,4625
PAY005999,ORD04021,2021-12-02,UPI,Success,4625
PAY006000,ORD04022,2023-05-21,UPI,Success,1617
PAY006001,ORD04023,2023-12-31,Card,Pending,3077
PAY006002,ORD04024,2024-10-02,UPI,Success,3881
PAY006003,ORD04025,2021-06-13,Card,Success,2080
PAY006004,ORD04026,2023-03-04,UPI,Success,1521
PAY006005,ORD04026,2023-03-05,UPI,Success,1521
PAY006006,ORD04027,2023-12-08,COD,Success,2329
PAY006007,ORD04027,2023-12-06,UPI,Success,2329
PAY006008,ORD04028,2023-03-19,Card,Success,4125
PAY006009,ORD04029,2022-02-15,Card,Success,2521
PAY006010,ORD04029,2022-02-18,COD,Success,2521
PAY006011,ORD04030,2022-08-30,UPI,Failed,585
PAY006012,ORD04031,2025-07-29,Card,Pending,1999
PAY006013,ORD04032,2021-03-29,COD,Success,4840
PAY006014,ORD04032,2021-03-28,UPI,Success,4840
PAY006015,ORD04033,2023-10-27,UPI,Success,1357
PAY006016,ORD04033,2023-10-26,UPI,Success,1357
PAY006017,ORD04034,2023-03-15,Card,Pending,2908
PAY006018,ORD04035,2022-11-09,Card,Success,4897
PAY006019,ORD04036,2021-04-08,COD,Success,2271
PAY006020,ORD04037,2021-09-27,COD,Pending,717
PAY006021,ORD04038,2021-06-26,UPI,Success,814
PAY006022,ORD04039,2024-06-20,COD,Success,4490
PAY006023,ORD04039,2024-06-20,UPI,Success,4490
PAY006024,ORD04040,2025-01-22,COD,Success,2019
PAY006025,ORD04041,2023-11-12,Card,Failed,3289
PAY006026,ORD04042,2021-11-13,Card,Success,3153
PAY006027,ORD04042,2021-11-10,Card,Success,3153
PAY006028,ORD04043,2024-09-13,UPI,Success,1752
PAY006029,ORD04044,2021-07-10,COD,Pending,2637
PAY006030,ORD04045,2024-05-16,UPI,Success,4106
PAY006031,ORD04045,2024-05-17,UPI,Success,4106
PAY006032,ORD04046,2021-07-19,UPI,Success,2759
PAY006033,ORD04046,2021-07-23,COD,Success,2759
PAY006034,ORD04047,2021-09-04,Card,Success,4031
PAY006035,ORD04048,2024-09-09,UPI,Success,787
PAY006036,ORD04048,2024-09-12,UPI,Success,787
PAY006037,ORD04049,2021-04-01,UPI,Success,520
PAY006038,ORD04049,2021-03-27,COD,Success,520
PAY006039,ORD04050,2022-02-10,UPI,Success,1142
PAY006040,ORD04051,2025-04-15,UPI,Success,3531
PAY006041,ORD04052,2025-09-11,COD,Success,3139
PAY006042,ORD04053,2021-02-10,UPI,Success,4726
PAY006043,ORD04053,2021-02-14,UPI,Success,4726
PAY006044,ORD04054,2025-01-22,Card,Success,4095
PAY006045,ORD04054,2025-01-26,UPI,Success,4095
PAY006046,ORD04055,2023-12-03,UPI,Failed,4665
PAY006047,ORD04055,2023-11-30,COD,Success,4665
PAY006048,ORD04056,2023-08-05,Card,Failed,4669
PAY006049,ORD04057,2023-04-02,UPI,Success,505
PAY006050,ORD04057,2023-03-31,UPI,Success,505
PAY006051,ORD04058,2025-07-16,UPI,Pending,1241
PAY006052,ORD04059,2022-07-07,UPI,Success,1065
PAY006053,ORD04060,2022-11-16,COD,Success,4201
PAY006054,ORD04061,2022-01-30,COD,Success,672
PAY006055,ORD04062,2023-07-03,Card,Success,4554
PAY006056,ORD04062,2023-07-07,UPI,Success,4554
PAY006057,ORD04063,2024-09-04,COD,Success,598
PAY006058,ORD04063,2024-09-06,UPI,Success,598
PAY006059,ORD04064,2023-02-06,Card,Success,3887
PAY006060,ORD04064,2023-02-11,UPI,Failed,3887
PAY006061,ORD04065,2024-08-01,Card,Failed,4698
PAY006062,ORD04065,2024-08-02,UPI,Success,4698
PAY006063,ORD04066,2024-05-28,UPI,Success,877
PAY006064,ORD04067,2025-08-22,Card,Success,3904
PAY006065,ORD04067,2025-08-23,Card,Success,3904
PAY006066,ORD04068,2025-12-31,UPI,Pending,1589
PAY006067,ORD04068,2025-12-28,Card,Failed,1589
PAY006068,ORD04069,2023-12-07,UPI,Success,2244
PAY006069,ORD04069,2023-12-05,UPI,Success,2244
PAY006070,ORD04070,2023-10-21,COD,Success,2557
PAY006071,ORD04070,2023-10-18,UPI,Success,2557
PAY006072,ORD04071,2023-05-07,COD,Success,4692
PAY006073,ORD04071,2023-05-07,UPI,Success,4692
PAY006074,ORD04072,2024-09-01,UPI,Failed,2301
PAY006075,ORD04073,2024-12-15,Card,Pending,1198
PAY006076,ORD04074,2022-01-17,UPI,Success,1688
PAY006077,ORD04074,2022-01-17,COD,Failed,1688
PAY006078,ORD04075,2024-07-14,UPI,Pending,2387
PAY006079,ORD04076,2024-06-12,COD,Success,1025
PAY006080,ORD04077,2022-11-11,COD,Success,814
PAY006081,ORD04077,2022-11-13,Card,Success,814
PAY006082,ORD04078,2022-08-09,UPI,Pending,1341
PAY006083,ORD04078,2022-08-11,Card,Success,1341
PAY006084,ORD04079,2021-09-01,UPI,Success,1884
PAY006085,ORD04080,2023-02-20,COD,Success,1065
PAY006086,ORD04081,2021-05-07,Card,Success,825
PAY006087,ORD04082,2022-03-11,Card,Pending,4866
PAY006088,ORD04082,2022-03-08,UPI,Success,4866
PAY006089,ORD04083,2023-09-08,UPI,Pending,2893
PAY006090,ORD04083,2023-09-08,COD,Success,2893
PAY006091,ORD04084,2024-11-08,COD,Success,4914
PAY006092,ORD04084,2024-11-07,COD,Success,4914
PAY006093,ORD04085,2024-07-23,Card,Success,1730
PAY006094,ORD04085,2024-07-18,Card,Success,1730
PAY006095,ORD04086,2024-11-17,COD,Success,3953
PAY006096,ORD04087,2023-12-25,Card,Success,982
PAY006097,ORD04088,2025-10-01,Card,Success,3865
PAY006098,ORD04088,2025-09-27,Card,Success,3865
PAY006099,ORD04089,2024-02-26,UPI,Success,766
PAY006100,ORD04090,2023-12-11,Card,Success,2312
PAY006101,ORD04090,2023-12-07,UPI,Success,2312
PAY006102,ORD04091,2022-05-05,COD,Success,3126
PAY006103,ORD04092,2024-02-22,Card,Failed,3796
PAY006104,ORD04092,2024-02-20,Card,Failed,3796
PAY006105,ORD04093,2021-07-08,UPI,Success,1901
PAY006106,ORD04093,2021-07-08,COD,Failed,1901
PAY006107,ORD04094,2021-03-06,COD,Success,4441
PAY006108,ORD04095,2025-06-06,UPI,Failed,552
PAY006109,ORD04096,2025-03-09,UPI,Success,2972
PAY006110,ORD04096,2025-03-08,UPI,Success,2972
PAY006111,ORD04097,2025-02-22,UPI,Success,4111
PAY006112,ORD04097,2025-02-25,UPI,Failed,4111
PAY006113,ORD04098,2023-07-06,UPI,Success,4810
PAY006114,ORD04098,2023-07-04,COD,Success,4810
PAY006115,ORD04099,2025-07-31,UPI,Failed,4034
PAY006116,ORD04100,2022-07-26,UPI,Success,4158
PAY006117,ORD04100,2022-07-26,Card,Success,4158
PAY006118,ORD04101,2025-12-14,UPI,Success,3600
PAY006119,ORD04102,2024-10-13,Card,Success,3337
PAY006120,ORD04103,2023-03-17,UPI,Success,3988
PAY006121,ORD04104,2025-02-14,UPI,Success,3572
PAY006122,ORD04104,2025-02-13,UPI,Success,3572
PAY006123,ORD04105,2022-08-09,UPI,Success,3333
PAY006124,ORD04105,2022-08-09,COD,Success,3333
PAY006125,ORD04106,2023-03-27,COD,Success,4383
PAY006126,ORD04106,2023-03-26,COD,Failed,4383
PAY006127,ORD04107,2025-11-12,COD,Success,3628
PAY006128,ORD04107,2025-11-09,UPI,Success,3628
PAY006129,ORD04108,2023-03-18,UPI,Failed,2147
PAY006130,ORD04108,2023-03-19,UPI,Success,2147
PAY006131,ORD04109,2023-01-30,COD,Pending,4124
PAY006132,ORD04109,2023-01-31,UPI,Failed,4124
PAY006133,ORD04110,2022-02-26,Card,Success,3992
PAY006134,ORD04111,2023-12-21,COD,Success,2809
PAY006135,ORD04112,2025-08-11,UPI,Pending,4690
PAY006136,ORD04112,2025-08-11,UPI,Success,4690
PAY006137,ORD04113,2025-10-05,COD,Success,4126
PAY006138,ORD04114,2025-12-06,Card,Success,4790
PAY006139,ORD04114,2025-12-10,UPI,Success,4790
PAY006140,ORD04115,2023-03-22,UPI,Pending,4470
PAY006141,ORD04115,2023-03-21,Card,Success,4470
PAY006142,ORD04116,2022-11-17,UPI,Failed,3337
PAY006143,ORD04117,2023-11-23,COD,Success,857
PAY006144,ORD04118,2025-01-21,Card,Success,1898
PAY006145,ORD04118,2025-01-21,COD,Success,1898
PAY006146,ORD04119,2021-01-08,Card,Pending,4071
PAY006147,ORD04120,2023-08-13,UPI,Failed,3525
PAY006148,ORD04120,2023-08-16,UPI,Success,3525
PAY006149,ORD04121,2023-09-19,Card,Success,4262
PAY006150,ORD04121,2023-09-24,Card,Success,4262
PAY006151,ORD04122,2022-12-05,Card,Success,3996
PAY006152,ORD04122,2022-12-05,UPI,Success,3996
PAY006153,ORD04123,2024-02-08,COD,Success,2514
PAY006154,ORD04124,2025-12-10,UPI,Success,954
PAY006155,ORD04125,2025-07-27,Card,Failed,1653
PAY006156,ORD04126,2021-07-15,Card,Failed,4038
PAY006157,ORD04127,2021-05-20,Card,Success,2725
PAY006158,ORD04127,2021-05-20,COD,Success,2725
PAY006159,ORD04128,2024-10-22,Card,Success,4442
PAY006160,ORD04129,2021-12-23,Card,Failed,1178
PAY006161,ORD04130,2024-02-20,UPI,Success,1550
PAY006162,ORD04130,2024-02-18,UPI,Success,1550
PAY006163,ORD04131,2021-08-01,UPI,Success,3403
PAY006164,ORD04131,2021-08-04,COD,Success,3403
PAY006165,ORD04132,2022-10-09,COD,Success,1525
PAY006166,ORD04133,2021-06-13,UPI,Success,4869
PAY006167,ORD04134,2022-04-09,UPI,Success,1099
PAY006168,ORD04135,2023-03-06,UPI,Success,1906
PAY006169,ORD04135,2023-03-07,Card,Success,1906
PAY006170,ORD04136,2021-06-17,Card,Success,2592
PAY006171,ORD04137,2025-04-21,UPI,Success,2451
PAY006172,ORD04138,2024-06-09,COD,Success,2639
PAY006173,ORD04138,2024-06-07,Card,Success,2639
PAY006174,ORD04139,2025-07-19,UPI,Success,2368
PAY006175,ORD04139,2025-07-23,COD,Success,2368
PAY006176,ORD04140,2022-11-21,Card,Failed,1348
PAY006177,ORD04140,2022-11-21,Card,Success,1348
PAY006178,ORD04141,2021-08-06,Card,Success,3871
PAY006179,ORD04142,2021-11-29,COD,Success,3994
PAY006180,ORD04143,2025-08-27,UPI,Success,3855
PAY006181,ORD04143,2025-08-28,UPI,Success,3855
PAY006182,ORD04144,2022-12-24,UPI,Success,2952
PAY006183,ORD04144,2022-12-25,UPI,Success,2952
PAY006184,ORD04145,2025-12-14,Card,Pending,3003
PAY006185,ORD04146,2021-03-23,Card,Failed,614
PAY006186,ORD04146,2021-03-26,COD,Success,614
PAY006187,ORD04147,2021-03-25,Card,Success,1165
PAY006188,ORD04147,2021-03-23,UPI,Success,1165
PAY006189,ORD04148,2025-08-14,COD,Success,4016
PAY006190,ORD04148,2025-08-16,COD,Success,4016
PAY006191,ORD04149,2024-10-12,UPI,Success,3354
PAY006192,ORD04149,2024-10-13,UPI,Success,3354
PAY006193,ORD04150,2022-02-16,Card,Success,1304
PAY006194,ORD04151,2023-10-31,Card,Success,1703
PAY006195,ORD04152,2025-04-23,Card,Success,2866
PAY006196,ORD04152,2025-04-26,Card,Success,2866
PAY006197,ORD04153,2025-12-04,UPI,Failed,2029
PAY006198,ORD04154,2025-07-06,UPI,Success,4038
PAY006199,ORD04155,2023-04-06,Card,Success,1662
PAY006200,ORD04156,2024-10-05,Card,Success,3970
PAY006201,ORD04156,2024-10-08,UPI,Success,3970
PAY006202,ORD04157,2021-10-30,COD,Success,3324
PAY006203,ORD04157,2021-10-31,UPI,Success,3324
PAY006204,ORD04158,2022-06-19,COD,Failed,4077
PAY006205,ORD04159,2024-08-08,UPI,Success,3164
PAY006206,ORD04159,2024-08-08,UPI,Success,3164
PAY006207,ORD04160,2021-07-31,Card,Success,1876
PAY006208,ORD04161,2025-01-30,UPI,Success,1287
PAY006209,ORD04161,2025-02-01,Card,Success,1287
PAY006210,ORD04162,2023-11-12,Card,Success,1583
PAY006211,ORD04162,2023-11-16,UPI,Failed,1583
PAY006212,ORD04163,2022-03-24,COD,Failed,2349
PAY006213,ORD04163,2022-03-25,Card,Success,2349
PAY006214,ORD04164,2025-08-21,UPI,Success,753
PAY006215,ORD04164,2025-08-24,UPI,Success,753
PAY006216,ORD04165,2021-05-10,COD,Success,3693
PAY006217,ORD04166,2024-09-05,UPI,Failed,1872
PAY006218,ORD04167,2021-08-22,UPI,Pending,2836
PAY006219,ORD04167,2021-08-19,UPI,Success,2836
PAY006220,ORD04168,2022-11-28,UPI,Failed,4656
PAY006221,ORD04168,2022-12-02,UPI,Success,4656
PAY006222,ORD04169,2024-11-17,COD,Success,2441
PAY006223,ORD04170,2023-12-20,COD,Success,3099
PAY006224,ORD04171,2024-03-30,UPI,Failed,4437
PAY006225,ORD04171,2024-03-30,UPI,Success,4437
PAY006226,ORD04172,2024-05-05,Card,Success,1967
PAY006227,ORD04173,2024-12-01,COD,Pending,2141
PAY006228,ORD04173,2024-12-02,Card,Success,2141
PAY006229,ORD04174,2024-06-23,UPI,Success,3296
PAY006230,ORD04174,2024-06-26,UPI,Failed,3296
PAY006231,ORD04175,2022-11-26,COD,Success,2604
PAY006232,ORD04175,2022-11-27,UPI,Success,2604
PAY006233,ORD04176,2021-01-04,COD,Success,1058
PAY006234,ORD04177,2025-07-19,Card,Failed,3443
PAY006235,ORD04177,2025-07-18,UPI,Success,3443
PAY006236,ORD04178,2024-05-22,Card,Failed,1614
PAY006237,ORD04179,2023-07-02,UPI,Failed,2442
PAY006238,ORD04180,2023-12-27,Card,Success,4213
PAY006239,ORD04180,2023-12-23,COD,Success,4213
PAY006240,ORD04181,2025-02-06,Card,Success,1627
PAY006241,ORD04181,2025-02-07,Card,Failed,1627
PAY006242,ORD04182,2025-09-04,COD,Success,2796
PAY006243,ORD04183,2022-04-15,Card,Success,696
PAY006244,ORD04183,2022-04-14,COD,Failed,696
PAY006245,ORD04184,2022-10-25,COD,Success,4001
PAY006246,ORD04185,2025-01-03,Card,Success,3189
PAY006247,ORD04185,2025-01-03,UPI,Success,3189
PAY006248,ORD04186,2025-07-10,UPI,Success,3414
PAY006249,ORD04187,2023-09-08,UPI,Failed,2101
PAY006250,ORD04188,2021-10-12,UPI,Success,2878
PAY006251,ORD04189,2023-07-12,UPI,Success,4343
PAY006252,ORD04190,2022-08-25,UPI,Success,3076
PAY006253,ORD04191,2021-10-22,Card,Success,3832
PAY006254,ORD04192,2024-09-14,Card,Success,3072
PAY006255,ORD04192,2024-09-15,UPI,Success,3072
PAY006256,ORD04193,2024-02-08,UPI,Success,802
PAY006257,ORD04193,2024-02-06,UPI,Success,802
PAY006258,ORD04194,2024-05-26,UPI,Failed,3277
PAY006259,ORD04194,2024-05-28,COD,Success,3277
PAY006260,ORD04195,2024-11-08,UPI,Failed,1001
PAY006261,ORD04195,2024-11-05,UPI,Success,1001
PAY006262,ORD04196,2022-02-03,UPI,Success,2642
PAY006263,ORD04197,2022-02-07,UPI,Pending,739
PAY006264,ORD04198,2024-12-09,Card,Success,1026
PAY006265,ORD04198,2024-12-11,UPI,Success,1026
PAY006266,ORD04199,2022-02-16,COD,Success,2910
PAY006267,ORD04200,2023-11-19,Card,Failed,600
PAY006268,ORD04201,2023-04-27,COD,Pending,1365
PAY006269,ORD04201,2023-04-23,Card,Success,1365
PAY006270,ORD04202,2023-08-03,Card,Success,532
PAY006271,ORD04203,2021-12-18,COD,Success,4221
PAY006272,ORD04204,2024-05-07,UPI,Success,1731
PAY006273,ORD04205,2022-03-08,COD,Success,2814
PAY006274,ORD04205,2022-03-09,Card,Success,2814
PAY006275,ORD04206,2022-11-25,UPI,Success,1360
PAY006276,ORD04206,2022-11-23,UPI,Success,1360
PAY006277,ORD04207,2023-05-10,UPI,Success,1943
PAY006278,ORD04208,2024-09-03,Card,Failed,1403
PAY006279,ORD04208,2024-09-05,UPI,Success,1403
PAY006280,ORD04209,2024-11-14,UPI,Pending,3074
PAY006281,ORD04210,2024-07-09,UPI,Success,4586
PAY006282,ORD04210,2024-07-08,COD,Success,4586
PAY006283,ORD04211,2025-12-28,UPI,Success,2041
PAY006284,ORD04212,2021-03-26,Card,Failed,604
PAY006285,ORD04212,2021-03-25,COD,Success,604
PAY006286,ORD04213,2022-08-25,COD,Success,952
PAY006287,ORD04214,2024-09-07,Card,Success,3109
PAY006288,ORD04214,2024-09-07,UPI,Success,3109
PAY006289,ORD04215,2021-01-08,UPI,Success,4432
PAY006290,ORD04216,2021-02-10,UPI,Success,3504
PAY006291,ORD04217,2021-05-12,Card,Success,3007
PAY006292,ORD04217,2021-05-11,UPI,Success,3007
PAY006293,ORD04218,2022-08-02,Card,Success,3149
PAY006294,ORD04219,2021-11-16,COD,Success,3840
PAY006295,ORD04219,2021-11-12,COD,Failed,3840
PAY006296,ORD04220,2023-12-22,UPI,Failed,1688
PAY006297,ORD04221,2022-10-08,COD,Success,1565
PAY006298,ORD04221,2022-10-13,Card,Success,1565
PAY006299,ORD04222,2022-12-23,Card,Pending,841
PAY006300,ORD04223,2023-07-16,UPI,Success,644
PAY006301,ORD04223,2023-07-15,UPI,Success,644
PAY006302,ORD04224,2023-07-15,UPI,Success,838
PAY006303,ORD04225,2023-07-03,UPI,Success,3302
PAY006304,ORD04226,2021-07-26,COD,Success,1322
PAY006305,ORD04226,2021-07-28,Card,Failed,1322
PAY006306,ORD04227,2021-08-20,COD,Failed,556
PAY006307,ORD04228,2021-01-27,UPI,Success,2510
PAY006308,ORD04229,2023-09-06,UPI,Success,2169
PAY006309,ORD04229,2023-09-04,COD,Success,2169
PAY006310,ORD04230,2021-02-25,UPI,Success,3514
PAY006311,ORD04230,2021-02-24,COD,Success,3514
PAY006312,ORD04231,2022-02-23,Card,Success,706
PAY006313,ORD04231,2022-02-23,Card,Success,706
PAY006314,ORD04232,2023-08-28,UPI,Success,1552
PAY006315,ORD04232,2023-08-30,UPI,Success,1552
PAY006316,ORD04233,2022-09-26,Card,Success,4697
PAY006317,ORD04233,2022-09-26,UPI,Success,4697
