status_id,application_id,status,updated_at
ST11142,APP02786,Under Review,2024-11-04
ST11143,APP02786,Embassy Review,2024-11-08
ST11144,APP02786,Rejected,2024-11-16
ST11145,APP02787,Submitted,2024-08-05
ST11146,APP02787,Under Review,2024-08-12
ST11147,APP02787,Embassy Review,2024-08-16
ST11148,APP02787,Approved,2024-08-23
ST11149,APP02788,Submitted,2024-03-04
ST11150,APP02788,Under Review,2024-03-10
ST11151,APP02788,Embassy Review,2024-03-14
ST11152,APP02788,Rejected,2024-03-21
ST11153,APP02789,Submitted,2023-03-10
ST11154,APP02789,Under Review,2023-03-17
ST11155,APP02789,Embassy Review,2023-03-23
ST11156,APP02789,Rejected,2023-04-02
ST11157,APP02790,Submitted,2023-09-10
ST11158,APP02790,Under Review,2023-09-14
ST11159,APP02790,Embassy Review,2023-09-21
ST11160,APP02790,Rejected,2023-09-29
ST11161,APP02791,Submitted,2023-06-13
ST11162,APP02791,Under Review,2023-06-17
ST11163,APP02791,Embassy Review,2023-06-22
ST11164,APP02791,Rejected,2023-06-27
ST11165,APP02792,Submitted,2023-06-18
ST11166,APP02792,Under Review,2023-06-23
ST11167,APP02792,Embassy Review,2023-06-26
ST11168,APP02792,Approved,2023-07-02
ST11169,APP02793,Submitted,2024-03-07
ST11170,APP02793,Under Review,2024-03-11
ST11171,APP02793,Embassy Review,2024-03-15
ST11172,APP02793,Approved,2024-03-25
ST11173,APP02794,Submitted,2023-03-04
ST11174,APP02794,Under Review,2023-03-10
ST11175,APP02794,Embassy Review,2023-03-16
ST11176,APP02794,Rejected,2023-03-24
ST11177,APP02795,Submitted,2022-05-04
ST11178,APP02795,Under Review,2022-05-08
ST11179,APP02795,Embassy Review,2022-05-11
ST11180,APP02795,Rejected,2022-05-15
ST11181,APP02796,Submitted,2025-07-08
ST11182,APP02796,Under Review,2025-07-10
ST11183,APP02796,Embassy Review,2025-07-17
ST11184,APP02796,Approved,2025-07-20
ST11185,APP02797,Submitted,2022-05-23
ST11186,APP02797,Under Review,2022-05-29
ST11187,APP02797,Embassy Review,2022-06-04
ST11188,APP02797,Rejected,2022-06-12
ST11189,APP02798,Submitted,2023-03-25
ST11190,APP02798,Under Review,2023-03-28
ST11191,APP02798,Embassy Review,2023-04-03
ST11192,APP02798,Approved,2023-04-09
ST11193,APP02799,Submitted,2024-06-13
ST11194,APP02799,Under Review,2024-06-17
ST11195,APP02799,Embassy Review,2024-06-20
ST11196,APP02799,Approved,2024-06-23
ST11197,APP02800,Submitted,2024-03-17
ST11198,APP02800,Under Review,2024-03-24
ST11199,APP02800,Embassy Review,2024-03-29
ST11200,APP02800,Approved,2024-04-08
ST11201,APP02801,Submitted,2023-06-08
ST11202,APP02801,Under Review,2023-06-15
ST11203,APP02801,Embassy Review,2023-06-19
ST11204,APP02801,Approved,2023-06-22
ST11205,APP02802,Submitted,2023-12-29
ST11206,APP02802,Under Review,2024-01-04
ST11207,APP02802,Embassy Review,2024-01-07
ST11208,APP02802,Approved,2024-01-14
ST11209,APP02803,Submitted,2023-08-06
ST11210,APP02803,Under Review,2023-08-10
ST11211,APP02803,Embassy Review,2023-08-13
ST11212,APP02803,Approved,2023-08-23
ST11213,APP02804,Submitted,2025-08-19
ST11214,APP02804,Under Review,2025-08-25
ST11215,APP02804,Embassy Review,2025-08-29
ST11216,APP02804,Approved,2025-09-07
ST11217,APP02805,Submitted,2025-05-14
ST11218,APP02805,Under Review,2025-05-19
ST11219,APP02805,Embassy Review,2025-05-25
ST11220,APP02805,Approved,2025-05-29
ST11221,APP02806,Submitted,2025-12-03
ST11222,APP02806,Under Review,2025-12-07
ST11223,APP02806,Embassy Review,2025-12-09
ST11224,APP02806,Approved,2025-12-18
ST11225,APP02807,Submitted,2025-01-14
ST11226,APP02807,Under Review,2025-01-19
ST11227,APP02807,Embassy Review,2025-01-22
ST11228,APP02807,Rejected,2025-01-26
ST11229,APP02808,Submitted,2025-01-28
ST11230,APP02808,Under Review,2025-02-03
ST11231,APP02808,Embassy Review,2025-02-07
ST11232,APP02808,Rejected,2025-02-16
ST11233,APP02809,Submitted,2024-06-20
ST11234,APP02809,Under Review,2024-06-24
ST11235,APP02809,Embassy Review,2024-06-29
ST11236,APP02809,Approved,2024-07-05
ST11237,APP02810,Submitted,2022-12-26
ST11238,APP02810,Under Review,2022-12-29
ST11239,APP02810,Embassy Review,2023-01-04
ST11240,APP02810,Approved,2023-01-14
ST11241,APP02811,Submitted,2022-11-16
ST11242,APP02811,Under Review,2022-11-19
ST11243,APP02811,Embassy Review,2022-11-21
ST11244,APP02811,Approved,2022-11-27
ST11245,APP02812,Submitted,2024-12-17
ST11246,APP02812,Under Review,2024-12-21
ST11247,APP02812,Embassy Review,2024-12-27
ST11248,APP02812,Rejected,2025-01-04
ST11249,APP02813,Submitted,2025-04-08
ST11250,APP02813,Under Review,2025-04-12
ST11251,APP02813,Embassy Review,2025-04-19
ST11252,APP02813,Rejected,2025-04-24
ST11253,APP02814,Submitted,2024-11-21
ST11254,APP02814,Under Review,2024-11-25
ST11255,APP02814,Embassy Review,2024-11-28
ST11256,APP02814,Approved,2024-12-03
ST11257,APP02815,Submitted,2022-04-11
ST11258,APP02815,Under Review,2022-04-17
ST11259,APP02815,Embassy Review,2022-04-22
ST11260,APP02815,Rejected,2022-05-02
ST11261,APP02816,Submitted,2022-09-04
ST11262,APP02816,Under Review,2022-09-08
ST11263,APP02816,Embassy Review,2022-09-12
ST11264,APP02816,Rejected,2022-09-16
ST11265,APP02817,Submitted,2022-01-31
ST11266,APP02817,Under Review,2022-02-04
ST11267,APP02817,Embassy Review,2022-02-09
ST11268,APP02817,Rejected,2022-02-17
ST11269,APP02818,Submitted,2023-01-01
ST11270,APP02818,Under Review,2023-01-06
ST11271,APP02818,Embassy Review,2023-01-11
ST11272,APP02818,Rejected,2023-01-16
ST11273,APP02819,Submitted,2024-03-10
ST11274,APP02819,Under Review,2024-03-13
ST11275,APP02819,Embassy Review,2024-03-19
ST11276,APP02819,Rejected,2024-03-26
ST11277,APP02820,Submitted,2025-05-23
ST11278,APP02820,Under Review,2025-05-25
ST11279,APP02820,Embassy Review,2025-06-01
ST11280,APP02820,Rejected,2025-06-05
ST11281,APP02821,Submitted,2024-12-04
ST11282,APP02821,Under Review,2024-12-09
ST11283,APP02821,Embassy Review,2024-12-12
ST11284,APP02821,Approved,2024-12-19
ST11285,APP02822,Submitted,2022-06-26
ST11286,APP02822,Under Review,2022-06-28
ST11287,APP02822,Embassy Review,2022-07-01
ST11288,APP02822,Approved,2022-07-08
ST11289,APP02823,Submitted,2023-11-30
ST11290,APP02823,Under Review,2023-12-07
ST11291,APP02823,Embassy Review,2023-12-12
ST11292,APP02823,Rejected,2023-12-22
ST11293,APP02824,Submitted,2023-01-09
ST11294,APP02824,Under Review,2023-01-11
ST11295,APP02824,Embassy Review,2023-01-14
ST11296,APP02824,Approved,2023-01-22
ST11297,APP02825,Submitted,2025-12-31
ST11298,APP02825,Under Review,2026-01-03
ST11299,APP02825,Embassy Review,2026-01-08
ST11300,APP02825,Rejected,2026-01-16
ST11301,APP02826,Submitted,2024-05-21
ST11302,APP02826,Under Review,2024-05-28
ST11303,APP02826,Embassy Review,2024-06-03
ST11304,APP02826,Rejected,2024-06-11
ST11305,APP02827,Submitted,2024-12-15
ST11306,APP02827,Under Review,2024-12-21
ST11307,APP02827,Embassy Review,2024-12-28
ST11308,APP02827,Approved,2024-12-31
ST11309,APP02828,Submitted,2025-06-22
ST11310,APP02828,Under Review,2025-06-29
ST11311,APP02828,Embassy Review,2025-07-02
ST11312,APP02828,Rejected,2025-07-05
ST11313,APP02829,Submitted,2025-05-27
ST11314,APP02829,Under Review,2025-05-30
ST11315,APP02829,Embassy Review,2025-06-01
ST11316,APP02829,Rejected,2025-06-04
ST11317,APP02830,Submitted,2022-03-03
ST11318,APP02830,Under Review,2022-03-05
ST11319,APP02830,Embassy Review,2022-03-10
ST11320,APP02830,Approved,2022-03-17
ST11321,APP02831,Submitted,2022-09-06
ST11322,APP02831,Under Review,2022-09-09
ST11323,APP02831,Embassy Review,2022-09-11
ST11324,APP02831,Approved,2022-09-21
ST11325,APP02832,Submitted,2024-01-16
ST11326,APP02832,Under Review,2024-01-20
ST11327,APP02832,Embassy Review,2024-01-25
ST11328,APP02832,Rejected,2024-01-29
ST11329,APP02833,Submitted,2024-09-03
ST11330,APP02833,Under Review,2024-09-05
ST11331,APP02833,Embassy Review,2024-09-07
ST11332,APP02833,Approved,2024-09-10
ST11333,APP02834,Submitted,2025-08-29
ST11334,APP02834,Under Review,2025-09-03
ST11335,APP02834,Embassy Review,2025-09-06
ST11336,APP02834,Rejected,2025-09-11
ST11337,APP02835,Submitted,2024-10-26
ST11338,APP02835,Under Review,2024-10-30
ST11339,APP02835,Embassy Review,2024-11-02
ST11340,APP02835,Approved,2024-11-06
ST11341,APP02836,Submitted,2022-11-11
ST11342,APP02836,Under Review,2022-11-16
ST11343,APP02836,Embassy Review,2022-11-20
ST11344,APP02836,Approved,2022-11-24
ST11345,APP02837,Submitted,2022-08-29
ST11346,APP02837,Under Review,2022-09-02
ST11347,APP02837,Embassy Review,2022-09-04
ST11348,APP02837,Approved,2022-09-12
ST11349,APP02838,Submitted,2023-02-23
ST11350,APP02838,Under Review,2023-02-26
ST11351,APP02838,Embassy Review,2023-03-01
ST11352,APP02838,Approved,2023-03-08
ST11353,APP02839,Submitted,2023-02-10
ST11354,APP02839,Under Review,2023-02-17
ST11355,APP02839,Embassy Review,2023-02-23
ST11356,APP02839,Rejected,2023-03-02
ST11357,APP02840,Submitted,2022-02-19
ST11358,APP02840,Under Review,2022-02-24
ST11359,APP02840,Embassy Review,2022-03-01
ST11360,APP02840,Approved,2022-03-05
ST11361,APP02841,Submitted,2022-02-26
ST11362,APP02841,Under Review,2022-03-03
ST11363,APP02841,Embassy Review,2022-03-08
ST11364,APP02841,Rejected,2022-03-17
ST11365,APP02842,Submitted,2022-10-30
ST11366,APP02842,Under Review,2022-11-05
ST11367,APP02842,Embassy Review,2022-11-07
ST11368,APP02842,Approved,2022-11-13
ST11369,APP02843,Submitted,2024-08-22
ST11370,APP02843,Under Review,2024-08-27
ST11371,APP02843,Embassy Review,2024-08-29
ST11372,APP02843,Approved,2024-09-01
ST11373,APP02844,Submitted,2024-03-09
ST11374,APP02844,Under Review,2024-03-12
ST11375,APP02844,Embassy Review,2024-03-17
ST11376,APP02844,Approved,2024-03-24
ST11377,APP02845,Submitted,2025-05-13
ST11378,APP02845,Under Review,2025-05-16
ST11379,APP02845,Embassy Review,2025-05-18
ST11380,APP02845,Approved,2025-05-23
ST11381,APP02846,Submitted,2025-09-16
ST11382,APP02846,Under Review,2025-09-19
ST11383,APP02846,Embassy Review,2025-09-21
ST11384,APP02846,Rejected,2025-09-25
ST11385,APP02847,Submitted,2025-09-12
ST11386,APP02847,Under Review,2025-09-15
ST11387,APP02847,Embassy Review,2025-09-19
ST11388,APP02847,Rejected,2025-09-23
ST11389,APP02848,Submitted,2025-03-22
ST11390,APP02848,Under Review,2025-03-29
ST11391,APP02848,Embassy Review,2025-04-05
ST11392,APP02848,Rejected,2025-04-14
ST11393,APP02849,Submitted,2023-06-25
ST11394,APP02849,Under Review,2023-06-30
ST11395,APP02849,Embassy Review,2023-07-07
ST11396,APP02849,Rejected,2023-07-12
ST11397,APP02850,Submitted,2025-05-26
ST11398,APP02850,Under Review,2025-06-02
ST11399,APP02850,Embassy Review,2025-06-04
ST11400,APP02850,Rejected,2025-06-07
ST11401,APP02851,Submitted,2025-06-17
ST11402,APP02851,Under Review,2025-06-23
ST11403,APP02851,Embassy Review,2025-06-30
ST11404,APP02851,Approved,2025-07-08
ST11405,APP02852,Submitted,2025-04-07
ST11406,APP02852,Under Review,2025-04-11
ST11407,APP02852,Embassy Review,2025-04-17
ST11408,APP02852,Approved,2025-04-24
ST11409,APP02853,Submitted,2025-11-12
ST11410,APP02853,Under Review,2025-11-17
ST11411,APP02853,Embassy Review,2025-11-24
ST11412,APP02853,Approved,2025-11-28
ST11413,APP02854,Submitted,2023-03-29
ST11414,APP02854,Under Review,2023-04-05
ST11415,APP02854,Embassy Review,2023-04-07
ST11416,APP02854,Rejected,2023-04-16
ST11417,APP02855,Submitted,2022-12-20
ST11418,APP02855,Under Review,2022-12-23
ST11419,APP02855,Embassy Review,2022-12-29
ST11420,APP02855,Approved,2023-01-02
ST11421,APP02856,Submitted,2022-10-15
ST11422,APP02856,Under Review,2022-10-21
ST11423,APP02856,Embassy Review,2022-10-27
ST11424,APP02856,Rejected,2022-11-01
ST11425,APP02857,Submitted,2025-10-02
ST11426,APP02857,Under Review,2025-10-04
ST11427,APP02857,Embassy Review,2025-10-10
ST11428,APP02857,Approved,2025-10-17
ST11429,APP02858,Submitted,2022-04-22
ST11430,APP02858,Under Review,2022-04-27
ST11431,APP02858,Embassy Review,2022-04-30
ST11432,APP02858,Approved,2022-05-10
ST11433,APP02859,Submitted,2022-03-07
ST11434,APP02859,Under Review,2022-03-10
ST11435,APP02859,Embassy Review,2022-03-14
ST11436,APP02859,Approved,2022-03-19
ST11437,APP02860,Submitted,2023-01-24
ST11438,APP02860,Under Review,2023-01-28
ST11439,APP02860,Embassy Review,2023-02-03
ST11440,APP02860,Rejected,2023-02-07
ST11441,APP02861,Submitted,2024-12-14
ST11442,APP02861,Under Review,2024-12-20
ST11443,APP02861,Embassy Review,2024-12-26
ST11444,APP02861,Rejected,2024-12-31
ST11445,APP02862,Submitted,2025-06-22
ST11446,APP02862,Under Review,2025-06-27
ST11447,APP02862,Embassy Review,2025-06-29
ST11448,APP02862,Approved,2025-07-02
ST11449,APP02863,Submitted,2024-11-15
ST11450,APP02863,Under Review,2024-11-19
ST11451,APP02863,Embassy Review,2024-11-25
ST11452,APP02863,Approved,2024-11-30
ST11453,APP02864,Submitted,2025-03-03
ST11454,APP02864,Under Review,2025-03-06
ST11455,APP02864,Embassy Review,2025-03-09
ST11456,APP02864,Rejected,2025-03-15
ST11457,APP02865,Submitted,2023-05-07
ST11458,APP02865,Under Review,2023-05-12
ST11459,APP02865,Embassy Review,2023-05-16
ST11460,APP02865,Approved,2023-05-20
ST11461,APP02866,Submitted,2025-03-20
ST11462,APP02866,Under Review,2025-03-27
ST11463,APP02866,Embassy Review,2025-04-02
ST11464,APP02866,Approved,2025-04-09
ST11465,APP02867,Submitted,2022-11-24
ST11466,APP02867,Under Review,2022-11-29
ST11467,APP02867,Embassy Review,2022-12-03
ST11468,APP02867,Rejected,2022-12-10
ST11469,APP02868,Submitted,2025-06-12
ST11470,APP02868,Under Review,2025-06-18
ST11471,APP02868,Embassy Review,2025-06-23
ST11472,APP02868,Approved,2025-07-01
ST11473,APP02869,Submitted,2025-03-19
ST11474,APP02869,Under Review,2025-03-24
ST11475,APP02869,Embassy Review,2025-03-27
ST11476,APP02869,Approved,2025-04-01
ST11477,APP02870,Submitted,2023-04-16
ST11478,APP02870,Under Review,2023-04-22
ST11479,APP02870,Embassy Review,2023-04-26
ST11480,APP02870,Rejected,2023-05-01
ST11481,APP02871,Submitted,2023-09-22
ST11482,APP02871,Under Review,2023-09-25
ST11483,APP02871,Embassy Review,2023-09-27
ST11484,APP02871,Approved,2023-10-05
ST11485,APP02872,Submitted,2022-12-15
ST11486,APP02872,Under Review,2022-12-22
ST11487,APP02872,Embassy Review,2022-12-29
ST11488,APP02872,Approved,2023-01-06
ST11489,APP02873,Submitted,2024-05-20
ST11490,APP02873,Under Review,2024-05-22
ST11491,APP02873,Embassy Review,2024-05-28
ST11492,APP02873,Rejected,2024-06-07
ST11493,APP02874,Submitted,2024-07-02
ST11494,APP02874,Under Review,2024-07-09
ST11495,APP02874,Embassy Review,2024-07-13
ST11496,APP02874,Rejected,2024-07-17
ST11497,APP02875,Submitted,2023-06-16
ST11498,APP02875,Under Review,2023-06-20
ST11499,APP02875,Embassy Review,2023-06-22
ST11500,APP02875,Rejected,2023-06-28
ST11501,APP02876,Submitted,2025-01-17
ST11502,APP02876,Under Review,2025-01-20
ST11503,APP02876,Embassy Review,2025-01-25
ST11504,APP02876,Approved,2025-01-28
ST11505,APP02877,Submitted,2022-05-01
ST11506,APP02877,Under Review,2022-05-07
ST11507,APP02877,Embassy Review,2022-05-14
ST11508,APP02877,Rejected,2022-05-21
ST11509,APP02878,Submitted,2024-11-16
ST11510,APP02878,Under Review,2024-11-21
ST11511,APP02878,Embassy Review,2024-11-28
ST11512,APP02878,Approved,2024-12-08
ST11513,APP02879,Submitted,2023-06-08
ST11514,APP02879,Under Review,2023-06-12
ST11515,APP02879,Embassy Review,2023-06-17
ST11516,APP02879,Rejected,2023-06-26
ST11517,APP02880,Submitted,2022-08-27
ST11518,APP02880,Under Review,2022-09-01
ST11519,APP02880,Embassy Review,2022-09-03
ST11520,APP02880,Approved,2022-09-12
ST11521,APP02881,Submitted,2022-06-27
ST11522,APP02881,Under Review,2022-06-30
ST11523,APP02881,Embassy Review,2022-07-05
ST11524,APP02881,Approved,2022-07-08
ST11525,APP02882,Submitted,2025-11-16
ST11526,APP02882,Under Review,2025-11-18
ST11527,APP02882,Embassy Review,2025-11-25
ST11528,APP02882,Approved,2025-12-01
ST11529,APP02883,Submitted,2024-09-12
ST11530,APP02883,Under Review,2024-09-14
ST11531,APP02883,Embassy Review,2024-09-21
ST11532,APP02883,Rejected,2024-09-29
ST11533,APP02884,Submitted,2024-11-29
ST11534,APP02884,Under Review,2024-12-02
ST11535,APP02884,Embassy Review,2024-12-05
ST11536,APP02884,Approved,2024-12-12
ST11537,APP02885,Submitted,2023-08-11
ST11538,APP02885,Under Review,2023-08-15
ST11539,APP02885,Embassy Review,2023-08-20
ST11540,APP02885,Approved,2023-08-28
ST11541,APP02886,Submitted,2024-06-21
ST11542,APP02886,Under Review,2024-06-27
ST11543,APP02886,Embassy Review,2024-07-02
ST11544,APP02886,Approved,2024-07-11
ST11545,APP02887,Submitted,2024-06-03
ST11546,APP02887,Under Review,2024-06-07
ST11547,APP02887,Embassy Review,2024-06-10
ST11548,APP02887,Approved,2024-06-15
ST11549,APP02888,Submitted,2024-12-02
ST11550,APP02888,Under Review,2024-12-08
ST11551,APP02888,Embassy Review,2024-12-15
ST11552,APP02888,Approved,2024-12-22
ST11553,APP02889,Submitted,2023-01-01
ST11554,APP02889,Under Review,2023-01-08
ST11555,APP02889,Embassy Review,2023-01-11
ST11556,APP02889,Rejected,2023-01-19
ST11557,APP02890,Submitted,2024-08-29
ST11558,APP02890,Under Review,2024-09-04
ST11559,APP02890,Embassy Review,2024-09-10
ST11560,APP02890,Approved,2024-09-17
ST11561,APP02891,Submitted,2024-06-21
ST11562,APP02891,Under Review,2024-06-27
ST11563,APP02891,Embassy Review,2024-07-01
ST11564,APP02891,Approved,2024-07-09
ST11565,APP02892,Submitted,2023-04-26
ST11566,APP02892,Under Review,2023-05-01
ST11567,APP02892,Embassy Review,2023-05-08
ST11568,APP02892,Rejected,2023-05-14
ST11569,APP02893,Submitted,2023-01-01
ST11570,APP02893,Under Review,2023-01-07
ST11571,APP02893,Embassy Review,2023-01-09
ST11572,APP02893,Approved,2023-01-15
ST11573,APP02894,Submitted,2023-10-24
ST11574,APP02894,Under Review,2023-10-31
ST11575,APP02894,Embassy Review,2023-11-06
ST11576,APP02894,Rejected,2023-11-15
ST11577,APP02895,Submitted,2025-01-03
ST11578,APP02895,Under Review,2025-01-07
ST11579,APP02895,Embassy Review,2025-01-13
ST11580,APP02895,Approved,2025-01-16
ST11581,APP02896,Submitted,2024-04-15
ST11582,APP02896,Under Review,2024-04-17
ST11583,APP02896,Embassy Review,2024-04-21
ST11584,APP02896,Rejected,2024-04-29
ST11585,APP02897,Submitted,2025-04-12
ST11586,APP02897,Under Review,2025-04-15
ST11587,APP02897,Embassy Review,2025-04-20
ST11588,APP02897,Approved,2025-04-29
ST11589,APP02898,Submitted,2024-03-16
ST11590,APP02898,Under Review,2024-03-18
ST11591,APP02898,Embassy Review,2024-03-20
ST11592,APP02898,Rejected,2024-03-30
ST11593,APP02899,Submitted,2022-02-27
ST11594,APP02899,Under Review,2022-03-03
ST11595,APP02899,Embassy Review,2022-03-06
ST11596,APP02899,Rejected,2022-03-14
ST11597,APP02900,Submitted,2024-02-16
ST11598,APP02900,Under Review,2024-02-20
ST11599,APP02900,Embassy Review,2024-02-25
ST11600,APP02900,Approved,2024-03-01
ST11601,APP02901,Submitted,2024-03-21
ST11602,APP02901,Under Review,2024-03-28
ST11603,APP02901,Embassy Review,2024-04-01
ST11604,APP02901,Approved,2024-04-06
ST11605,APP02902,Submitted,2023-10-22
ST11606,APP02902,Under Review,2023-10-27
ST11607,APP02902,Embassy Review,2023-11-01
ST11608,APP02902,Approved,2023-11-09
ST11609,APP02903,Submitted,2024-08-16
ST11610,APP02903,Under Review,2024-08-21
ST11611,APP02903,Embassy Review,2024-08-25
ST11612,APP02903,Approved,2024-09-01
ST11613,APP02904,Submitted,2022-04-02
ST11614,APP02904,Under Review,2022-04-05
ST11615,APP02904,Embassy Review,2022-04-11
ST11616,APP02904,Rejected,2022-04-18
ST11617,APP02905,Submitted,2022-01-06
ST11618,APP02905,Under Review,2022-01-09
ST11619,APP02905,Embassy Review,2022-01-11
ST11620,APP02905,Rejected,2022-01-19
ST11621,APP02906,Submitted,2023-06-27
ST11622,APP02906,Under Review,2023-07-02
ST11623,APP02906,Embassy Review,2023-07-08
ST11624,APP02906,Approved,2023-07-17
ST11625,APP02907,Submitted,2025-05-02
ST11626,APP02907,Under Review,2025-05-04
ST11627,APP02907,Embassy Review,2025-05-10
ST11628,APP02907,Rejected,2025-05-14
ST11629,APP02908,Submitted,2023-04-24
ST11630,APP02908,Under Review,2023-04-27
ST11631,APP02908,Embassy Review,2023-04-29
ST11632,APP02908,Approved,2023-05-05
ST11633,APP02909,Submitted,2024-06-18
ST11634,APP02909,Under Review,2024-06-22
ST11635,APP02909,Embassy Review,2024-06-25
ST11636,APP02909,Rejected,2024-06-30
ST11637,APP02910,Submitted,2025-10-11
ST11638,APP02910,Under Review,2025-10-13
ST11639,APP02910,Embassy Review,2025-10-20
ST11640,APP02910,Approved,2025-10-28
ST11641,APP02911,Submitted,2024-04-10
ST11642,APP02911,Under Review,2024-04-16
ST11643,APP02911,Embassy Review,2024-04-21
ST11644,APP02911,Rejected,2024-04-26
ST11645,APP02912,Submitted,2024-03-11
ST11646,APP02912,Under Review,2024-03-17
ST11647,APP02912,Embassy Review,2024-03-21
ST11648,APP02912,Approved,2024-03-25
ST11649,APP02913,Submitted,2022-08-10
ST11650,APP02913,Under Review,2022-08-15
ST11651,APP02913,Embassy Review,2022-08-19
ST11652,APP02913,Rejected,2022-08-23
ST11653,APP02914,Submitted,2022-07-12
ST11654,APP02914,Under Review,2022-07-14
ST11655,APP02914,Embassy Review,2022-07-19
ST11656,APP02914,Rejected,2022-07-22
ST11657,APP02915,Submitted,2025-02-27
ST11658,APP02915,Under Review,2025-03-01
ST11659,APP02915,Embassy Review,2025-03-03
ST11660,APP02915,Approved,2025-03-11
ST11661,APP02916,Submitted,2025-11-27
ST11662,APP02916,Under Review,2025-12-01
ST11663,APP02916,Embassy Review,2025-12-06
ST11664,APP02916,Rejected,2025-12-12
ST11665,APP02917,Submitted,2022-11-07
ST11666,APP02917,Under Review,2022-11-13
ST11667,APP02917,Embassy Review,2022-11-20
ST11668,APP02917,Rejected,2022-11-28
ST11669,APP02918,Submitted,2023-09-29
ST11670,APP02918,Under Review,2023-10-02
ST11671,APP02918,Embassy Review,2023-10-06
ST11672,APP02918,Approved,2023-10-12
ST11673,APP02919,Submitted,2025-11-10
ST11674,APP02919,Under Review,2025-11-16
ST11675,APP02919,Embassy Review,2025-11-19
ST11676,APP02919,Approved,2025-11-26
ST11677,APP02920,Submitted,2024-03-13
ST11678,APP02920,Under Review,2024-03-19
ST11679,APP02920,Embassy Review,2024-03-26
ST11680,APP02920,Rejected,2024-04-05
ST11681,APP02921,Submitted,2023-08-26
ST11682,APP02921,Under Review,2023-08-28
ST11683,APP02921,Embassy Review,2023-09-04
ST11684,APP02921,Rejected,2023-09-09
ST11685,APP02922,Submitted,2024-09-20
ST11686,APP02922,Under Review,2024-09-27
ST11687,APP02922,Embassy Review,2024-10-04
ST11688,APP02922,Rejected,2024-10-08
ST11689,APP02923,Submitted,2023-06-27
ST11690,APP02923,Under Review,2023-07-01
ST11691,APP02923,Embassy Review,2023-07-07
ST11692,APP02923,Approved,2023-07-10
ST11693,APP02924,Submitted,2024-11-20
ST11694,APP02924,Under Review,2024-11-25
ST11695,APP02924,Embassy Review,2024-12-02
ST11696,APP02924,Rejected,2024-12-10
ST11697,APP02925,Submitted,2022-01-01
ST11698,APP02925,Under Review,2022-01-06
ST11699,APP02925,Embassy Review,2022-01-11
ST11700,APP02925,Rejected,2022-01-21
ST11701,APP02926,Submitted,2025-03-09
ST11702,APP02926,Under Review,2025-03-13
ST11703,APP02926,Embassy Review,2025-03-17
ST11704,APP02926,Rejected,2025-03-21
ST11705,APP02927,Submitted,2022-07-31
ST11706,APP02927,Under Review,2022-08-05
ST11707,APP02927,Embassy Review,2022-08-09
ST11708,APP02927,Rejected,2022-08-15
ST11709,APP02928,Submitted,2023-02-23
ST11710,APP02928,Under Review,2023-03-02
ST11711,APP02928,Embassy Review,2023-03-09
ST11712,APP02928,Rejected,2023-03-18
ST11713,APP02929,Submitted,2023-09-13
ST11714,APP02929,Under Review,2023-09-17
ST11715,APP02929,Embassy Review,2023-09-19
ST11716,APP02929,Rejected,2023-09-25
ST11717,APP02930,Submitted,2025-05-18
ST11718,APP02930,Under Review,2025-05-20
ST11719,APP02930,Embassy Review,2025-05-25
ST11720,APP02930,Rejected,2025-06-02
ST11721,APP02931,Submitted,2023-08-24
ST11722,APP02931,Under Review,2023-08-28
ST11723,APP02931,Embassy Review,2023-08-30
ST11724,APP02931,Rejected,2023-09-09
ST11725,APP02932,Submitted,2025-12-23
ST11726,APP02932,Under Review,2025-12-28
ST11727,APP02932,Embassy Review,2026-01-04
ST11728,APP02932,Approved,2026-01-11
ST11729,APP02933,Submitted,2022-07-16
ST11730,APP02933,Under Review,2022-07-19
ST11731,APP02933,Embassy Review,2022-07-26
ST11732,APP02933,Approved,2022-07-30
ST11733,APP02934,Submitted,2025-08-15
ST11734,APP02934,Under Review,2025-08-22
ST11735,APP02934,Embassy Review,2025-08-29
ST11736,APP02934,Rejected,2025-09-04
ST11737,APP02935,Submitted,2024-05-14
ST11738,APP02935,Under Review,2024-05-21
ST11739,APP02935,Embassy Review,2024-05-27
ST11740,APP02935,Rejected,2024-06-06
ST11741,APP02936,Submitted,2022-12-03
ST11742,APP02936,Under Review,2022-12-10
ST11743,APP02936,Embassy Review,2022-12-12
ST11744,APP02936,Rejected,2022-12-20
ST11745,APP02937,Submitted,2022-05-09
ST11746,APP02937,Under Review,2022-05-15
ST11747,APP02937,Embassy Review,2022-05-18
ST11748,APP02937,Approved,2022-05-25
ST11749,APP02938,Submitted,2024-03-09
ST11750,APP02938,Under Review,2024-03-11
ST11751,APP02938,Embassy Review,2024-03-15
ST11752,APP02938,Approved,2024-03-19
ST11753,APP02939,Submitted,2022-05-02
ST11754,APP02939,Under Review,2022-05-08
ST11755,APP02939,Embassy Review,2022-05-10
ST11756,APP02939,Approved,2022-05-16
ST11757,APP02940,Submitted,2023-03-14
ST11758,APP02940,Under Review,2023-03-20
ST11759,APP02940,Embassy Review,2023-03-23
ST11760,APP02940,Rejected,2023-03-30
ST11761,APP02941,Submitted,2025-08-11
ST11762,APP02941,Under Review,2025-08-17
ST11763,APP02941,Embassy Review,2025-08-24
ST11764,APP02941,Rejected,2025-09-02
ST11765,APP02942,Submitted,2024-05-21
ST11766,APP02942,Under Review,2024-05-23
