application_id,applicant_id,visa_type,destination_country,application_date,travel_date,duration_days,application_status
APP02973,A1191,Work,New Zealand,2024-10-10,2024-10-25,242,Rejected
APP02974,A1192,Work,UAE,2023-10-11,2023-10-26,356,Pending
APP02975,A1193,Work,Singapore,2023-09-27,2023-10-27,250,Pending
APP02976,A1194,Business,Canada,2024-11-29,2025-02-27,60,Rejected
APP02977,A1195,Transit,Switzerland,2025-05-30,2025-08-28,4,Rejected
APP02978,A1195,Transit,Switzerland,2022-08-06,2022-11-04,2,Approved
APP02979,A1195,Work,UK,2023-03-10,2023-04-24,309,Rejected
APP02980,A1196,Transit,Japan,2023-06-13,2023-07-13,1,Approved
APP02981,A1196,Student,France,2025-01-16,2025-03-02,473,Rejected
APP02982,A1196,Work,USA,2023-07-14,2023-08-28,346,Approved
APP02983,A1196,Work,Austria,2022-04-28,2022-07-27,287,Rejected
APP02984,A1197,Tourist,USA,2022-11-21,2023-02-19,10,Approved
APP02985,A1198,Work,Spain,2025-10-17,2025-11-01,110,Pending
APP02986,A1198,Transit,UAE,2025-07-07,2025-07-22,3,Pending
APP02987,A1199,Transit,Italy,2022-12-06,2022-12-21,5,Approved
APP02988,A1200,Business,USA,2024-11-03,2025-02-01,31,Rejected
APP02989,A1200,Student,UAE,2024-06-26,2024-08-25,251,Rejected
APP02990,A1201,Business,Norway,2022-06-20,2022-09-18,37,Pending
APP02991,A1201,Tourist,France,2025-06-05,2025-08-04,25,Pending
APP02992,A1201,Work,Netherlands,2022-11-04,2023-01-03,335,Pending
APP02993,A1201,Transit,Austria,2025-04-25,2025-05-10,4,Approved
APP02994,A1202,Work,Austria,2025-06-18,2025-07-03,300,Rejected
APP02995,A1202,Work,Canada,2025-03-20,2025-06-18,90,Approved
APP02996,A1202,Work,Netherlands,2025-11-05,2025-11-20,168,Rejected
APP02997,A1202,Transit,Australia,2025-04-24,2025-05-09,3,Pending
APP02998,A1203,Tourist,Denmark,2025-12-06,2026-03-06,5,Approved
APP02999,A1203,Tourist,Belgium,2022-06-20,2022-08-19,20,Rejected
APP03000,A1203,Business,South Korea,2022-07-22,2022-08-06,41,Pending
APP03001,A1203,Student,Norway,2023-08-20,2023-11-18,671,Approved
APP03002,A1204,Work,USA,2023-09-27,2023-11-26,139,Pending
APP03003,A1204,Tourist,Sweden,2022-01-22,2022-04-22,5,Pending
APP03004,A1205,Transit,Sweden,2023-09-19,2023-10-19,4,Rejected
APP03005,A1205,Transit,USA,2022-12-03,2023-02-01,5,Approved
APP03006,A1205,Student,Belgium,2022-03-24,2022-04-23,470,Pending
APP03007,A1205,Tourist,Japan,2025-01-27,2025-02-26,11,Approved
APP03008,A1206,Student,Canada,2024-07-26,2024-08-10,292,Pending
APP03009,A1206,Business,Denmark,2025-05-31,2025-07-30,33,Pending
APP03010,A1206,Business,USA,2023-02-24,2023-05-25,45,Rejected
APP03011,A1206,Work,Germany,2023-07-04,2023-08-18,331,Approved
APP03012,A1207,Work,Sweden,2023-10-24,2023-12-08,282,Pending
APP03013,A1207,Student,Netherlands,2024-03-09,2024-04-08,657,Rejected
APP03014,A1208,Transit,UK,2023-06-26,2023-08-10,1,Pending
APP03015,A1208,Business,USA,2023-11-20,2023-12-05,60,Pending
APP03016,A1208,Transit,Netherlands,2025-11-19,2025-12-19,3,Approved
APP03017,A1209,Tourist,Italy,2024-06-09,2024-08-08,27,Approved
APP03018,A1209,Business,USA,2022-09-04,2022-10-04,41,Approved
APP03019,A1209,Tourist,Germany,2024-08-24,2024-09-08,20,Approved
APP03020,A1210,Business,Switzerland,2023-05-13,2023-06-27,37,Pending
APP03021,A1210,Transit,Denmark,2022-05-04,2022-06-03,5,Approved
APP03022,A1211,Transit,Germany,2023-10-27,2023-12-26,3,Rejected
APP03023,A1211,Work,Austria,2022-03-24,2022-04-23,102,Pending
APP03024,A1211,Work,USA,2023-11-15,2023-11-30,278,Pending
APP03025,A1211,Work,Spain,2024-05-17,2024-08-15,102,Rejected
APP03026,A1212,Work,Switzerland,2023-03-10,2023-06-08,201,Pending
APP03027,A1212,Business,USA,2024-06-17,2024-09-15,60,Rejected
APP03028,A1213,Transit,Norway,2025-02-22,2025-04-08,5,Pending
APP03029,A1213,Business,Denmark,2025-11-25,2026-01-24,29,Approved
APP03030,A1214,Tourist,Italy,2025-07-22,2025-09-20,16,Approved
APP03031,A1214,Business,Sweden,2022-12-14,2022-12-29,60,Approved
APP03032,A1214,Tourist,Singapore,2024-04-27,2024-06-11,13,Approved
APP03033,A1214,Transit,Singapore,2022-12-06,2023-01-05,3,Pending
APP03034,A1215,Business,Singapore,2022-03-09,2022-06-07,10,Pending
APP03035,A1215,Tourist,Norway,2022-03-10,2022-04-24,30,Approved
APP03036,A1215,Transit,Denmark,2022-12-12,2023-01-11,2,Pending
APP03037,A1216,Transit,Japan,2023-03-31,2023-05-15,4,Approved
APP03038,A1217,Student,Germany,2025-02-02,2025-05-03,397,Pending
APP03039,A1217,Business,UK,2024-06-09,2024-07-09,46,Approved
APP03040,A1217,Business,France,2023-04-22,2023-07-21,43,Pending
APP03041,A1217,Transit,UK,2024-11-17,2024-12-17,4,Rejected
APP03042,A1218,Business,Austria,2025-01-24,2025-03-10,52,Approved
APP03043,A1218,Work,Singapore,2023-12-20,2024-02-18,218,Rejected
APP03044,A1219,Tourist,USA,2025-01-12,2025-03-13,6,Pending
APP03045,A1219,Business,New Zealand,2025-05-27,2025-08-25,53,Pending
APP03046,A1220,Tourist,Canada,2022-03-27,2022-06-25,27,Approved
APP03047,A1221,Tourist,UK,2024-03-16,2024-05-15,29,Pending
APP03048,A1221,Business,South Korea,2025-11-13,2025-12-13,50,Approved
APP03049,A1221,Tourist,Canada,2024-09-16,2024-10-31,15,Pending
APP03050,A1222,Tourist,Switzerland,2025-12-15,2026-02-13,25,Approved
APP03051,A1223,Transit,South Korea,2024-08-17,2024-10-16,3,Approved
APP03052,A1224,Work,Switzerland,2023-07-27,2023-08-26,116,Pending
APP03053,A1224,Transit,Belgium,2022-04-25,2022-05-10,3,Rejected
APP03054,A1224,Transit,Spain,2022-04-04,2022-07-03,5,Pending
APP03055,A1225,Student,Germany,2024-01-12,2024-03-12,186,Rejected
APP03056,A1225,Business,Netherlands,2022-04-21,2022-06-05,42,Rejected
APP03057,A1225,Work,UK,2024-04-23,2024-05-08,96,Approved
APP03058,A1225,Work,Austria,2024-03-25,2024-04-24,324,Pending
APP03059,A1226,Work,South Korea,2025-11-26,2025-12-26,317,Pending
APP03060,A1226,Student,Germany,2022-03-24,2022-05-23,283,Approved
APP03061,A1226,Tourist,Spain,2024-06-16,2024-07-01,21,Pending
APP03062,A1226,Business,Germany,2022-02-04,2022-03-06,33,Pending
APP03063,A1227,Business,South Korea,2024-04-26,2024-07-25,36,Rejected
APP03064,A1227,Transit,Switzerland,2023-05-24,2023-08-22,5,Pending
APP03065,A1227,Tourist,USA,2025-05-15,2025-05-30,20,Approved
APP03066,A1227,Tourist,Spain,2025-11-06,2026-02-04,9,Approved
APP03067,A1228,Tourist,France,2024-12-22,2025-02-20,22,Approved
APP03068,A1228,Tourist,USA,2024-06-22,2024-07-22,17,Approved
APP03069,A1229,Tourist,Austria,2022-07-17,2022-09-15,20,Approved
APP03070,A1229,Business,UAE,2022-01-14,2022-02-28,33,Approved
APP03071,A1229,Tourist,Canada,2023-09-03,2023-11-02,9,Approved
APP03072,A1230,Work,Austria,2024-05-05,2024-07-04,339,Pending
APP03073,A1230,Transit,Denmark,2025-05-18,2025-08-16,5,Pending
APP03074,A1231,Student,UK,2025-05-02,2025-07-31,262,Approved
APP03075,A1232,Student,Switzerland,2022-11-04,2023-02-02,537,Approved
APP03076,A1232,Work,Italy,2024-02-14,2024-05-14,318,Rejected
APP03077,A1233,Student,Sweden,2025-04-18,2025-05-03,624,Approved
APP03078,A1233,Tourist,Italy,2022-12-27,2023-03-27,29,Approved
APP03079,A1234,Student,Spain,2022-06-10,2022-07-10,597,Approved
APP03080,A1235,Student,Japan,2023-05-08,2023-06-22,497,Approved
APP03081,A1235,Tourist,Japan,2024-07-15,2024-07-30,11,Approved
APP03082,A1235,Business,Switzerland,2023-08-19,2023-11-17,29,Pending
APP03083,A1236,Business,UK,2023-07-08,2023-09-06,27,Approved
APP03084,A1236,Work,Germany,2025-06-14,2025-09-12,290,Pending
APP03085,A1236,Student,Spain,2022-08-05,2022-11-03,656,Rejected
APP03086,A1236,Work,Switzerland,2024-05-26,2024-07-10,337,Approved
APP03087,A1237,Work,Australia,2024-05-30,2024-07-14,313,Rejected
APP03088,A1238,Student,Singapore,2022-01-17,2022-03-03,403,Rejected
APP03089,A1239,Student,Netherlands,2022-07-28,2022-10-26,659,Rejected
APP03090,A1239,Business,Norway,2022-08-27,2022-11-25,28,Pending
APP03091,A1240,Student,Norway,2022-08-16,2022-11-14,375,Approved
APP03092,A1240,Transit,Sweden,2022-05-25,2022-07-24,5,Pending
APP03093,A1240,Work,New Zealand,2024-08-13,2024-10-12,319,Approved
APP03094,A1240,Business,Canada,2024-05-10,2024-06-24,57,Rejected
APP03095,A1241,Business,Norway,2024-04-10,2024-05-10,51,Pending
APP03096,A1241,Transit,Netherlands,2024-11-22,2025-01-06,4,Rejected
APP03097,A1241,Business,Italy,2024-11-28,2024-12-13,15,Pending
APP03098,A1241,Tourist,Canada,2025-06-18,2025-07-03,7,Pending
APP03099,A1242,Business,UAE,2025-07-15,2025-09-13,9,Pending
APP03100,A1242,Work,Canada,2022-11-11,2023-01-10,348,Pending
APP03101,A1243,Work,France,2022-01-12,2022-03-13,174,Approved
APP03102,A1243,Student,UK,2024-09-22,2024-11-21,449,Approved
APP03103,A1244,Tourist,Sweden,2025-09-08,2025-10-08,30,Pending
APP03104,A1244,Tourist,South Korea,2023-12-16,2023-12-31,7,Approved
APP03105,A1244,Work,Norway,2025-04-19,2025-07-18,106,Pending
APP03106,A1244,Work,Norway,2022-05-01,2022-06-30,194,Rejected
APP03107,A1245,Tourist,Austria,2024-01-18,2024-02-02,20,Rejected
APP03108,A1245,Transit,Netherlands,2024-06-15,2024-09-13,2,Pending
APP03109,A1246,Work,Austria,2024-04-02,2024-07-01,122,Pending
APP03110,A1247,Student,Japan,2025-02-18,2025-03-05,552,Rejected
APP03111,A1247,Business,USA,2025-12-27,2026-02-10,7,Rejected
APP03112,A1247,Student,Germany,2025-10-10,2025-10-25,225,Pending
APP03113,A1248,Student,Spain,2025-10-05,2026-01-03,487,Rejected
APP03114,A1248,Business,Netherlands,2023-01-06,2023-04-06,51,Rejected
APP03115,A1248,Tourist,UK,2024-10-17,2024-12-16,8,Approved
APP03116,A1248,Work,Australia,2025-04-23,2025-05-08,215,Rejected
APP03117,A1249,Work,Austria,2024-01-02,2024-02-01,219,Rejected
APP03118,A1249,Business,New Zealand,2023-03-05,2023-03-20,22,Rejected
APP03119,A1249,Student,Singapore,2024-09-26,2024-11-10,265,Approved
APP03120,A1249,Student,Singapore,2022-07-09,2022-08-08,570,Pending
APP03121,A1250,Work,Spain,2022-06-26,2022-08-10,327,Approved
APP03122,A1250,Work,South Korea,2022-06-01,2022-08-30,108,Rejected
APP03123,A1250,Transit,South Korea,2024-06-05,2024-06-20,5,Approved
APP03124,A1251,Transit,USA,2024-04-07,2024-05-22,2,Approved
APP03125,A1251,Student,Germany,2024-01-18,2024-04-17,673,Approved
APP03126,A1251,Tourist,Canada,2023-01-03,2023-02-17,21,Pending
APP03127,A1252,Transit,UK,2022-04-09,2022-05-09,3,Approved
APP03128,A1252,Tourist,Japan,2022-12-06,2023-01-20,9,Pending
APP03129,A1253,Work,Netherlands,2022-07-05,2022-07-20,166,Pending
APP03130,A1253,Work,Canada,2023-07-24,2023-08-23,132,Rejected
APP03131,A1254,Transit,New Zealand,2024-06-28,2024-08-27,4,Rejected
APP03132,A1254,Student,New Zealand,2023-07-05,2023-08-19,278,Approved
APP03133,A1255,Student,Singapore,2025-04-13,2025-05-13,685,Approved
APP03134,A1255,Transit,Austria,2025-05-25,2025-07-09,1,Pending
APP03135,A1256,Tourist,Sweden,2025-08-10,2025-08-25,24,Approved
APP03136,A1257,Tourist,Netherlands,2025-01-07,2025-03-08,9,Pending
APP03137,A1258,Student,New Zealand,2022-05-07,2022-06-06,698,Approved
APP03138,A1258,Work,Belgium,2022-11-16,2022-12-31,260,Rejected
APP03139,A1259,Work,France,2024-06-07,2024-08-06,329,Rejected
APP03140,A1260,Tourist,UK,2024-01-11,2024-01-26,27,Approved
APP03141,A1260,Business,Italy,2025-09-14,2025-09-29,53,Rejected
APP03142,A1261,Tourist,Japan,2023-09-11,2023-10-11,14,Approved
APP03143,A1262,Transit,Australia,2024-12-14,2024-12-29,4,Rejected
APP03144,A1262,Work,Singapore,2025-08-04,2025-08-19,276,Approved
APP03145,A1263,Work,Germany,2022-10-20,2022-12-04,255,Approved
APP03146,A1263,Work,Spain,2025-03-29,2025-04-28,91,Pending
APP03147,A1263,Business,Spain,2025-06-07,2025-07-22,53,Rejected
APP03148,A1264,Transit,UK,2023-03-17,2023-05-01,3,Pending
APP03149,A1264,Student,UK,2023-10-04,2023-11-03,498,Approved
APP03150,A1265,Work,Australia,2022-06-26,2022-08-10,225,Rejected
APP03151,A1265,Transit,Italy,2023-08-31,2023-09-15,2,Pending
APP03152,A1265,Student,UAE,2023-09-16,2023-10-16,339,Approved
APP03153,A1266,Work,Netherlands,2024-12-15,2025-02-13,156,Approved
APP03154,A1266,Work,Belgium,2023-07-21,2023-10-19,272,Rejected
APP03155,A1266,Tourist,Belgium,2022-12-17,2023-03-17,6,Approved
APP03156,A1266,Student,Belgium,2023-08-11,2023-09-25,398,Pending
APP03157,A1267,Business,France,2022-10-27,2022-11-26,24,Rejected
APP03158,A1268,Student,Japan,2023-10-16,2023-10-31,610,Approved
APP03159,A1268,Business,Austria,2023-03-28,2023-05-27,36,Pending
APP03160,A1268,Work,Denmark,2025-05-13,2025-06-27,264,Pending
APP03161,A1268,Transit,France,2023-10-07,2024-01-05,4,Pending
APP03162,A1269,Work,UAE,2024-02-23,2024-04-23,155,Approved
APP03163,A1269,Student,Germany,2023-03-28,2023-04-12,701,Approved
APP03164,A1270,Transit,Japan,2024-08-13,2024-10-12,3,Approved
APP03165,A1270,Business,UK,2022-04-24,2022-06-23,11,Pending
APP03166,A1270,Tourist,Italy,2024-11-25,2025-01-24,13,Approved
APP03167,A1270,Tourist,Australia,2022-05-29,2022-06-13,30,Pending
APP03168,A1271,Student,New Zealand,2025-07-12,2025-07-27,219,Approved
APP03169,A1271,Tourist,Sweden,2025-06-23,2025-08-22,25,Rejected
APP03170,A1272,Work,Denmark,2025-10-09,2025-11-23,110,Approved
APP03171,A1273,Work,New Zealand,2023-04-14,2023-05-14,117,Rejected
APP03172,A1273,Tourist,New Zealand,2024-04-17,2024-07-16,11,Approved
APP03173,A1273,Student,Belgium,2025-05-05,2025-06-04,654,Pending
APP03174,A1274,Business,France,2022-07-31,2022-10-29,9,Rejected
APP03175,A1274,Transit,Singapore,2022-03-16,2022-04-15,5,Rejected
APP03176,A1275,Tourist,UK,2024-01-31,2024-03-31,23,Approved
APP03177,A1276,Work,Germany,2024-08-08,2024-08-23,170,Approved
APP03178,A1276,Student,UAE,2025-04-16,2025-05-31,254,Rejected
APP03179,A1277,Tourist,Switzerland,2025-08-07,2025-11-05,10,Pending
APP03180,A1277,Business,Italy,2024-12-07,2025-02-05,12,Pending
APP03181,A1278,Tourist,Spain,2023-08-31,2023-09-30,17,Approved
APP03182,A1279,Student,UK,2022-07-19,2022-08-18,263,Pending
APP03183,A1279,Work,New Zealand,2023-03-30,2023-04-29,100,Rejected
APP03184,A1279,Work,Norway,2025-11-15,2025-12-30,109,Rejected
APP03185,A1279,Student,South Korea,2022-11-22,2023-01-06,275,Approved
APP03186,A1280,Work,UK,2022-10-16,2022-10-31,342,Approved
APP03187,A1280,Work,Norway,2023-04-23,2023-06-22,274,Pending
APP03188,A1281,Work,Canada,2025-01-24,2025-02-23,176,Approved
APP03189,A1282,Tourist,Japan,2022-12-22,2023-01-21,25,Approved
APP03190,A1282,Work,Germany,2023-12-27,2024-01-26,243,Rejected
APP03191,A1283,Student,UAE,2023-03-28,2023-04-27,705,Pending
APP03192,A1283,Work,Denmark,2025-04-03,2025-07-02,262,Pending
APP03193,A1283,Work,Singapore,2022-07-07,2022-08-06,189,Approved
APP03194,A1283,Work,France,2023-03-22,2023-05-06,258,Approved
APP03195,A1284,Tourist,Austria,2025-11-13,2026-02-11,29,Approved
APP03196,A1284,Transit,Canada,2023-03-25,2023-05-09,5,Pending
APP03197,A1284,Work,Netherlands,2023-10-29,2024-01-27,111,Approved
APP03198,A1285,Work,Netherlands,2022-03-19,2022-06-17,212,Pending
APP03199,A1286,Work,Singapore,2022-03-18,2022-05-17,124,Pending
APP03200,A1287,Student,South Korea,2023-04-26,2023-06-25,601,Approved
APP03201,A1287,Transit,UAE,2025-03-17,2025-06-15,2,Rejected
APP03202,A1288,Business,UAE,2022-05-06,2022-08-04,42,Rejected
APP03203,A1289,Student,Australia,2024-01-13,2024-02-12,542,Approved
APP03204,A1289,Work,Belgium,2023-06-25,2023-08-24,96,Approved
APP03205,A1289,Business,Netherlands,2023-04-21,2023-06-20,33,Pending
APP03206,A1289,Tourist,USA,2024-06-01,2024-06-16,15,Approved
APP03207,A1290,Transit,South Korea,2024-11-18,2024-12-03,5,Pending
APP03208,A1290,Business,Singapore,2024-07-10,2024-10-08,21,Approved
APP03209,A1290,Work,Denmark,2025-06-04,2025-07-19,100,Pending
APP03210,A1291,Work,USA,2022-05-04,2022-05-19,186,Approved
APP03211,A1291,Tourist,Belgium,2025-11-23,2025-12-23,23,Approved
APP03212,A1291,Transit,UAE,2024-07-14,2024-07-29,2,Rejected
APP03213,A1291,Tourist,Spain,2024-06-12,2024-06-27,14,Rejected
APP03214,A1292,Tourist,Belgium,2023-03-26,2023-04-25,27,Pending
APP03215,A1292,Tourist,New Zealand,2022-01-18,2022-03-19,18,Pending
APP03216,A1292,Transit,Germany,2024-05-17,2024-07-01,4,Approved
APP03217,A1292,Transit,UAE,2022-02-27,2022-04-28,3,Rejected
APP03218,A1293,Student,Switzerland,2022-03-05,2022-03-20,367,Pending
APP03219,A1293,Student,UK,2024-12-05,2024-12-20,376,Pending
APP03220,A1293,Tourist,South Korea,2025-12-29,2026-01-28,25,Approved
APP03221,A1293,Transit,Switzerland,2022-05-11,2022-08-09,5,Approved
APP03222,A1294,Student,Japan,2023-07-02,2023-08-01,711,Approved
APP03223,A1294,Transit,Austria,2022-12-07,2023-03-07,1,Pending
APP03224,A1294,Work,Italy,2024-07-03,2024-08-02,114,Approved
APP03225,A1294,Tourist,Sweden,2024-11-18,2025-02-16,17,Approved
APP03226,A1295,Transit,France,2025-12-10,2026-02-08,4,Pending
APP03227,A1295,Business,New Zealand,2022-03-02,2022-04-16,52,Rejected
APP03228,A1295,Transit,Singapore,2024-12-09,2024-12-24,3,Rejected
APP03229,A1295,Business,Germany,2022-03-17,2022-04-01,59,Pending
APP03230,A1296,Transit,Denmark,2025-02-18,2025-03-05,1,Approved
APP03231,A1297,Business,Japan,2023-08-07,2023-09-06,43,Pending
APP03232,A1297,Transit,USA,2023-08-05,2023-09-04,4,Rejected
APP03233,A1297,Tourist,Singapore,2025-01-11,2025-02-25,30,Approved
APP03234,A1297,Transit,Denmark,2023-06-03,2023-07-18,1,Pending
APP03235,A1298,Business,Canada,2022-03-09,2022-06-07,53,Pending
APP03236,A1298,Business,USA,2023-04-15,2023-04-30,32,Pending
APP03237,A1298,Business,USA,2023-05-05,2023-08-03,44,Rejected
APP03238,A1299,Student,Singapore,2025-08-17,2025-10-16,697,Approved
APP03239,A1299,Work,UK,2025-06-13,2025-08-12,255,Pending
APP03240,A1299,Student,Singapore,2022-04-17,2022-06-16,326,Approved
APP03241,A1300,Work,Canada,2023-01-19,2023-02-18,173,Rejected
APP03242,A1300,Transit,France,2022-11-20,2022-12-20,5,Pending
APP03243,A1300,Tourist,Denmark,2024-06-25,2024-09-23,24,Approved
APP03244,A1301,Transit,France,2022-04-14,2022-05-29,4,Approved
APP03245,A1301,Business,Norway,2024-03-23,2024-05-07,48,Approved
APP03246,A1302,Work,Canada,2022-06-19,2022-08-18,272,Rejected
APP03247,A1302,Tourist,Germany,2025-08-31,2025-10-15,29,Approved
APP03248,A1302,Work,Spain,2022-08-04,2022-10-03,210,Rejected
APP03249,A1302,Student,UAE,2023-08-05,2023-09-19,376,Approved
APP03250,A1303,Student,UK,2024-06-27,2024-07-27,377,Pending
APP03251,A1303,Work,Switzerland,2024-05-27,2024-06-26,139,Rejected
APP03252,A1303,Business,Denmark,2022-11-23,2022-12-23,30,Rejected
APP03253,A1304,Transit,Sweden,2022-06-22,2022-09-20,4,Approved
APP03254,A1304,Transit,UK,2025-03-19,2025-04-18,3,Approved
APP03255,A1304,Business,UAE,2023-07-24,2023-08-23,60,Pending
APP03256,A1304,Business,Germany,2023-04-26,2023-05-26,9,Rejected
APP03257,A1305,Tourist,USA,2022-02-07,2022-03-09,29,Approved
APP03258,A1306,Tourist,Denmark,2024-11-26,2025-01-25,18,Pending
APP03259,A1306,Transit,Sweden,2023-12-20,2024-03-19,3,Pending
APP03260,A1306,Business,Netherlands,2023-12-20,2024-01-04,33,Pending
APP03261,A1306,Transit,Belgium,2025-09-11,2025-10-11,3,Rejected
APP03262,A1307,Tourist,Germany,2025-03-04,2025-06-02,11,Approved
APP03263,A1307,Transit,Singapore,2023-08-09,2023-09-23,4,Approved
APP03264,A1307,Work,Switzerland,2025-08-21,2025-10-05,249,Pending
APP03265,A1308,Work,Australia,2023-10-18,2024-01-16,147,Pending
APP03266,A1308,Transit,Canada,2023-08-01,2023-08-31,4,Rejected
APP03267,A1309,Tourist,Germany,2023-09-27,2023-11-11,25,Approved
APP03268,A1309,Student,Denmark,2022-01-01,2022-01-31,650,Pending
APP03269,A1309,Transit,Italy,2022-02-04,2022-05-05,3,Pending
APP03270,A1310,Work,South Korea,2025-04-26,2025-07-25,297,Pending
APP03271,A1310,Business,Sweden,2025-02-18,2025-04-04,41,Pending
APP03272,A1310,Transit,Canada,2023-02-03,2023-05-04,3,Approved
APP03273,A1311,Student,Switzerland,2023-05-08,2023-07-07,301,Approved
APP03274,A1311,Transit,New Zealand,2025-03-19,2025-04-18,5,Pending
APP03275,A1311,Transit,Canada,2024-04-07,2024-05-07,2,Pending
APP03276,A1311,Student,Australia,2024-03-10,2024-03-25,320,Pending
APP03277,A1312,Tourist,USA,2022-07-21,2022-08-05,21,Pending
APP03278,A1312,Business,Norway,2023-01-11,2023-04-11,47,Approved
APP03279,A1312,Student,Australia,2024-04-02,2024-05-17,512,Approved
APP03280,A1313,Tourist,Singapore,2024-03-06,2024-04-05,6,Pending
APP03281,A1314,Business,Italy,2023-05-16,2023-05-31,37,Approved
APP03282,A1314,Business,Austria,2024-10-09,2025-01-07,26,Approved
APP03283,A1315,Work,Netherlands,2024-07-10,2024-08-24,127,Rejected
APP03284,A1315,Student,Spain,2024-12-27,2025-03-27,592,Approved
APP03285,A1315,Business,UK,2024-07-09,2024-07-24,26,Approved
APP03286,A1315,Work,Austria,2023-08-30,2023-11-28,136,Approved
APP03287,A1316,Work,Belgium,2024-04-06,2024-05-21,275,Approved
APP03288,A1317,Tourist,Austria,2025-10-11,2026-01-09,7,Approved
APP03289,A1318,Work,USA,2022-09-06,2022-10-06,263,Pending
APP03290,A1318,Business,New Zealand,2025-11-14,2025-12-29,51,Approved
APP03291,A1318,Student,UK,2024-10-07,2024-12-06,626,Approved
APP03292,A1318,Work,Japan,2023-12-31,2024-01-15,163,Rejected
APP03293,A1319,Transit,UAE,2023-02-09,2023-03-26,4,Pending
APP03294,A1319,Business,Italy,2024-01-19,2024-02-03,59,Rejected
APP03295,A1320,Tourist,Norway,2025-01-14,2025-03-15,24,Pending
APP03296,A1320,Tourist,Austria,2023-12-27,2024-03-26,17,Approved
APP03297,A1320,Work,Canada,2024-05-24,2024-06-08,352,Approved
APP03298,A1321,Work,Japan,2024-02-09,2024-03-10,211,Rejected
APP03299,A1322,Business,Denmark,2023-11-06,2024-01-05,32,Rejected
APP03300,A1322,Student,Switzerland,2023-08-01,2023-08-31,239,Rejected
APP03301,A1323,Work,Singapore,2022-03-10,2022-05-09,227,Rejected
APP03302,A1324,Work,Italy,2023-07-01,2023-08-15,334,Approved
APP03303,A1325,Transit,UAE,2022-10-14,2022-12-13,1,Approved
APP03304,A1325,Work,Spain,2025-01-25,2025-03-26,172,Approved
APP03305,A1326,Student,Italy,2022-08-05,2022-09-04,584,Pending
APP03306,A1326,Business,Austria,2022-04-16,2022-07-15,25,Pending
APP03307,A1326,Business,Denmark,2023-05-26,2023-07-25,10,Pending
APP03308,A1326,Work,Canada,2025-09-18,2025-12-17,278,Pending
APP03309,A1327,Transit,UAE,2025-01-01,2025-01-31,4,Approved
APP03310,A1327,Work,Canada,2025-04-01,2025-05-01,182,Pending
APP03311,A1328,Business,Australia,2024-05-03,2024-07-02,34,Approved
APP03312,A1329,Work,Japan,2023-06-26,2023-08-10,237,Pending
APP03313,A1330,Work,South Korea,2022-09-22,2022-12-21,260,Rejected
APP03314,A1330,Work,Japan,2025-08-09,2025-11-07,243,Approved
APP03315,A1330,Business,Canada,2022-10-23,2022-11-07,45,Pending
APP03316,A1330,Transit,France,2024-10-23,2024-11-22,1,Pending
APP03317,A1331,Tourist,Sweden,2023-06-14,2023-07-14,23,Approved
APP03318,A1331,Transit,Belgium,2023-05-29,2023-08-27,1,Pending
APP03319,A1332,Transit,Spain,2025-03-02,2025-05-31,2,Approved
APP03320,A1332,Business,Netherlands,2024-04-10,2024-05-25,13,Approved
APP03321,A1332,Tourist,UAE,2023-11-19,2024-01-03,12,Rejected
APP03322,A1333,Tourist,Italy,2024-11-25,2025-02-23,15,Approved
APP03323,A1333,Business,Belgium,2023-07-05,2023-09-03,39,Approved
APP03324,A1333,Work,France,2025-05-11,2025-08-09,199,Pending
APP03325,A1333,Work,Netherlands,2022-05-12,2022-08-10,335,Rejected
APP03326,A1334,Tourist,Spain,2023-12-31,2024-01-15,5,Approved
APP03327,A1335,Student,Spain,2024-09-23,2024-10-23,678,Rejected
APP03328,A1335,Tourist,Singapore,2025-08-03,2025-09-02,19,Approved
APP03329,A1336,Student,Denmark,2024-06-07,2024-06-22,546,Rejected
APP03330,A1336,Business,UAE,2023-11-01,2023-12-31,7,Approved
APP03331,A1336,Student,Germany,2025-12-25,2026-02-23,456,Approved
APP03332,A1337,Student,New Zealand,2022-06-07,2022-07-07,199,Pending
APP03333,A1338,Transit,France,2023-11-15,2024-01-14,4,Pending
APP03334,A1338,Tourist,New Zealand,2022-08-02,2022-09-01,11,Approved
APP03335,A1338,Tourist,Germany,2025-06-16,2025-08-15,16,Approved
APP03336,A1338,Tourist,Sweden,2022-05-02,2022-05-17,28,Approved
APP03337,A1339,Work,Belgium,2024-04-13,2024-05-28,303,Pending
APP03338,A1339,Transit,Netherlands,2024-04-06,2024-05-21,5,Rejected
APP03339,A1339,Student,Belgium,2025-07-28,2025-08-27,437,Rejected
APP03340,A1339,Business,Canada,2023-08-16,2023-09-15,14,Pending
APP03341,A1340,Business,Denmark,2025-03-17,2025-04-01,27,Approved
APP03342,A1340,Work,Austria,2025-04-28,2025-06-12,254,Pending
APP03343,A1340,Tourist,Sweden,2022-02-11,2022-02-26,7,Approved
APP03344,A1341,Business,Belgium,2023-09-16,2023-11-15,24,Pending
APP03345,A1341,Work,Switzerland,2024-09-09,2024-10-24,359,Pending
APP03346,A1342,Business,Belgium,2023-09-30,2023-12-29,25,Approved
APP03347,A1342,Business,Canada,2025-11-29,2026-02-27,49,Approved
