payment_id,application_id,amount,payment_date,payment_method,payment_status
PAY02045,APP01034,7000,2024-07-30,Wallet,Success
PAY02046,APP01035,7000,2022-05-31,NetBanking,Success
PAY02047,APP01035,7000,2022-05-07,Card,Success
PAY02048,APP01036,5000,2025-06-28,Wallet,Success
PAY02049,APP01037,20000,2025-06-05,Wallet,Success
PAY02050,APP01037,3000,2023-02-17,Card,Success
PAY02051,APP01038,7000,2025-08-01,UPI,Success
PAY02052,APP01038,10000,2025-05-03,UPI,Success
PAY02053,APP01038,15000,2025-05-31,UPI,Success
PAY02054,APP01039,15000,2022-06-22,Wallet,Success
PAY02055,APP01039,10000,2023-03-26,Wallet,Success
PAY02056,APP01040,10000,2023-09-13,Card,Failed
PAY02057,APP01040,5000,2025-03-22,UPI,Success
PAY02058,APP01040,15000,2023-11-23,Card,Failed
PAY02059,APP01041,20000,2025-09-23,Cheque,Success
PAY02060,APP01042,3000,2023-12-03,Credit Card,Success
PAY02061,APP01042,7000,2024-02-23,NetBanking,Success
PAY02062,APP01042,10000,2025-04-03,Credit Card,Success
PAY02063,APP01043,3000,2023-06-26,Card,Success
PAY02064,APP01043,15000,2022-12-31,Cheque,Success
PAY02065,APP01043,7000,2023-09-14,Credit Card,Success
PAY02066,APP01044,5000,2023-03-25,NetBanking,Failed
PAY02067,APP01045,7000,2025-02-03,Debit Card,Success
PAY02068,APP01045,15000,2023-08-08,Card,Failed
PAY02069,APP01045,7000,2023-11-29,Wallet,Success
PAY02070,APP01046,7000,2025-08-30,Debit Card,Success
PAY02071,APP01046,15000,2025-06-04,UPI,Success
PAY02072,APP01046,3000,2025-10-07,Wallet,Success
PAY02073,APP01047,20000,2024-07-10,Debit Card,Success
PAY02074,APP01048,5000,2023-11-11,Credit Card,Success
PAY02075,APP01048,15000,2025-01-13,NetBanking,Success
PAY02076,APP01049,10000,2022-08-28,Credit Card,Success
PAY02077,APP01050,15000,2022-03-18,Credit Card,Success
PAY02078,APP01051,5000,2024-09-19,Wallet,Success
PAY02079,APP01051,3000,2024-04-18,NetBanking,Success
PAY02080,APP01052,15000,2022-10-21,NetBanking,Success
PAY02081,APP01052,15000,2025-11-18,UPI,Success
PAY02082,APP01052,20000,2025-05-27,Cheque,Success
PAY02083,APP01053,3000,2024-01-05,Card,Failed
PAY02084,APP01053,10000,2023-05-29,Card,Success
PAY02085,APP01053,7000,2024-11-24,Credit Card,Success
PAY02086,APP01054,10000,2023-11-09,Credit Card,Pending
PAY02087,APP01054,15000,2023-04-01,Cash,Success
PAY02088,APP01055,3000,2025-06-16,Cheque,Success
PAY02089,APP01055,10000,2022-02-05,Debit Card,Success
PAY02090,APP01055,10000,2024-03-01,NetBanking,Failed
PAY02091,APP01056,10000,2023-06-01,Debit Card,Pending
PAY02092,APP01056,5000,2022-12-07,Cash,Success
PAY02093,APP01056,20000,2025-10-25,Debit Card,Success
PAY02094,APP01057,20000,2024-06-05,Credit Card,Success
PAY02095,APP01058,7000,2023-01-19,Cheque,Failed
PAY02096,APP01059,7000,2022-01-17,Card,Success
PAY02097,APP01059,7000,2022-10-12,UPI,Success
PAY02098,APP01059,15000,2024-12-04,Credit Card,Success
PAY02099,APP01060,10000,2025-02-07,NetBanking,Success
PAY02100,APP01061,7000,2022-02-06,Cheque,Success
PAY02101,APP01062,15000,2025-06-22,Cheque,Success
PAY02102,APP01062,10000,2022-06-10,UPI,Success
PAY02103,APP01063,10000,2022-02-04,NetBanking,Success
PAY02104,APP01063,10000,2023-07-06,Cheque,Success
PAY02105,APP01063,10000,2025-11-02,Card,Success
PAY02106,APP01064,10000,2022-03-12,Card,Success
PAY02107,APP01064,3000,2023-11-04,Cheque,Success
PAY02108,APP01064,5000,2024-11-26,UPI,Success
PAY02109,APP01065,10000,2022-09-27,Card,Failed
PAY02110,APP01066,5000,2022-05-05,Cheque,Success
PAY02111,APP01066,15000,2024-12-28,Credit Card,Success
PAY02112,APP01066,20000,2022-03-12,Credit Card,Success
PAY02113,APP01067,3000,2022-07-27,NetBanking,Success
PAY02114,APP01067,7000,2023-03-13,Cheque,Success
PAY02115,APP01068,3000,2023-10-08,Debit Card,Success
PAY02116,APP01068,3000,2025-07-06,Card,Success
PAY02117,APP01069,10000,2025-01-10,Credit Card,Success
PAY02118,APP01069,7000,2024-02-11,Credit Card,Success
PAY02119,APP01070,20000,2024-07-01,Cash,Failed
PAY02120,APP01071,3000,2024-11-12,Debit Card,Success
PAY02121,APP01071,15000,2024-11-13,NetBanking,Failed
PAY02122,APP01071,3000,2023-01-26,Debit Card,Success
PAY02123,APP01072,7000,2024-02-02,Wallet,Failed
PAY02124,APP01072,20000,2023-06-19,Credit Card,Failed
PAY02125,APP01072,5000,2024-06-10,UPI,Success
PAY02126,APP01073,5000,2024-05-29,Debit Card,Failed
PAY02127,APP01073,15000,2024-08-24,UPI,Success
PAY02128,APP01074,10000,2025-08-05,UPI,Failed
PAY02129,APP01075,15000,2024-10-09,Cheque,Success
PAY02130,APP01076,5000,2025-11-30,Card,Success
PAY02131,APP01076,20000,2022-06-01,Cheque,Failed
PAY02132,APP01077,7000,2025-06-26,Debit Card,Success
PAY02133,APP01077,20000,2022-08-08,Debit Card,Success
PAY02134,APP01078,7000,2023-08-16,Wallet,Success
PAY02135,APP01078,10000,2023-10-01,UPI,Success
PAY02136,APP01078,15000,2025-07-12,Cash,Success
PAY02137,APP01079,10000,2024-05-02,Wallet,Success
PAY02138,APP01080,15000,2022-05-26,Cash,Pending
PAY02139,APP01080,20000,2025-05-17,Cheque,Success
PAY02140,APP01080,3000,2025-08-12,Cheque,Success
PAY02141,APP01081,5000,2023-03-15,Cash,Success
PAY02142,APP01081,5000,2022-05-12,Cash,Success
PAY02143,APP01082,5000,2022-04-22,NetBanking,Pending
PAY02144,APP01082,20000,2022-05-29,Wallet,Success
PAY02145,APP01083,7000,2025-01-13,NetBanking,Success
PAY02146,APP01083,5000,2022-06-26,Credit Card,Success
PAY02147,APP01084,3000,2022-07-10,Cash,Success
PAY02148,APP01084,20000,2024-05-07,Cash,Success
PAY02149,APP01085,20000,2025-01-30,Credit Card,Success
PAY02150,APP01085,15000,2025-03-08,UPI,Success
PAY02151,APP01086,10000,2025-11-12,NetBanking,Failed
PAY02152,APP01086,3000,2025-03-11,NetBanking,Success
PAY02153,APP01087,5000,2022-02-10,Wallet,Pending
PAY02154,APP01087,20000,2025-10-02,Card,Success
PAY02155,APP01088,15000,2024-09-02,UPI,Success
PAY02156,APP01088,5000,2024-08-22,Card,Success
PAY02157,APP01088,7000,2024-10-31,Cash,Success
PAY02158,APP01089,7000,2025-06-19,Cheque,Success
PAY02159,APP01089,5000,2022-03-18,Cheque,Failed
PAY02160,APP01089,20000,2022-03-12,Wallet,Success
PAY02161,APP01090,7000,2025-04-30,UPI,Success
PAY02162,APP01090,3000,2025-07-11,Debit Card,Success
PAY02163,APP01091,3000,2023-07-07,Wallet,Success
PAY02164,APP01092,20000,2022-03-16,Card,Success
PAY02165,APP01093,3000,2023-10-18,Cash,Success
PAY02166,APP01094,10000,2023-12-28,Credit Card,Success
PAY02167,APP01094,10000,2022-09-11,Wallet,Success
PAY02168,APP01094,10000,2025-10-11,Credit Card,Success
PAY02169,APP01095,15000,2024-10-09,UPI,Failed
PAY02170,APP01095,20000,2025-03-16,Credit Card,Failed
PAY02171,APP01095,5000,2023-07-23,Debit Card,Success
PAY02172,APP01096,10000,2023-10-19,NetBanking,Success
PAY02173,APP01096,20000,2023-07-16,Wallet,Success
PAY02174,APP01097,15000,2022-06-11,Credit Card,Success
PAY02175,APP01097,7000,2025-05-20,Cheque,Success
PAY02176,APP01098,3000,2024-10-22,NetBanking,Failed
PAY02177,APP01099,3000,2023-10-20,Debit Card,Failed
PAY02178,APP01099,3000,2022-04-01,NetBanking,Success
PAY02179,APP01100,5000,2024-03-09,Credit Card,Success
PAY02180,APP01101,20000,2022-12-11,Debit Card,Failed
PAY02181,APP01101,20000,2024-02-14,Debit Card,Success
PAY02182,APP01101,7000,2025-11-29,Cheque,Success
PAY02183,APP01102,3000,2022-03-01,Credit Card,Pending
PAY02184,APP01102,10000,2025-05-20,Wallet,Failed
PAY02185,APP01102,7000,2023-06-25,Card,Success
PAY02186,APP01103,7000,2025-05-09,Cash,Success
PAY02187,APP01104,10000,2023-12-24,Cheque,Failed
PAY02188,APP01104,15000,2024-02-10,NetBanking,Success
PAY02189,APP01105,7000,2024-09-17,Debit Card,Pending
PAY02190,APP01106,20000,2022-08-23,UPI,Success
PAY02191,APP01107,7000,2024-06-24,Debit Card,Success
PAY02192,APP01107,20000,2024-07-12,UPI,Success
PAY02193,APP01108,10000,2023-09-04,Debit Card,Failed
PAY02194,APP01108,3000,2025-09-16,Debit Card,Failed
PAY02195,APP01108,7000,2022-02-02,UPI,Success
PAY02196,APP01109,5000,2022-04-30,NetBanking,Failed
PAY02197,APP01109,5000,2024-02-25,Card,Success
PAY02198,APP01109,3000,2024-03-03,Debit Card,Success
PAY02199,APP01110,7000,2025-12-01,Wallet,Success
PAY02200,APP01110,7000,2025-05-09,Credit Card,Success
PAY02201,APP01110,3000,2024-05-24,Cash,Success
PAY02202,APP01111,15000,2023-09-29,Debit Card,Success
PAY02203,APP01111,3000,2023-03-13,Card,Success
PAY02204,APP01112,10000,2022-07-27,Wallet,Failed
PAY02205,APP01112,20000,2025-05-15,Cheque,Success
PAY02206,APP01112,7000,2022-05-10,Credit Card,Success
PAY02207,APP01113,20000,2025-12-17,Card,Success
PAY02208,APP01113,7000,2024-05-18,UPI,Success
PAY02209,APP01113,15000,2022-02-17,Wallet,Success
PAY02210,APP01114,7000,2025-05-21,NetBanking,Success
PAY02211,APP01114,10000,2024-10-31,Wallet,Success
PAY02212,APP01114,7000,2023-12-15,Wallet,Success
PAY02213,APP01115,15000,2022-01-19,Card,Success
PAY02214,APP01116,7000,2025-05-21,NetBanking,Failed
PAY02215,APP01116,5000,2022-11-16,Cash,Success
PAY02216,APP01116,10000,2022-04-01,Wallet,Success
PAY02217,APP01117,3000,2024-11-04,Cheque,Success
PAY02218,APP01117,7000,2024-06-19,Cheque,Success
PAY02219,APP01117,3000,2025-07-03,Debit Card,Success
PAY02220,APP01118,5000,2025-05-28,Debit Card,Pending
PAY02221,APP01118,15000,2023-05-15,Debit Card,Failed
PAY02222,APP01118,5000,2024-06-30,Credit Card,Success
PAY02223,APP01119,10000,2022-09-01,Cash,Success
PAY02224,APP01120,20000,2025-04-24,UPI,Failed
PAY02225,APP01120,5000,2022-01-13,Debit Card,Success
PAY02226,APP01121,10000,2024-07-06,Card,Success
PAY02227,APP01121,3000,2023-02-11,UPI,Success
PAY02228,APP01122,10000,2024-05-14,Wallet,Success
PAY02229,APP01122,5000,2022-04-25,Cash,Success
PAY02230,APP01123,15000,2023-09-24,UPI,Success
PAY02231,APP01123,10000,2023-05-14,UPI,Success
PAY02232,APP01124,5000,2022-06-13,UPI,Failed
PAY02233,APP01124,10000,2022-12-22,Credit Card,Success
PAY02234,APP01124,3000,2025-09-01,Debit Card,Success
PAY02235,APP01125,7000,2022-10-20,UPI,Success
PAY02236,APP01126,5000,2025-06-21,Cash,Failed
PAY02237,APP01127,5000,2025-10-25,Wallet,Success
PAY02238,APP01127,10000,2025-05-17,Card,Success
PAY02239,APP01128,5000,2022-04-20,Credit Card,Success
PAY02240,APP01128,15000,2025-01-01,Debit Card,Success
PAY02241,APP01128,15000,2022-02-16,NetBanking,Success
PAY02242,APP01129,3000,2023-10-04,Cash,Success
PAY02243,APP01129,10000,2025-08-17,Debit Card,Failed
PAY02244,APP01129,10000,2024-03-12,Cheque,Success
PAY02245,APP01130,10000,2022-10-18,Cheque,Success
PAY02246,APP01130,15000,2025-06-11,Cash,Success
PAY02247,APP01131,15000,2022-07-18,Cheque,Success
PAY02248,APP01131,15000,2024-01-24,Wallet,Success
PAY02249,APP01131,15000,2025-11-25,Credit Card,Success
PAY02250,APP01132,20000,2022-10-06,Wallet,Success
PAY02251,APP01132,10000,2022-12-12,Credit Card,Success
PAY02252,APP01132,3000,2025-02-09,Credit Card,Success
PAY02253,APP01133,20000,2024-11-03,Credit Card,Pending
PAY02254,APP01133,10000,2024-06-09,Cash,Success
PAY02255,APP01133,10000,2025-06-12,Card,Success
PAY02256,APP01134,7000,2023-08-20,Credit Card,Failed
PAY02257,APP01135,3000,2022-04-15,Cash,Success
PAY02258,APP01135,20000,2025-05-17,NetBanking,Failed
PAY02259,APP01135,20000,2022-10-12,Wallet,Success
PAY02260,APP01136,5000,2023-08-08,Cash,Success
PAY02261,APP01137,5000,2023-04-05,Debit Card,Success
PAY02262,APP01137,5000,2025-09-30,Cash,Success
PAY02263,APP01138,20000,2023-01-25,Cash,Success
PAY02264,APP01139,20000,2024-12-03,Debit Card,Pending
PAY02265,APP01140,3000,2022-12-29,Cheque,Success
PAY02266,APP01140,10000,2024-10-31,Cheque,Success
PAY02267,APP01140,7000,2025-05-02,UPI,Success
PAY02268,APP01141,10000,2024-04-09,NetBanking,Success
PAY02269,APP01141,15000,2023-02-07,Credit Card,Success
PAY02270,APP01142,7000,2023-01-19,Card,Failed
PAY02271,APP01142,15000,2024-02-06,Cheque,Success
PAY02272,APP01142,5000,2024-10-20,Card,Success
PAY02273,APP01143,15000,2022-04-15,Credit Card,Success
PAY02274,APP01144,10000,2022-09-09,NetBanking,Success
PAY02275,APP01144,15000,2022-10-05,UPI,Success
PAY02276,APP01145,7000,2025-04-18,Wallet,Success
PAY02277,APP01146,5000,2022-03-01,Cash,Success
PAY02278,APP01146,5000,2023-02-24,Card,Success
PAY02279,APP01147,15000,2025-02-28,Debit Card,Success
PAY02280,APP01147,20000,2022-06-14,Wallet,Success
PAY02281,APP01147,3000,2022-05-02,UPI,Success
PAY02282,APP01148,7000,2023-09-01,Card,Failed
PAY02283,APP01148,5000,2024-04-27,Cash,Success
PAY02284,APP01148,15000,2025-09-22,Cash,Success
PAY02285,APP01149,3000,2024-10-01,Credit Card,Success
PAY02286,APP01149,5000,2024-02-13,Credit Card,Success
PAY02287,APP01149,20000,2022-07-29,Wallet,Success
PAY02288,APP01150,5000,2022-09-27,Credit Card,Success
PAY02289,APP01150,20000,2025-03-31,Card,Success
PAY02290,APP01150,7000,2023-04-10,Wallet,Failed
PAY02291,APP01151,10000,2022-10-15,UPI,Success
PAY02292,APP01151,10000,2025-04-13,Credit Card,Success
PAY02293,APP01151,10000,2025-07-16,Cheque,Success
PAY02294,APP01152,7000,2022-12-26,Cheque,Success
PAY02295,APP01152,7000,2022-08-02,UPI,Success
PAY02296,APP01152,7000,2025-07-23,UPI,Success
PAY02297,APP01153,5000,2022-04-24,NetBanking,Success
PAY02298,APP01154,15000,2025-03-16,Debit Card,Pending
PAY02299,APP01155,15000,2025-03-04,UPI,Success
PAY02300,APP01155,15000,2023-04-30,NetBanking,Success
PAY02301,APP01156,5000,2023-07-21,Card,Failed
PAY02302,APP01156,5000,2022-08-25,Card,Failed
PAY02303,APP01157,10000,2022-01-24,Cheque,Success
PAY02304,APP01158,3000,2023-04-27,Credit Card,Failed
PAY02305,APP01159,7000,2022-02-03,Wallet,Failed
PAY02306,APP01160,10000,2024-07-07,UPI,Success
PAY02307,APP01160,20000,2024-10-20,NetBanking,Success
PAY02308,APP01161,20000,2024-01-14,Card,Success
PAY02309,APP01162,3000,2022-09-10,Credit Card,Failed
PAY02310,APP01162,7000,2023-01-05,Cheque,Success
PAY02311,APP01163,15000,2024-09-17,NetBanking,Success
PAY02312,APP01163,5000,2023-06-17,Wallet,Success
PAY02313,APP01163,20000,2023-08-23,Debit Card,Failed
PAY02314,APP01164,5000,2024-02-24,Debit Card,Pending
PAY02315,APP01165,10000,2022-12-17,Cash,Failed
PAY02316,APP01165,5000,2024-08-27,Debit Card,Success
PAY02317,APP01165,5000,2023-02-28,Debit Card,Success
PAY02318,APP01166,3000,2023-08-21,UPI,Success
PAY02319,APP01166,20000,2025-09-16,NetBanking,Success
PAY02320,APP01166,15000,2025-03-21,NetBanking,Success
PAY02321,APP01167,3000,2024-02-09,Credit Card,Pending
PAY02322,APP01167,15000,2024-09-28,Cheque,Success
PAY02323,APP01167,7000,2025-08-25,Card,Success
PAY02324,APP01168,20000,2025-08-26,Debit Card,Success
PAY02325,APP01168,7000,2023-01-14,Cash,Success
PAY02326,APP01168,10000,2025-10-30,UPI,Failed
PAY02327,APP01169,10000,2025-04-12,Card,Pending
PAY02328,APP01170,10000,2025-08-23,NetBanking,Success
PAY02329,APP01171,10000,2023-04-21,Card,Success
PAY02330,APP01172,5000,2025-02-22,Credit Card,Pending
PAY02331,APP01172,10000,2024-01-24,Credit Card,Failed
PAY02332,APP01172,10000,2024-11-09,Credit Card,Success
PAY02333,APP01173,5000,2023-05-25,Credit Card,Success
PAY02334,APP01174,7000,2023-10-15,NetBanking,Pending
PAY02335,APP01174,15000,2025-03-09,Debit Card,Success
PAY02336,APP01174,10000,2025-09-20,Wallet,Success
PAY02337,APP01175,20000,2023-01-07,Credit Card,Failed
PAY02338,APP01175,20000,2023-05-03,Wallet,Success
PAY02339,APP01176,7000,2023-09-24,Card,Success
PAY02340,APP01176,7000,2022-09-14,Cheque,Success
PAY02341,APP01177,3000,2024-11-26,Debit Card,Success
PAY02342,APP01177,20000,2023-08-24,NetBanking,Success
PAY02343,APP01177,15000,2025-06-15,Credit Card,Success
PAY02344,APP01178,15000,2024-09-09,Wallet,Success
PAY02345,APP01179,15000,2022-04-01,Cash,Pending
PAY02346,APP01180,5000,2023-05-29,Credit Card,Success
PAY02347,APP01181,7000,2023-12-18,Cash,Success
PAY02348,APP01181,15000,2023-04-15,Credit Card,Success
PAY02349,APP01181,3000,2022-12-18,Credit Card,Success
PAY02350,APP01182,10000,2022-10-21,Debit Card,Success
PAY02351,APP01182,20000,2022-04-10,NetBanking,Success
PAY02352,APP01182,10000,2023-05-08,Card,Success
PAY02353,APP01183,3000,2023-12-28,UPI,Success
PAY02354,APP01183,10000,2024-07-03,Cash,Success
PAY02355,APP01183,7000,2022-05-10,UPI,Success
PAY02356,APP01184,15000,2023-07-04,UPI,Pending
PAY02357,APP01184,10000,2025-06-09,Cash,Success
PAY02358,APP01185,5000,2023-10-05,Card,Success
PAY02359,APP01185,15000,2023-10-17,Credit Card,Success
PAY02360,APP01185,5000,2022-07-06,Cash,Success
PAY02361,APP01186,5000,2024-09-15,Cheque,Success
PAY02362,APP01186,7000,2022-02-17,NetBanking,Success
PAY02363,APP01186,15000,2025-12-31,Wallet,Success
PAY02364,APP01187,10000,2023-12-30,Wallet,Success
PAY02365,APP01187,5000,2023-04-27,Cheque,Failed
PAY02366,APP01187,7000,2024-03-02,Credit Card,Success
PAY02367,APP01188,7000,2022-06-03,NetBanking,Success
PAY02368,APP01188,15000,2022-02-11,Wallet,Success
PAY02369,APP01188,15000,2023-06-08,Card,Success
PAY02370,APP01189,7000,2025-02-02,Card,Failed
PAY02371,APP01190,7000,2022-08-31,UPI,Success
PAY02372,APP01190,15000,2023-09-16,NetBanking,Success
PAY02373,APP01190,7000,2024-05-04,Credit Card,Success
PAY02374,APP01191,10000,2025-01-08,Wallet,Success
PAY02375,APP01191,10000,2022-01-17,Debit Card,Success
PAY02376,APP01191,20000,2025-08-18,Wallet,Success
PAY02377,APP01192,5000,2023-12-14,Card,Success
PAY02378,APP01192,5000,2025-07-23,Card,Success
PAY02379,APP01192,5000,2022-09-26,NetBanking,Success
PAY02380,APP01193,10000,2025-09-30,UPI,Failed
PAY02381,APP01193,15000,2023-04-09,NetBanking,Success
PAY02382,APP01194,10000,2024-12-13,NetBanking,Success
PAY02383,APP01194,10000,2023-10-26,NetBanking,Success
PAY02384,APP01194,5000,2025-11-17,Wallet,Success
PAY02385,APP01195,7000,2024-08-10,Card,Success
PAY02386,APP01195,20000,2025-03-14,NetBanking,Success
PAY02387,APP01195,7000,2025-02-13,Cheque,Success
PAY02388,APP01196,15000,2023-01-12,Debit Card,Pending
PAY02389,APP01197,15000,2023-05-26,Debit Card,Success
PAY02390,APP01198,7000,2022-08-14,Card,Success
PAY02391,APP01198,20000,2025-11-29,Cash,Success
PAY02392,APP01199,7000,2024-04-19,UPI,Failed
PAY02393,APP01199,15000,2024-11-16,NetBanking,Failed
PAY02394,APP01200,15000,2024-08-10,Credit Card,Success
PAY02395,APP01201,20000,2023-10-01,NetBanking,Success
PAY02396,APP01202,10000,2024-07-24,Card,Failed
PAY02397,APP01203,15000,2024-01-18,Cash,Success
PAY02398,APP01203,7000,2023-05-21,Wallet,Success
PAY02399,APP01203,10000,2022-11-18,Wallet,Success
PAY02400,APP01204,7000,2023-10-22,NetBanking,Success
PAY02401,APP01204,3000,2023-07-05,Wallet,Success
PAY02402,APP01205,5000,2023-02-20,Wallet,Success
PAY02403,APP01205,7000,2025-05-30,UPI,Success
PAY02404,APP01205,10000,2023-10-29,Debit Card,Success
PAY02405,APP01206,5000,2022-09-17,NetBanking,Success
PAY02406,APP01207,3000,2025-11-01,UPI,Failed
PAY02407,APP01208,15000,2025-07-25,Credit Card,Success
PAY02408,APP01208,3000,2022-12-22,UPI,Success
PAY02409,APP01208,3000,2022-03-08,Debit Card,Success
PAY02410,APP01209,15000,2024-12-15,Card,Success
PAY02411,APP01209,20000,2024-02-05,UPI,Success
PAY02412,APP01210,7000,2024-12-01,Card,Pending
PAY02413,APP01210,5000,2023-07-22,NetBanking,Failed
PAY02414,APP01210,5000,2023-12-15,UPI,Success
PAY02415,APP01211,15000,2022-11-15,Debit Card,Success
PAY02416,APP01212,15000,2025-06-09,Credit Card,Failed
PAY02417,APP01212,3000,2025-08-26,UPI,Failed
PAY02418,APP01213,3000,2023-04-11,Debit Card,Success
PAY02419,APP01213,10000,2024-03-14,Cheque,Success
PAY02420,APP01213,5000,2025-06-22,NetBanking,Success
PAY02421,APP01214,15000,2025-11-06,UPI,Failed
PAY02422,APP01214,3000,2023-02-15,UPI,Failed
PAY02423,APP01214,20000,2025-05-23,Credit Card,Success
PAY02424,APP01215,10000,2022-07-22,NetBanking,Failed
PAY02425,APP01215,3000,2024-10-08,Card,Success
PAY02426,APP01215,7000,2024-05-12,Credit Card,Failed
PAY02427,APP01216,5000,2024-07-14,UPI,Success
PAY02428,APP01216,7000,2023-03-29,UPI,Success
PAY02429,APP01216,3000,2022-05-10,Cash,Success
PAY02430,APP01217,5000,2025-08-06,Cash,Success
PAY02431,APP01217,10000,2022-12-20,NetBanking,Success
PAY02432,APP01218,20000,2022-08-20,Cash,Success
PAY02433,APP01219,10000,2025-06-03,Wallet,Success
PAY02434,APP01220,7000,2022-07-01,Card,Success
PAY02435,APP01221,5000,2023-03-13,Debit Card,Success
PAY02436,APP01221,7000,2023-12-26,Cheque,Failed
PAY02437,APP01222,7000,2022-03-31,Credit Card,Success
PAY02438,APP01222,7000,2024-04-03,UPI,Success
PAY02439,APP01222,3000,2025-09-16,UPI,Success
PAY02440,APP01223,3000,2024-10-27,UPI,Failed
PAY02441,APP01223,5000,2023-12-03,Debit Card,Success
PAY02442,APP01223,3000,2023-12-27,Cheque,Success
PAY02443,APP01224,10000,2022-10-19,Wallet,Success
PAY02444,APP01224,7000,2023-08-10,Card,Success
PAY02445,APP01224,10000,2022-08-22,Cheque,Failed
PAY02446,APP01225,7000,2023-04-27,Cheque,Success
PAY02447,APP01226,10000,2025-09-16,Wallet,Failed
PAY02448,APP01226,7000,2025-11-04,Credit Card,Success
PAY02449,APP01226,3000,2023-09-15,NetBanking,Success
PAY02450,APP01227,3000,2023-07-01,Wallet,Success
PAY02451,APP01228,10000,2022-04-02,Debit Card,Success
PAY02452,APP01228,15000,2022-12-23,Cash,Success
PAY02453,APP01228,7000,2024-11-29,Cash,Success
PAY02454,APP01229,5000,2024-04-19,Credit Card,Success
PAY02455,APP01229,3000,2025-03-27,Credit Card,Success
PAY02456,APP01230,20000,2024-07-30,Debit Card,Success
PAY02457,APP01231,5000,2025-06-04,UPI,Success
PAY02458,APP01231,7000,2025-09-28,Credit Card,Success
PAY02459,APP01232,15000,2022-01-15,Wallet,Success
PAY02460,APP01233,3000,2022-03-11,Card,Success
PAY02461,APP01233,3000,2024-09-17,Credit Card,Success
PAY02462,APP01234,7000,2024-02-22,Wallet,Failed
PAY02463,APP01235,15000,2025-04-08,NetBanking,Failed
PAY02464,APP01235,10000,2023-09-28,Card,Success
PAY02465,APP01235,15000,2025-06-03,Wallet,Failed
PAY02466,APP01236,10000,2023-05-17,Debit Card,Success
PAY02467,APP01236,20000,2025-04-16,NetBanking,Failed
PAY02468,APP01236,20000,2023-03-10,UPI,Success
PAY02469,APP01237,15000,2023-08-30,Debit Card,Failed
PAY02470,APP01237,3000,2023-04-15,UPI,Success
PAY02471,APP01238,20000,2023-11-11,Cash,Success
PAY02472,APP01239,10000,2022-02-10,Card,Success
PAY02473,APP01239,10000,2023-11-29,Card,Success
PAY02474,APP01239,3000,2023-11-22,Credit Card,Failed
PAY02475,APP01240,5000,2024-09-13,Wallet,Success
PAY02476,APP01240,20000,2024-12-07,Debit Card,Success
PAY02477,APP01240,3000,2024-10-29,Cash,Success
PAY02478,APP01241,5000,2024-05-28,UPI,Failed
PAY02479,APP01242,5000,2023-11-19,Cash,Success
PAY02480,APP01242,10000,2024-11-14,Debit Card,Success
PAY02481,APP01243,7000,2024-03-06,Cash,Success
PAY02482,APP01243,15000,2025-03-29,NetBanking,Success
PAY02483,APP01243,15000,2023-08-03,Debit Card,Success
PAY02484,APP01244,3000,2024-12-11,Card,Success
PAY02485,APP01245,20000,2025-03-07,Card,Success
PAY02486,APP01245,20000,2023-11-22,Credit Card,Failed
PAY02487,APP01245,20000,2025-08-09,UPI,Success
PAY02488,APP01246,5000,2025-08-15,UPI,Success
PAY02489,APP01247,15000,2025-09-14,Debit Card,Failed
PAY02490,APP01247,5000,2024-05-07,Card,Success
PAY02491,APP01248,10000,2025-07-30,Cash,Success
PAY02492,APP01248,10000,2025-04-30,Cash,Success
PAY02493,APP01248,15000,2023-11-20,Credit Card,Failed
PAY02494,APP01249,5000,2023-06-30,Credit Card,Success
PAY02495,APP01250,10000,2025-03-08,Cash,Success
PAY02496,APP01251,5000,2025-08-28,NetBanking,Success
PAY02497,APP01252,15000,2022-11-14,Cash,Success
PAY02498,APP01253,20000,2022-06-10,Wallet,Success
PAY02499,APP01253,5000,2024-05-27,Card,Success
PAY02500,APP01254,7000,2024-05-08,UPI,Success
PAY02501,APP01254,20000,2023-10-28,Wallet,Success
PAY02502,APP01254,15000,2024-01-13,Debit Card,Success
PAY02503,APP01255,15000,2022-06-11,Cash,Pending
PAY02504,APP01256,7000,2022-03-18,Card,Failed
PAY02505,APP01257,3000,2023-09-13,Cheque,Success
PAY02506,APP01257,5000,2024-07-19,Cheque,Success
PAY02507,APP01257,15000,2022-01-31,Cheque,Success
PAY02508,APP01258,15000,2023-09-21,Debit Card,Success
PAY02509,APP01259,10000,2025-12-16,NetBanking,Success
PAY02510,APP01260,5000,2024-03-16,Credit Card,Success
PAY02511,APP01261,5000,2024-10-30,UPI,Success
PAY02512,APP01261,20000,2023-04-29,NetBanking,Success
PAY02513,APP01261,3000,2024-09-13,Cheque,Success
PAY02514,APP01262,5000,2024-07-29,Card,Pending
PAY02515,APP01263,10000,2024-07-29,Debit Card,Success
PAY02516,APP01263,5000,2024-07-06,Cash,Failed
PAY02517,APP01264,5000,2024-05-03,Wallet,Success
PAY02518,APP01264,7000,2023-04-21,Wallet,Success
PAY02519,APP01265,15000,2022-08-26,Wallet,Pending
PAY02520,APP01265,7000,2024-10-20,Credit Card,Success
PAY02521,APP01265,20000,2023-10-18,Cash,Success
PAY02522,APP01266,5000,2022-11-28,UPI,Success
PAY02523,APP01266,10000,2022-12-21,Card,Failed
PAY02524,APP01267,20000,2024-10-07,Card,Success
